영화명,개봉일,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,배급사,등급,장르,감독,배우
패트리어트-늪속의 여우,2000-07-21,60000,60000,20,20,1,1,미국,,15세 관람가 ,드라마,롤랜드 에머리히,"멜 깁슨,히스 레저,조엘리 리차드슨"
스톤월,,430000,430000,43,43,1,1,미국,(주) 액티버스엔터테인먼트,,드라마,롤랜드 에머리히,"제레미 어바인,조니 뷰챔프,조이 킹"
화이트 하우스 다운,2013-06-27,-279259796,-279259796,569500,569500,480,19850,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),15세이상관람가,액션,롤랜드 에머리히,"채닝 테이텀,제이미 폭스,매기 질렌할"
미드웨이,2019-12-31,-361112062,-361112062,958209,958209,842,35494,미국,(주)누리픽쳐스,15세이상관람가,액션,롤랜드 에머리히,"에드 스크레인,패트릭 윌슨,우디 해럴슨,루크 에반스,아사노 타다노부,닉 조나스"
인디펜던스 데이 : 리써전스,2016-06-22,-114022048,-114022048,1500830,1500830,926,47432,미국,이십세기폭스코리아(주),12세이상관람가,액션,롤랜드 에머리히,"빌 풀만,리암 헴스워스,제프 골드블럼,비비카 A. 폭스,제시 어셔"
2012,2009-11-12,7898000,287017336,707,5397597,20,190,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,12세이상관람가,SF,롤랜드 에머리히,"존 쿠삭,아만다 피트,올리버 플랫,탠디 뉴튼,치웨텔 에지오포"
글루미 선데이,2000-10-21,2909500,192186900,400,24647,2,12,독일,(주)팝엔터테인먼트,18세관람가,드라마,롤프 슈벨,"스테파노 디오니시,조아킴 크롤,에리카 마로잔,벤 베커"
헬버스,2018-04-05,1000,1000,1,1,1,1,미국,(주)퍼스트런,청소년관람불가,공포(호러),롤프 카네프스키,"타라 레이드,드배니 핀"
아트 오브 더 데드,2020-11-04,6000,6000,1,1,1,1,미국,주식회사 플릭스코,청소년관람불가,드라마,롤프 카네프스키,"제시카 모리스,로버트 도너반"
노노,,85000,85000,17,17,1,2,필리핀,,,드라마,롬멜 톨렌티노,"엑셀 아이우 삼손,러셀 아불라드,앨런 디마우나한"
휴매니티 뷰로우: 인류관리국,2018-05-11,27000,27000,13,13,5,13,캐나다,주식회사 풍경소리,15세이상관람가,액션,롭 W. 킹,"니콜라스 케이지,휴 딜런"
프린세스 브라이드,1992-12-12,62000,62000,13,13,1,2,미국,,전체 관람가 ,모험,롭 라이너,"캐리 엘위스,맨디 파틴킨,크리스 서랜던"
어퓨굿맨,1992-12-18,71000,71000,23,23,1,1,미국,,15세 관람가 ,범죄,롭 라이너,"톰 크루즈,잭 니콜슨,데미 무어"
대통령의 연인,1995-12-23,81000,522000,27,177,1,1,미국,,12세 관람가 ,코미디,롭 라이너,"마이클 더글라스,아네트 베닝,마틴 쉰"
산타모니카 인 러브,2018-05-31,536000,9513600,268,1427,1,8,미국,(주)더블앤조이픽쳐스,12세이상관람가,멜로/로맨스,롭 라이너,"마이클 더글라스,다이안 키튼,스털링 제린스,프란시스 스턴하겐"
미저리,1991-03-01,12184000,12484000,1554,1654,14,144,미국,,,,롭 라이너,
충격과 공포,2018-09-06,12907200,12907200,1661,1661,78,566,미국,(주)박수엔터테인먼트,12세이상관람가,드라마,롭 라이너,"밀라 요보비치,제시카 비엘,제임스 마스던,우디 해럴슨,토미 리 존스"
스탠 바이 미,,34830500,35464500,4358,4481,19,261,미국,,청소년 관람불가 ,드라마,롭 라이너,"윌 휘튼,리버 피닉스,코리 펠드만"
해리가 샐리를 만났을 때,1989-11-18,30381500,184516700,2986,22613,22,404,미국,"(주)키다리이엔티,콜럼비아 픽쳐스 코포레이션","연소자관람불가,15세이상관람가",코미디,롭 라이너,"빌리 크리스탈,맥 라이언"
버킷 리스트:죽기전에 꼭 하고싶은것들,2008-04-09,107527500,1965849000,15493,295214,60,1381,미국,"주식회사 해리슨앤컴퍼니,워너브러더스 코리아(주)",12세이상관람가,코미디,롭 라이너,"잭 니콜슨,모건 프리먼"
플립,2017-07-12,140000,-1464996396,14,355781,1,1,미국,(주)팝엔터테인먼트,12세이상관람가,드라마,롭 라이너,"매들린 캐롤,캘런 맥오리피"
구스범스,2016-01-14,-2022389584,-2022389584,305134,305134,515,13523,미국,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,액션,롭 레터맨,"잭 블랙,딜런 미네트,오데야 러쉬,할스톤 세이지"
명탐정 피카츄,2019-05-09,1435821250,1435821250,686809,686809,817,25776,미국,워너브러더스 코리아(주),전체관람가,액션,롭 레터맨,"라이언 레이놀즈,저스티스 스미스,캐서린 뉴튼,수키 워터하우스,빌 나이,와타나베 켄"
걸리버 여행기,2011-01-27,-738503684,-738503684,1762071,1762071,527,41181,미국,이십세기폭스코리아(주),전체관람가,코미디,롭 레터맨,잭 블랙
시카고,2003-03-28,11770500,158621100,1481,20748,10,51,미국,"(주)키다리이엔티,코리아픽쳐스(주)","15세관람가,15세이상관람가",뮤지컬,롭 마샬,"르네 젤위거,캐서린 제타-존스,리차드 기어"
메리 포핀스 리턴즈,2019-02-14,1816281960,1816281960,224160,224160,573,11128,미국,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,판타지,롭 마샬,"에밀리 블런트,린-마누엘 미란다,벤 위쇼,에밀리 모티머,줄리 월터스,콜린 퍼스,메릴 스트립,딕 반 다이크,데이빗 워너,안젤라 랜스베리"
숲속으로,2014-12-24,186970400,-1698434008,24476,341882,116,950,미국,월트디즈니컴퍼니코리아(주),전체관람가,뮤지컬,롭 마샬,"메릴 스트립,조니 뎁,에밀리 블런트,제임스 코든,안나 켄드릭,크리스 파인"
나인,2009-12-31,185000,-565514796,27,491162,1,3,미국,(주)시너지하우스 (시너지),15세이상관람가,멜로/로맨스,롭 마샬,"다니엘 데이 루이스,마리온 꼬띨라르,페넬로페 크루즈,니콜 키드먼"
게이샤의 추억,2006-02-02,78000,1042870704,26,849277,1,1,미국,소니픽쳐스릴리징코리아,15세관람가,드라마,롭 마샬,"공리,장쯔이,양자경"
캐리비안의 해적: 낯선 조류,2011-05-19,1510163724,1510163724,3130046,3130046,960,67036,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,12세이상관람가,액션,롭 마샬,"이안 맥쉐인,페넬로페 크루즈,조니 뎁"
플라이페이퍼,2013-03-20,600000,600000,40,40,1,4,미국,(유)조이앤컨텐츠그룹,청소년관람불가,범죄,롭 민코프,패트릭 뎀시
천재 강아지 미스터 피바디,2014-04-24,-1435175896,-1435175896,385552,385552,533,10520,미국,(주)씨제이이엔엠,전체관람가,애니메이션,롭 민코프,"티 버렐,맥스 찰스,에리얼 윈터,레슬리 만,스탠리 투치,스티븐 토보로스키,앨리슨 제니"
포비든 킹덤: 전설의 마스터를 찾아서,2008-04-24,32000,-717171092,8,1211890,2,8,미국,(주)시네마서비스,12세이상관람가,액션,롭 민코프,"이연걸,성룡,마이클 안가라노,유역비"
닌자 어쌔신 리벤지,2017-06-29,140000,140000,62,62,5,62,호주,(주)케이알씨지,15세이상관람가,액션,"롭 바드,존 발라즈","롭 바드,로저 니브"
포틀랜디아 - 제로 래츠,,20293,20293,91,91,1,2,미국,,,애니메이션,롭 쇼우,
토마스와 친구들: 잃어버린 왕관,2014-11-13,110482700,110482700,15202,15202,110,805,영국,CJ E&M(주) 투니버스,[국내] 전체 관람가,애니메이션,롭 실베스트리,"신용우,전태열,김승준"
토마스와 친구들: 용감한 기관차와 괴물소동,2016-10-13,21500,192464900,7,27352,1,1,영국,와이드 릴리즈(주),[국내] 전체 관람가,애니메이션,롭 실베스트리,"마크 모라한,벤 스몰,테레사 갤러거"
러브레이스,2013-10-17,139215138,139215138,19933,19933,154,2506,미국,씨너스엔터테인먼트(주),청소년관람불가,드라마,"롭 엡스타인,제프리 프리드먼","아만다 사이프리드,샤론 스톤,제임스 프랭코,피터 사스가드,아담 브로디,주노 템플"
데이라잇,1996-12-21,92000,269000,46,105,1,1,미국,,12세 관람가 ,드라마,롭 코헨,"실베스터 스탤론,에이미 브렌너먼,비고 모텐슨"
알렉스 크로스,2013-03-14,164165000,164165000,22978,22978,162,3168,미국,(주)인벤트스톤,청소년관람불가,액션,롭 코헨,"매튜 폭스,타일러 페리,에드워드 번즈,레이첼 니콜스,장 르노"
허리케인 하이스트,2018-03-14,1730262848,1730262848,214949,214949,544,16363,미국,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,액션,롭 코헨,"토비 켑벨,매기 그레이스"
에이리언 컨버전스,2018-11-29,1000,1000,1,1,1,1,미국,,[국내] 15세 관람가,액션,롭 팔라티나,"캐롤라인 이바리,마이클 마르셀"
나치 오버로드,2020-02-06,1000,1000,1,1,1,1,미국,(유)조이앤시네마,15세이상관람가,액션,롭 팔라티나,"톰 시즈모어,도미니크 스웨인"
논스톱 투 헬,2019-02-28,1000,1000,1,1,1,1,미국,(주) 케이알씨지,[국내] 15세 관람가,공포,롭 팔라티나,"리즈 패닝,조시 로셋"
에일리언 인베이젼,,2000,2000,2,2,2,2,영국,조이앤시네마,[국내] 15세 관람가,액션,롭 팔라티나,"아리엘 하더,매튜 폴캠프,크리스티나 리치아르디"
파이트 밸리,2017-06-13,250000,250000,50,50,1,1,미국,,[국내] 15세 관람가,액션,롭 호크,"홀리 홈,미샤 테이트,크리스 사이보그"
외줄 타는 의사,,414000,414000,45,45,2,3,중국,,,,뢰헌화,
24시간 달리는 쾌락 버스,2017-05-20,5000,5000,1,1,1,1,일본,(주)영진크리에이티브,청소년관람불가,멜로/로맨스,료 카미이,요시자와 아키호
상사의 아내2,2020-08-14,300000,300000,60,60,1,1,일본,,[국내] 청소년 관람불가,에로,료타,
우리 할머니는 점쟁이,,33500,33500,10,10,1,2,대만,,,대만,루 룰루,
두 미 러브,2013-03-06,20000,20000,3,3,1,1,프랑스,(주)케이앤엔터테인먼트,청소년관람불가,드라마,"루 비질,재키 카투","리지에 브로체레,크리스틴 아망거,패트릭 조코,발레리 마에스"
걸스 나잇,2018-03-09,7751000,7751000,3334,3334,2,14,미국,,,,루 사이먼,
큐리오사,2020-08-06,12969800,12969800,1480,1480,19,318,프랑스,(주)트리플픽쳐스,청소년관람불가,드라마,루 주네,"노에미 메를랑,니엘스 슈나이더,벤자민 라베른헤"
구층요탑: 전설의 부활,2017-05-10,14000,14000,2,2,2,2,중국,(주)누리픽쳐스,12세이상관람가,판타지,루 추안,"조우정,야오천"
초한지: 영웅의 부활,2013-03-28,60679500,60679500,8722,8722,75,1130,중국,(주)인벤트스톤,15세이상관람가,액션,루 추안,"오언조,장첸,진람,유엽"
바그다드의 도둑,,1123000,1123000,498,498,1,15,영국,,,,"루&#; 베르거,마이클 파웰",
볼케이노: 삶의 전환점에 선 남자,2012-11-22,224000,19982500,32,3103,1,7,아이슬란드,프리비젼엔터테인먼트,15세이상관람가,드라마,루나 루나슨,"테오도로 줄리어슨,마그렛 헬가 요한스도티어"
부드러운 위협,,22200,22200,89,89,1,2,프랑스,,,애니메이션,"루도비치 하바스,미카엘 크렙스,플로랑 루소,요안 센더,마고 바셀레르",
제2의 찬스,,224000,224000,112,112,1,4,미국,,,,루돌프 마테,
비내리는 밤의 기적,,780000,780000,390,390,1,9,미국,,,드라마,루돌프 마테,"제인 와이먼,밴 존슨,페기 캐슬"
미시시피의 도박사,,693000,1431000,344,713,1,8,프랑스,,,,루돌프 마테,
3인의 난폭한 사람들,,304000,1720000,152,912,1,3,미국,,,,루돌프 마테,
300 스파르탄,,5123000,10281000,2559,5173,1,42,미국,,,전쟁,루돌프 마테,"리처드 이간,랠프 리처드슨,다이안 베이커"
마리안의 허상,,1211000,1211000,182,182,1,3,네덜란드,,,드라마,루돌프 반 덴 버그,"돔 호프먼,리셋 안소니,케네스 허디자인"
다크 하트,2018-12-14,2000,2000,1,1,1,1,미국,(주)시네마리퍼블릭,청소년관람불가,스릴러,루돌프 부이텐닥,"카일 슈미트,소냐 킨스키,루카스 틸,레이첼 블랜차드"
올드르시흐 세들라체크 연대기,,28400,28400,121,121,1,1,체코,,,애니메이션,루돌프 스미트,
보이지 않는 숨결,,56000,56000,8,8,2,4,캐나다,,[국내] 청소년 관람불가,스릴러,루디 바리셸로,"장 니콜라스 베로,이사벨 리처,줄리 리브리턴"
런 테이큰,,4000,4000,1,1,1,1,캐나다,스크린조이,15세이상관람가,액션,루바 나다,"알렉산더 시디그,조슈아 잭슨,마리사 토메이"
도시의 거리,,128000,128000,27,27,1,3,미국,,,,루벤 마물리안,
러브 미 투나잇,,202000,202000,44,44,1,3,미국,,,뮤지컬,루벤 마물리안,"모리스 슈발리에,자넷 맥도널드,찰스 러글스"
부활,,1616000,1616000,808,808,1,18,미국,,,,루벤 마물리안,
혈과사,,529000,2377000,135,1059,1,9,미국,,,드라마,루벤 마물리안,"타이론 파워,린다 다넬,리타 헤이워드"
황금 주먹,,3426000,3426000,1713,1713,1,20,미국,,,,루벤 마물리안,
실크 스타킹,,2004000,3415000,1022,1733,1,35,미국,,[국내] 12세 관람가,미국,루벤 마물리안,"프레드 아스테어,시드 카리스,자니스 페이지"
포스 마쥬어: 화이트 베케이션,2015-03-12,131000,40773400,19,5449,1,1,스웨덴,(주)블룸즈베리리소시스리미티드,15세이상관람가,드라마,루벤 외스틀룬드,"요하네스 쿤케,리사 로벤 콩슬리"
더 스퀘어,2018-08-02,1514000,139216400,269,17033,1,10,스웨덴,아이 엠,15세이상관람가,코미디,루벤 외스틀룬드,"클라에스 방,엘리자베스 모스,도미닉 웨스트"
좀비랜드: 더블 탭,2019-11-13,1176243880,1176243880,136883,136883,585,13541,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,15세이상관람가,액션,루벤 플레셔,"우디 해럴슨,제시 아이젠버그,아비게일 브레스린,엠마 스톤"
베놈,2018-10-03,-259527161,-259527161,3888096,3888096,1308,116149,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,15세이상관람가,액션,루벤 플레셔,"톰 하디,미쉘 윌리엄스,리즈 아메드,제니 슬레이트"
알.이.씨 오큐판트,2017-11-15,3000,3000,1,1,1,1,미국,주식회사 레드아이스,15세이상관람가,공포(호러),루스 엠마누엘,로버트 피카르도
더 레슨: 마지막 수업,2017-01-02,300000,300000,60,60,1,1,영국,(주)블루브릭,청소년관람불가,공포(호러),루스 플랫,"로버트 핸즈,에번 벤들,미하엘라 프로할로바,톰 콕스,로리 콜타트"
더 컬링,2016-04-08,100000,100000,10,10,1,1,미국,(주)콘텐츠윙,15세이상관람가,공포(호러),루스탐 브라나먼,제레미 섬터
퍼펙트 내니,2020-04-23,1000,1000,1,1,1,1,프랑스,주식회사 세미콜론스튜디오,15세이상관람가,스릴러,루시 보리튜,"카린 비아르,레일라 벡티"
"쓰나미, 벚꽃 그리고 희망",,408500,408500,87,87,1,2,영국,,,,루시 워커,
웨이스트 랜드,2014-04-03,456000,19846000,76,2830,1,3,브라질,나이너스엔터테인먼트(주),[국내] 전체 관람가,다큐멘터리,루시 워커,빅 뮤니츠
부에나 비스타 소셜 클럽 2: 아디오스,2017-10-26,31662000,31662000,4122,4122,75,883,미국,(주)글뫼,12세 관람가 ,다큐멘터리,루시 워커,"이브라힘 페레르,오마라 포르투온도,과지리토 미라발"
죽음의 천사,2014-05-29,609000,609000,96,96,3,30,아르헨티나,(주)컴퍼니엘,12세이상관람가,스릴러,루시아 푸엔조,"알렉스 브렌데뮬,나탈리아 오레이로,디에고 퍼레티"
벨라 키스,2014-07-30,11276000,11276000,1964,1964,19,55,독일,(주)에이블엔터테인먼트,청소년관람불가,공포(호러),루시앙 포스트너,크리스티나 크레브
미스테리 예고살인,2014-07-23,80000,80000,20,20,1,2,미국,스크린조이,15세이상관람가,미스터리,루시우스 C. 쿠에트,"로버트 미아노,대니 글로버,마틴 랜도,빌리 제인"
사로얀랜드,,138000,138000,53,53,1,2,터키,,,다큐멘터리,루신 딩크,커보크 말리키안
수춘도 2: 수라전장,2017-11-23,845000,845000,191,191,5,56,중국,주식회사 풍경소리,15세이상관람가,액션,루양,장첸
연인들,,321000,321000,72,72,1,3,프랑스,,,,루이 말,
데미지,1994-12-17,1073000,20652000,187,3018,2,21,영국,예지림엔터테인먼트,"연소자관람불가,청소년관람불가",드라마,루이 말,"제레미 아이언스,줄리엣 비노쉬,미란다 리차드슨,루퍼트 그레이브즈"
굿바이 칠드런,1989-12-24,107000,48225000,12,6409,1,1,프랑스,"백두대간, 우진필름",12세 관람가 ,드라마,루이 말,"가스파스 마네스,라파엘 페이토,프랜신 라세트"
더 게임 체인저스,,7000,7000,7,7,1,1,미국,,,다큐멘터리,루이 시호요스,
레이싱 익스팅션,,621000,2876000,108,365,1,6,미국,,,,루이 시호요스,
더 코브: 슬픈 돌고래의 진실,2009-10-29,0,20688500,0,3166,1,1,미국,(주)스폰지이엔티,12세이상관람가,다큐멘터리,루이 시호요스,"조 치숌,맨디-래 크루이크생크,이사벨 루카스,헤이든 파네티어,루이 시호요스"
아스테릭스: 마법 물약의 비밀,2019-12-12,78814680,78814680,12714,12714,166,790,프랑스,(주)박수엔터테인먼트,전체관람가,애니메이션,"루이 클리시,알렉상드르 아스티에","박성영,서반석"
아스테릭스: 신들의 전당,2015-04-30,108464000,108464000,15315,15315,104,801,프랑스,나이너스엔터테인먼트(주),[국내] 전체 관람가,애니메이션,"루이 클리시,알렉상드르 아스티에","알랭 샤바,로랑 라피트,제라르딘 나카체"
발레 공연,,16700,16700,35,35,1,3,프랑스,,,애니메이션,루이 토마,
황야는 통곡한다,1971-01-24,334000,750000,174,312,1,4,미국,,[국내] 15세 관람가,서부,루이기 바쪼니,"프랑코 네로,티나 오몽,클라우스 킨스키"
새벽의 7인,1976-09-03,60000,1401000,30,428,1,1,미국,,,전쟁,루이스 길버트,"티모시 바톰즈,마틴 쇼,조스 아클랜드"
비스마르크호를 격침하라,,628000,1340000,318,692,1,6,영국,,,전쟁,루이스 길버트,"케네스 모어,데이너 윈터,칼 모너"
거북이,,2125,2125,6,6,1,1,포르투갈,,,,"루이스 다 마타 알메이다,페드로 리노",
스페셜리스트,1994-11-19,123000,123000,41,41,1,2,미국,,청소년 관람불가 ,스릴러,루이스 로사,"실베스터 스탤론,샤론 스톤,제임스 우즈"
스나이퍼,1993-02-20,140000,140000,70,70,1,2,미국,,,,루이스 로사,
3D 프린팅: 전설을 만들다,,13500,655500,3,89,1,1,미국,,[국내] 15세 관람가,다큐멘터리,"루이스 로페즈,J. 클레이 트윌",브리 페티스
마리솔의 리틀 앤젤스,1971-07-24,246000,246000,123,123,1,9,멕시코,,,,루이스 루시아,
길은 멀어도 마음만은,1977-07-16,2014000,7576000,997,3773,1,21,스페인,,[국내] 전체 관람가,스페인,루이스 루시아,"마리솔,안셀무 두아르테,마리아 마호르"
더 독,2005-09-16,6000,2024849500,1,321205,1,1,프랑스,"(주)아펙스 엔터테인먼트,UIP코리아",15세관람가,액션,루이스 리테리어,"이연걸,모건 프리먼"
타이탄,2010-04-01,2972000,325132020,1486,2643969,1,26,미국,워너브러더스 코리아(주),12세이상관람가,액션,루이스 리테리어,"랄프 파인즈,샘 워싱턴,리암 니슨,알렉사 다바로스,젬마 아터튼"
나우 유 씨 미 : 마술사기단,2013-08-22,66000,1966888685,10,2718237,1,2,미국,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,범죄,루이스 리테리어,"제시 아이젠버그,마크 러팔로,우디 해럴슨,멜라니 로랑,아일라 피셔,데이브 프랑코,마이클 케인,모건 프리먼"
바운티 호의 반란,,147000,147000,49,49,1,1,미국,,,,루이스 마일스톤,
몬테즈마의 영웅들,,252000,252000,126,126,1,4,미국,,,모험,루이스 마일스톤,"리차드 위드마크,잭 팰런스,레지날드 가디너"
레 미제라블,,1694000,1694000,847,847,1,6,미국,,,드라마,루이스 마일스톤,"마이클 레니,데브라 파겟,로버트 뉴턴"
서부 전선 이상 없다,,100000,2462000,50,1231,1,1,미국,,,드라마,루이스 마일스톤,"루이스 울하임,루 에어스,존 레이"
오션스 일레븐,,348000,4663000,174,2056,1,19,미국,,,범죄,루이스 마일스톤,"프랭크 시나트라,딘 마틴,새미 데이비스 주니어"
개선문,,590000,5485000,324,2894,1,15,미국,,,드라마,루이스 마일스톤,"잉그리드 버그만,샤를르 보와이에"
포크 촙 힐,,1894000,8239000,1033,4221,1,20,미국,,,,루이스 마일스톤,
하얀궁전,1991-05-04,69000,69000,23,23,1,1,미국,,청소년 관람불가 ,드라마,루이스 만도키,"수잔 서랜든,제임스 스페이더,제이슨 알렉산더"
병속에 담긴 편지,1999-04-24,438000,438000,182,182,1,4,미국,,15세 관람가 ,드라마,루이스 만도키,"케빈 코스트너,로빈 라이트,존 세비지"
정어리 통조림,,28056,28056,55,55,2,3,벨기에,,,애니메이션,루이스 메리 콜론,
욕망의 모호한 대상,1999-03-27,0,55000,0,6,1,2,프랑스,,,,루이스 브뉘엘,
나자린,,156000,156000,35,35,1,3,멕시코,,,드라마,루이스 브뉘엘,"프란시스코 라발,헤수스 페르난데즈,루이스 아세베스 카스타네다"
젊은이,,204000,204000,35,35,1,3,멕시코,,,,루이스 브뉘엘,
자유의 환영/자유의 환상,,206000,395000,40,64,1,3,프랑스,,,코미디,루이스 브뉘엘,"장 클로드 브리알리,아돌포 셀리,미첼 피콜리"
어느 하녀의 일기,,442000,442000,91,91,1,3,프랑스,,,범죄,루이스 브뉘엘,"잔느 모로,조지스 게레,다니엘 이베넬"
폭풍의 언덕,,572000,572000,122,122,1,3,멕시코,,,멕시코,루이스 브뉘엘,"호르헤 미스트랄,에르네스토 알론소,프란시스코 레이규에라"
절멸의 천사,,1301000,1301000,188,188,1,3,멕시코,,,,루이스 브뉘엘,
세브린느,1971-05-08,238000,2328000,52,454,1,2,프랑스,,청소년 관람불가 ,드라마,루이스 브뉘엘,"까뜨린느 드뇌브,장 소렐,미첼 피콜리"
부르주아의 은밀한 매력,,3575000,6169000,404,853,1,4,프랑스,,,코미디,루이스 브뉘엘,"페르난도 레이,폴 프랭커,델핀 세리그"
바르바라 비르지니아는 누구인가,,61000,61000,10,10,1,2,포르투갈,,,,루이스 세큐어라,
숨바꼭질: 어둠의 속삭임,2017-08-10,13000,13000,5,5,1,2,미국,(주) 액티버스엔터테인먼트,15세 관람가 ,공포,루이스 퀼레즈,"줄리아 스타일스,스코트 스피드먼,알레안드로 퍼스"
특전대네이비 씰,1991-02-09,34000,34000,17,17,1,1,미국,,15세 관람가 ,액션,루이스 티그,"찰리 쉰,마이클 빈,조앤 웨일리"
나일의 대모험,1991-10-19,75000,75000,25,25,1,1,미국,,12세 관람가 ,액션,루이스 티그,"마이클 더글라스,캐서린 터너,대니 드비토"
길,,28250,28250,55,55,2,3,아르헨티나,,,애니메이션,루이스 파리,
로스트 인 라만차,,109000,109000,25,25,1,3,미국,,,다큐멘터리,"루이스 페페,키스 풀톤","토니 그리소니,필립 A. 패터슨,르네 클레이망"
푸셔: 파이널 프로젝트,2013-12-04,2180000,2180000,420,420,5,20,영국,스크린조이,청소년관람불가,범죄,루이스 프리에토,리차드 코일
키드냅,2017-11-22,215072800,215072800,27926,27926,167,4102,미국,(주)제이앤씨미디어그룹,15세이상관람가,액션,루이스 프리에토,할리 베리
바이킹 워,,1000,1000,1,1,1,1,영국,(주)이놀미디어,[국내] 청소년 관람불가,전쟁,루이자 워렌,다시 링컨
크로우 라이징,2019-05-23,1000,1000,1,1,1,1,영국,(주) 케이알씨지,[국내] 15세 관람가,공포,루이자 워렌,"클레어-마리아 폭스,매니 제이 몬타나,클루딘- 헬렌 아모르"
사이버 브라이드,2020-11-25,6000,6000,1,1,1,1,미국,(주)플릭스코,[국내] 청소년 관람불가,SF,루이자 워렌,"레베카 핀치,앤드류 홀링워스,클루딘- 헬렌 아모르"
페이건 워리어,2020-06-02,6000,6000,1,1,1,1,미국,,[국내] 청소년 관람불가,공포,루이자 워렌,"피터 코스그로브,샤일라 알바레즈,다렐 그릭스"
더티 워크,2019-12-19,300000,300000,60,60,1,1,영국,,[국내] 청소년 관람불가,멜로/로맨스,루이자 워렌,클루딘- 헬렌 아모르
스크림: 허수아비의 저주,2019-10-02,543000,543000,101,101,5,31,영국,,[국내] 청소년 관람불가,공포,루이자 워렌,
리우 2096,2016-08-11,2095000,2095000,261,261,3,48,브라질,㈜영화사 백두대간,청소년관람불가,애니메이션,루이즈 볼로네지,셀튼 멜로
재판에 선 도시,,184000,184000,29,29,1,2,이탈리아,,,,루이지 잠파,
천사의 시,,1588000,1588000,291,291,1,23,이탈리아,,,드라마,루이지 코멘치니,"안소니 퀘일,스테파노 콜라그랜드,시몬느 지아노지"
부베의 여인,,4907000,5137000,2436,2551,1,59,이탈리아,,,범죄,루이지 코멘치니,"클라우디아 카르디날레,조지 샤키리스,마크 미셸"
라스트 콘서트,1977-02-18,69000,1182000,23,298,1,1,이탈리아,,,드라마,루이지 코지,"리차드 존슨,파멜라 빌로레시,마리아 안토미에타"
세상에서 가장 행복한 소년,,90000,90000,15,15,1,1,이탈리아,,,,루이지 피토리노,
강박관념,,122000,122000,25,25,1,3,이탈리아,,,드라마,루치노 비스콘티,"클라라 칼라마이,마시모 지로티,디아 크리스티아니"
폭력과 열정,,344000,568000,63,113,1,4,이탈리아,,,이탈리아,루치노 비스콘티,"버트 랭카스터,헬무트 베르거,실바나 망가노"
흔들리는 대지,,598000,598000,265,265,1,15,이탈리아,,,드라마,루치노 비스콘티,
레오파드,,1737000,4468000,281,734,1,6,이탈리아,,,,루치노 비스콘티,
희미한 곰별자리,,3586000,5693000,448,768,1,10,이탈리아,,,드라마,루치노 비스콘티,"클라우디아 카르디날레,장 소렐,마이클 크레그"
센소,,2343000,4655000,988,1444,1,16,이탈리아,,,,루치노 비스콘티,
로코와 그의 형제들,,658000,3999000,324,1492,1,15,이탈리아,,,범죄,루치노 비스콘티,"알랭 들롱,레나토 살바토리,애니 지라르도"
백야,,232000,5531000,116,2406,1,7,이탈리아,,,이탈리아,루치노 비스콘티,"마리아 쉘,마르첼로 마스트로야니,장 마라이"
특별수사대,2017-03-23,3000,3000,1,1,1,1,미국,(주)시네마리퍼블릭,15세이상관람가,액션,루치아노 세이버,"루크 고스,라이언 구즈만,라이언 구즈만"
비거 스플래쉬,2016-08-03,361000,121690553,47,15369,1,4,이탈리아,찬란,청소년관람불가,멜로/로맨스,루카 구아다그니노,"틸다 스윈튼,랄프 파인즈,마티아스 쇼에나에츠,다코타 존슨"
아이 엠 러브,2011-01-20,571000,439117406,81,55598,1,6,이탈리아,"(주)영화사 진진,(주)영화사 조제",청소년관람불가,드라마,루카 구아다그니노,"플라비오 파렌티,틸다 스윈튼,에도아르도 가브리엘리니,알바 로르와처"
베르톨루치가 말하는 베르톨루치,,651000,651000,114,114,1,4,이탈리아,,,다큐멘터리,"루카 구아다그니노,월터 파사노","베르나르도 베르톨루치,루카 구아다니노,브루노 토리"
서스페리아,2019-05-16,303115265,303115265,33108,33108,257,2915,이탈리아,(주)홈초이스,청소년관람불가,공포(호러),루카 구아다니노,"다코타 존슨,틸다 스윈튼,미아 고스,클로이 모레츠"
콜 미 바이 유어 네임,2018-03-22,244372980,1908123968,27395,226340,70,1989,이탈리아,"(주)디스테이션,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점",청소년관람불가,드라마,루카 구아다니노,"티모시 샬라메,아미 해머,마이클 스털버그,아미라 캐사,에스더 가렐"
바티칸 뮤지엄,2015-01-08,106215500,106215500,11027,11027,51,587,이탈리아,(주)팝엔터테인먼트,전체관람가,다큐멘터리,루카 드 마타,채시라
웰컴 투 사우스,2012-12-13,2353000,20651000,342,2710,2,12,이탈리아,(주)나이너스엔터테인먼트,전체관람가,코미디,루카 미니에로,"클라우디오 비시오,알레산드로 시아니,안젤라 피노치아로,발렌티나 로도비니"
