영화명,개봉일,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,배급사,등급,장르,감독,배우
은실이,2012-03-08,0,1527000,0,218,1,1,한국,(주)씨제이이엔엠,청소년관람불가,애니메이션,"김선아,박세희",곽지훈
풀문 인 차이나,,344000,344000,116,116,1,1,한국,,[국내] 12세 관람가,드라마,김선영,
아티스트,,437000,437000,137,137,1,3,한국,,[국내] 전체 관람가,다큐멘터리,김선영,김덕기
뷰티풀 보이스,2019-05-22,20424700,21492600,2280,2439,67,417,한국,"(주)스톰픽쳐스코리아,와이드 릴리즈(주)",전체관람가,코미디,김선웅,"박호산,이이경,문지인,김정팔,배유람,연제욱,양조아,배다빈,정보람,곽도영,고민석,고동하,이병민,차보경,최유솔,김양배,희웅,정성완,김인,이주원,홍범석,주예림,이승민"
라이브 TV,2015-10-01,128000,128000,15,15,1,5,한국,더컨텐츠콤(주),청소년관람불가,공포(호러),"김선웅,손광수","연제욱,고은아,홍의정,최성호,정인수,정은재,임정예,김선간,이정석,이강규,유승완,김민혜,박은성,박혜정"
사수,,1159000,2785200,165,436,1,3,한국,,[국내] 12세 관람가,다큐멘터리,"김설해,정종민,조영은",허윤제
블랙가스펠2: 소울을 찾는 여정가운데 만난 사람들,2016-04-14,10622000,10622000,1353,1353,7,62,한국,㈜스토리셋,전체관람가,다큐멘터리,"김성권,이임주",양동근
꿈의 공장,2011-09-01,5666000,5666000,888,888,6,150,한국,시네마달,12세이상관람가,다큐멘터리,김성균,김성균
강정 인터뷰 프로젝트,,480000,522000,96,103,1,2,한국,,,,"김성균,안건형,이원우,김지곤,강세진,박배일,문성준,하샛별",
왓칭,2019-04-17,463512262,463512262,55366,55366,488,8514,한국,(주)리틀빅픽쳐스,15세이상관람가,공포(호러),김성기,"강예원,이학주,주석태,임지현,조달환,어성욱,김노진,동방우,민경진,민경진,김나은,김미혜,정지민,이주형,이혜숙,한성관,주석태,이은희"
선지자의 밤,2015-09-10,2424500,2424500,286,286,2,19,한국,CGV아트하우스,청소년관람불가,드라마,김성무,"이미소,황석하,김영필,허성태,홍완표"
증발,2020-11-12,29660300,29660300,4071,4071,35,490,한국,㈜인디스토리,전체관람가,다큐멘터리,김성민,"최준원,최용진,최준선,이형근,강성우,나병호,박재서,김승균,임문규,최인배,김훈"
무사,2001-09-06,124000,249000,20,48,1,2,한국,CJ 엔터테인먼트,15세 관람가 ,드라마,김성수,"안성기,정우성,주진모"
비트,1997-05-03,9000100,9667100,1464,1561,41,400,한국,,,,김성수,
무명인,2014-05-29,25063600,25063600,3199,3199,51,568,한국,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,미스터리,김성수,"니시지마 히데토시,김효진,주영민,이경영,이경태,이동민,하승남,박동하,박병렬"
야수,2006-01-12,0,1044758204,0,837011,1,2,한국,(주)쇼박스,18세관람가,액션,김성수,"최령,권상우,김원진,유지태,엄지원,김윤석,박은진,홍의정,이중문,이건문,이동혁,김병희,서유정,민성주,김성권,유석원,박병렬,오우석,정순영,조승연,임동석,손병호,정원중,박진우,최덕문,이한위,조진웅,김준배,강성진,안길강,조성하,이주실,문정희,손병욱"
아수라,2016-09-28,2073000,-891941818,233,2594778,2,11,한국,(주)씨제이이엔엠,청소년관람불가,범죄,김성수,"정우성,김현빈,황정민,주지훈,곽도원,정만식,김원해,김종수,김해곤,윤지혜,오연아,윤제문,이종성,장근영,박지환,손영진,양영일,윤성민,이가경,이광기,이상민,채성원,김남조,노남석,박갑진,김수진,염동헌,차래형,현봉식,최병모,이육헌,임용순,유정호,곽진석,박혁민,황재필"
감기,2013-08-14,300047520,300047520,3117859,3117859,806,55046,한국,아이러브시네마,15세이상관람가,드라마,김성수,"장혁,수애,박민하,유해진,이희준,김기현,이상엽,박효주,박정민,최병모,마동석,차인표,정석원,나기찬(윤숭태),정재형,김남준,한승희,전상진,이영수,한정학,이학수,장슬기,김태준,박성철,박예슬,박진혁,박희권,유순철,나윤성,남문철,이윤희,설창희,최정현,김서원,양도현,이람,이동진"
후의 게임,,3000,57809,12,119,1,2,한국,,,애니메이션,김성영,
이웃집 스타,2017-09-21,78213300,78213300,10854,10854,256,2367,한국,(주)스톰픽쳐스코리아,12세이상관람가,코미디,김성욱,"한채영,진지희,임슬옹,신상열,이현학,안지환,정인기"
보이지 않는 수갑,,602000,602000,119,119,1,4,일본,,,다큐멘터리,김성웅,
클리어 코로나 19 - 아웃겨,,355500,355500,48,48,5,25,한국,,,,"김성윤,김홍기,이용수,이용수",
스물다섯번째 시간,,766000,766000,152,152,1,3,한국,,,다큐멘터리,김성은,
소수의견,2015-06-24,-1402286091,-1402286091,383582,383582,398,16273,한국,(주)시네마서비스,15세이상관람가,드라마,김성제,"윤계상,유해진,김옥빈,이경영,장광,권해효,손아람,박주형,이은미,이은우,김의성,조복래,김종수,박충선,박해수,장리우,김태준,오연아,홍인,신정섭"
룸싸롱 : 맛있는 서비스 2 무삭제,2019-12-24,6000,6000,1,1,1,1,한국,,,,김성종,
룸싸롱 : 맛있는 서비스 2,2019-09-30,100000,100000,20,20,20,20,한국,,[국내] 청소년 관람불가,멜로/로맨스,김성종,
천사는 바이러스,2021-01-06,52000,90000,8,17,1,3,한국,주식회사 씨엠닉스,15세이상관람가,드라마,김성준,"이영아,박성일,전무송,문숙,김희창,김정영,길정우,김욱,권오진,이용이,홍부향,박명신,손강국,이가경,이명준,원숙,홍석찬,정세영,이승민,홍현기,이건하,박나윤,태인호,도승지,최병조,김범진,방주환,윤지환,이희찬,김정훈,강동균"
오하이오 삿포로,2013-01-03,1429000,1700721,287,450,1,26,한국,"주식회사 씨엠닉스,어뮤즈",전체관람가,드라마,김성준,"소이,태인호,김혜연,박아름"
오하이오 삿포로+33리,,54000,54000,9,9,1,1,한국,,,,"김성준,조승연",
그녀에게,2010-05-13,295000,1401000,53,222,1,11,한국,(주)스폰지이엔티,15세이상관람가,드라마,김성호,"조성하,이우성,한주영,서장현,김정홍"
엄마의 공책,2018-03-15,3165000,71340500,431,10618,2,5,한국,아이 엠,전체관람가,드라마,김성호,"이주실,이종혁,김성은,김선화,이영아,이준혁,김근영,김영서,김정수,정미경,송훈,조혜선,엄지만,오일용,이승철"
개를 훔치는 완벽한 방법,2014-12-31,1606500,-1962465731,241,306984,13,81,한국,"(주)리틀빅픽쳐스,(주)대명문화공장",전체관람가,드라마,김성호,"김혜자,이레,최민수,강혜정,이천희,김솔,김원중,김도엽,박성규,이지원,정택호,김재화,홍은택,이기영,류아벨,조은지,한주영,손성찬"
화이팅 패밀리,2012-09-13,7323500,7323500,1199,1199,8,201,한국,골든타이드픽처스(주),12세이상관람가,가족,"김성호,구상범","이명행,최희진,장소연,서영주,배용근,양은용,최희진,서동수"
눈부신 하루,2006-02-23,18000,11103000,3,1683,1,1,한국,"영화진흥위원회,아트플러스시네마네트워크",15세관람가,드라마,"김성호,김종관,민동현","김현아,모리 유키에,서영화,이소연,정대훈,한받,시오타 사다하루,조희봉"
무서운 이야기 2,2013-06-05,-901199796,-901199796,495535,495535,337,18511,한국,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,미스터리,"김성호,김휘,정범식,민규동","박성웅,우혜진,이세영,성준,이수혁,백진희,김슬기,정인선,고경표,김지원"
닥터 무삭제 감독판,,40000,40000,10,10,1,1,한국,(주)마인스 엔터테인먼트,청소년관람불가,스릴러,김성홍,"김창완,배소은,서건우"
닥터,2013-06-20,495574500,495574500,68312,68312,163,4131,한국,(주)마인스 엔터테인먼트,청소년관람불가,스릴러,"김성홍,김유정,배현지","김창완,배소은,최형,탁대성,하은설,반민정"
동강은 흐른다,,15000,15000,3,3,1,1,한국,시네마달,15세이상관람가,다큐멘터리,김성환,안운모
첫눈,,431500,431500,427,427,1,4,한국,,,코미디,김성환,"노연희,장상열"
네모난원,2012-12-06,48312000,48312000,7173,7173,16,209,한국,(주)팝엔터테인먼트,15세이상관람가,드라마,김성훈,"김정학,정욱,안미나,장석우,조영택,최영덕,박석희,배성현"
마이 리틀 히어로,2013-01-09,250000,1304073128,50,186191,1,1,한국,(주)씨제이이엔엠,전체관람가,드라마,김성훈,"김래원,지대한,이성민,조안,이광수,이청미,이효선,조선아,최지연,김원해,이해영,이민아,김강일,강두,김성은,홍인"
창궐,2018-10-25,2579000,393449602,331,1599621,2,11,한국,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,사극,김성훈,"현빈,장유화,장동건,조우진,정만식,이선빈,김의성,조달환,박진우,서지혜,한지은,공정환,김태우,이승일,이동훈,이상준,이상훈,이승주,배정환,이우성,이우정,이재남,이정민,이정민,김주혁,서지은,이진용,이창훈,이형원,김태경,김태윤,김태희,김하진,나대한,민경옥,박경관,박성빈,임용순,장현,장윤정,박종범,정수연,박지아,박지원,정재훈,박태민,김현욱,김현욱,강정진,조민아,최규리,최아영,김다연,김다연,김대현,최재영,한아름,한지혜,한지혜,편광진,황원일,김성태,김은진,김수지,김승환,김성규,김제형,오재세,한성희,허성태,허준석,조윤서,송훈,김성준,김대곤,조한준,전운종,주광현,이유진,정현국,오일용,김성준,김지수,정선희,정선희,이민혁,이상훈,안수민,윤석동"
끝까지 간다,2014-05-29,380000,1237880124,76,3450381,2,25,한국,(주)쇼박스,15세이상관람가,액션,김성훈,"이선균,조진웅,신정근,정만식,신동미,김동영,박보검,박진성,정하철,윤종현,이승준,이지훈,김보경,이영수,김재철,김진환,배유람,김강현,기주봉,장인섭,장준녕,김해곤,서현우,이준혁,주석태,김승훈,이장유,김그림,허정은"
터널,2016-08-10,544000,1695453569,272,7120780,1,13,한국,(주)쇼박스,12세이상관람가,드라마,김성훈,"하정우,배두나,오달수,김종수,임한빈,정민희,송민석,윤성민,이동진,이상희,최춘범,권승구,진용욱,이한서,예수정,서현우,배유람,조현철,김수진,윤돈선,주석태,강신철,한성천,김승훈,이장유,이문석,양지수"
공조,2017-01-18,-641206114,-641206114,7817654,7817654,1392,142991,한국,(주)씨제이이엔엠,15세이상관람가,액션,김성훈,"이재남,현빈,유해진,김주혁,장영남,이해영,임윤아,이동휘,박형수,서은지,신유철,공정환,김준한,신문성,엄효섭,홍인,임용순,엄지만,신현빈,김종태"
량강도 아이들,2011-11-17,70547000,70547000,10480,10480,34,1338,한국,(주)영화사샘,전체관람가,코미디,"김성훈,정성산","김환영,장남열,주혜리,이충훈,신민규,주민수,류종화,유윤상,조영호,조은아,이석민,최승철,임대희,이한승,유순철,이칸희,김정영"
노라노,2013-10-31,622000,30146000,122,4477,1,14,한국,(주)시네마달,전체관람가,다큐멘터리,김성희,"노라 노,서은영"
미스 마플과의 하룻밤,,19839,19839,17,17,1,4,한국,,,한국,김세랑,"서영주,김동욱,김지영"
소녀와 난파선,,464000,464000,128,128,1,3,한국,,,다큐멘터리,"김세미,이정준",
란제리살인사건,2015-09-17,2295000,2295000,472,472,20,20,한국,(주)노리픽쳐스,청소년관람불가,스릴러,김세성,"권민중,원기준,한창혁,김선주,이규창,김영희,김정석,김정훈,김병춘"
하프,2016-01-21,4166700,4166700,538,538,10,114,한국,(주)인디플러그,청소년관람불가,드라마,김세연,"안용준,정유석,문세윤,송영규,조덕제,이재헌,박혜영,박효진,정동석,손지훈,이경철,김근영,김대현,이세랑,이양희,백인권,한이진,김기주"
돈,1950-03-09,0,2466000,0,1233,1,1,한국,,,드라마,김소동,"김승호,최은희,최남현"
2월 단편 상상극장-김소연 감독 단편선,,527200,527200,66,66,1,4,한국,,,,김소연,
문영,2017-01-12,401000,62124599,45,8112,1,2,한국,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),15세이상관람가,드라마,김소연,"김태리,정현,박완규,박정식"
오오단편극장 – 김태리 배우 특별전,,1134000,1134000,162,162,1,3,한국,,,,"김소연,현조",
포 엘렌,2013-08-08,192000,192000,24,24,1,7,미국,주식회사 루믹스미디어,12세이상관람가,드라마,김소영,"폴 다노,존 헤더,지나 말론"
거류,,194000,194000,28,28,1,2,한국,,,다큐멘터리,김소영,
눈의 마음 : 슬픔이 우리를 데려가는 곳,,281600,281600,48,48,1,2,한국,,,다큐멘터리,김소영,
김 알렉스의 식당: 안산-타슈켄트,,760000,830000,152,169,1,3,한국,,,다큐멘터리,김소영,
경,2010-04-29,15000,8579900,3,1215,1,1,한국,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),15세이상관람가,드라마,김소영,"양은용,이호영,유경아,최서정,최희진"
방황의 날들,2007-09-07,767000,10663500,241,2270,1,52,한국,위드시네마,15세이상관람가,드라마,김소영,"강태구,김지선,김복자"
굿바이 마이 러브NK: 붉은 청춘,2019-05-02,15937280,16939280,2188,2333,19,274,한국,(주)시네마달,12세이상관람가,다큐멘터리,김소영,"김소영,최국인,김종훈,김중기,김태훈,한지마"
고려 아리랑: 천산의 디바,2017-05-25,615000,25396000,78,4092,1,6,한국,(주)시네마달,전체관람가,다큐멘터리,김소영,"방 타마라,이함덕"
나무없는 산,2009-08-27,1748000,59044500,508,9183,1,44,한국,CJ ENM,전체관람가,드라마,김소영,"이수아,김희연,채길병,최도균,최도균,김성국,김성희,이강민,김종욱,이혁,이정재"
눈을 감다 더 무비,,3531000,3531000,355,355,3,3,한국,,,,김솔매,
다행(多行) 이네요,,28000,28000,4,4,1,2,한국,,,다큐멘터리,김송미,
꼬리물기,,14343,14343,27,27,1,3,미국,,,애니메이션,김송이,"벤 젤코윅스,구드런 크램-드라크,롭 월퍼트"
지젤 유니버설 발레단,,0,1164000,0,291,1,7,한국,,,,김수기,
웃는남자 감독판,2019-11-29,172341000,172341000,13087,13087,19,287,한국,(주)디지컴코리아엠앤엠,전체관람가,공연,김수기,"박강현,양준모,민경아,신영숙,조휘,이상준,김나윤,박준우,백승호"
니가 필요해,,55000,597000,8,121,1,1,한국,,,다큐멘터리,김수목,
"12월 SIDOF 발견과 주목 [광장의 촛불, 그 후]",,14000,14000,2,2,1,1,한국,,,,"김수목,고승환,남아름,박소현",
소꿉놀이,2016-02-25,29000,15754500,7,2120,1,7,한국,(주)시네마달,전체관람가,다큐멘터리,김수빈,"서지은,정혜림,안수빈,하강웅,김수빈"
우리는 하늘을 날았다,,86350,86350,52,52,1,1,한국,,,드라마,김수영,"연우진,김시운"
혈맥,,0,36000,0,6,1,2,한국,,,드라마,김수용,"김승호,황정순,김지미"
갯마을,,120000,120000,12,12,1,1,한국,,[국내] 15세 관람가,드라마,김수용,"신영균,고은아,황정순"
산불,1967-04-22,171500,171500,25,25,1,1,한국,,,드라마,김수용,"신영균,도금봉,주증녀"
위자료,1971-03-06,414000,414000,207,207,1,6,한국,,,한국,김수용,"김지미,김진규"
야행,1977-04-23,0,496000,0,248,1,2,한국,,[국내] 15세 관람가,드라마,김수용,"윤정희,강신성일,이일웅"
안개,1967-10-19,0,574000,0,287,1,2,한국,,,드라마,김수용,"강신성일,윤정희,이빈화"
여기자 20년,1978-11-12,586000,586000,293,293,1,8,한국,,[국내] 전체 관람가,드라마,김수용,"황정아,이순재,이대엽"
사랑의 조건,1979-03-16,2660000,2660000,1325,1325,1,15,한국,,,드라마,김수용,"윤정희,강신성일,송재호"
무영탑,,210000,2974000,122,1504,1,3,한국,,,한국,김수용,"김지미,신영균,한은진"
만추,1982-02-28,709000,3564000,361,1600,1,12,한국,,[국내] 청소년 관람불가,드라마,김수용,"김혜자,정동환,여운계"
돌아온 사나이,1960-10-14,3338000,3754000,1669,1877,1,33,한국,,,멜로/로맨스,김수용,"김진규,최은희,엄앵란"
춘향,,3980000,3980000,1990,1990,1,27,한국,,,한국,김수용,"홍세미,강신성일,윤인자"
구봉서의 벼락부자,,1756000,6332000,878,3158,1,18,한국,,,한국,김수용,"구봉서,김희갑,도금봉"
청춘무정,,2478000,12988000,1239,6485,1,52,한국,,,한국,김수용,"강신성일,신영균,문희"
해변의 캐리어,,30000,107000,6,17,1,2,한국,,,드라마,김수정,
파란입이 달린 얼굴,2018-01-18,7223200,9111200,1120,1484,13,210,한국,영화배급협동조합 씨네소파,15세이상관람가,드라마,김수정,"장리우,진용욱,박병철,김새벽,김수정,김자영,김지한,김진화,박효진,서영제,양희정,오동석,이충식,장세경,전병도,윤부진"
달을 쏘다,,108000,108000,18,18,1,2,한국,,,드라마,"김수정,김수정",
이매진,,105000,105000,21,21,1,1,한국,,,드라마,"김수정,김수정","홍승이,길민주"
11月,,28500,28500,19,19,1,2,한국,,,드라마,김수지,"조수향,조현철"
선,,248750,248750,199,199,1,4,한국,,,드라마,김수진,"이명하,최규영"
12월 단편 상상극장 - 2013 단편 명불허전,,383000,383000,55,55,1,4,한국,,,,"김수진,이미랑,윤가은,손태겸",
"연소, 석방, 폭발, 대적할 이가 없는",,42000,129500,7,31,1,1,한국,,,드라마,김수현,김상현
우리 손자 베스트,2016-12-08,17000,12579500,3,2171,1,1,한국,(주)인디플러그,청소년관람불가,코미디,김수현,"구교환,동방우,김상현,김민화,김진환,남현욱,박선우,박시환,서승현,신창호,오중석,유송호,이봄,정해성,조윤경,최영묵,전여빈,박명신"
창피해,2011-12-08,42000,22680200,7,3234,1,2,한국,주식회사 마운틴픽쳐스,청소년관람불가,멜로/로맨스,김수현,"김효진,김꽃비,김선혁,김남준,김봉훈,김중기,김상현"
귀여워,2004-11-26,6000,327253000,1,51276,1,1,한국,(주)튜브엔터테인먼트,18세관람가,드라마,김수현,"김석훈,정재영,예지원,박희순,장선우,박재영,박혜성,노진성,문성준,장석훈,윤일랑,김승식,이준원,김희정,김준배,박선우,김규남,이수빈"
"김수현,윤모 감독 단편모음전",,15000,15000,3,3,1,1,한국,,,,"김수현,윤모",
산딸기 6,1994-07-16,464000,464000,232,232,1,11,한국,,[국내] 청소년 관람불가,멜로/로맨스,김수형,"강혜지,이영욱,김국한"
금욕,1976-03-13,1868000,1868000,352,352,1,6,한국,,[국내] 청소년 관람불가,드라마,김수형,"이영옥,강신성일,한문정"
갯마을,1978-08-06,1392000,1406000,780,787,1,15,한국,,[국내] 15세 관람가,드라마,김수형,"신영균,고은아,황정순"
뭔가 보여드리겠읍니다,1980-06-06,1806000,1806000,903,903,1,15,한국,,[국내] 전체 관람가,코미디,김수형,"이주일,김윤미,이승현"
산딸기,1982-09-04,2222000,2222000,1106,1106,1,27,한국,,[국내] 청소년 관람불가,에로,김수형,"안소영,임동진,남궁원"
산딸기 2,1985-02-02,3003000,3003000,1499,1499,1,15,한국,,[국내] 청소년 관람불가,멜로/로맨스,김수형,"마흥식,선우일란,유영국"
한국경쟁 : 단편묶음,,15000,15000,4,4,1,2,한국,,,,"김숙현,조혜정,이현정",
사촌누나와 동거,2017-11-24,3000,3000,1,1,1,1,한국,(주)이놀미디어,청소년관람불가,멜로/로맨스,김순수,"박소영,이은미"
그림자,,277500,285417,222,241,1,4,한국,,,,김승래,
감자,,586000,586000,293,293,1,6,한국,,,한국,김승옥,"박노식,허장강,윤정희"
나를 찾아줘,2019-11-27,822047324,822047324,645082,645082,875,29475,한국,워너브러더스 코리아(주),15세이상관람가,스릴러,김승우,"이영애,유재명,이원근,박해준,백주희,최현종,황재열,김종수,이항나,김태율,이시우,허동원,진유영,정애화,김종호,서현우,정형석,한철우,황태광,손이현,정준현,김국희,김시우,윤인조,김정현,홍택근,최형,심훈기,김미지,김미지,신용훈,김율호,강길우,김주희,하윤희,박민규,서예주,김이경,류경민,김혜지,정상현,박준형,박준형,이문희,박지윤,박경혜,유지연,정준원"
제15회 미쟝센 단편영화제 사랑에 관한 짧은 필름 3,,2042500,2042500,343,343,1,3,한국,,,,"김승주,김세현,오성호,정다희",
누구나 제 명에 죽고 싶다,2013-03-14,15000,4445500,3,580,1,2,한국,씨제이 씨지브이(CJ CGV)(주),청소년관람불가,드라마,김승현,"최원영,김이정,강호,신현탁,김원식,전종석,강구현,공민정"
아빠는 예쁘다,2019-11-21,19853980,20071980,2372,2410,29,193,한국,(주)영화사오원,15세이상관람가,가족,"김승협,박수민","김명국,백서빈,손민지,진선미,배진만,양성우,김하영,김준섭,박준성,이정비,김종인,유성훈,권철,허동원,박준호,허종오,이영순,이다혜,윤지연,조영은,백용재,이유리,황시영,차민철,이슬,한예지,배지현,이재화,정애경,박용오,김수정,이재화,박정호,박정현,이해리,김별아,이승후,이은석,신성우,차봄,김수정,이상엽,이재화,강상묵,이승후,이승주,송민정,이영순,한영수,조수현,이예림,김효찬,김수정,박정현,이재화,이은석,김수정,구숙이,구재학,구태술,김석분,김묘순,전원비,김훈민,이슬기,최재서,윤지혜,이혜림,박용오,이상엽,이재화,이지훈,우명은,송길순,이의진,이춘우,최인헌,정성일,김지수,김상길,박수현,구민서,김민지,김가인,전용기,정욱태,김형준,황수현,안명후,서부경,신서영,김효찬,강상묵,이승후,유기훈,서요한,황지선,최보경,장유호,임서은,윤지혜,전원비,이승주,송민정,조수현,박재서,이유리,최현석,황시영,곽가현,이해리,조기원,이혜빈,윤배희,김훈민,기진석,조영은,정인제,이지훈,김수정,배소현,김별아,김동휘,이재화,박치연,문가영,이진주,김태성,임도훈,김태완,지준혁,박희송,이정은,황지혜,강정수,오은서,신지연,김지원,백여진,박종상,최경은,정종성,정성희,이수연,권지우,홍현정,강민재,김시진,허수진,유정예,박찬영,이지훈,제연화,박봉일,박지은,김기태,김진태,박수민"
거인의 방,,35478,35478,57,57,1,3,한국,,,한국,김시진,
연애의 맛,2015-05-07,1725990153,1725990153,214539,214539,398,12474,한국,"(주)와우픽쳐스,(주)쇼박스",청소년관람불가,멜로/로맨스,김아론,"오지호,주병하,최령,강예원,이종호,이혜란,박지환,정우일,정현진,유예원,이동진,형윤석,이승준,김중희,오민석,이은지,지윤호,신정섭"
보청기,,48000,48000,24,24,1,2,한국,,,드라마,김양희,
시인의 사랑,2017-09-14,95000,97559900,9,12556,1,2,한국,CGV아트하우스,15세이상관람가,드라마,김양희,"양익준,전혜진,정가람,이은주,허건우,이지은,이한나,백지원,홍연이,강지혜"
대답해줘,,478500,478500,98,98,2,5,한국,,,다큐멘터리,김연실,
달려라 고양이,,45450,77450,56,114,1,3,한국,,,애니메이션,김영광,
산책가,,5895,5895,9,9,1,2,한국,,[국내] 전체 관람가,애니메이션,"김영근,김예영","황영광,이지영"
도시,,53800,53800,54,54,1,5,한국,,,,"김영근,김예영",
고래를 찾는 자전거,2011-09-22,56972000,56972000,9488,9488,20,382,한국,(주)필마픽쳐스,전체관람가,드라마,김영로,"이채영,이슬기,이문식,박지빈,한혜영,최주현,김유화,심보라,김병태,김병태,한재훈,문성호,유승우,최성민,박민철,김창현,정연호,정준영,오석준,이창민,이윤희,권범택"
일본식 아내 길들이기,2019-07-19,1000,1000,1,1,1,1,한국,,[국내] 청소년 관람불가,에로,김영민,"윤다현,이유린"
1박2일 소개팅,2018-05-01,2000,2000,1,1,1,1,한국,,[국내] 청소년 관람불가,드라마,김영민,
큰놈의 불기둥,2018-05-17,2000,2000,1,1,1,1,한국,,[국내] 청소년 관람불가,한국,김영민,
팀장님의 아내,2018-11-30,2000,2000,1,1,1,1,한국,,[국내] 청소년 관람불가,한국,김영민,이유린
일반인,,3000,3000,1,1,1,1,한국,,[국내] 청소년 관람불가,멜로/로맨스,김영민,"윤다현,이유린"
극장판 프리즘스톤 올스타 셀렉션,2016-07-07,2169000,81159700,248,9629,1,5,한국,,,,김영범,
김의 전쟁,1992-02-29,702000,702000,351,351,1,20,한국,,[국내] 15세 관람가,드라마,김영빈,"유인촌,이혜숙,김복희"
테슬라 프로젝트,,50000,172500,50,85,1,1,한국,,[국내] 12세 관람가,SF,김영수,"박재준,손민지,차서현"
둥근 장막,,30000,30000,15,15,1,2,한국,,,다큐멘터리,김영순,
루카,,22451,22451,37,37,1,2,한국,,,애니메이션,"김영오,채세희,전수연",
목구멍의 가시,,7000,7000,1,1,1,2,한국,,,다큐멘터리,김영조,
"태백, 잉걸의 땅",,60000,72000,12,15,1,3,한국,,,다큐멘터리,김영조,
펀치볼,,225000,225000,44,44,1,6,한국,,,다큐멘터리,김영조,
사냥,,257500,257500,122,122,1,4,한국,,,다큐멘터리,김영조,
가족초상화,,0,319500,0,177,1,2,한국,,,다큐멘터리,김영조,
그럼에도 불구하고,2017-08-24,17000,9465900,4,1608,1,2,한국,영화배급협동조합 씨네소파,12세이상관람가,다큐멘터리,김영조,"배남식,김순덕,임간난,권민기,강해춘"
분수의 기억을 더듬으며,,357000,357000,714,714,1,7,한국,,,,김영준,
행복한 두더지,,357000,357000,714,714,1,7,한국,,,,김영준,
존재의 심연,,104500,104500,69,69,1,2,한국,,,,김영진,
꿍따리 유랑단,2011-12-01,104000,942000,24,179,1,2,한국,(주)키노아이디엠씨,전체관람가,다큐멘터리,김영진,"강원래,최재식,조성진"
슬로우 비디오,2014-10-02,323157627,323157627,1169562,1169562,618,40665,한국,이십세기폭스코리아(주),12세이상관람가,드라마,김영탁,"차태현,남상미,오달수,고창석,진경,유영,김강현,최성원,이준혁,이용감,이윤수,정다이,정지연,현창조,김상철,김용구,류혜영,조덕제,안길강,장성범,황승언,박명신,이화겸,곽진무,이상이,하성광,김현,한사명,조혜선"
헬로우 고스트,2010-12-22,-623308888,583030020,1663730,3019960,418,34714,한국,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,코미디,김영탁,"차태현,강예원,이문수,고창석,장영남,천보근,신성일,이창수,라미란,이한위,조덕제,박길수,안길강,정혜원,하성광,이장유,이동진"
"낯선 곳, 낯선 시간",,175000,175000,50,50,1,1,한국,(주)키노아이디엠씨,12세이상관람가,드라마,김영혜,"김지완,조하나"
엑스와이제트 노트,,57395,57395,107,107,1,4,한국,,,애니메이션,"김예영,김영근",
"진심찾기, 토요일 새벽 첫차",,22500,117000,18,81,1,1,한국,,,드라마,김완,임성진
집,,28644,28644,26,26,1,11,한국,,,애니메이션,김왕걸,
분홍신,2005-06-30,498000,-1821301592,249,1073189,1,3,한국,(주)쇼박스,15세관람가,공포(호러),김용균,"김혜수,김성수,박연아,송보경,박선혜,최윤영,윤혜정,이대현,김용화,고수희,이얼,조덕제,박현영,이용녀,박지은"
더 웹툰: 예고살인,2013-06-27,-52251522,-52251522,1201457,1201457,541,35931,한국,(주)씨제이이엔엠,15세이상관람가,공포(호러),김용균,"이시영,엄기준,정현태,문가영,권해효,김도영,현우"
불꽃처럼 나비처럼,2009-09-24,0,-581940388,0,1670652,1,1,한국,(주)쇼박스,15세이상관람가,멜로/로맨스,김용균,"최경원,조승우,수애,천호진,김선화,최재웅,남현정,이대현,봉만대,이홍,박민희,임호,최승일,박소현,정인희,김정섭,김정일,이태호,고수희,이무생,최종률,김강일,이용녀,이주실,김영민,정종열,이상훈,천명재"
와룡선생 상경기,,1580000,8976000,790,3218,1,20,한국,,15세 관람가 ,코미디,김용덕,"김희갑,허장강,윤인자"
졸업 과제,,61670,61670,25,25,1,3,한국,,,다큐멘터리,김용삼,김용삼
소멸불가,,49500,49500,33,33,1,2,한국,,,드라마,김용삼,
"혜영, 혜영씨",,377000,377000,54,54,1,5,한국,,,,김용삼,
가족오락관,,152000,152000,152,152,1,1,한국,,,드라마,김용삼,"김용삼,김동규,이정자"
그녀의 단속반,,68000,153000,39,124,1,4,한국,인디스토리,,드라마,김용완,"유순웅,박지연,정대훈"
챔피언,2018-05-01,881203638,881203638,1128774,1128774,874,47320,한국,워너브러더스 코리아(주),12세이상관람가,드라마,김용완,"마동석,권율,한예리,박성일,유지연,이규호,이수정,김정화,이혜민,김지연,김지환,김태현,오승환,유지연,박세준,전민지,전혜원,정승환,박지연,김건,김동현,김동현,김미미,홍지원,김재민,김수진,양현민,박지연,양조아,곽자형,서문호,오창경,이동진"
리턴매치,2014-03-06,644000,644000,129,129,1,15,한국,㈜인디스토리,전체관람가,멜로/로맨스,"김용완,선종훈","정연주,이지훈,유순웅,정연주,신혜선,허지원"
