■ 기간별 박스오피스,,,,,,,,,,,,,,,,,
- 조회일: 2021-07-23,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간: 2011-01-01~2012-12-31   영화구분: 전체   국적: 전체   지역: 전체   제작사 : 전체   배급사 : 전체   감독명 : 전체   배우명 : 전체   등급별 : 전체   장르별 : 전체 ],,,,,,,,,,,,,,,,,
순위,영화명,개봉일,매출액 ,매출액,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
1589,도둑,,"901,000",0.00%,"901,000",164,164,1,3,미국,미국,,,,기타,마이클 만,
1589,만다라,1981-09-12,"922,000",0.00%,"2,522,000",164,929,1,2,한국,한국,(주)화천공사,,연소자관람불가,드라마,임권택,"기정수,전무송,안성기,방희,정지희"
1589,이어 오브 드래곤,1985-12-21,"917,000",0.00%,"917,000",164,164,1,3,미국,미국,메트로-골드윈-마이어,,국민학생관람불가,"드라마,액션",마이클 치미노,"미키 루크,프레디 존스,존 론,번매생"
1589,"혜원아, 사랑해",2012-03-29,"962,000",0.00%,"962,000",164,164,4,54,한국,한국,양전프로덕션,양전프로덕션,청소년관람불가,"미스터리,멜로/로맨스",김기현,"정재연,현재성,김영식,이현욱"
1593,기후변화,,"271,721",0.00%,"271,721",163,163,1,2,한국,한국,,,,기타,김혜지,
1593,돌아오는 길,2011-04-07,"935,000",0.00%,"935,000",163,163,7,63,한국,한국,(주)웃기씨네,(주)웃기씨네,15세이상관람가,드라마,스티브 리,"박그리나,유선일,김건,이경원,박건아"
1593,리코더시험,,"170,337",0.00%,"170,337",163,163,1,3,한국,한국,,,전체관람가,"드라마,가족",김보라,"정인기,박명신"
1593,물속의 칼,,"910,000",0.00%,"910,000",163,163,1,3,폴란드,폴란드,,,,드라마,로만 폴란스키,
1593,빛,,"38,818",0.00%,"38,818",163,163,1,5,일본,일본,,,전체관람가,애니메이션,스케가와 유타,
1593,오하이오 삿포로,2013-01-03,"271,721",0.00%,"271,721",163,163,1,2,한국,한국,,"주식회사 씨엠닉스,어뮤즈",전체관람가,"드라마,멜로/로맨스",김성준,"소이,태인호,김혜연,박아름"
1593,할 수 있는 자가 구하라: 인생,,"1,233,500",0.00%,"1,233,500",163,163,1,4,프랑스,프랑스,,,,,장 뤽 고다르,"나탈리 베이,자크 뒤트롱,이자벨 위페르"
1600,나의 아저씨,,"930,000",0.00%,"930,000",162,162,1,2,프랑스,"프랑스,이탈리아",,,,코미디,자크 타티,"장 피에르 조라,자크 타티"
1600,"먼 목소리, 계속되는 삶",,"886,000",0.00%,"886,000",162,162,1,3,영국,영국,,,,드라마,테렌스 데이비스,
1600,자브리스키 포인트,,"884,000",0.00%,"1,412,000",162,255,1,2,미국,미국,,,,드라마,미켈란젤로 안토니오니,
1600,지상 최후의 사나이,,"907,000",0.00%,"907,000",162,162,1,3,,,,,,,,
1604,더 메이커,,"55,300",0.00%,"55,300",161,161,1,5,호주,호주,,,전체관람가,애니메이션,크리스토퍼 케젤로스,
1604,리틀 뱀파이어 칼리,,"55,300",0.00%,"55,300",161,161,1,5,포르투갈,"포르투갈,프랑스,캐나다,스위스",,,,애니메이션,레지나 페소아,
1604,밀리언 달러 베이비,2005-03-10,"1,192,000",0.00%,"4,674,787,179",161,"724,732",1,6,미국,미국,"워너 브러더스 픽쳐스,레이크쇼어 엔터테인먼트,말파소 프로덕션즈","(주)노바미디어,(주)튜브엔터테인먼트",12세이상관람가,드라마,클린트 이스트우드,"힐러리 스웽크,클린트 이스트우드"
1604,살아있는 시체들의 밤,2008-07-12,"897,000",0.00%,"897,000",161,161,1,3,미국,미국,,,,공포(호러),,
1608,8월의 크리스마스,1998-01-24,"775,000",0.00%,"4,518,000",160,735,1,2,한국,한국,(주)우노필름,"한국영상투자개발(주),(주)싸이더스",15세 미만인 자는 관람할 수 없는 등급,"멜로/로맨스,드라마",허진호,"한석규,심은하,신구,이한위,전미선,오지혜,이용녀,김기천"
1608,그리움의 종착역,2012-05-24,"1,080,000",0.00%,"1,080,000",160,160,2,31,한국,"한국,독일",(주)에스와이코마드,(주)에스와이코마드,전체관람가,다큐멘터리,조성형,"우자 슈트라우스 킴,루트비히 슈트라우스 킴,영숙 타이스,아르민 타이스,우춘자,빌리 엥엘프리트"
1608,뮤리엘,2008-10-15,"896,000",0.00%,"1,638,000",160,297,1,4,이탈리아,"이탈리아,프랑스",,,15세이상관람가,드라마,알랭 레네,
1611,6회 이주민영화제_꿈꾸는 사람들 2,,"795,000",0.00%,"795,000",159,159,1,2,한국,한국,,,12세이상관람가,드라마,"권미정,강이관,부지영",
1611,가슴 배구단,2012-01-26,"1,208,200",0.00%,"1,208,200",159,159,1,19,일본,일본,,(주)케이앤엔터테인먼트,12세이상관람가,코미디,하스미 에이이치로,"아야세 하루카,아오키 무네타카"
1611,궁지,,"880,000",0.00%,"880,000",159,159,1,3,영국,영국,,,,"코미디,스릴러,드라마",로만 폴란스키,"도날드 프레즌스,프랑수아즈 도를리크"
1611,우르서스,,"46,700",0.00%,"46,700",159,159,1,4,,,,,12세이상관람가,애니메이션,,
1611,위대한 침묵,2009-12-03,"1,245,000",0.00%,"688,455,500",159,"95,463",1,5,독일,"독일,프랑스,스위스",,(주)영화사 진진,전체관람가,다큐멘터리,필립 그로닝,
1611,파리에서의 마지막 탱고,1996-12-21,"800,000",0.00%,"800,000",159,159,1,5,이탈리아,"이탈리아,프랑스",유나이티드 아티스트,,연소자관람불가,"드라마,성인물(에로)",베르나르도 베르톨루치,"말론 브란도,마리아 슈네이더"
1611,파리지엥을 팝니다 + 배불뚝이 + 당신의 아침식사 + 트럭 농장,,"597,000",0.00%,"597,000",159,159,1,2,기타,기타,,,,기타,,
1611,피안화,,"873,000",0.00%,"873,000",159,159,1,2,일본,일본,,,15세이상관람가,"드라마,코미디",오즈 야스지로,"사다 케이지,아리마 이네코,사부리 신"
1619,모퉁이 가게,,"857,000",0.00%,"857,000",158,158,1,3,미국,미국,,,전체관람가,"코미디,멜로/로맨스",에른스트 루비치,"마가렛 설리반,제임스 스튜어트"
1619,부귀영화,2012-10-25,"1,149,500",0.00%,"1,149,500",158,158,3,33,한국,한국,버진필름,주식회사 마운틴픽쳐스,15세이상관람가,공포(호러),인진미,"이율리,박혜린,한석경,인진미,전희경,정성욱,박대희,백혜령,서상호,양재호,윤일중,이경"
1619,아임 낫 데어,2008-05-29,"1,227,000",0.00%,"178,857,500",158,"26,060",1,3,미국,"미국,독일",,(주)스폰지이엔티,15세이상관람가,드라마,토드 헤인즈,"케이트 블란쳇,벤 위쇼,크리스찬 베일,히스 레저"
1619,엠,,"712,000",0.00%,"712,000",158,158,1,5,독일,독일,,,,"드라마,범죄,스릴러",프리츠 랑,"칼 볼브레히트,프리츠 아르노 바그너,프리츠 랑"
1623,방랑기,,"860,000",0.00%,"860,000",157,157,1,2,일본,일본,,,,드라마,나루세 미키오,"타카미네 히데코,다나카 키누요"
1623,새로운 학교-학생인권 이등변삼각형의 빗변 길이는?,,"791,000",0.00%,"791,000",157,157,1,7,한국,한국,,,,다큐멘터리,오정훈,
1623,세계 환경영화의 흐름 단편 모음 2,,"481,000",0.00%,"481,000",157,157,1,2,기타,기타,,,,기타,,
1623,안녕 자지,,"168,603",0.00%,"168,603",157,157,1,8,한국,한국,,,,드라마,박자은,
1623,야성의 아이,,"832,000",0.00%,"832,000",157,157,1,7,프랑스,프랑스,,,,드라마,프랑수아 트뤼포,"장 피에르 카골,프랑수아 트뤼포"
1623,제 5단계,,"891,000",0.00%,"891,000",157,157,1,3,프랑스,프랑스,,,,"다큐멘터리,멜로/로맨스,전쟁",크리스 마르케,오시마 나기사
1623,최종면접,,"168,690",0.00%,"168,690",157,157,1,8,한국,한국,,,,드라마,현문섭,"김대현,이영숙"
1623,킵 드로잉,,"64,912",0.00%,"64,912",157,157,1,4,한국,한국,,,,애니메이션,하주안,
1631,엘리펀트,2004-08-27,"1,219,000",0.00%,"85,375,500",156,"12,833",1,6,미국,미국,"피어메이커스스튜디오,HBO필름,파이 필름",(주)동숭아트센터,18세관람가,"범죄,드라마",구스 반 산트,"알렉스 프로스트,에릭 두런"
1631,할복: 사무라이의 죽음,2012-07-26,"1,131,000",0.00%,"1,131,000",156,156,3,27,일본,"일본,영국",,미디어소프트,청소년관람불가,사극,미이케 다카시,"이치카와 에비조,야쿠쇼 코지,에이타,미츠시마 히카리"
1633,꿍따리 유랑단,2011-12-01,"838,000",0.00%,"838,000",155,155,2,30,한국,한국,"(주)사람과사람,나눔엔터테인먼트,(주)키노아이디엠씨",(주)키노아이디엠씨,전체관람가,다큐멘터리,김영진,"강원래,최재식,조성진"
1633,킬링 타임,2012-03-15,"1,208,000",0.00%,"1,208,000",155,155,1,20,한국,한국,"(주)데이드림서울,(주)팔라우픽쳐스",(주)데이드림서울,청소년관람불가,공포(호러),박성수,"정애연,이지혜,김진근,김병춘"
1633,혼자있는 시간,,"166,620",0.00%,"166,620",155,155,1,8,한국,한국,,,,드라마,최린,
1636,AISFF2011-트래블링 쇼츠 인 저팬,,"750,000",0.00%,"750,000",153,153,1,1,기타,기타,,,전체관람가,기타,,
1636,아무르,,"492,000",0.00%,"492,000",153,153,2,4,한국,한국,,,,다큐멘터리,이광록,
1636,어셔가의 몰락,,"843,000",0.00%,"843,000",153,153,1,4,미국,미국,,,12세이상관람가,,로저 코만,"마크 데이먼,빈센트 프라이스"
1636,존 웨인의 기병대,,"808,000",0.00%,"808,000",153,153,1,3,미국,미국,,,12세이상관람가,"어드벤처,전쟁",존 포드,"존 웨인,윌리엄 홀덴,콘스탄스 타워스"
1640,가족오락관,,"152,000",0.00%,"152,000",152,152,1,1,한국,한국,,,,"코미디,가족,판타지",김용삼,
1640,고스트,,"152,000",0.00%,"152,000",152,152,1,1,한국,한국,오골계필름,,15세이상관람가,"스릴러,액션",이정진,"강태영,이강영"
1640,그녀는 위대하지 않다: 지혜우화,,"152,000",0.00%,"152,000",152,152,1,1,한국,한국,,,,기타,최봉준,오대환
1640,돈,,"883,500",0.00%,"883,500",152,152,1,5,프랑스,"프랑스,스위스",,,,"드라마,범죄",로베르 브레송,"크리스티안 파테,뱅상 레스트루치"
1640,술술,,"152,000",0.00%,"152,000",152,152,1,1,한국,한국,,,,드라마,김한결,"안재홍,정다원,배유람,최시온"
1640,제10회 미쟝센 단편영화제-World Shorts Festival 1,2011-06-24,"760,000",0.00%,"760,000",152,152,1,2,기타,기타,,,,기타,,
1640,지브리 창작의 비밀: 미야자키 하야오와 신인감독 갈등의 400일,,"741,000",0.00%,"741,000",152,152,1,2,일본,일본,,,전체관람가,다큐멘터리,,
1647,5시부터 7시까지의 클레오,,"871,500",0.00%,"871,500",151,151,1,5,프랑스,"프랑스,이탈리아",,(주)영화사 안다미로,,드라마,아녜스 바르다,"코린느 마르샹,앙트완느 부르세이에"
1647,내츄럴 어반 네이쳐,,"37,950",0.00%,"37,950",151,151,1,5,한국,한국,,,,애니메이션,강민지,
1647,브레이크봇 MV - 베이비 아임 유어스,,"33,214",0.00%,"33,214",151,151,1,4,프랑스,프랑스,,,,애니메이션,이리나 다케바,
1647,토니,,"868,000",0.00%,"868,000",151,151,1,7,프랑스,프랑스,,,,,장 르누아르,
1651,보리밭을 흔드는 바람,2006-11-02,"1,066,000",0.00%,"84,702,200",150,"12,874",1,7,영국,"영국,독일,아일랜드,이탈리아",,"(주)영화사 진진,(주)동숭아트센터",15세관람가,드라마,켄 로치,"킬리언 머피,리암 커닝햄"
1651,테이크 쉘터,2013-04-18,"1,227,000",0.00%,"1,227,000",150,150,1,3,미국,미국,,찬란,15세이상관람가,"드라마,스릴러",제프 니콜스,"마이클 섀넌,제시카 차스테인,쉐어 위햄"
1653,사자춤,,"40,565",0.00%,"40,565",149,149,1,5,중국,중국,,,,애니메이션,"단문개,마유가",
1653,아이거 빙벽,,"736,000",0.00%,"736,000",149,149,1,4,미국,미국,,,,"액션,스릴러",클린트 이스트우드,클린트 이스트우드
1655,낮과 밤,,"179,500",0.00%,"179,500",148,148,1,6,한국,한국,,,,드라마,유은정,정성만
1655,아웃사이드 사탄,,"740,000",0.00%,"740,000",148,148,1,2,프랑스,프랑스,,,,드라마,브루노 뒤몽,"데이비드 드와엘,오로라 브루틴"
1655,헤드 오버 힐즈,,"42,743",0.00%,"42,743",148,148,1,4,영국,영국,,,,애니메이션,티모시 렉카트,
1658,6회 이주민영화제_꿈꾸는 사람들 1,,"735,000",0.00%,"735,000",147,147,1,1,기타,기타,,,12세이상관람가,드라마,,
1658,6회 이주민영화제_꿈꾸는 이의 시선,,"735,000",0.00%,"735,000",147,147,1,1,기타,기타,,,12세이상관람가,드라마,"마붑 알엄,이마붑",
1658,6회 이주민영화제_다문화 여성의 꿈,,"735,000",0.00%,"735,000",147,147,1,1,기타,기타,,,12세이상관람가,드라마,,
1658,브래니멀즈 - 우리들의 숲,,"299,000",0.00%,"299,000",147,147,1,1,브라질,브라질,,,,애니메이션,파울로 무노스,
1658,사샤,2013-03-14,"730,000",0.00%,"730,000",147,147,1,2,독일,독일,,(주)수키픽쳐스,15세이상관람가,드라마,데니스 토도로빅,"사스하 케케즈,프레그라그 브예락"
1658,오르페브르의 부두,,"785,000",0.00%,"785,000",147,147,1,7,프랑스,프랑스,,,15세이상관람가,,앙리 조르주 클루조,
1658,인정사정 볼 것 없다,1999-07-31,"1,054,000",0.00%,"1,054,000",147,147,1,3,한국,한국,(주)태원엔터테인먼트,(주)시네마서비스,12세관람가,액션,이명세,"박중훈,권용운,김현아,안성기,장동건,최지우,김희정,송영창,박상면,이원종,김일우,기주봉,박길수,이혜은,박지일"
1665,4월 단편 상상극장 - 별이 빛나는 밤에,,"1,014,200",0.00%,"1,014,200",146,146,1,5,한국,한국,,,,기타,,
1665,둘로 잘린 소녀,,"825,000",0.00%,"825,000",146,146,1,3,프랑스,"프랑스,독일",,,,"드라마,스릴러",끌로드 샤브롤,"루디빈 사니에,브누와 마지멜,프랑수아 베를레앙,마틸다 메이"
1665,술자리다큐,,"712,500",0.00%,"712,500",146,146,1,4,한국,한국,,,15세이상관람가,다큐멘터리,공미연,
1665,스팅,1978-11-04,"752,000",0.00%,"752,000",146,146,1,3,미국,미국,유니버셜 픽쳐스,,15세이상관람가,"범죄,코미디",조지 로이 힐,"로버트 레드포드,폴 뉴먼,로버트 쇼"
1665,저 푸른 바다로,,"787,000",0.00%,"787,000",146,146,1,3,소련,소련,,,12세이상관람가,드라마,보리스 바넷,니콜라이 크류츠코프
1670,센스 앤 센서빌리티,1996-03-16,"435,000",0.00%,"435,000",145,145,2,6,미국,"미국,영국",콜럼비아 픽쳐스 코포레이션,,고등학생이상관람가,드라마,이안,"엠마 톰슨,휴 그랜트,케이트 윈슬렛,제임스 플릿"
1670,야생 갈대,,"774,000",0.00%,"774,000",145,145,1,3,프랑스,프랑스,,,,드라마,앙드레 테시네,"엘로디 부셰,가엘 모렐"
1672,비폭력저항: 평화롭게 아내의 입을 틀어막는 법,,"145,034",0.00%,"145,034",144,144,1,8,한국,한국,한국예술종합학교 미디어콘텐츠센터,한국예술종합학교 미디어콘텐츠센터,,"코미디,드라마",곽지혜,
1672,아버지는 개다,2012-04-26,"969,000",0.00%,"969,000",144,144,2,25,한국,한국,이상우필름,이상우필름,청소년관람불가,드라마,이상우,"권범택,이태림,이시호,유애경,한성원,김헌"
1672,재키 브라운,1998-05-16,"432,000",0.00%,"432,000",144,144,2,6,미국,미국,미라맥스 필름즈,,18세 미만인 자는 관람할 수 없는 등급,"드라마,범죄,스릴러",쿠엔틴 타란티노,"팜 그리어,사무엘 L. 잭슨,로버트 드 니로"
1672,제10회 미쟝센 단편영화제-World Shorts Festival 2,2011-06-24,"720,000",0.00%,"720,000",144,144,1,2,기타,기타,,,,기타,,
1676,굿바이 홈런,2013-02-14,"623,500",0.00%,"623,500",143,143,1,7,한국,한국,소울다큐,시네마달,전체관람가,다큐멘터리,이정호,"원주고등학교 야구부,하미연"
1676,빈털터리들,,"88,625",0.00%,"88,625",143,143,1,1,미국,미국,,,,드라마,애런 푸질리스,
1676,애니멀 러브,,"88,625",0.00%,"88,625",143,143,1,1,미국,미국,,,,드라마,몰리 존스,
1676,인디포럼2011-단편7,,"709,000",0.00%,"709,000",143,143,1,2,한국,한국,,,12세이상관람가,기타,,
1676,절친,,"88,625",0.00%,"88,625",143,143,1,1,미국,미국,,,,드라마,닐 라부티,
1676,체인지 어드레스,2011-10-13,"921,000",0.00%,"921,000",143,143,2,55,프랑스,프랑스,,"(주)이모션픽처스,(주)제이에프엔터테인먼트",15세이상관람가,코미디,엠마누엘 무레,"엠마누엘 무레,파니 발렛,프레데릭 벨"
1676,친구 요청 중,,"88,625",0.00%,"88,625",143,143,1,1,영국,영국,,,,드라마,크리스 포긴,주디 덴치
1676,환호성,,"722,000",0.00%,"722,000",143,143,1,11,한국,한국,,,,드라마,정재훈,
1684,거지의 서커스,,"34,140",0.00%,"34,140",142,142,1,2,한국,한국,,,,애니메이션,배경식,
1684,너와 나의 거리,,"34,140",0.00%,"34,140",142,142,1,2,한국,한국,,,,애니메이션,장수진,
1684,릴레이 애니메이션,,"34,140",0.00%,"34,140",142,142,1,3,한국,한국,,,,애니메이션,,
1684,미안하다..,,"34,140",0.00%,"34,140",142,142,1,2,한국,한국,,,12세이상관람가,애니메이션,배성균,배성균
1684,백토전,,"34,140",0.00%,"34,140",142,142,1,2,한국,한국,한국영화아카데미,,18세관람가,애니메이션,허만재,
1684,삶의 무게,,"38,003",0.00%,"38,003",142,142,1,4,덴마크,덴마크,,,전체관람가,애니메이션,,
1684,아 아이스크림,,"34,140",0.00%,"34,140",142,142,1,2,한국,한국,,,,애니메이션,문하영,
1684,우리는 친구,,"34,282",0.00%,"34,282",142,142,1,2,한국,한국,,,,애니메이션,유혜승,
1684,인터뷰,,"34,140",0.00%,"34,140",142,142,1,3,한국,한국,,,,애니메이션,김현원,
1684,잊혀지지 않는 기억,,"34,140",0.00%,"34,140",142,142,1,2,한국,한국,,,,애니메이션,"김비,정용현",
1684,지난 여름,,"34,140",0.00%,"34,140",142,142,1,2,한국,한국,,,,애니메이션,김도연,
1684,하루가 저물어가는 시간의 김씨 할아버지,,"34,140",0.00%,"34,140",142,142,1,2,한국,한국,한국영화아카데미,,15세이상관람가,애니메이션,라정인,"정선혜,김기흥"
1696,노인들,,"699,000",0.00%,"699,000",141,141,1,4,스페인,스페인,,,전체관람가,"애니메이션,드라마",이그나시오 페레라스,
1696,로망스,,"47,836",0.00%,"47,836",141,141,1,5,캐나다,"캐나다,스위스",,,,애니메이션,게오르그 쒸제벨,
1696,왕자가 된 소녀들,2013-04-18,"840,000",0.00%,"840,000",141,141,1,6,한국,한국,영희야 놀자,영희야 놀자,전체관람가,다큐멘터리,김혜정,"조금앵,김진진,박미숙,허숙자,김혜리,이옥천"
1699,3월 단편 상상극장-김경묵 감독 특별전,,"975,200",0.00%,"975,200",140,140,1,8,한국,한국,,,청소년관람불가,,,
1699,PISAF2011-구름빵,,"424,000",0.00%,"424,000",140,140,1,1,한국,한국,,,전체관람가,애니메이션,,
1699,개구장이 도련님,,"280,000",0.00%,"280,000",140,140,1,17,한국,한국,남화,,,코미디,박문수,"남정임,김정훈"
1699,블랙 사바스,,"780,000",0.00%,"780,000",140,140,1,2,이탈리아,"이탈리아,프랑스,미국",,,15세이상관람가,,,
1703,SICAF2012_픽사 이야기 1,,"587,000",0.00%,"587,000",139,139,1,1,한국,한국,,,전체관람가,,,
1703,비기닝,2011-10-27,"973,000",0.00%,"973,000",139,139,1,26,프랑스,프랑스,,판씨네마(주),15세이상관람가,드라마,자비에 지아놀리,"프랑수아 클뤼제,제라르 드빠르디유"
1703,초속5센티미터,2007-06-21,"1,202,000",0.00%,"157,102,500",139,"23,253",1,2,일본,일본,,"대원디지털엔터테인먼트,(주)팝엔터테인먼트",전체관람가,"애니메이션,드라마,멜로/로맨스",신카이 마코토,미즈하시 켄지
1706,고스포드 파크,2002-04-12,"770,000",0.00%,"970,500",138,167,1,4,영국,영국,,이십세기폭스코리아(주),15세관람가,드라마,로버트 알트만,"매기 스미스,마이클 갬본,크리스틴 스콧 토마스"
1706,남아있는 나날,1994-04-16,"414,000",0.00%,"414,000",138,138,1,4,미국,미국,,,고등학생이상관람가,드라마,제임스 아이보리,"안소니 홉킨스,엠마 톰슨"
1706,내부의 상처+로트링겐,,"764,000",0.00%,"764,000",138,138,1,1,프랑스,프랑스,,,,기타,,
1706,마이 페어 레이디,,"784,000",0.00%,"1,030,000",138,184,1,2,미국,미국,,,전체관람가,"코미디,가족,뮤지컬,멜로/로맨스",조지 쿠커,"오드리 헵번,렉스 해리슨"
1706,이브의 모든 것,,"414,000",0.00%,"414,000",138,138,2,4,미국,미국,,,,드라마,,
1706,잃어버린 세계를 찾아서,2008-12-17,"780,500",0.00%,"9,346,765,000",138,"1,439,506",2,18,미국,미국,,롯데쇼핑㈜롯데엔터테인먼트,전체관람가,"SF,어드벤처,가족,액션",에릭 브리빅,"브렌든 프레이저,조쉬 허처슨"
1706,저승과 진자,,"764,000",0.00%,"764,000",138,138,1,4,미국,미국,,,,공포(호러),로저 코만,"존 커,빈센트 프라이스"
1713,AISFF2011-트래블링 쇼츠 인 코리아,,"649,000",0.00%,"649,000",137,137,1,1,기타,기타,,,12세이상관람가,기타,,
1713,공룡들의 연하장 2012,,"24,234",0.00%,"24,234",137,137,1,1,프랑스,프랑스,,,,애니메이션,레오 베리어,
1713,드립트,,"24,234",0.00%,"24,234",137,137,1,1,프랑스,프랑스,,,,"애니메이션,드라마",레오 베리어,
1713,메리 크리스마스,2007-12-20,"735,500",0.00%,"43,803,500",137,"6,451",1,8,프랑스,"프랑스,독일,영국,벨기에,루마니아,노르웨이",,위드시네마,15세이상관람가,"드라마,전쟁",크리스찬 카리온,"다이앤 크루거,벤노 퓨어만"
1713,모미지 - 아기를 위한 아이들의 노래,,"24,234",0.00%,"24,234",137,137,1,1,이스라엘,이스라엘,,,,애니메이션,"유발 네이든,메라브 네이든",
1713,바다거북의 노래,,"24,234",0.00%,"24,234",137,137,1,1,이스라엘,이스라엘,,,전체관람가,애니메이션,"유발 네이든,메라브 네이든",
1713,뻐꾸기의 연하장 2011,,"24,234",0.00%,"24,234",137,137,1,1,프랑스,프랑스,,,,애니메이션,레오 베리어,
1713,서브휴먼,,"148,690",0.00%,"148,690",137,137,1,8,한국,한국,,,,"드라마,코미디",한재현,정영기
1713,선즈 오브 퍼디션 MV - 추락의 찬가,,"24,234",0.00%,"24,234",137,137,1,1,덴마크,덴마크,,,,애니메이션,보 마토른,
1713,솔로로 사는 법,,"24,234",0.00%,"24,234",137,137,1,1,프랑스,프랑스,,,,애니메이션,레오 베리어,
1713,수요 프리미어 오프닝,,"24,234",0.00%,"24,234",137,137,1,1,프랑스,프랑스,,,,애니메이션,레오 베리어,
1713,아미트 에레즈 MV - 엽서,,"24,234",0.00%,"24,234",137,137,1,1,이스라엘,이스라엘,,,,애니메이션,"유발 네이든,메라브 네이든",
1713,오렌 라비 MV - 그녀의 우아한 아침,,"24,234",0.00%,"24,234",137,137,1,1,이스라엘,이스라엘,,,,애니메이션,"유발 네이든,메라브 네이든",
1713,오브 더 원드 앤드 더 문 MV - 먼지의 노래,,"24,371",0.00%,"24,371",137,137,1,1,덴마크,덴마크,,,,애니메이션,보 마토른,
1713,워킹맨 MV - 댄싱,,"24,234",0.00%,"24,234",137,137,1,1,이스라엘,이스라엘,,,,애니메이션,"유발 네이든,메라브 네이든",
1713,이틀리즈 MV - 어트랙티브,,"24,234",0.00%,"24,234",137,137,1,1,이스라엘,이스라엘,,,,,,
1713,작별들,,"537,000",0.00%,"537,000",137,137,1,5,한국,한국,양양필름,(주)마노엔터테인먼트,15세이상관람가,드라마,김백준,"주다영,정택현,이주승"
1713,천국의 전쟁,2012-04-12,"1,128,000",0.00%,"1,128,000",137,137,1,40,멕시코,"멕시코,벨기에,프랑스,독일",,(주)월드시네마,청소년관람불가,드라마,카를로스 레이가다스,"마르코스 헤르난데즈,아나폴라 무시카디즈,베르타 루이즈,로잘린다 라미레즈"
1713,쾌락,,"771,000",0.00%,"771,000",137,137,1,4,프랑스,프랑스,,,15세이상관람가,,맥스 오퓌스,끌로드 도핀
1713,테일러 오브 파나마,2001-06-21,"758,000",0.00%,"758,000",137,137,1,3,미국,미국,,한국소니픽쳐스릴리징브에나비스타영화㈜,18세관람가,"드라마,스릴러",존 부어만,"피어스 브로스넌,제프리 러쉬"
1713,호국팔만대장경,1979-05-03,"274,000",0.00%,"274,000",137,137,1,20,한국,한국,한진흥업주식회사,,국민학생관람불가,"드라마,사극,전쟁",장일호,"김희라,정희,진봉진,박암,김진규"
1734,재앙의 묵시록,,"411,000",0.00%,"411,000",136,136,1,2,영국,영국,,,15세이상관람가,다큐멘터리,안토니 버츠,
1735,네파리우스,,"662,000",0.00%,"662,000",135,135,1,1,미국,미국,,,청소년관람불가,다큐멘터리,벤자민 놀롯,
1735,망향,,"715,000",0.00%,"715,000",135,135,1,8,프랑스,프랑스,,,12세이상관람가,"범죄,드라마,멜로/로맨스",줄리앙 뒤비비에르,장 가뱅
1735,매직 지퍼,,"111,421",0.00%,"111,421",135,135,1,1,한국,"한국,독일",,,,드라마,임선아,김근영
1735,야상곡,,"111,421",0.00%,"111,421",135,135,1,1,덴마크,덴마크,,,,,,
1735,인생유전,,"721,000",0.00%,"721,000",135,135,1,3,프랑스,프랑스,,,전체관람가,"드라마,멜로/로맨스",마르셀 카르네,"아레티,장-루이 바로"
1735,전자 미로,,"111,421",0.00%,"111,421",135,135,1,1,미국,미국,,,,,조지 루카스,
1741,대도적,,"716,000",0.00%,"716,000",134,134,1,3,미국,미국,,,청소년관람불가,,마이클 치미노,"클린트 이스트우드,제프 브리지스"
1741,암흑가의 두 사람,1974-06-28,"656,000",0.00%,"656,000",134,134,1,4,프랑스,프랑스,,,고등학생이상관람가,"드라마,범죄",호세 지오바니,"미셸 부케,밈시 파머,알랑 드롱,제라르 드빠르디유,장 가뱅"
1741,인간 야수,,"730,500",0.00%,"730,500",134,134,1,9,프랑스,프랑스,,,15세이상관람가,드라마,장 르누아르,"장 가뱅,시몬느 시몬"
1744,1월 단편 상상극장 - Happy ‘New Star’,,"929,000",0.00%,"929,000",133,133,1,5,한국,한국,,,15세이상관람가,,,
1744,AISFF2011-국제경쟁 6,,"615,000",0.00%,"615,000",133,133,1,2,,,,,15세이상관람가,기타,,
1744,게르트루드,,"742,000",0.00%,"742,000",133,133,1,2,덴마크,덴마크,,,,드라마,칼 테오도르 드라이어,"니나 펜스 로드,벤트 루스"
1744,왓빠이야기,,"665,000",0.00%,"665,000",133,133,1,2,한국,한국,,,전체관람가,다큐멘터리,심민경,
1744,클로즈업,,"736,000",0.00%,"736,000",133,133,1,3,이란,이란,,,,드라마,압바스 키아로스타미,
1744,하인,,"722,000",0.00%,"722,000",133,133,1,3,영국,영국,,,,드라마,조셉 로지,"더크 보가드,사라 마일즈,제임스 폭스"
1750,01-Aug-12,,"107,612",0.00%,"107,612",132,132,1,1,한국,한국,,,,,,
1750,6호실,,"738,000",0.00%,"738,000",132,132,1,2,러시아,러시아,,,15세이상관람가,드라마,"카렌 샤크나자로브,알렉산드르 고르노브스키",블라디미르 아일린
1750,Cunning,,"107,612",0.00%,"107,612",132,132,1,1,한국,한국,,,,,,
1750,Cyborg Emma,,"107,744",0.00%,"107,744",132,132,1,1,한국,한국,,,,,,
1750,Do you know?,,"107,612",0.00%,"107,612",132,132,1,1,한국,한국,,,,,,
