영화명,개봉일,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,배급사,등급,장르,감독,배우
뷰티플 마인드,2019-04-18,67428500,68316600,8910,9042,190,1907,한국,롯데컬처웍스(주)롯데엔터테인먼트,전체관람가,다큐멘터리,"류장하,손미","심환,허지연,김건호,김민주,김수진,손치호,윤수,임현진,김건우,박준형,신주용,오유석,이건원,김동현,오덕선,이상우,이한형,정연주,진세연,김수진,박준형,오유석,이건원,이상우,이한형,김미령,박소영,배상은,유은영,지유진,김동현,김태욱,김태욱,곽은아,김유선,강수진,김경현,김수진,김덕주,임예영,임현진,전주영,김정원,오케스트라 코치,서정실,안수연,이주희,조선랑,김원우,김원우,장준화,이영래,김혜정,김승태,엄희준,김승태,엄희준,허진선,심환,허지연,정욱,김명숙,김건호,도윤서,신주용,이강현,조정연,성보경,신정양,유혜영,강승빈,김민주,박유림,임하준,조홍희,김범순,박유림,강승빈,임하준,조홍희,남승현,배일환,신지숙,심윤숙,홍종진,이영숙,이한,조현성,원인선,이인숙,이창한,이원숙,이윤자,임하준,박은아,이원숙,이용주,이현정,강소연,이정민"
더 펜션,2018-06-21,30492000,30492000,3340,3340,90,665,한국,(주)영화사오원,15세이상관람가,드라마,"류장하,양종현,윤창모,정허덕재","조재윤,조한철,박효주,박혁권,이영진,신소율,이이경,황선희,유지연,박지연,조영지,채유리,한진선,한진선,박지연,김태훈,윤주,황건"
극장판 꼬마버스 타요의 에이스 구출작전,2016-01-21,400000,906299900,80,135478,1,2,한국,(주)아이코닉스,전체관람가,애니메이션,류정우,
나의 살던 고향은,2016-11-24,3975500,84972100,821,11507,2,56,한국,(주)시네마달,전체관람가,다큐멘터리,류종헌,김용옥
그루잠,,13000,13000,13,13,1,2,한국,,,다큐멘터리,류형석,
커튼콜,2016-12-08,137000,40638100,23,5526,3,11,한국,(주)모멘텀엔터테인먼트,15세이상관람가,코미디,류훈,"장현성,박철민,전무송,유지수,이이경,채서진,장혁진,서호철,고보결,신문성,김명성,박선주,방한솔,최승호,김태준,유수빈,정인겸"
파리는 안개에 젖어,1972-06-03,180000,379000,65,91,1,3,프랑스,,,드라마,르네 끄레망,"바바라 파킨스,프랭크 란젤라,페이 더너웨이"
태양은 가득히,1973-02-03,1568000,27734000,795,12343,1,25,프랑스,,12세이상관람가,범죄,르네 끄레망,"알랑 드롱,마리 라포레,모리스 로네"
판타스틱 플래닛,2004-04-09,275000,5442500,29,752,1,1,프랑스,㈜영화사 백두대간,12세관람가,애니메이션,르네 랄루,
빗속의 방문객,,170000,418000,82,206,1,11,프랑스,,,스릴러,르네 클레망,"말렌 조버트,찰스 브론슨,가브리엘 틴티,코린느 마르샹"
금지된 장난,1992-09-26,362000,6490000,181,2791,1,31,프랑스,,중학생이상관람가,드라마,르네 클레망,"조르주 푸줄리,브리지트 포세이"
목로주점,,373000,7667000,177,3729,1,7,프랑스,,12세이상관람가,드라마,르네 클레망,"마리아 쉘,프랑스와 페리어"
침묵은 금,,42000,124000,9,27,1,1,프랑스,,,코미디,르네 클레어,"모리스 슈발리에,프랑스와 페리어"
라일락의 문,,102000,136000,22,28,1,2,프랑스,,,드라마,르네 클레어,"피에르 브라소,헨리 비달"
뷰티 오브 더 데블,,62000,190000,13,37,1,1,프랑스,,,드라마,르네 클레어,"미셸 시몽,제라드 필립"
파리 축제,,116000,179000,24,41,1,1,프랑스,,,코미디,르네 클레어,"아나벨라,조지 리고드"
파리의 지붕 밑,,288000,390000,61,81,1,4,프랑스,,,코미디,르네 클레어,"알버트 프레진,폴라 일레리,가스통 모돗"
백만장자,,370000,422000,82,92,1,5,프랑스,,,코미디,르네 클레어,"아나벨라,르네 르페브르"
나는 마녀와 결혼했다,,624000,662000,307,315,1,16,미국,,,코미디,르네 클레어,"프레드릭 마치,베로니카 레이크"
그리고 아무도 없었다,,1924000,2652000,957,1121,1,15,미국,,,범죄,르네 클레어,"배리 피츠제럴드,월터 휴스톤,준 듀프레즈"
나넬 모차르트,2011-09-15,33800000,33800000,4624,4624,11,266,프랑스,주식회사 마운틴픽쳐스,12세이상관람가,드라마,르네 페레,"마리 페레,마크 바르베,데이빗 모로"
레드 후드,2018-11-11,1000,1000,1,1,1,1,미국,(주)케이알씨지,15세이상관람가,판타지,르네 페르즈,로버트 앰슬러
레지던트 데블,2018-05-08,1000,1000,1,1,1,1,미국,(주)케이알씨지,청소년관람불가,스릴러,르네 페르즈,
마녀의 덫 : 마법의 슬리핑 뷰티,2018-10-30,1000,1000,1,1,1,1,미국,(주)케이알씨지,15세이상관람가,액션,르네 페르즈,로버트 앰슬러
윈터스 워: 스노우 퀸,2018-06-19,2000,2000,2,2,1,2,미국,(주)케이알씨지,15세이상관람가,액션,르네 페르즈,
무법자,2018-04-19,41000,41000,28,28,3,28,미국,(주)케이알씨지,15세이상관람가,서부극(웨스턴),르네 페르즈,
버닝데드: 좀비의섬,2016-03-10,300000,300000,60,60,1,1,미국,주식회사 루믹스미디어,청소년관람불가,공포(호러),르네 페르즈,대니 트레조
새벽의 저주: 악령의 부활,2020-02-05,1010000,1010000,962,962,1,9,미국,(주)영화사 안다미로,청소년관람불가,공포(호러),르네 페르즈,레기 바니스터
아라라트 산,,21450,21450,30,30,1,3,기타,,,드라마,르노 아르마네,
성 프란치스코,2017-10-12,32885200,32885200,4823,4823,43,492,프랑스,찬란,전체관람가,드라마,르노 페리,"엘리오 게르마노,제레미 레니에"
"허베이, 타이페이",,37500,37500,9,9,1,2,대만,,,다큐멘터리,리 니엔 슈,
프레셔스,2013-01-10,6023400,8461400,851,1143,3,61,미국,씨네그루(주)다우기술,청소년관람불가,드라마,리 다니엘스,"가보리 시디베,모니크,폴라 패튼,머라이어 캐리,레니 크라비츠"
페이퍼보이: 사형수의 편지,2013-08-08,23302500,23653500,3105,3149,12,207,미국,(주)퍼스트런,청소년관람불가,스릴러,리 다니엘스,"니콜 키드먼,잭 에프런,존 쿠삭,매튜 매커너히"
버틀러: 대통령의 집사,2013-11-28,884709000,884709000,126870,126870,182,4928,미국,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,드라마,리 다니엘스,"포레스트 휘테커,오프라 윈프리,데이빗 오예로워,로빈 윌리엄스,머라이어 캐리,알렉스 페티퍼"
킹: 잃어버린 세계,2017-05-17,3000,3000,1,1,1,1,미국,(주)케이알씨지,15세이상관람가,액션,리 스콧,브루스 박스라이트너
토이 스토리 3,2010-08-05,11114100,1450108812,1259,1460726,4,28,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,전체관람가,가족,리 언크리치,"톰 행크스,조앤 쿠삭"
코코,2018-01-11,0,1953485664,0,3513114,1,1,미국,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,애니메이션,리 언크리치,"가엘 가르시아 베르날,앤서니 곤잘레스,벤자민 브랫"
업그레이드,2018-09-06,1743757800,1743757800,190387,190387,220,11549,미국,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,액션,리 워넬,"로건 마샬-그린,해리슨 길벗슨"
인비저블맨,2020-02-26,720927764,720927764,575043,575043,776,63076,미국,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,공포(호러),리 워넬,"엘리자베스 모스,알디스 호지"
인시디어스 3,2015-07-09,2101683324,2101683324,825517,825517,416,20824,미국,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,공포(호러),리 워넬,"스테파니 스콧,더못 멀로니,린 샤예"
2차 노출,2013-09-12,89000,89000,14,14,1,7,중국,라인트리엔터테인먼트,청소년관람불가,드라마,리 위,"판빙빙,풍소봉,곽사연,조안 첸"
만물생장-끝없는 관계,2016-04-07,895000,895000,179,179,5,20,중국,(주)케이알씨지,15세이상관람가,멜로/로맨스,리 위,"판빙빙,한경"
관음산,,0,1530000,0,183,1,2,중국,,,드라마,리 위,"장애가,판빙빙,진백림"
로스트 인 베이징,2012-07-12,485000,13700000,75,2242,1,14,중국,프리비젼엔터테인먼트,청소년관람불가,드라마,리 위,"판빙빙,양가휘"
야스쿠니,2009-08-06,0,7158500,0,1140,1,1,중국,실버스푼,12세이상관람가,다큐멘터리,리 잉,
허니문,2015-07-23,9996000,9996000,1774,1774,20,49,미국,와이드 릴리즈(주),15세이상관람가,공포(호러),리 자니악,"로즈 레슬리,해리 트레더웨이"
데블스 더블,2013-06-13,9537500,9537500,1397,1397,6,75,미국,(주)미로비젼,청소년관람불가,액션,리 타마호리,"도미닉 쿠퍼,루디빈 사니에"
타니타 직원식당의 다이어트 레시피,,408000,483000,51,66,1,2,일본,,,코미디,리 토시오,유카
"집에 돌아오면, 언제나 아내가 죽은 척을 하고있다",2020-02-20,19862520,20611520,2355,2462,34,365,일본,(주)영화사 그램,12세이상관람가,멜로/로맨스,리 토시오,"에이쿠라 나나,야스다 켄,오타니 료헤이"
디트로이트 메탈 시티,2009-05-21,556000,55255500,82,8162,1,3,일본,(주)영화사구안,15세이상관람가,코미디,리 토시오,"호소다 요시히코,마츠야마 켄이치"
아델라인 : 멈춰진 시간,2015-10-15,310087419,310087419,40096,40096,239,3425,미국,(주)쇼박스,12세이상관람가,판타지,리 톨랜드 크리거,"블레이크 라이블리,미치엘 휘즈먼,캐시 베이커"
에로스,,2204,2204,7,7,1,2,대만,,전체관람가,애니메이션,리 페이웬,
왕따 프로젝트,,36000,36000,6,6,1,2,미국,,전체관람가,다큐멘터리,리 허쉬,
辛 소림사 주방장 2,,248750,248750,199,199,1,4,한국,,,액션,리건,
신의 한 수: 귀수편,2019-11-07,1300346866,1300346866,2159081,2159081,1246,82189,한국,(주)씨제이이엔엠,15세이상관람가,범죄,리건,"권상우,김희원,김성균,허성태,우도환,원현준,홍기준,박상훈,이서환,선율우,김상호,이홍내,박영빈,정인겸,조운,신수연,김정팔,이정아,주서은,이규호,윤기현,이지석,우수빈,김대진,김곤,김지수,정재원,박응수,송영탁,박응준,오승찬,김산,한태일,홍윤재,김태현,김선동,권윤구,김문학,강정혁,양현태,남경화,박종희,이용재,노성후,박민수,이영서,차성제,배하은,곽진,최준영,박재완,곽민준,임채선,임정민,김윤수,김광일,김효영,김선웅,김종원,김용기,김재하,김경태,김시호,김신범,김용준,김민교,권용희,남상원,노현우,류승주,문정기,박희진,박근영,박정규,박영서,송현기,송동환,이진하,이찬재,이진혁,이희규,이규한,이시언,이민영,이중규,이효,이유진,이성현,윤정섭,이시운,오윤석,이예림,이다혜,이동휘,유선호,조석희,조원빈,조규호,전재현,장이슬,정민혁,차중원,최성식,한지윤,한서준,하수진,황은지,한도진,한태희,황춘하,고세원,유선,이병준,박경혜"
사랑과 무정부,,701000,701000,144,144,1,3,이탈리아,,,코미디,리나 베르트뮬러,
귀부인과 승무원,,1098000,1736000,366,739,1,8,이탈리아,,,코미디,리나 베르트뮬러,"지안카를로 지아니니,마리안젤라 멜라토"
가슴 노출을 허하라!,2015-09-19,9000,9000,1,1,1,1,미국,(주)소나무픽쳐스,15세이상관람가,코미디,리나 에스코,"리나 에스코,롤라 커크,모니크 콜만"
플레이모빌: 더 무비,2019-09-11,225898260,225898260,28850,28850,295,1851,캐나다,(주)올스타엔터테인먼트,전체관람가,애니메이션,리노 디살보,"다니엘 래드클리프,안야 테일러 조이"
인시앙,,115000,115000,23,23,1,2,필리핀,,,드라마,리노 브로카,
벤다 빌릴리,2013-10-17,14597800,14597800,1940,1940,4,134,프랑스,㈜영화사 백두대간,전체관람가,다큐멘터리,"리노드 바렛,플로렝 드 라 툴라예",
토막살인범의 고백,2019-10-17,13523000,13523000,1712,1712,60,446,독일,(주)다자인소프트,청소년관람불가,드라마,리누스 드 파올리,"아담 일드 로웨더,파울리나 갈라즈카,아만다 플러머"
모르몬 발의안 8,,568000,568000,114,114,1,1,미국,,12세이상관람가,다큐멘터리,"리드 코완,스티븐 그린스트리트",
이프란 대학에 가다,,11398,11398,51,51,1,2,터키,,,애니메이션,리드반 세빅,
1492 콜럼버스,1992-12-24,75000,75000,25,25,1,1,미국,,중학생이상관람가,드라마,리들리 스콧,"시고니 위버,제라르 드빠르디유"
결투자들,,171000,293000,57,82,1,3,영국,,,전쟁,리들리 스콧,"키스 캐러딘,하비 케이틀"
에일리언: 감독판,,2274896,2274896,334,334,1,3,미국,,,SF,리들리 스콧,"시고니 위버,톰 스커릿,베로니카 카트라이트"
블레이드 러너: 파이널 컷,1993-05-08,71828400,75822633,7942,8500,33,710,미국,주식회사 해리슨앤컴퍼니,"고등학생이상관람가,15세이상관람가",SF,리들리 스콧,"해리슨 포드,룻거 하우어"
델마와 루이스,1993-11-27,48859500,120186600,9454,18647,60,1027,미국,(주)드림팩트엔터테인먼트,"연소자관람불가,청소년관람불가",드라마,리들리 스콧,"지나 데이비스,수잔 서랜든"
킹덤 오브 헤븐: 디렉터스 컷,2020-11-11,233176600,233176600,25323,25323,117,2277,영국,(주)영화사오원,15세이상관람가,액션,리들리 스콧,"올랜도 블룸,에바 그린,리암 니슨,제레미 아이언스"
올 더 머니,2018-02-01,568551500,568551500,70310,70310,260,4336,미국,판씨네마(주),15세이상관람가,범죄,리들리 스콧,"미쉘 윌리엄스,크리스토퍼 플러머,마크 월버그,스테이시 마틴"
카운슬러,2013-11-14,966623000,966623000,133272,133272,293,7740,미국,이십세기폭스코리아(주),청소년관람불가,범죄,리들리 스콧,"브래드 피트,마이클 패스벤더,페넬로페 크루즈,카메론 디아즈,하비에르 바르뎀"
프로메테우스,2012-06-06,10211507,10211507,971482,971482,521,31629,미국,이십세기폭스코리아(주),청소년관람불가,SF,리들리 스콧,"누미 라파스,마이클 패스벤더,샤를리즈 테론,가이 피어스,이드리스 엘바"
킹덤 오브 헤븐,2005-05-04,72000,-774041592,24,1237269,1,1,미국,이십세기폭스필름코퍼레이션,15세관람가,액션,리들리 스콧,"리암 니슨,제레미 아이언스,올랜도 블룸,에바 그린"
에이리언: 커버넌트,2017-05-09,-2139075624,-2139075624,1307226,1307226,841,41761,미국,이십세기폭스코리아(주),15세이상관람가,SF,리들리 스콧,"마이클 패스벤더,캘리 헤르난데스,캐서린 워터스턴,제임스 프랭코,누미 라파스,가이 피어스,빌리 크루덥,카르멘 에조고,대니 맥브라이드,주시 스몰렛"
엑소더스: 신들과 왕들,2014-12-03,5652000,-436567962,650,1511845,4,42,미국,이십세기폭스코리아(주),12세이상관람가,드라마,리들리 스콧,"크리스찬 베일,조엘 에저튼,시고니 위버,벤 킹슬리,아론 폴"
마션,2015-10-08,29893580,1047328511,5279,4887144,274,1742,미국,"월트디즈니컴퍼니코리아 유한책임회사,이십세기폭스코리아(주)",12세이상관람가,액션,리들리 스콧,"맷 데이먼,제시카 차스테인,제프 다니엘스,케이트 마라,크리스틴 위그"
마술피리,2019-04-28,49654500,49654500,2153,2153,8,141,독일,(주)케빈앤컴퍼니,15세이상관람가,공연,리디아 스타이어,"마티아스 괴르네,알비나 샤기무라토바"
사운드 스테인,,11398,11398,51,51,1,2,이스라엘,,,애니메이션,리란 골드버그,
리버 로드,2017-03-30,10181100,10181100,1504,1504,17,163,중국,주식회사 골든럭,전체관람가,드라마,리루이쥔,"탕롱,꾸오송타오"
무지개 분대,,412000,412000,105,105,2,7,인도네시아,,,드라마,리리 리자,
그래피티 호랑이,,45009,45009,27,27,1,2,체코,,12세이상관람가,애니메이션,리보르 픽사,
미스 줄리,2015-06-18,0,32778500,0,4438,1,2,노르웨이,그린나래미디어(주),15세이상관람가,드라마,리브 울만,"제시카 차스테인,콜린 파렐"
아빠와 아들,,1776,1776,4,4,1,1,영국,,,애니메이션,리비 렘메티,
굿 파이터,2017-06-21,3000,3000,1,1,1,1,미국,(주)시네마리퍼블릭,15세이상관람가,액션,리비 쳉,"리비 쳉,켄 쳉"
발리: 천상의 울림,2019-04-15,10383700,10383700,1000,1000,11,73,미국,"롯데컬처웍스(주)롯데엔터테인먼트,(주)영화사 그램",전체관람가,다큐멘터리,리비 쳉,
퓨어,2013-06-20,16048000,16048000,2141,2141,3,94,스웨덴,㈜영화사 백두대간,청소년관람불가,드라마,리사 랑세트,"알리시아 비칸데르,사무엘 프뢸러"
운 좋은 코끼리 플로라,,30000,30000,6,6,1,2,미국,,전체관람가,다큐멘터리,리사 리먼,
체리밤,2013-08-14,1025000,1025000,500,500,3,4,영국,라인트리엔터테인먼트,청소년관람불가,드라마,"리사 바로스 드사,글렌 레이번","루퍼트 그린트,로버트 시한,킴벌리 닉슨"
비밀일기,,1248000,1248000,166,166,1,23,프랑스,㈜케이디미디어,청소년관람불가,드라마,리사 아주엘로스,"크리스타 테렛,소피 마르소"
어떤 만남,2014-07-31,334000,212008300,38,27340,1,1,프랑스,(주)티캐스트콘텐츠허브,청소년관람불가,멜로/로맨스,리사 아주엘로스,"소피 마르소,프랑수아 클뤼제"
라이프 오브 시몬,2014-03-06,1000000,1000000,200,200,2,8,독일,(주)수키픽쳐스,청소년관람불가,드라마,리사 오린,"빌 스카스가드,얀 요셉 리퍼스,카타리나 슈틀러"
페기 구겐하임: 아트 애딕트,2017-02-09,43689200,43689200,5659,5659,14,294,미국,에스디시코리아 주식회사,12세이상관람가,다큐멘터리,리사 이모르디노 브릴랜드,마리나 아브라모비치
에브리바디 올라잇,2010-09-02,280500,458656500,41,60898,1,1,미국,(주)화천공사,청소년관람불가,코미디,리사 촐로덴코,"줄리안 무어,아네트 베닝,마크 러팔로,미아 와시코브스카,조쉬 허처슨"
죽은 사람들,,208000,208000,40,40,1,3,아르헨티나,,,드라마,리산드로 알론소,아르헨티노 바가스
판타스마,,220000,220000,43,43,1,3,아르헨티나,,,드라마,리산드로 알론소,"아르헨티노 바가스,미사엘 사베드라"
리버풀,,310000,310000,64,64,1,3,아르헨티나,,,드라마,리산드로 알론소,
자유,,402000,402000,78,78,1,3,아르헨티나,,,드라마,리산드로 알론소,미사엘 사베드라
도원경,,788000,788000,142,142,1,5,아르헨티나,,,드라마,리산드로 알론소,"비고 모텐슨,기타 노비"
로보캅: 최후의 전쟁,2018-10-05,2000,2000,1,1,1,1,미국,제인앤유,청소년관람불가,SF,리스 에벤센,"콜린 파라딘,레이븐 쿠센스"
엘리아스: 바다의 보물을 찾아라!,2014-10-23,119762600,119762600,17305,17305,199,1218,노르웨이,(주)마인스 엔터테인먼트,전체관람가,애니메이션,리스 오스볼,
파이프,,157000,157000,33,33,1,2,아일랜드,,전체관람가,다큐멘터리,리스테드 오돔네일,
여인공화국의 재키,,482000,482000,62,62,1,2,프랑스,,,코미디,리아드 사투프,
액트 오브 워,2018-02-08,2000,2000,1,1,1,1,미국,(주)시네마리퍼블릭,청소년관람불가,스릴러,리안 M. 케네디,
다크송: 저주의 시작,2017-11-20,250000,250000,50,50,1,1,미국,(주)티에스앤컴퍼니,15세이상관람가,드라마,리암 개빈,스티브 오램
베헤모스,,90000,90000,18,18,1,2,중국,,,다큐멘터리,리앙 자오,
투게더,,314500,314500,83,83,1,4,중국,,,다큐멘터리,리앙 자오,
바니부기: 드래곤 에그를 찾아서,2018-09-12,122931400,122931400,16505,16505,280,1374,중국,(주)박수엔터테인먼트,전체관람가,애니메이션,리양우,
호텔 타지마할,2018-07-05,55000,55000,30,30,5,30,호주,주식회사 풍경소리,15세이상관람가,액션,리엄 워싱턴,
"나의 이름, 마티유",,82000,82000,17,17,1,2,스위스,,,드라마,리오넬 바이에르,
라이징,,10620,10620,64,64,1,2,프랑스,,,애니메이션,리오넬 주글라르,
투명인간 그리프,2011-11-03,10144500,10144500,1286,1286,7,131,호주,CGV아트하우스,12세이상관람가,멜로/로맨스,리온 포드,"마에브 더모디,라이언 콴튼"
해피 엔딩,,32804,32804,59,59,1,4,대만,,,애니메이션,리우 밍 청,
대적자,,2204,2204,7,7,1,2,대만,,전체관람가,애니메이션,리우 유슈,
두더지 전사 - 스킬라의 보물,,307000,307000,72,72,1,3,중국,,,애니메이션,리우 크신,
북 오브 섀도우: 악마의 봉인,2016-12-08,326000,326000,63,63,5,23,우크라이나,(주)소나무픽쳐스,15세이상관람가,액션,리우비미르 레비츠키,드미트리 스툽카
엘비스와 대통령,2016-11-30,35000,3695500,7,527,1,1,미국,(주)우성엔터테인먼트,12세이상관람가,코미디,리자 존슨,"마이클 섀넌,케빈 스페이시"
5cm,,234000,234000,59,59,1,5,인도네시아,,,드라마,리잘 만토바니,
체스황제 바비 피셔,,47500,47500,11,11,1,2,미국,,,다큐멘터리,리즈 가버스,
우리 체제의 유령들,,1084500,1084500,325,325,1,5,캐나다,,,다큐멘터리,리즈 마샬,
슈퍼 사이클론 스톰,2014-08-27,4752000,4752000,1064,1064,20,27,미국,스크린조이,15세이상관람가,SF,리즈 애덤스,"밍나 웬,니콜라스 터투로"
에어 크래쉬,2013-10-24,12160000,12160000,5410,5410,5,44,미국,(주)케이알씨지,12세이상관람가,액션,리즈 애덤스,"레지날드 벨존슨,조던 래드"
연방 보안관: 제임스 맥코드,,300000,300000,60,60,1,1,미국,,,서부극(웨스턴),리차드 가베이,"스티븐 랭,잭슨 라스본,제이미 린 시글러"
불같은 약속,1990-02-24,216000,216000,72,72,1,2,미국,,고등학생이상관람가,범죄,리차드 도너,"멜 깁슨,대니 글로버"
오멘,1977-06-03,9222000,9222000,1082,1082,6,48,미국,,,공포(호러),리차드 도너,"그레고리 펙,리 레믹,하비 스티븐스"
라스트 파이브 이어즈,,785000,785000,133,133,1,2,미국,,,코미디,리차드 라그라브네스,
뷰티풀 크리처스,2013-04-18,582030544,582030544,82995,82995,278,7272,미국,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,스릴러,리차드 라그라브네스,"앨리스 앤글레르트,비올라 데이비스,엠마 톰슨,에미 로섬,제레미 아이언스,엘든 이렌리치"
비틀즈: 하드 데이즈 나이트,2016-05-05,2296000,69875500,252,8858,2,11,영국,찬란,전체관람가,코미디,리차드 레스터,"존 레논,폴 매카트니,조지 해리슨,링고 스타"
도미니언: 드라코니안의 음모,2015-11-27,12000,12000,2,2,1,1,미국,(주)이놀미디어,15세이상관람가,액션,리차드 로리,리사 마리
지구 최후의 날 2015,2015-12-10,300000,300000,60,60,1,1,미국,(주)소나무픽쳐스,15세이상관람가,SF,리차드 로리,"블레어 베스튼,재클린 부다"
리차드 3세,1996-11-09,474000,474000,50,50,1,3,영국,,연소자관람불가,드라마,리차드 론크레인,"이안 맥켈런,아네트 베닝"
해피 댄싱,2018-11-15,315000,24179200,52,3384,1,5,영국,주식회사 씨네룩스,12세이상관람가,드라마,리차드 론크레인,"이멜다 스턴톤,티모시 스폴,셀리아 아임리,조안나 럼리,데이빗 헤이맨"
마이 원 앤 온리,2011-05-19,48993000,48993000,6734,6734,21,848,미국,㈜케이디미디어,15세이상관람가,코미디,리차드 론크레인,"로건 레먼,케빈 베이컨,마크 렌달,르네 젤위거"
브루클린의 멋진 주말,2016-01-21,16055500,282412300,2694,38198,31,315,미국,(주)영화사 진진,12세이상관람가,드라마,리차드 론크레인,"모건 프리먼,다이안 키튼,캐리 프레스톤,신시아 닉슨"
에브리바디 원츠 썸!!,2016-07-14,480000,58761400,32,7353,1,1,미국,(주)디스테이션,청소년관람불가,코미디,리차드 링클레이터,"블레이크 제너,조이 도이치,글렌 포웰,라이언 구즈만,테일러 후츨린,포레스트 빅커리"
버니,2013-06-20,0,52266300,0,7663,1,1,미국,(주)미디어데이,15세이상관람가,코미디,리차드 링클레이터,"잭 블랙,매튜 매커너히,셜리 맥클레인"
"어디갔어, 버나뎃",2020-10-08,240122500,240122500,28651,28651,253,5862,미국,"(주)디스테이션,(주)엔케이컨텐츠",12세이상관람가,코미디,리차드 링클레이터,"케이트 블란쳇,빌리 크루덥"
스쿨 오브 락,2004-02-27,1676300,236358100,171,36262,2,19,영국,"윤스,UIP코리아","12세이상관람가,전체관람가",코미디,리차드 링클레이터,"잭 블랙,조앤 쿠삭,마이크 화이트,사라 실버맨"
비포 선라이즈,1996-03-30,137000,466297748,21,57749,1,2,미국,(주)드림팩트엔터테인먼트,"고등학생이상관람가,15세이상관람가",멜로/로맨스,리차드 링클레이터,"에단 호크,줄리 델피"
비포 선셋,2004-10-22,7647876,865359057,1136,126612,2,29,미국,"THE 픽쳐스,워너브러더스 코리아(주)","15세관람가,15세이상관람가",드라마,리차드 링클레이터,"줄리 델피,에단 호크"
보이후드,2014-10-23,42560500,1471629518,5488,191292,18,141,미국,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,드라마,리차드 링클레이터,"엘라 콜트레인,에단 호크,패트리시아 아퀘트,로렐라이 링클레이터"
비포 미드나잇,2013-05-22,4708695,1528560657,680,209591,1,16,미국,"(주)까멜리아이엔티,(주)팝엔터테인먼트",청소년관람불가,멜로/로맨스,리차드 링클레이터,"에단 호크,줄리 델피,샤무스 데이비 피츠패트릭"
남태평양 목선작전,,374000,374000,187,187,1,9,미국,,,코미디,리차드 머피,잭 레먼
총알을 물어라,1976-11-06,154000,154000,77,77,1,2,미국,,,액션,리차드 브룩스,"벤 존슨,캔디스 버겐,진 해크만,제임스 코번"
흑아,,402000,402000,201,201,1,6,미국,,,드라마,리차드 브룩스,"록 허드슨,다나 윈터,웬디 힐러"
애인과 정부,,606000,606000,303,303,1,9,미국,,,드라마,리차드 브룩스,"폴 뉴먼,제랄딘 페이지,셜리 나이트"
폭력 교실,,204000,2543000,102,1259,1,6,미국,,,드라마,리차드 브룩스,"글렌 포드,앤 프란시스"
엘머 갠트리,,721000,10594000,358,5064,2,16,미국,,,드라마,리차드 브룩스,"버트 랭커스터,장 시몬즈"
카라마조프가의 형제들,,4311000,11243000,1710,5159,1,34,미국,,,드라마,리차드 브룩스,"율 브린너,마리아 쉘"
내가 마지막 본 파리,2011-02-07,932000,16743000,466,8011,1,33,미국,,12세이상관람가,멜로/로맨스,리차드 브룩스,"엘리자베스 테일러,반 존슨"
뜨거운 양철 지붕 위의 고양이,,757000,19480000,381,9081,1,16,미국,,,드라마,리차드 브룩스,"엘리자베스 테일러,폴 뉴먼,벌 아이비스"
흑기사,1973-10-24,1789000,23326000,903,11181,1,26,미국,,,드라마,리차드 소프,"마가리타 로버츠,아이니스 맥켄지"
맨 프럼 어스2: 홀로신,2018-05-16,60000,60000,39,39,5,39,미국,주식회사 레드아이스,12세이상관람가,드라마,리차드 쉔크만,"마이클 돈,바네사 윌리암스,윌리엄 캇"
맨 프럼 어스,,475000,475000,93,93,1,2,미국,,,드라마,리차드 쉔크만,"데이빗 리 스미스,존 빌링슬리,토니 토드"
아브라함 링컨 VS 좀비,2013-09-20,12100000,12100000,5550,5550,5,48,미국,(유)조이앤컨텐츠그룹,청소년관람불가,액션,리차드 쉔크만,"빌 오버스트 주니어,켄트 이글하트"
러브앤워,1997-02-01,255000,255000,85,85,1,3,미국,,고등학생이상관람가,멜로/로맨스,리차드 아텐보로,"크리스 오도넬,산드라 블록"
멀고 먼 다리,1977-12-16,160000,388000,80,156,1,1,영국,,12세관람가,드라마,리차드 아텐보로,"로버트 레드포드,숀 코네리,진 해크만,더크 보가드,제임스 칸,마이클 케인"
간디,1989-04-08,150000,357000,50,119,1,1,영국,콜럼비아 픽쳐스 코포레이션,중학생이상관람가,드라마,리차드 어텐보로,"캔디스 버겐,벤 킹슬리"
디 아더 맨,2013-02-01,1072000,1072000,125,125,1,3,미국,(주)케이앤엔터테인먼트,15세이상관람가,드라마,리차드 이어,"리암 니슨,안토니오 반데라스,로라 린니,로몰라 가레이"
칠드런 액트,2019-07-04,204459320,204459320,25278,25278,61,1441,영국,(주)홈초이스,12세이상관람가,드라마,리차드 이어,"엠마 톰슨,스탠리 투치,핀 화이트헤드,벤 채플린"
카페테리아 맨: 친환경 급식 프로젝트,,222000,222000,93,93,1,2,미국,,,다큐멘터리,리차드 치솜,
