영화명,개봉일,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,배급사,등급,장르,감독,배우
검객풍운,2017-03-09,388000,388000,76,76,5,23,중국,(주)소나무픽쳐스,15세이상관람가,액션,장뢰,
무림쟁패: 황제암살단,2017-02-09,388000,388000,76,76,5,23,중국,(주)소나무픽쳐스,12세이상관람가,액션,장뢰,
무림지존: 천하제일검,2017-03-23,388000,388000,76,76,5,23,중국,(주)소나무픽쳐스,15세이상관람가,액션,장뢰,
천하제일검,2017-02-23,388000,388000,76,76,5,23,중국,(주)소나무픽쳐스,12세이상관람가,액션,장뢰,
무림시대: 4대 고수전,2016-09-22,2125000,2125000,425,425,5,11,중국,(주)소나무픽쳐스,15세이상관람가,액션,장뢰,
당시,2005-05-20,812000,2776000,123,426,1,1,한국,(주)두엔터테인먼트,12세관람가,드라마,장률,"최월매,왕시앙"
경계,2007-11-08,42000,6291500,7,976,1,2,한국,(주)스폰지이엔티,청소년관람불가,드라마,장률,"서정,바트을지,신동호,박철"
중경,2008-11-06,16000,7070000,2,1106,1,1,한국,(주)스폰지이엔티,청소년관람불가,드라마,장률,"궈커이,허궈펑"
필름시대사랑,2015-10-22,54000,12740000,7,1618,2,5,한국,(주)스마일이엔티,15세이상관람가,드라마,장률,"박해일,안성기,문소리,한예리,권혜민,허철,최우식,정재필,임철희,이준동,이용수,윤서희,오재은,김동현,김소연,김수정,김여정,김예은,김진주,안동훈,신지은,김희령,송효정,송승민,류시문,박정환,백현진,백주은,백종관,김학선,남명렬,곽자형,박상호"
풍경,2013-12-12,57000,14524800,7,2185,1,5,한국,㈜인디스토리,전체관람가,다큐멘터리,장률,"아우구스티노,타실라,호앙 타인,필립 곤잘레스,와리우라 브후아이야,강가 바스넷,브라욘 쁘쿤톳,캐서린 앤 코르테자,초웁 칸피아루,셰크할 마문,쉬첸밍,셰르조드 아크바로브,오운 라모우,응우옌 반 응우옌"
이리,2008-11-13,24000,14842000,3,2241,1,2,한국,"(주)스폰지이엔티,스폰지",청소년관람불가,드라마,장률,"윤진서,엄태웅,궈커이,허석,김동호,박일남,홍지연,서성원,유의수,윤병기,권남균,윤영규,오성환,김탁현,임선경,김영순"
두만강,2011-03-17,237000,17543600,106,2542,1,11,한국,㈜인디스토리,15세이상관람가,드라마,장률,"윤란,최건,진 리늘 리,김영화"
망종,2006-03-24,27000,18705600,5,2984,1,1,한국,(주)동숭아트센터,18세관람가,드라마,장률,"류연희,김박,주광현,류경지,류서화,주항,한옥생,진영,왕설암,왕해명"
후쿠오카,2020-08-27,44039020,44039020,5447,5447,101,1381,한국,"(주)률필름,㈜인디스토리",15세이상관람가,드라마,장률,"권해효,윤제문,박소담,야마모토 유키,오세현,문지영,박현주,홍수철"
춘몽,2016-10-13,100000,116415700,20,14736,1,2,한국,"(주)프레인글로벌,(주)스톰픽쳐스코리아",15세이상관람가,드라마,장률,"한예리,양익준,박정범,윤종빈,신민아,유연석,김의성,조달환,이재환,임해준,장우진,백종관,백주은,양영민,정석휘,정재필,조달환,오세현,오재은,윤상일,이관훈,이서,조현정,노슬기,이주영,김태훈,백현진"
군산: 거위를 노래하다,2018-11-08,761000,127281500,114,15447,2,27,한국,(주)트리플픽쳐스,15세이상관람가,드라마,장률,"박해일,문소리,정진영,박소담,구성호,김다영,김동영,김보선,김봉수,김세희,김재경,김정현,김정희,김진아,김진아,김하영,김희정,박수연,신승훈,이미선,이미숙,이용수,이은혜,이지윤,이지윤,이한나,정보람,정재필,조양,조현정,최선,하수정,황동규,권태원,한예리,김봉수,곽자형,백현진,김종재,박상호"
경주,2014-06-12,13000,473717500,9,63546,1,2,한국,(주)인벤트스톤,15세이상관람가,드라마,장률,"박해일,신민아,신소율,이춘연,이학민,박재웅,박재희,박진홍,임상묵,임진욱,신민아,양희망,오류미,오세현,유병옥,윤상일,조현정,윤진서,이관훈,이기연,최근우,권병수,홍성은,홍수영,이나라,이준동,김솔,김여정,김정우,김주현,김주현,김초혜,김태희,나경찬,김수안,최배영,김학선,이나라,김태훈,곽자형,백현진,고유희"
블리딩 스틸,2018-04-19,38266600,38266600,4754,4754,116,1084,중국,(주)박수엔터테인먼트,15세이상관람가,액션,장립가,"성룡,칼란 멀베이"
28세 미성년,2018-11-21,91245000,91245000,11178,11178,135,1370,중국,(주)드림팩트엔터테인먼트,15세이상관람가,멜로/로맨스,장모,"왕대륙,니니,곽건화"
돼지 같은 여자,2015-09-10,52852400,52852400,7238,7238,91,1125,한국,CGV아트하우스,15세이상관람가,멜로/로맨스,장문일,"황정음,이종혁,최여진,박진주,최지연,정민지,임민주,이용호,김대식,박소연"
오버 데어,,4590000,4590000,542,542,3,26,한국,(주)영화사 진진,전체관람가,다큐멘터리,장민승,
할머니의 외출,,711000,711000,102,102,1,13,한국,,,드라마,장병기,"박지수,권잎새,윤진"
경마장 가는 길,1991-12-21,0,184000,0,38,1,1,한국,,연소자관람불가,드라마,장선우,"강수연,문성근,김보연"
화엄경,1993-06-26,508000,638000,254,280,1,6,한국,,연소자관람불가,드라마,장선우,"김은미,원미경,오태경,김혜선,이혜영,신현준"
우묵배미의 사랑,1990-03-31,794000,10017650,354,2766,1,30,한국,(주)드림팩트엔터테인먼트,"연소자관람불가,청소년관람불가",멜로/로맨스,장선우,"박중훈,최명길,유혜리,이대근,최주봉,김영옥,신충식,정상철,서갑숙,양택조,김지영,김은숙,전소현,권태원,김종구"
레이디버그,2017-02-22,310302500,310302500,41043,41043,172,2160,한국,(주)삼지애니메이션,전체관람가,애니메이션,장성,"여민정,남도형,홍시호,이민규"
나도 때론 포르노그라피의 주인공이고 싶다 : 감독판,2016-06-13,64000,71000,32,33,1,2,한국,(주)드림팩트엔터테인먼트,청소년관람불가,멜로/로맨스,장성수,"한지은,최리호,김영근"
나도 때론 포르노그라피의 주인공이고 싶다,2015-11-12,6148000,6148000,961,961,20,45,한국,(주)피터팬픽쳐스,청소년관람불가,멜로/로맨스,장성수,"최리호,김영근,서갑숙,한지은"
파밍 보이즈,2017-07-13,128300,21193500,20,3147,2,12,한국,(주)영화사 진진,전체관람가,다큐멘터리,"장세정,변시연,강호준","권두현,김하석,유지황,박준하,유지은,유지황,이민욱,이수현,이인호,이주환"
재생,,21100,21100,88,88,1,1,중국,,,애니메이션,장소도,
너와 나의 거리,,34140,34140,142,142,1,2,한국,,,애니메이션,장수진,
노인 요양원,,953000,953000,109,109,2,3,중국,,,코미디,장양,사금고왜
낙엽귀근,2020-09-24,6259880,6259880,777,777,23,183,중국,주식회사 블루필름웍스,15세이상관람가,코미디,장양,"곽도,조본산,호군"
영혼의 순례길,2018-05-24,201000,15069200,40,1946,1,1,중국,(주)영화사오원,전체관람가,드라마,장양,
나방스파크,,69400,69400,57,57,1,5,한국,,,드라마,장영선,
내가 같이 있어 줄게,,181400,181400,134,134,1,8,한국,,,장르없음,장영선,성호준
5.18 힌츠페터 스토리,2018-05-17,767000,73269600,109,10719,1,5,한국,(주)드림팩트엔터테인먼트,12세이상관람가,다큐멘터리,장영주,"위르겐 힌츠페터,조성하,김승필,장영주"
터치 오브 라이트,2013-03-14,110604024,110604024,16897,16897,128,1795,대만,씨너스엔터테인먼트(주),전체관람가,드라마,장영치,"장용용,황유상,이열"
영웅,2003-01-24,2000,2000,1,1,1,1,중국,"(유)조이앤시네마,코리아픽쳐스(주)",12세관람가,사극,장예모,"이연걸,양조위,장만옥"
귀주 이야기,1994-10-08,2570000,2747000,420,479,1,18,중국,,중학생이상관람가,드라마,장예모,공리
인생,1995-05-27,2813000,2965000,451,501,1,17,중국,,고등학생이상관람가,드라마,장예모,"공리,갈우"
홍등,1993-01-01,2797000,3324000,571,686,1,24,중국,,고등학생이상관람가,드라마,장예모,"헤카이페,공리"
천리주단기,2006-07-20,0,11042000,0,1613,1,2,중국,소니픽쳐스릴리징코리아,전체관람가,드라마,장예모,다카쿠라 켄
진링의 13소녀,2013-11-14,412000,11982000,64,1654,1,17,중국,(유)영화사 화수분,청소년관람불가,전쟁,장예모,"크리스찬 베일,니니,장흠예"
붉은 수수밭,1989-09-09,2818000,8211000,482,2581,1,20,중국,,고등학생이상관람가,드라마,장예모,"공리,강문"
삼국-무영자,2018-12-13,50000,16826500,13,3069,1,3,중국,(주)제이앤씨미디어그룹,15세이상관람가,액션,장예모,"덩차오,손려"
영웅: 천하의 시작,2014-03-20,22136820,66203420,2648,12223,107,804,중국,"(주)제이앤씨미디어그룹,(주)박수엔터테인먼트",15세이상관람가,액션,장예모,"이연걸,양조위,장만옥,장쯔이,견자단"
5일의 마중,2014-10-08,307000,411725600,39,55043,1,7,중국,찬란,전체관람가,멜로/로맨스,장예모,"공리,진도명"
그레이트 월,2017-02-15,60474062,60474062,501486,501486,598,23094,미국,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,판타지,장예모,"맷 데이먼,페드로 파스칼,윌렘 데포,유덕화,루한,경첨,너맨 아카,펑위옌,장한위"
황후화,2007-01-25,303000,1351382404,39,897678,1,2,홍콩,"(주)시네마서비스,CJ ENM",청소년관람불가,액션,장예모,"주윤발,공리"
국두,1990-08-25,261000,844000,87,189,1,2,중국,,고등학생이상관람가,드라마,"장예모,양봉량",공리
양귀비 : 왕조의 여인,2016-03-05,687000,3013000,133,786,1,24,중국,(유)조이앤시네마,15세이상관람가,멜로/로맨스,"장예모,전장장","판빙빙,여명,오존"
가을날의 동화,1989-08-12,93000,170000,31,56,1,1,홍콩,,중학생이상관람가,멜로/로맨스,장완정,"주윤발,종초홍"
사랑: 세 도시 이야기,2016-11-24,220000,403000,34,83,1,10,중국,(주)케이알씨지,15세이상관람가,드라마,장완정,"유청운,탕웨이,진해로"
새출발,,78000,92000,16,19,1,3,한국,,,드라마,장우진,"우지현,이혜린,양흥주"
아쇼크,,267500,267500,214,214,1,4,한국,센트럴파크,,드라마,장우진,
"춘천, 춘천",2018-09-26,151000,10330900,21,1527,1,6,한국,무브먼트,15세이상관람가,드라마,장우진,"우지현,양흥주,이세랑,이상희,김민중,허재원"
겨울밤에,2020-12-10,12247970,13755370,1429,1665,49,449,한국,㈜인디스토리,12세이상관람가,드라마,장우진,"서영화,양흥주,이상희,우지현,김선영,김학선,조경숙,박명훈,조은진,허재원,김민중,박준하,김대환,오정민"
검은비: 악의연대기,2018-10-26,5000,5000,1,1,1,1,한국,,청소년관람불가,액션,장유근,"이설구,박재훈,박태산,송보은,조운,러스티,김규하,김대영,김민규,김동우,장유근,전현우,정승민,정승원"
김종욱 찾기,2010-12-08,520000,-380390592,52,1122277,1,2,한국,CJ ENM,12세이상관람가,멜로/로맨스,장유정,"임수정,공유,천호진,이청아,전수경,류승수,신성록,정규수,정성화,장영남,오나라,최일화,김무열,최지호,원기준,정준하,오만석,김동욱,엄기준,이제훈,김민지,조한철,서현철,신문성,장영주,차지훈,김동현,임도윤,고지광,박경찬,김봉수,정종열,최교식,정의욱,김태훈"
부라더,2017-11-02,-1101791890,-1101791890,1492903,1492903,889,54976,한국,메가박스중앙(주)플러스엠,12세이상관람가,코미디,장유정,"마동석,이동휘,이하늬,배준수,석정호,신은영,안백승,안승주,채지혜,이성은,이수민,이은정,한명순,이재민,이하은,황인주,황종환,김근영,이봉련,허성태,손영순,서현철,김강현,류정수,송상은,윤태희,정순원,강지혜"
정직한 후보,2020-02-12,-30604858,-30604858,1538038,1538038,1187,89425,한국,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,코미디,장유정,"라미란,김무열,나문희,윤경호,장동주,송영창,온주완,조한철,손종학,조수향,윤세아,김용림,박성준,임영우,안세호,김나윤,고규필,이도엽,양나영,주민찬,김봉만,우미화,박성준,이동희,전진오,강숙,박정표,김원영,이애린,박예슬,박예슬,홍승균,안진영,한동호,조윤지,유이준,안재현,신지우,정용실,김희수,박재범,정소용,강충훈,김현진,이동원,이하늘,이대겸,정경현,김광태,김호준,양찬주,손성찬,김비비,김하나,이은율,신현아,박시윤,유성재,홍의정,옥주리,황연희,정일화,박소윤,김혜주,성현미,노덕이,이옥봉,이덕건,강종성,장건범,남정현,김양희,김은지,박소연,이덕재,김가윤,김영우,노을,박정윤,이윤석,이제용,한유리,김규리,김민영,김민종,김보라,김재훈,나인석,박승민,박주홍,방선혜,신창욱,안현석,양예원,이건민,이재혁,이정구,이지은,이지은,전하림,정열,한준용,이현송,김형균,허철주,허철주,송하균,송하균,송하균,류승무,조주한,문규민,안흥성,박지현,이서율,황인준,신은영,김동욱,김근영,강수호,김한상,장현정,유현정,이성훈,최기상,이종철,김남욱,윤서정,안진현,박윤영,김동희,이서율,이규현,류인아,김주아,김정문,김민지,오만석,김근영,신나리"
"오렌지필름 기획전 - 장윤미 감독의 그리고,",,235000,235000,35,35,1,4,한국,,,다큐멘터리,장윤미,
"깃발, 창공, 파티",,1049000,1049000,134,134,1,15,한국,,,다큐멘터리,장윤미,
공사의 희로애락,,1416000,2174000,250,364,1,16,한국,,전체관람가,다큐멘터리,장윤미,
인디다큐페스티발2016 국내신작전 16,,415000,415000,83,83,1,2,한국,,,다큐멘터리,"장윤미,김혜련,김준형",
접속,1997-09-13,9566100,12399100,1494,1854,26,106,한국,,고등학생이상관람가,멜로/로맨스,장윤현,"한석규,전도연,추상미,김태우,이범수,이장욱,최철호,박용수"
가비,2012-03-15,1969360500,1969360500,270602,270602,339,17388,한국,(주)시네마서비스,15세이상관람가,드라마,장윤현,"주진모,김소연,박희순,유선,손호승,채현우,홍준표,오동현,조승연,조덕현,조덕제,엄효섭,김응수,윤주만"
"소년, 소녀를 만나다",,21400000,21412000,4250,4252,5,30,한국,,,드라마,장은연,"엄지성,박사랑,박희진,심목민,정일태,오성원,윤혜진,홍선아,노치형,고규필,이재균,김보라"
호국팔만대장경,1979-05-03,274000,274000,137,137,1,20,한국,,국민학생관람불가,드라마,장일호,"김희라,정희,진봉진,박암,김진규"
난중일기,1978-01-21,372000,372000,186,186,1,22,한국,,전체관람가,드라마,장일호,"김진규,황해,정애란,장동휘"
의적 일지매,,2210000,6703000,1105,3317,1,32,한국,,,드라마,장일호,"최은희,김석훈"
사랑하는 사람아,1981-02-27,5223000,9046000,2589,4491,1,32,한국,,국민학생관람불가,드라마,장일호,"김민희,한진희,정윤희,김진규,김해숙"
불량한 가족,2020-07-09,46964940,46964940,5477,5477,161,1174,한국,"(주)스톰픽쳐스코리아,와이드 릴리즈(주)",12세이상관람가,코미디,장재일,"박원상,도지한,김다예,박초롱,서지희,박유하,이가원,박하은,김영희,안여진,이승아,재성,김민동,좌채원,이인하,홍나현,윤영목,박신후,박진성,김자성,이진희,김동건,이채린,정원,김병철,조혜림,박주환,성일,선비,염승재,최숙규,김성연,주영호,하주희"
뷰티풀 투모로우,2017-10-26,552273700,552273700,63279,63279,47,1390,한국,씨제이 씨지브이(CJ CGV)(주),12세이상관람가,드라마,장재혁,"박효신,정재일,에드가 킨테로"
사바하,2019-02-20,-1466770286,-1466770286,2398581,2398581,1174,78097,한국,(주)씨제이이엔엠,15세이상관람가,미스터리,장재현,"이정재,박정민,이재인,유지태,정진영,진선규,이다윗,배해선,차래형,황정민,김근영,윤경호,지승현,이항나,정동환,문창길,오윤홍,문숙,강나영,김두은,김유린,김지후,조수지,신보경,정병두,이재순,배선엽,곽영신,유승희,장지민,정혜은,강우진,윤창희,김근우,이치민,하승협,권해성,손병우,박상현,김찬빈,한유한,이월진,박재만,박영래,이광석,한형주,류현주,손연서,유선이,강민재,남도현,강성철,강지현,류경인,권귀빈,박수미,권오준,민설애,김가은,김금순,박종범,설시연,박지윤,박지환,박진영,박훈,김명희,백승철,신유진,안성진,안현빈,김범수,오누리,노유림,옥영진,옥주리,김소숙,강민지,임현주,이상우,정재은,임효진,김현정,이주실,허다정,이준구,정한호,장영애,권태호,김홍파,김정훈,조한준,이문석,이수정,김승현,황인준,정미경,조한아름,조한준,이건창,김지수,진선규,정서인,차순배,권해성,이대현,김진옥,표성수,표예리,한다경,이한울,이한울,김태윤,이은주,김유나,이재진,장희욱,박지윤"
검은 사제들,2015-11-05,2012000,-536720368,183,5443232,1,1,한국,(주)씨제이이엔엠,15세이상관람가,미스터리,장재현,"김윤석,강동원,박소담,김병옥,김의성,이호재,남일우,김동현,김미영,김혜민,박지수,송선찬,이상민,이승훈,이현우,손종학,조수향,남문철,김수진,민진웅"
오오단편극장 - 이학주 배우전,,338000,338000,49,49,1,1,한국,,,드라마,"장재현,이은정,김민주","이학주,박지일,임성미,박주희,이수경,우지현,서현우"
너를 만난 여름,2019-10-16,266567000,266567000,32291,32291,174,4677,중국,"오드,(주)홈초이스",12세이상관람가,드라마,장적사,
레드: 위험한 유혹,2016-06-02,5000,5000,1,1,1,1,한국,(주)대양미디어,청소년관람불가,드라마,장정관,이민준
하고 싶은 날 무삭제,2017-04-20,5000,5000,1,1,1,1,한국,(주)푸른별 엔터테인먼트,청소년관람불가,멜로/로맨스,장정관,
하고 싶은 날,2016-06-28,1049000,1049000,193,193,20,20,한국,(주)푸른별 엔터테인먼트,청소년관람불가,멜로/로맨스,장정관,
노인들의 계획,,152000,152000,75,75,1,3,한국,(주)시네마달,,다큐멘터리,장준석,
봄이가도,2018-09-13,24339700,24339700,3379,3379,31,487,한국,(주)시네마달,12세이상관람가,드라마,"장준엽,진청하,전신환","유재명,전미선,전석호,김혜준,김수진,정희태,오민애,박지연,김민하,박지연"
지구를 지켜라,2003-04-04,1536000,2395500,196,341,1,2,한국,CJ ENM,18세관람가,코미디,장준환,"신하균,백윤식,황정민,이재용,이주현,기주봉,김영찬,김동현,이현아,김중규,이무현,김뢰하,예수정,김기천"
화이: 괴물을 삼킨 아이,2013-10-09,515814611,515814611,2394487,2394487,817,59051,한국,(주)쇼박스,청소년관람불가,액션,장준환,"여진구,김윤석,조진웅,장현성,김성균,박해준,임지은,남지현,설우신,이성,이태종,한진,홍준표,유연석,이준혁,박진우,한주완,서영화,이진성,장인섭,손강국,이승용,김근영,이유미,박경혜,권은수,박용우,박성준,김영민,한이진,신정섭,김종태"
1987,2017-12-27,200000,-1959565999,25,7232412,1,1,한국,(주)씨제이이엔엠,15세이상관람가,드라마,장준환,"안대겸,김윤석,하정우,유해진,김태리,박희순,이희준,설경구,여진구,윤재국,지웅배,정재윤,이가영,이동욱,이동희,이상준,이태형,최광일,강동원,문소리,문성근,김원진,남민우,이주영,임병우,김시은,김기태,정재윤,황성준,서현우,조민준,박지환,박명신,김푸름,이화룡,이창훈,이신성,김수진,박경혜,김국희,황정민,한준우,정승길,현봉식,강신철,한성천,나철,김승훈,정인기,양조아,최교식,이장유,김경덕,최현종,정순원,이하영,유정호,곽진석,박혁민,염석무"
카멜리아,,5000,5000,1,1,1,3,한국,,미정,드라마,"장준환,유키사다 이사오,위시트 사사나티앙","강동원,송혜교,설경구,김민준,요시타카 유리코,마이클 샤와나사이,조동혁,홍수현"
울림,,355000,355000,71,71,1,3,한국,,,다큐멘터리,장줄리앙 푸스,
어깨 위의 나비,,3432000,3432000,410,410,2,8,중국,,12세이상관람가,판타지,장지량,"계륜미,천쿤,양영기"
백발마녀전: 명월천국,2014-10-01,218000,15917000,36,3187,1,13,중국,(주)누리픽쳐스,12세이상관람가,판타지,장지량,"황효명,판빙빙,조문탁"
묵공,2007-01-10,159000,1757475000,26,289798,1,12,중국,CJ ENM,12세이상관람가,전쟁,장지량,"유덕화,안성기,시원"
하이힐(디렉터스컷),,19004500,19004500,2161,2161,10,117,한국,롯데쇼핑㈜롯데엔터테인먼트,청소년관람불가,액션,장진,"차승원,오정세,고경표,이솜,장진"
로맨틱 헤븐,2011-03-24,542739500,542739500,73729,73729,260,8914,한국,(주)시네마서비스,12세이상관람가,드라마,장진,"김수로,김동욱,김지원,이순재,이강빈,신현숙,한인규,이민혁,박미라,정다영,이용이,이태규,김준모,이철민,김원해,심은경,이나라,김준배,이상훈,김무열"
하이힐,2014-06-03,120000,-1544535796,12,341646,1,1,한국,롯데쇼핑㈜롯데엔터테인먼트,청소년관람불가,범죄,장진,"차승원,오정세,이솜,고경표,박성웅,박장진,가은희,박준영,장진,신성훈,정찬미,이도연,최성환,이상화,홍세라,이언정,홍희정,이윤경,이은영,이은지,이종원,김소연,김인호,김진주,민준호,박상우,송영창,김병옥,이엘,김원해,이해영,안길강,조복래,이용녀,이황의,허성태,정이랑,김응수,이동길,김민교,김예원,이은지,유준"
아는 여자,2004-06-25,676000,392009204,125,736452,1,2,한국,(주)시네마서비스,15세관람가,드라마,장진,"이나영,정재영,이민정,이상민,조은정,지상용,이은석,김준혁,임하룡,조덕현,장영남,이철민,최일화"
우리는 형제입니다,2014-10-23,-1326679193,-1326679193,970373,970373,566,41638,한국,(주)쇼박스,12세이상관람가,코미디,장진,"김성균,조진웅,윤진이,김원,김지경,이효제,김병옥,이철민,김원해,이상수,이한위,이해영,배제기,조복래,차은재"
꾼,2017-11-22,1248797723,1248797723,4018341,4018341,1314,117419,한국,(주)쇼박스,15세이상관람가,범죄,장창원,"현빈,유지태,배성우,박성웅,나나,안세하,최덕문,전보람,전헌태,이용희,이재남,이창호,김동철,황인범,차순배,염동헌,허성태,주석태,정민성,최홍일,김자영,류성현,유정호,손병욱,신정섭"
사조영웅전,,82000,82000,16,16,1,5,홍콩,,,장르없음,장철,"강생,번매생"
차수,,122000,122000,22,22,1,5,홍콩,,,장르없음,장철,"곽진봉,전소호"
소림사,,128000,128000,23,23,1,5,홍콩,,,장르없음,장철,적룡
철기문,,160000,160000,28,28,1,5,홍콩,,,장르없음,장철,"곽진봉,녹봉,강생"
쌍협,,150000,150000,29,29,1,5,홍콩,,,장르없음,장철,"강대위,진관태"
오독,,162000,162000,30,30,1,5,홍콩,,,장르없음,장철,"곽진봉,녹봉,강생"
13인의 무사,,172000,172000,31,31,1,5,홍콩,,,장르없음,장철,"강대위,적룡,진전"
마영정,,182000,182000,32,32,1,5,홍콩,,,장르없음,장철,"진관태,강대위"
소림오조,,256000,256000,47,47,1,5,홍콩,,,장르없음,장철,
돌아온 외팔이,,294000,294000,53,53,1,5,홍콩,,,장르없음,장철,왕우
대자객,,561000,561000,106,106,1,5,홍콩,,,액션,장철,"왕우,초교"
신외팔이,,194000,676000,38,279,1,5,홍콩,,,액션,장철,"강대위,적룡"
대결투,1973-02-23,1643000,1643000,819,819,1,18,한국,,15세이상관람가,액션,장철,"링원,진봉진"
생사투,1974-02-28,1834000,1834000,917,917,1,18,한국,,,장르없음,장철,"남석훈,원상"
외팔이,,576000,6573000,288,3097,1,25,홍콩,,,장르없음,장철,번매생
은밀하게 위대하게 (확장판),2013-08-05,34327500,34327500,4738,4738,5,115,한국,(주)쇼박스,15세이상관람가,액션,장철수,"김수현,박기웅,이현우,손현주"
김복남 살인사건의 전말,2010-09-02,18000,1251601200,3,161722,1,1,한국,(주)스폰지이엔티,청소년관람불가,스릴러,장철수,"한동학,서영희,백수련,박정학,홍승진,이강희,안수연,김경애,유승오,김우근,배성우,유순철,조덕제,지성원,천인서"
은밀하게 위대하게,2013-06-05,0,1456247157,0,6959083,1,1,한국,(주)쇼박스,15세이상관람가,액션,장철수,"김수현,박기웅,이현우,손현주,박혜숙,김성균,고창석,장광,신정근,홍경인,이채영,박은빈,최우식,이연경,이재남,이주원,장하은,장하진,황의준,송경호,이명규,주현,조영진,성유빈,원현준,이재우"
쿠치의 여름,2015-12-31,7000,1082000,1,216,1,1,대만,(주)제이에이와이이엔터테인먼트,전체관람가,드라마,장초치,"양량우,관운용"
미친도시,2018-08-30,26038500,26038500,3452,3452,4,50,한국,영화사 마그나,15세이상관람가,드라마,장태령,"한태일,이경영,김미영,강준,김무정,김미영,김민정,김주하,박소희,박인영,이지원,이현우,장태령,정아름,정아름,조준희,최진희,함천길"
메이메이 쇼핑몰의 기적,,636000,636000,121,121,1,17,중국,(주)액티버스엔터테인먼트,15세이상관람가,멜로/로맨스,장태유,"야오천,곽부성,탕연,학뢰,리 첸"
온리 유,2015-10-15,1342000,98164200,301,13291,1,14,중국,(주)영화사 빅,15세이상관람가,멜로/로맨스,장하오,"탕웨이,리아오 판"
기억의 밤,2017-11-29,2063336568,2063336568,1387779,1387779,759,53003,한국,"메가박스중앙(주)플러스엠,주식회사 키위컴퍼니",15세이상관람가,미스터리,장항준,"강하늘,김무열,문성근,나영희,최고,박윤식,박재영,이동근,이동진,이승용,남명렬,김현목,이성우,이나라,안민영,박경찬"
사돈의 팔촌,2016-05-12,183000,8323700,20,1179,1,8,한국,서울독립영화제,15세이상관람가,멜로/로맨스,장현상,"장인섭,배소은,문태건,조수향,김자영,임형태,남태부,장진훈,오유진,조수호,이유미,김한나,송유담,임지수,박성호,이형구"
네버다이 버터플라이,2013-10-17,0,11128000,0,1585,1,1,한국,(주)랠리버튼,15세이상관람가,드라마,장현상,"신재승,김태윤,박연주,이진탁,이현진,허수정,박지수,류아벨,남태부,남명렬,오희준,김고은,송유담,강기둥"
애비,2016-05-12,38000,38000,6,6,1,3,한국,웅 픽쳐스,청소년관람불가,드라마,장현수,"조상구,홍경인,박세진,지성원,전기수,서승연,송창현,오대성,이승진,문광호"
라이방,2001-11-02,170000,170000,37,37,1,1,한국,(주)미로비젼,18세관람가,드라마,장현수,"김해곤,최학락,최정우,최준형,조준형,송해성,변성룡,이승진,정선주,이정미,이정인,김윤영,박길수"
아프리카의 눈물,2011-03-24,27500000,27500000,3824,3824,36,797,한국,주식회사 마운틴픽쳐스,12세이상관람가,다큐멘터리,"장형원,한학수",현빈
아빠가 필요해,,4290,26294,6,20,1,1,한국,,전체관람가,애니메이션,장형윤,
무림일검의 사생활,,16000,38004,8,22,1,1,한국,,,애니메이션,장형윤,
장형윤 감독 특별 기획전,,236000,236000,30,30,3,20,한국,,,애니메이션,장형윤,
마왕의 딸 이리샤,2019-09-26,116264980,116672980,16331,16393,314,1599,한국,"(주)싸이더스,(주)삼백상회",전체관람가,애니메이션,장형윤,"천우희,심희섭,김일우,이영기,김준배,원에스더,배소은,최진우,이가경,배소은,김희창,박시후,박현영,이진우,이영기,진양욱,임형국,조준희,배소은,신민재,김태희,김태희,배소은,이영기,진양욱,원에스더,조선"
우리별 일호와 얼룩소,2014-02-20,289000,292344500,195,44411,1,8,한국,(주)인디플러그,전체관람가,애니메이션,장형윤,"유아인,정유미,장형윤,조영각,고은하,최진우,표용수,김예진,김창수,김창수,김형미,황석정"
2월 단편 상상극장 - 지금이 아니면 안돼,,160000,160000,23,23,1,3,한국,,,장르없음,"장형윤,박지연",
오렌지필름 기획전 - ‘나’에 대한 몇 개의 주석들,,677000,677000,77,77,1,4,한국,,,코미디,"장형윤,정인혁,변성빈",
어른이 되면,2018-12-13,14491500,45501400,2292,6508,7,298,한국,(주)시네마달,전체관람가,다큐멘터리,장혜영,"장혜정,장혜영,김정우,김진수,유인서,이은경,장혜정"
떠나지 못하는 사람들 - 끝나지 않은 이야기,,54000,330000,9,64,1,1,한국,,12세이상관람가,다큐멘터리,장호경,
그리다,2017-10-26,32000,6028300,4,865,1,3,한국,㈜인디스토리,12세이상관람가,드라마,"장호준,이인의,박재영","서준영,한가림,황상경,박지연,고은민,정인기,장준휘,박혜진,이상훈"
마닐라의 레이디보이,,207000,207000,46,46,1,2,한국,,,다큐멘터리,장후영,
사랑은 없다,,2272000,2272000,284,284,1,1,한국,제인앤유,15세이상관람가,드라마,장훈,"김보성,반민정,정소영,한창현,현봉식"
고지전,2011-07-20,0,493844120,0,2945151,6,6,한국,(주)쇼박스,15세이상관람가,드라마,장훈,"신하균,고수,이제훈,류승수,고창석,이다윗,류승룡,김옥빈,조진웅,정인기,강구현,강내균,송현석,조민철,조민호,홍서백,박영서,박재철,박종환,박주용,하성철,조형우,서수석,김경일,김상수,최민,윤민수,임재현,김준영,김지수,이주승,최정우,전국환,김강일,서현우,한이진"
