■ 기간별 박스오피스,,,,,,,,,,,,,,,,,
- 조회일: 2021-08-06,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간: 2005-01-01~2006-12-31   영화구분: 전체   국적: 전체   지역: 전체   제작사 : 전체   배급사 : 전체   감독명 : 전체   배우명 : 전체   등급별 : 전체   장르별 : 전체 ],,,,,,,,,,,,,,,,,
순위,영화명,개봉일,매출액 ,매출액,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
,,,,점유율 ,,,,,,,,,,,,,
338,도쿄타워,2005-11-23,"326,867,000",0.0%,"326,867,000","50,272","50,272",75,"2,721",일본,일본,"토쿄 브로드캐스팅 시스팀,도에이",스폰지,18세관람가,드라마,미나모토 타카시,"한다 켄토,테라지마 시노부,오카다 준이치,쿠로키 히토미"
339,자투라:스페이스 어드벤쳐,2006-02-23,"277,369,000",0.0%,"277,369,000","50,217","50,217",15,"1,364",미국,미국,콜럼비아 트라이스타,소니픽쳐스릴리징코리아,전체관람가,"SF,어드벤처,판타지",존 파브로,"팀 로빈스,조쉬 허처슨"
340,하프 라이트,2006-06-28,"311,997,500",0.0%,"311,997,500","50,174","50,174",77,"3,147",미국,미국,레이크쇼어 엔터테인먼트,(주)미로비젼,15세관람가,스릴러,크레이그 로젠버그,"데미 무어,한스 매디슨"
341,허비,2005-08-19,"295,949,000",0.0%,"295,949,000","50,040","50,040",61,"2,348",미국,미국,월트 디즈니 픽쳐스,브에나비스타인터내셔널코리아,전체관람가,"코미디,가족,판타지",안젤라 로빈슨,"마이클 키튼,저스틴 롱,맷 딜런,브레킨 메이어"
342,러닝 스케어드,2006-06-08,"305,452,000",0.0%,"305,452,000","47,988","47,988",100,"3,059",미국,미국,,㈜스튜디오이쩜영,18세관람가,"액션,범죄",웨인 크라머,"폴 워커,카메론 브라이트"
343,태풍태양,2005-06-02,"304,884,500",0.0%,"304,884,500","47,935","47,935",101,"3,836",한국,한국,필름매니아(주),쇼이스트(주),12세관람가,드라마,정재은,"김강우,김도형,서상원,천정명,김성훈,송영호,최정애,박태영,이명렬,이사무엘,김성우,장석영,장지혜,장지훈,장현수,김성욱,조이진,최진호,김동원"
344,스켈리톤 키,2005-08-25,"305,067,000",0.0%,"305,067,000","46,971","46,971",89,"2,833",미국,미국,"유니버셜 픽쳐스,쉐도우캐쳐 엔터테인먼트",UIP코리아,12세관람가,"공포(호러),드라마,스릴러,미스터리",이안 소프틀리,"케이트 허드슨,지나 롤랜즈"
345,밴디다스,2006-06-22,"282,118,100",0.0%,"282,118,100","45,790","45,790",95,"2,845",프랑스,프랑스,TF1 필름 프로덕션,(주)누리픽쳐스,12세관람가,"액션,코미디","에스펜 샌버그,조아킴 로엔닝","페넬로페 크루즈,셀마 헤이엑"
346,유레루,2006-08-10,"286,514,300",0.0%,"286,514,300","44,516","44,516",7,"1,278",일본,일본,,프리비젼엔터테인먼트,15세관람가,드라마,니시카와 미와,"오다기리 조,카가와 테루유키"
347,당신이 그녀라면,2006-01-12,"279,260,000",0.0%,"279,260,000","43,973","43,973",54,"1,694",미국,미국,폭스2000픽처스,이십세기폭스코리아(주),15세관람가,"코미디,드라마",커티스 핸슨,카메론 디아즈
348,킨제이 보고서,2005-05-13,"275,624,000",0.0%,"275,624,000","43,422","43,422",79,"3,010",미국,미국,아메리칸조이트로프,미디어라인코리아,18세관람가,드라마,빌 콘돈,"리암 니슨,로라 린니"
349,"여자, 정혜",2005-03-10,"273,765,000",0.0%,"273,765,000","41,943","41,943",22,"1,769",한국,한국,(주)엘제이필름,(주)쇼박스,15세관람가,드라마,이윤기,"김꽃비,김도연,황정민,김혜옥,김지수,김만철,조범구,황경애,조창호,안주희,육상효,김종원,박성웅,이대연,서동원"
350,와일드,2006-04-20,"244,378,900",0.0%,"244,378,900","41,882","41,882",105,"2,931",미국,미국,월트 디즈니 픽쳐스,브에나비스타인터내셔널코리아,전체관람가,"애니메이션,코미디,어드벤처",스티브 스파즈 윌리엄스,"키퍼 서덜랜드,제임스 벨루시,에디 이자드"
351,화이트 노이즈,2005-04-08,"268,064,500",0.0%,"268,064,500","41,318","41,318",70,"2,931",미국,미국,브라이트라이트픽쳐스,UIP코리아,15세관람가,"공포(호러),미스터리,스릴러",제프리 삭스,"데보라 카라 웅거,찬드라 웨스트,마이클 키튼"
352,무지개 여신,2006-11-30,"253,644,000",0.0%,"253,644,000","40,958","40,958",47,"2,012",일본,일본,,(주)동아수출공사,12세이상관람가,멜로/로맨스,쿠마자와 나오토,"이치하라 하야토,우에노 주리"
353,극장전,2005-05-26,"262,191,500",0.0%,"262,191,500","39,407","39,407",28,"2,301",한국,한국,(주)영화제작전원사,영화사청어람(주),18세관람가,드라마,홍상수,"김상경,이승아,이기우,엄지원,강다혜,추은경,장주영,이승헌,최명수,김명수,손숙,최정인"
354,후회하지 않아,2006-11-16,"245,974,600",0.0%,"245,974,600","39,025","39,025",8,869,한국,한국,청년필름(주),CJ ENM,18세관람가,"드라마,멜로/로맨스",이송희일,"이영훈,조현철,김동욱,김정화,정희태,송승민,김화영,나성천,박현민,허록,문정미,김상은,최기원,김일권,임범,최성원,오현수,이승원,이승철,최원석,오류미,양정화,양정석,이혜미,박미현,김남길,정승길"
355,크립,2006-06-15,"247,362,800",0.0%,"247,362,800","38,899","38,899",61,"2,617",영국,"영국,독일",,(주)엠케이픽처스,18세관람가,스릴러,"시미즈 다카시,크리스토퍼 스미스","프란카 포텐테,유카,숀 해리스"
356,래더 49,2005-03-25,"241,234,500",0.0%,"241,234,500","38,432","38,432",73,"3,021",미국,미국,"터치스톤 픽쳐스,비콘픽쳐스,케세이 실버 프로덕션",브에나비스타인터내셔널코리아,12세관람가,드라마,제이 러셀,"존 트라볼타,와킨 피닉스"
357,썬데이 서울,2006-02-09,"227,157,000",0.0%,"227,157,000","36,865","36,865",84,"2,748",한국,한국,필름놀이(주),(주)시네마서비스,15세관람가,코미디,박성훈,"봉태규,이청아,고은아,강굴,손석인,손용훈,박영식,박영식,조경제,송한나,신병훈,신연주,김훈광,홍일섭,홍일섭,홍정희,홍정희,박정보,박정식,박정식,박정식,박정식,김동욱,박지원,안성준,박혜진,방범석,방범석,방범석,방범석,조혜린,배완,백종열,권종관,김남경,이동협,변재환,변재환,서명석,서명석,서명석,전영기,김경진,문인대,서준호,김경훈,김곤수,김광호,김태환,김태환,김택수,김택수,김택수,유진성,윤구희,윤상현,최상열,전영민,박상욱,윤은경,윤은경,윤재훈,윤종한,정미애,김재선,김재용,박성빈,박성빈,오선영,임미주,박승렬,박승렬,온세웅,이주생,김찬진,조우진,이주환,김정혁,김정혁,이창환,김영일,이현,김재용,김종언,권종관,김홍표"
358,둠,2005-12-02,"224,601,000",0.0%,"224,601,000","34,799","34,799",61,"2,371",미국,미국,유니버셜 픽쳐스,UIP코리아,18세관람가,"액션,공포(호러),SF",안드레이 바르코비악,"칼 어번,드웨인 존슨"
359,샤크보이와 라바걸의 모험 : 3-D,2005-07-21,"200,247,000",0.0%,"200,247,000","33,934","33,934",52,"1,721",미국,미국,"디멘션 필름즈,콜럼비아 픽쳐스 코포레이션,트러블메이커 스튜디오",소니픽쳐스릴리징코리아,전체관람가,"SF,액션,판타지,가족",로버트 로드리게즈,"테일러 로트너,테일러 둘리"
360,아무도 모른다,2005-04-01,"215,589,000",0.0%,"215,589,000","33,799","33,799",11,"1,281",일본,일본,"반다이비쥬얼컴패니,(주)씨네콰논","(주)디스테이션,(주)동숭아트센터",전체관람가,드라마,고레에다 히로카즈,"키타우라 아유,야기라 유야"
361,네번째 층 - 어느날 갑자기 두번째 이야기,2006-07-27,"196,646,000",0.0%,"196,646,000","31,738","31,738",17,657,한국,한국,"(주)소프트랜드 영상 사업부 에이포스트 픽쳐스,CJ ENM",CJ ENM,15세관람가,공포(호러),권호영,"김서형,김유정,김현희,성경선,김용대,조영진,이황의,최대훈,김자영"
362,행운을 돌려줘!,2006-05-25,"194,735,800",0.0%,"194,735,800","31,213","31,213",74,"1,738",미국,미국,뉴리전시 픽쳐스,이십세기폭스필름코퍼레이션,12세관람가,"멜로/로맨스,코미디",도날드 페트리,"린제이 로한,크리스 파인"
363,인게이지먼트,2005-03-11,"203,212,500",0.0%,"203,212,500","31,185","31,185",70,"2,635",프랑스,프랑스,"워너 브러더스 픽쳐스,까날 플러스",워너브러더스 코리아(주),15세관람가,"드라마,전쟁,미스터리",장 피에르 주네,"오드리 토투,가스파르 울리엘"
364,스테이,2005-11-03,"199,788,000",0.0%,"199,788,000","31,127","31,127",56,"1,691",미국,미국,,이십세기폭스필름코퍼레이션,15세관람가,"드라마,스릴러",마크 포스터,"이완 맥그리거,나오미 왓츠"
365,카사노바,2006-03-10,"196,850,800",0.0%,"196,850,800","29,815","29,815",19,"1,158",미국,미국,터치스톤 픽처스,브에나비스타인터내셔널코리아,15세관람가,"멜로/로맨스,코미디",라세 할스트롬,히스 레저
366,에로스,2005-06-30,"189,042,500",0.0%,"189,042,500","28,827","28,827",34,"1,503",미국,"미국,프랑스,이탈리아,중국,룩셈부르크,영국",판당고,스폰지,18세관람가,"드라마,멜로/로맨스","왕가위,스티븐 소더버그,미켈란젤로 안토니오니","공리,장첸,로버트 다우니 주니어,알란 아킨"
367,스위트 룸,2006-04-06,"184,151,500",0.0%,"184,151,500","28,822","28,822",62,"2,055",캐나다,"캐나다,영국,미국",세렌디피티 포인트 필름,(주)미로비젼,18세관람가,스릴러,아톰 에고이안,"콜린 퍼스,케빈 베이컨"
368,시간,2006-08-24,"182,139,100",0.0%,"182,139,100","27,923","27,923",12,"1,140",한국,한국,(주)김기덕 필름,스폰지,18세관람가,드라마,김기덕,"성현아,하정우,김성민,김형균,홍인표,나수윤,백재은,정겨운,윤지선,오유진,공정환,임현성,강신철"
369,핑크 팬더,2006-04-13,"166,601,100",0.0%,"166,601,100","27,354","27,354",84,"2,840",미국,미국,메트로-골드윈-마이어,이십세기폭스코리아(주),12세관람가,"코미디,범죄",숀 레비,"스티브 마틴,케빈 클라인"
370,몽상가들,2005-03-25,"178,186,000",0.0%,"178,186,000","27,346","27,346",55,"2,318",프랑스,프랑스,더 레코디드 픽쳐 프로덕션,"찬란,오드",18세관람가,"드라마,멜로/로맨스",베르나르도 베르톨루치,"에바 그린,마이클 피트,루이 가렐,로빈 레누치,안나 챈셀러"
371,안소니 짐머,2006-05-11,"172,876,400",0.0%,"172,876,400","27,323","27,323",57,"2,300",프랑스,프랑스,스튜디오 카날,CJ ENM,12세관람가,스릴러,제롬 샬레,"이반 아탈,소피 마르소"
372,전차남,2006-09-07,"167,086,000",0.0%,"167,086,000","27,039","27,039",86,"2,578",일본,일본,,(주)엠케이픽처스,12세관람가,"멜로/로맨스,코미디",무라카미 마사노리,"야마다 타카유키,나카타니 미키"
373,귀향,2006-09-21,"176,741,500",0.0%,"176,741,500","25,942","25,942",8,755,스페인,스페인,까날 플러스,"(주)스폰지이엔티,(주)홈초이스",15세관람가,"드라마,판타지",페드로 알모도바르,"페넬로페 크루즈,카르멘 마우라"
374,콘스탄트 가드너,2006-05-04,"168,262,700",0.0%,"168,262,700","25,792","25,792",28,996,영국,영국,,스폰지,15세관람가,"스릴러,드라마",페르난도 메이렐레스,"랄프 파인즈,레이 와이즈"
375,베니티 페어,2005-01-21,"160,329,500",0.0%,"160,329,500","24,771","24,771",18,733,미국,미국,"포커스피쳐스,엡실론 모션 픽쳐스,그라나다필름프로덕션",스폰지,15세관람가,드라마,미라 네이어,"제임스 퓨어포이,리즈 위더스푼"
376,블루스톰,2005-11-17,"158,791,000",0.0%,"158,791,000","24,729","24,729",61,"1,821",미국,미국,콜럼비아 픽쳐스 필름 프로덕션,이십세기폭스필름코퍼레이션,15세관람가,액션,존 스톡웰,"폴 워커,제시카 알바"
377,폭력써클,2006-10-19,"158,054,900",0.0%,"158,054,900","24,674","24,674",108,"3,305",한국,한국,"(주)태원엔터테인먼트,(주)다다픽쳐스",(주)쇼박스,18세관람가,"액션,드라마",박기형,"정경호,이태성,장희진,손성훈,김두만,조성수,박종후,박준수,김민찬,조정준,나영,박현우,백호림,이산복,임병현,임성우,김태근,박성우,최영철,오동진,이규만,이혜련,조진웅,고규필"
378,폼포코 너구리 대작전,2005-04-28,"149,780,500",0.0%,"149,780,500","23,491","23,491",2,419,일본,일본,스튜디오 지브리,대원씨앤에이홀딩스,전체관람가,"애니메이션,코미디,가족",다카하타 이사오,"신초우 코콘데이,노노무라 마코토,이시다 유리코"
379,사이드웨이,2005-02-18,"145,910,500",0.0%,"145,910,500","22,604","22,604",49,"1,484",미국,미국,폭스써치라이트픽처스,이십세기폭스필름코퍼레이션,18세관람가,"드라마,어드벤처,코미디",알렉산더 페인,"폴 지아마티,토마스 헤이든 처치"
380,세컨핸드 라이온스,2005-05-19,"122,055,000",0.0%,"122,055,000","21,523","21,523",17,759,미국,미국,뉴라인 시네마,롯데쇼핑㈜롯데엔터테인먼트,12세관람가,드라마,팀 맥칸라이즈,"로버트 듀발,할리 조엘 오스먼트,마이클 케인"
381,비상,2006-12-14,"119,542,000",0.0%,"119,542,000","21,375","21,375",12,545,한국,한국,(주)이모션픽처스,(주)이모션픽처스,전체관람가,다큐멘터리,임유철,"오만석,김치우,최태욱,최효진,안상수,서동원,서유미,윤민지,전재호,임용선,이승재,이요한,이진택"
382,그리스 로마신화 - 올림포스 가디언 - 기간테스 대역습,2005-07-28,"120,106,500",0.0%,"120,106,500","21,177","21,177",53,"1,318",한국,한국,"지엔지엔터테인먼트,(주)가나미디어","(주)스폰지이엔티,스폰지",전체관람가,액션,김준,"손원일,라용원,윤성혜,이한나,이정구"
383,쿨,2005-04-08,"136,647,000",0.0%,"136,647,000","21,171","21,171",48,"1,537",미국,미국,"메트로-골드윈-마이어,저지필름",이십세기폭스필름코퍼레이션,15세관람가,코미디,F. 게리 그레이,"존 트라볼타,우마 서먼"
384,사이에서,2006-09-07,"109,238,600",0.0%,"109,238,600","21,016","21,016",7,760,한국,한국,다큐코리아,"필름메신저,씨제이 씨지브이(CJ CGV)(주)",15세관람가,다큐멘터리,이창재,
385,수면의 과학,2006-12-21,"149,540,000",0.0%,"149,540,000","20,796","20,796",7,236,프랑스,프랑스,"퍼티잔,고몽,프랑스3시네마","(주)엣나인필름,(주)스폰지이엔티",15세이상관람가,"코미디,판타지",미셸 공드리,"가엘 가르시아 베르날,샤를로뜨 갱스부르"
386,은하수를 여행하는 히치하이커를 위한 안내서,2005-08-26,"138,314,500",0.0%,"138,314,500","20,292","20,292",1,309,미국,미국,"스파이글라스 엔터테인먼트,터치스톤 픽쳐스",브에나비스타인터내셔널코리아,전체관람가,"SF,어드벤처,코미디",가스 제닝스,"모스 데프,마틴 프리먼"
387,D-day-어느날 갑자기 세번째 이야기,2006-08-03,"120,192,500",0.0%,"120,192,500","19,812","19,812",14,484,한국,한국,"(주)소프트랜드 영상 사업부 에이포스트 픽쳐스,CJ ENM",CJ ENM,15세관람가,공포(호러),김은경,"이은성,유주희,김리나,함정이,윤다경,최정인"
388,브로큰 플라워,2005-12-08,"132,465,500",0.0%,"132,465,500","19,221","19,221",3,561,미국,미국,,스폰지,18세관람가,코미디,짐 자무시,"빌 머레이,제프리 라이트,제시카 랭,샤론 스톤"
389,불량공주 모모코,2005-09-02,"120,401,500",0.0%,"120,401,500","18,770","18,770",50,"1,349",일본,일본,"토쿄 브로드캐스팅 시스팀,토호 컴퍼니,어뮤즈픽쳐스",CJ ENM,15세관람가,드라마,나카시마 테츠야,"후카다 쿄코,츠치야 안나"
390,2006 [통합]패키지영화,,"169,180,000",0.0%,"169,180,000","17,729","17,729",14,248,기타,기타,,,,,,
391,클림트,2006-06-29,"116,782,000",0.0%,"116,782,000","17,481","17,481",9,588,독일,"독일,영국,프랑스,오스트리아",,(주)스폰지이엔티,18세관람가,드라마,라울 루이즈,존 말코비치
392,에이트 빌로우,2006-04-06,"106,692,500",0.0%,"106,692,500","17,232","17,232",29,"1,095",미국,미국,"월트 디즈니 픽쳐스,스파이글라스 엔터테인먼트",브에나비스타인터내셔널코리아,전체관람가,"어드벤처,드라마",프랭크 마샬,"폴 워커,브루스 그린우드"
393,연애,2005-12-09,"109,587,000",0.0%,"109,587,000","16,665","16,665",33,"1,125",한국,한국,"(주)필름나루,(주)싸이더스",CJ ENM,18세관람가,드라마,오석근,"김지숙,전미선,장현성,성재윤,김로사,김미경,주지홍,백현정,이상옥,박성진,이재화,이정섭,장영남,유재명,지대한,윤다경,우기홍,정인기,박성진"
394,천국의 아이들 2 - 시험보는 날,2005-11-17,"102,101,500",0.0%,"102,101,500","16,520","16,520",65,"1,530",이란,이란,,(주)영화사한결,전체관람가,드라마,골람 레자 라메자니,"메흐다드 하사니,가잘리 파사파"
395,내 남자의 유통기한,2006-06-29,"108,237,600",0.0%,"108,237,600","15,725","15,725",2,287,독일,독일,콘스탄틴 필름 프로덕션,㈜세종커뮤니케이션스,15세관람가,"멜로/로맨스,코미디",도리스 되리에,"알렉산드라 마리아 라라,크리스티안 울멘"
396,삼거리극장,2006-11-23,"94,279,400",0.0%,"94,279,400","15,394","15,394",57,"1,499",한국,한국,"(주)엘제이필름,(주)프라임엔터테인먼트","CJ ENM,(주)시네마서비스",15세관람가,"뮤지컬,코미디,공포(호러)",전계수,"김꽃비,천호진,박준면,조희봉,황강록,김동기,백경인,윤오성,최우혁,이덕재,한애리,박영수,문순주"
397,69 식스티 나인,2005-03-25,"97,117,500",0.0%,"97,117,500","14,705","14,705",18,828,일본,일본,,스폰지,15세관람가,드라마,이상일,"츠마부키 사토시,안도 마사노부"
398,알리바이,2006-01-12,"89,590,000",0.0%,"89,590,000","14,327","14,327",40,922,미국,미국,,미디어라인코리아,15세관람가,드라마,"맷 체코스키,커트 마틸라","스티브 쿠건,레베카 로메인"
399,종려나무 숲,2005-09-15,"88,488,000",0.0%,"88,488,000","14,323","14,323",30,"1,156",한국,한국,"(주)영화사참,휴먼픽쳐스(주)",롯데쇼핑㈜롯데엔터테인먼트,15세관람가,드라마,유상욱,"김민종,조은숙,김유미,백승철,문성기,김규형,이병혁,박광덕,김영기,김영춘,신현탁,정경섭"
400,러브토크,2005-11-11,"92,829,500",0.0%,"92,829,500","14,320","14,320",42,"1,352",한국,한국,(주)엘제이필름,CJ ENM,18세관람가,멜로/로맨스,이윤기,"김지수,배종옥,박희순,최덕문,박진희,김중기,정희태"
401,맨츄리안 캔디데이트,2005-03-11,"90,074,500",0.0%,"90,074,500","13,826","13,826",47,"1,399",미국,미국,,UIP코리아,15세관람가,스릴러,조나단 드미,"메릴 스트립,덴젤 워싱턴"
402,거북이도 난다,2005-04-22,"88,059,000",0.0%,"88,059,000","13,731","13,731",7,734,이란,이란,"마아지 필름,백필름즈",CJ ENM,15세관람가,드라마,바흐만 고바디,"아바즈 라티프,소란 에브라힘"
403,일본 인디필름 페스티벌,,"80,707,000",0.0%,"80,707,000","13,464","13,464",2,224,일본,일본,,,,,,
404,오래된 정원,2007-01-04,"56,142,000",0.0%,"56,142,000","13,400","13,400",12,66,한국,한국,(주)MBC씨앤아이,롯데쇼핑㈜롯데엔터테인먼트,12세관람가,드라마,임상수,"지진희,염정아,김응수,김현아,박혜숙,강규성,조덕현,신승훈,김유리,홍의정,김현식,박현진,박홍렬,배은혜,조희진,백광용,지성용,한천희,김대욱,채정석,양미리,최병기,최보람,윤영수,김소성,윤진선,박세라,임정혜,이효원,박순영,박승민,오은실,김정숙,이충렬,이혜미,김우형,임상윤,김병옥,조상건,이은성,김상호,박현영,권병길"
405,"조제, 호랑이 그리고 물고기들",2004-10-29,"78,725,500",0.0%,"336,267,000","12,695","52,850",3,291,일본,일본,아스믹에이스엔터테인먼트,"(주)디스테이션,(주)프레인글로벌,(주)스폰지이엔티","15세관람가,15세이상관람가",드라마,이누도 잇신,"츠마부키 사토시,이케와키 치즈루"
406,내 청춘에게 고함,2006-07-13,"81,684,000",0.0%,"81,684,000","12,640","12,640",8,620,한국,"한국,일본","엔에이치케이 언터프라이즈 21,(주)이모션픽처스,무무픽처스",(주)이모션픽처스,18세관람가,드라마,김영남,"김태우,김혜나,이상우,김도형,김윤아,김정이,김종철,김혜정,류제원,문영민,이윤석,장혜원,정구영,박은옥,이문희,김석주,송명근,조승민,홍지수,박정애,유맹철,박상백,지경수,최재섭,신동미,예수정,정인기,김자영,정희태,오창경"
407,타임 투 리브,2006-02-09,"84,884,500",0.0%,"84,884,500","12,481","12,481",6,421,프랑스,프랑스,"피델라이트프로덕션,스튜디오 카날",스폰지,18세관람가,드라마,프랑수아 오종,"멜빌 푸포,잔느 모로"
408,노스 컨츄리,2006-04-27,"79,418,600",0.0%,"79,418,600","12,213","12,213",35,"1,133",미국,미국,워너 브러더스 픽쳐스,워너브러더스 코리아(주),15세관람가,드라마,니키 카로,"샤를리즈 테론,프란시스 맥도먼드,우디 해럴슨"
409,레알,2005-11-23,"74,927,000",0.0%,"74,927,000","11,974","11,974",55,"1,676",스페인,스페인,,CJ ENM,전체관람가,다큐멘터리,보르하 만소,제시카 볼
410,열두명의 웬수들2,2006-01-26,"70,268,000",0.0%,"70,268,000","11,957","11,957",45,896,미국,미국,이십세기폭스필름코퍼레이션,이십세기폭스코리아(주),전체관람가,"코미디,가족",아담 쉥크만,"스티브 마틴,보니 헌트,블레이크 우드러프"
411,내 곁에 있어줘,2006-04-27,"80,212,500",0.0%,"80,212,500","11,954","11,954",5,445,싱가포르,싱가포르,"자오 웨이 필름,Infinite Frameworks PTE LIMITED",CJ ENM,12세관람가,"멜로/로맨스,드라마",에릭 쿠,"테레사 첸,치우 성 칭"
412,미스 리틀 선샤인,2006-12-21,"74,311,000",0.0%,"74,311,000","11,409","11,409",7,323,미국,미국,빅비치필름즈,이십세기폭스코리아(주),15세이상관람가,"코미디,드라마","조나단 데이턴,발레리 페리스","그렉 키니어,토니 콜레뜨"
413,보리밭을 흔드는 바람,2006-11-02,"76,142,400",0.0%,"76,142,400","11,262","11,262",3,271,영국,"영국,독일,아일랜드,이탈리아",,"(주)영화사 진진,(주)동숭아트센터",15세관람가,드라마,켄 로치,"킬리언 머피,리암 커닝햄"
414,사이렌,2006-07-20,"69,179,500",0.0%,"69,179,500","11,198","11,198",16,465,일본,일본,,(주)아미가스필름,15세관람가,공포(호러),츠츠미 유키히코,"이치카와 유이,나츠카와 유이,타나카 나오키,모리모토 레오"
415,굿나잇 앤 굿럭,2006-03-16,"72,709,600",0.0%,"72,709,600","11,125","11,125",14,715,미국,미국,,(주)유레카픽쳐스,12세관람가,드라마,조지 클루니,"데이빗 스트라탄,제프 다니엘스"
416,토니 타키타니,2005-09-22,"73,932,000",0.0%,"73,932,000","11,076","11,076",2,276,일본,일본,,스폰지,18세관람가,드라마,이치카와 준,"이세이 오가타,미야자와 리에"
417,녹색의자,2005-06-09,"72,727,500",0.0%,"72,727,500","11,022","11,022",8,600,한국,한국,"합동영화사,(주)박철수필름",(주)미로비젼,18세관람가,드라마,박철수,"서정,심지호,김혜옥,박형태,김상열,이상규,유명순,임윤애,김전한,이재규,이재현,주부진,남정희"
418,골!,2005-11-04,"69,160,000",0.0%,"69,160,000","10,926","10,926",48,"1,288",미국,미국,,브에나비스타인터내셔널코리아,12세관람가,드라마,대니 캐넌,"스티븐 딜레인,쿠노 벡커,알렉산드로 니볼라"
419,박치기!,2006-02-14,"68,373,100",0.0%,"68,373,100","10,899","10,899",3,485,일본,일본,(주)씨네콰논,프리비젼엔터테인먼트,15세관람가,드라마,이즈츠 카즈유키,"사와지리 에리카,타카오카 소스케,시오야 슈운"
420,호텔 르완다,2006-09-07,"68,845,400",0.0%,"68,845,400","10,705","10,705",9,418,영국,"영국,이탈리아,남아프리카공화국","유나이티드 아티스트,라이온스 게이트 필름즈",(주)동숭아트센터,12세관람가,"드라마,전쟁",테리 조지,"돈 치들,와킨 피닉스,장 르노,닉 놀테"
421,용서받지 못한 자,2005-11-18,"70,557,000",0.0%,"70,557,000","10,700","10,700",15,613,한국,한국,에이앤디픽쳐스,영화사청어람(주),15세관람가,드라마,윤종빈,"서장원,하정우,윤종빈,손상범,한승주,서민교,구성모,이영기,이혜민,윤부희,임현성,한성천"
422,이니셜 D,2006-03-01,"63,415,500",0.0%,"63,415,500","10,166","10,166",61,"1,574",홍콩,홍콩,"미디어 아시아 필름즈,실-메트로폴 오카니제이션",미디어라인코리아,15세관람가,액션,"유위강,맥조휘","주걸륜,진관희"
423,사랑도 흥정이 되나요?,2006-07-27,"66,053,500",0.0%,"66,053,500","10,070","10,070",30,874,프랑스,"프랑스,이탈리아",피델라이트프로덕션,(주)엠케이픽처스,18세관람가,"코미디,멜로/로맨스",베르트랑 블리에,"모니카 벨루치,제라르 드빠르디유"
424,라스트 키스,2006-07-06,"69,123,000",0.0%,"69,123,000","10,058","10,058",1,191,이탈리아,이탈리아,판당고,㈜영화사 백두대간,15세관람가,"멜로/로맨스,드라마",가브리엘 무치노,"스테파노 아코르시,지오바나 메조기오르노"
425,피와 뼈,2005-02-25,"66,400,000",0.0%,"66,400,000","9,798","9,798",13,493,일본,일본,,"(주)영화사 진진,스폰지",18세관람가,드라마,최양일,기타노 다케시
426,바리바리 짱,2005-08-19,"56,822,500",0.0%,"56,822,500","9,750","9,750",44,695,한국,한국,나눔엔터테인먼트,CJ ENM,12세관람가,코미디,"남기남,정창욱","김시덕,김시명,채경선,이창환,신윤섭,김희영,최제헌,박정은,황제영,남기남,박현미,한나영,차동호,김대원,김서진,박석재,곽한구,이수근"
427,권태,2005-06-17,"67,067,500",0.0%,"67,067,500","9,747","9,747",2,265,프랑스,프랑스,"제미니필름,마드라고아 필름즈",㈜영화사 백두대간,18세관람가,드라마,세드릭 칸,"소피 귀레민,샤를스 베르링"
428,"[통합]회고전, 기획전 등",,"51,276,000",0.0%,"500,999,300","9,513","104,809",2,185,,,,,,,,
429,미 앤 유 앤 에브리원,2006-01-27,"62,637,200",0.0%,"62,637,200","9,341","9,341",2,247,미국,"미국,영국","IFC필름,필름포",(주)동숭아트센터,15세관람가,"코미디,드라마",미란다 줄라이,"미란다 줄라이,존 혹스"
430,스왈로우테일 버터플라이,2005-06-23,"58,483,000",0.0%,"58,483,000","9,152","9,152",7,200,일본,일본,록웰아이즈 (ロックウェルアイズ),(주)튜브엔터테인먼트,18세관람가,드라마,이와이 슌지,"미카미 히로시,차라,이토 아유미"
431,우디 앨런의 애니씽 엘스,2005-02-04,"63,030,500",0.0%,"63,030,500","9,096","9,096",5,340,미국,미국,드림웍스 SKG,(주)동숭아트센터,15세관람가,코미디,우디 알렌,"우디 알렌,크리스티나 리치,제이슨 빅스"
432,제2회 메가박스 일본영화제[2005.11.10-11.24],2005-11-10,"20,778,000",0.0%,"20,778,000","9,068","9,068",3,133,일본,일본,,,,,,
433,제6회 서울유럽영화제[2005.10.26-10.30],2005-10-26,"51,856,000",0.0%,"51,856,000","9,045","9,045",4,63,,,,,,,,
434,린다 린다 린다,2006-04-13,"50,865,000",0.0%,"50,865,000","8,498","8,498",3,483,일본,일본,,프리비젼엔터테인먼트,12세관람가,"코미디,드라마",야마시타 노부히로,"배두나,마에다 아이"
435,시티즌 독,2006-03-09,"54,341,500",0.0%,"54,341,500","8,364","8,364",7,470,태국,태국,Five Star Production Co. Ltd.,CJ ENM,12세관람가,"판타지,드라마",위시트 사사나티앙,"마하스무트 분야락,상통 켓우통"
