■ 기간별 박스오피스,,,,,,,,,,,,,,,,,
- 조회일: 2021-08-06,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간: 2005-01-01~2006-12-31   영화구분: 전체   국적: 전체   지역: 전체   제작사 : 전체   배급사 : 전체   감독명 : 전체   배우명 : 전체   등급별 : 전체   장르별 : 전체 ],,,,,,,,,,,,,,,,,
순위,영화명,개봉일,매출액 ,매출액,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
,,,,점유율 ,,,,,,,,,,,,,
151,유령신부(애니),2005-11-03,"2,738,143,000",0.2%,"2,738,143,000","433,751","433,751",124,"13,180",영국,영국,워너 브러더스 픽쳐스,워너브러더스 코리아(주),전체관람가,"애니메이션,드라마,멜로/로맨스,판타지","팀 버튼,마이크 존슨","헬레나 본햄 카터,조니 뎁"
152,플라이 대디,2006-08-03,"2,560,456,300",0.2%,"2,560,456,300","431,231","431,231",220,"12,531",한국,한국,(주)다인필름,"(주)시네마서비스,CJ ENM",12세관람가,드라마,최종태,"이준기,이문식,김형일,김지훈,손은경,김소은,황인범,박진용,조현,김경재,김태환,최문섭,박석희,우수인,우현,이재용,조성하"
153,사랑 따윈 필요 없어,2006-11-09,"2,564,487,300",0.2%,"2,564,487,300","425,358","425,358",274,"15,178",한국,한국,"(주)싸이더스,판커뮤니케이션,씨네클릭 아시아(팬텀)",(주)쇼박스,15세관람가,"멜로/로맨스,드라마",이철하,"문근영,김주혁,도지원,이기영,조상건,진구,서현진,심정수,박현진,박형준,노현정,한정희,서은영,채경화,유경희,유혜정,이시우,이영지,이지숙,이채윤,김준엽,조재윤,정석원,서동수"
154,마이애미 바이스,2006-08-17,"2,711,759,500",0.2%,"2,711,759,500","420,706","420,706",211,"11,291",미국,미국,유니버셜 픽쳐스,UIP코리아,18세관람가,액션,마이클 만,"콜린 파렐,제이미 폭스,공리"
155,사하라,2005-06-24,"2,615,859,500",0.2%,"2,615,859,500","411,424","411,424",182,"12,882",미국,미국,"브리스톨베이프로덕션즈,파라마운트 픽쳐스",CJ ENM,12세관람가,"액션,어드벤처",브렉 에이즈너,"페넬로페 크루즈,매튜 맥커너히,매튜 매커너히,매튜 매커너히"
156,신데렐라맨,2005-09-15,"2,561,822,500",0.2%,"2,561,822,500","405,215","405,215",145,"9,476",미국,미국,"터치스톤 픽쳐스,이메이진엔터테인먼트,미라맥스 필름즈,유니버셜 픽쳐스",브에나비스타인터내셔널코리아,전체관람가,드라마,론 하워드,"르네 젤위거,러셀 크로우"
157,원탁의 천사,2006-08-24,"2,355,829,200",0.1%,"2,355,829,200","401,662","401,662",179,"12,742",한국,한국,(주)시네마제니스,(주)쇼박스,15세관람가,"코미디,판타지",권성국,"하동훈,이민우,김상중,성유경,강민주,정현정,손정민,정한비치,조동헌,김명균,김혜빈,김형식,김현택,정시아,홍준표,신혜진,심승보,안병래,박초롱,박현정,조현경,한미애,배진숙,서지영,김태용,채병용,최권,김인선,임귀빈,장은영,전선영,정미란,최영희,정은정,정진우,김종민,김종민,이자민,최권,임하룡,이한위,김보연,안길강,허재정,조달환"
158,여고괴담 4 : 목소리,2005-07-15,"2,474,641,500",0.1%,"2,474,641,500","397,327","397,327",167,"12,931",한국,한국,(주)씨네이천,(주)시네마서비스,15세관람가,공포(호러),최익환,"김옥빈,서지혜,추현경,윤영,박윤경,이은,홍지현,최혜윤,황현경,황현경,우제현,인정은,임샛별,최수연,차예련,김정영,원애리"
159,아이스케키,2006-08-24,"2,246,093,000",0.1%,"2,246,093,000","392,808","392,808",189,"13,162",한국,한국,(주)엠케이픽처스,(주)엠케이픽처스,전체관람가,드라마,여인광,"신애라,박지빈,이재룡,김효선,김대훈,임광수,함은정,김선영,권병길,진구,김자영"
160,쏘우 2,2006-02-16,"2,476,201,400",0.1%,"2,476,201,400","388,105","388,105",113,"10,319",미국,미국,(주)쇼타임,(주)미로비젼,18세관람가,"공포(호러),스릴러",대런 린 보우즈만,"토빈 벨,도니 월버그"
161,쏘우 3,2006-11-30,"2,406,433,500",0.1%,"2,406,433,500","386,547","386,547",180,"13,064",미국,미국,(주)쇼타임,롯데쇼핑㈜롯데엔터테인먼트,청소년관람불가,"공포(호러),스릴러",대런 린 보우즈만,"토빈 벨,쇼니 스미스"
162,호스티지,2005-03-18,"2,416,540,003",0.1%,"2,416,540,003","379,707","379,707",129,"11,559",미국,미국,미라맥스 필름즈,쇼이스트(주),15세관람가,스릴러,플로렝 에밀리오 시리,"케빈 폴락,브루스 윌리스"
163,야연,2006-09-21,"2,365,238,200",0.1%,"2,365,238,200","377,110","377,110",187,"11,656",중국,중국,,롯데쇼핑㈜롯데엔터테인먼트,15세관람가,"사극,멜로/로맨스",펑샤오강,"장쯔이,갈우,오언조"
164,로망스,2006-03-16,"2,376,146,100",0.1%,"2,376,146,100","371,700","371,700",173,"13,304",한국,한국,(주)엘제이필름,CJ ENM,18세관람가,멜로/로맨스,문승욱,"조재현,김지수,김경란,김시권,이성주,조은덕,박정현,이장욱,최정식,홍윤정,김도균,박상영,윤종훈,김권군,김준,이무생,기주봉,안길강,엄효섭,윤제문,김영필,이정민,손희순"
165,도마뱀,2006-04-27,"2,307,824,200",0.1%,"2,307,824,200","364,848","364,848",253,"13,919",한국,한국,(주)영화사아침,(주)시네마서비스,12세관람가,"멜로/로맨스,드라마",강지은,"강혜정,조승우,장민,이진영,조현철,진경,강신일,한수빈,김병주,고태호,오병진,이형철,우현,이재용,남정희,박신혜"
166,스텝 업,2006-11-23,"2,133,857,500",0.1%,"2,133,857,500","363,402","363,402",147,"11,936",미국,미국,,㈜스튜디오이쩜영,12세관람가,멜로/로맨스,앤 플레쳐,"채닝 테이텀,제나 드완-타툼"
167,럭키 넘버 슬레븐,2006-06-22,"2,238,839,400",0.1%,"2,238,839,400","360,516","360,516",120,"9,578",미국,미국,,롯데쇼핑㈜롯데엔터테인먼트,18세관람가,"스릴러,범죄",폴 맥기건,"조쉬 하트넷,브루스 윌리스"
168,파이널 데스티네이션,2006-05-11,"2,299,753,200",0.1%,"2,299,753,200","359,517","359,517",131,"10,677",미국,미국,뉴라인 시네마,(주)미로비젼,18세관람가,"공포(호러),드라마",제임스 왕,"메리 엘리자베스 윈스티드,라이언 메리먼"
169,모노폴리,2006-06-01,"2,195,709,100",0.1%,"2,195,709,100","358,299","358,299",136,"11,297",한국,한국,한맥영화(주),롯데쇼핑㈜롯데엔터테인먼트,15세관람가,범죄,이항배,"강지훈,양동근,김성수,김혜민,임종윤,정훈,신광철,한대수,한대수,주영길,지용남,김경현,최용승,김형범,이재용,나윤성,남명렬,지현준"
170,누가 그녀와 잤을까?,2006-11-16,"2,068,632,100",0.1%,"2,068,632,100","353,360","353,360",212,"14,953",한국,한국,(주)태원엔터테인먼트,CJ ENM,15세이상관람가,코미디,김유성,"김사랑,하석진,김윤아,이혁재,안선영,박철민,박준규,김홍준,신예림,홍진영,박종혁,박준호,김희창,박근식,유용석,육수진,국청아,양창훈,이우진,한재영,김해곤,하동훈,신이,고규필,이주실,윤기원,리우진,차엽"
171,월래스와 그로밋 : 거대토끼의 저주,2005-11-04,"2,150,869,500",0.1%,"2,150,869,500","351,449","351,449",180,"11,307",영국,영국,드림웍스 SKG,CJ ENM,전체관람가,"애니메이션,코미디,가족,어드벤처","닉 파크,스티브 박스","랄프 파인즈,헬레나 본햄 카터"
172,월드 오브 투모로우,2005-01-14,"2,252,013,000",0.1%,"2,255,633,000","350,356","351,261",129,"9,109",미국,미국,파라마운트 픽쳐스,(주)쇼박스,전체관람가,SF,케리 코란,"기네스 팰트로우,주드 로,안젤리나 졸리"
173,BB프로젝트,2006-09-28,"2,073,130,500",0.1%,"2,073,130,500","349,173","349,173",136,"12,364",홍콩,홍콩,,브에나비스타인터내셔널코리아,12세관람가,액션,진목승,"성룡,고천락"
174,"사랑해, 말순씨",2005-11-03,"2,191,787,000",0.1%,"2,191,787,000","349,118","349,118",170,"12,364",한국,한국,블루스톰(주),쇼이스트(주),12세관람가,드라마,박흥식,"김동영,이재응,문소리,김은영,강경섭,손봉기,허명행,최준,안하영,하지원,조현철,문성해,김대홍,유승우,김인혁,전승훈,윤여준,임대환,박상원,정용욱,정승규,이상협,이준석,김종찬,이한위,김봉근,신동환,정다빈,이칸희,박명신,전수지"
175,잔혹한 출근,2006-11-02,"2,076,522,300",0.1%,"2,076,522,300","348,508","348,508",240,"13,124",한국,한국,㈜게이트픽쳐스,CJ ENM,15세관람가,"코미디,범죄",김태윤,"김수로,이선균,고은아,김영민,김응수,정종훈,이승희,이정우,문단열,강경헌,박주영,강동헌,송재완,박유선,박준호,황진하,한광수,조화성,김남식,김건우,박경석,김성환,장동현,오호진,이준규,김병옥,최종률"
176,옹박 : 두번째 미션,2005-08-18,"2,125,663,500",0.1%,"2,125,663,500","341,968","341,968",137,"10,769",태국,태국,사하몽콜필름,(주)쇼박스,15세관람가,액션,"프라차야 핀카엡,프라챠 핀카엡",토니 자
177,뉴 폴리스 스토리,2005-01-21,"2,138,199,000",0.1%,"2,138,199,000","341,223","341,223",125,"9,149",홍콩,홍콩,차이나필름그룹,"(유)영화사 화수분,코리아픽쳐스(주)",15세관람가,액션,진목승,"성룡,사정봉"
178,뚝방전설,2006-09-07,"2,132,943,200",0.1%,"2,132,943,200","338,737","338,737",180,"13,465",한국,한국,(주)싸이더스,(주)쇼박스,18세관람가,"액션,코미디",조범구,"박건형,송요셉,이천희,김수현,MC 몽,김종태,오달수,황규택,박찬희,김세환,정세형,조희봉,박수영,주석태"
179,미스터 주부퀴즈왕,2005-09-30,"2,106,892,000",0.1%,"2,106,892,000","337,772","337,772",180,"11,295",한국,한국,폴스타엔터테인먼트,(주)쇼박스,12세관람가,코미디,유선동,"공형진,김영애,한석규,이주현,신은경,조윤성,천진호,이화선,박미정,전현우,오승환,염현희,황석정,이주현,손범수,조은지,김태훈,최정인,김기천"
180,환생,2006-06-08,"1,957,831,400",0.1%,"1,957,831,400","321,769","321,769",95,"8,468",일본,일본,,(주)쇼박스,15세관람가,공포(호러),시미즈 다카시,"유카,시이나 깃페이"
181,더 독,2005-09-16,"2,024,843,500",0.1%,"2,024,843,500","321,204","321,204",113,"8,687",프랑스,프랑스,TF1 필름 프로덕션,"(주)아펙스 엔터테인먼트,UIP코리아",15세관람가,"액션,스릴러",루이스 리테리어,"이연걸,모건 프리먼"
182,어바웃 러브,2005-04-21,"2,071,989,000",0.1%,"2,071,989,000","318,355","318,355",121,"11,232",영국,영국,,(주)튜브엔터테인먼트,15세관람가,드라마,존 헤이,더그레이 스콧
183,강적,2006-06-22,"1,956,841,000",0.1%,"1,956,841,000","318,142","318,142",235,"12,049",한국,한국,(주)미로비젼,(주)쇼박스,15세관람가,"액션,드라마",조민호,"박중훈,천정명,강민수,최창민,심재원,안정희,장보영,강정원,최동건,김성관,박대현,윤서현,윤성재,구정욱,김철구,최영환,오경수,김주범,최명수,조진웅,김준배,김학선,황석정,한기중,김중기,문정희,염혜란,이미은,유인영,백현진,조영규,송대중"
184,원초적 본능 2,2006-03-30,"1,999,601,100",0.1%,"1,999,601,100","313,300","313,300",185,"12,151",미국,미국,C-2 픽쳐스,(주)시네마서비스,18세관람가,스릴러,"프레드 올렌 레이,마이클 카튼-존스","샤론 스톤,데이비드 모리시"
185,씬 시티,2005-06-30,"2,024,599,506",0.1%,"2,024,599,506","311,066","311,066",126,"8,665",미국,미국,디멘션 필름즈,쇼이스트(주),18세관람가,"범죄,스릴러,액션","프랭크 밀러,쿠엔틴 타란티노","미키 루크,제시카 알바,브루스 윌리스"
186,무인 곽원갑,2006-03-23,"1,926,775,700",0.1%,"1,926,775,700","308,428","308,428",162,"12,343",중국,중국,베이징 필름 스튜디오,쇼이스트(주),12세관람가,액션,우인태,"이연걸,나카무라 시도"
187,플러쉬,2006-11-23,"1,681,230,800",0.1%,"1,681,230,800","306,225","306,225",188,"10,108",미국,"미국,영국",,CJ ENM,전체관람가,"애니메이션,코미디,액션","데이빗 보워스,데이비드 보,샘 펠",케이트 윈슬렛
188,월드 트레이드 센터,2006-10-15,"1,806,296,500",0.1%,"1,806,296,500","302,030","302,030",162,"8,905",미국,미국,파라마운트 픽쳐스,UIP코리아,12세관람가,드라마,올리버 스톤,"니콜라스 케이지,마이클 페나"
189,나이트 플라이트,2005-09-09,"1,918,951,500",0.1%,"1,918,951,500","296,670","296,670",122,"10,204",미국,미국,드림웍스 SKG,CJ ENM,15세관람가,"스릴러,액션",웨스 크레이븐,"킬리언 머피,레이첼 맥아덤즈"
190,인사이드 맨,2006-04-21,"1,882,493,500",0.1%,"1,882,493,500","295,895","295,895",122,"7,609",미국,미국,"유니버셜 픽쳐스,이메이진엔터테인먼트",UIP코리아,15세관람가,"드라마,범죄",스파이크 리,"덴젤 워싱턴,클라이브 오웬"
191,레전드 오브 조로,2005-10-28,"1,844,907,000",0.1%,"1,844,907,000","295,068","295,068",151,"9,199",미국,미국,"엠블린엔터테인먼트,스파이글라스 엔터테인먼트",소니픽쳐스릴리징코리아,12세관람가,액션,마틴 캠벨,"캐서린 제타-존스,안토니오 반데라스"
192,착신아리2,2005-04-29,"1,791,015,000",0.1%,"1,791,015,000","292,882","292,882",112,"10,713",일본,일본,"가도가와픽쳐스,다이에 스튜디오",CJ ENM,15세관람가,공포(호러),츠카모토 렌페이,"요시자와 유,미무라,세토 아사카,이시바시 렌지,와니부치 하루코"
193,오멘,2006-06-06,"1,857,061,800",0.1%,"1,857,061,800","292,333","292,333",111,"8,527",미국,미국,이십세기폭스필름코퍼레이션,이십세기폭스코리아(주),18세관람가,공포(호러),존 무어,"리브 슈라이버,줄리아 스타일즈,미아 프레,샤무스 데이비 피츠패트릭"
194,셔터,2005-06-30,"1,828,426,000",0.1%,"1,828,426,000","291,218","291,218",111,"9,260",태국,태국,GMM픽처스,CJ ENM,15세관람가,공포(호러),팍품 웡품,"에버링함 아난다,나타웨라누크 통미,아난다 에버링엄"
195,그해 여름,2006-11-30,"1,744,090,200",0.1%,"1,744,090,200","290,564","290,564",283,"13,164",한국,한국,케이엠컬쳐㈜,(주)쇼박스,12세이상관람가,"멜로/로맨스,드라마",조근식,"이병헌,수애,오달수,유해진,송지영,김래혁,최지연,이세은,김하늘,서지연,이승열,김정하,정석용,최덕문,이혜은,김중기,임지수"
196,칠검,2005-09-29,"1,825,137,500",0.1%,"1,825,137,500","285,194","285,194",159,"10,097",홍콩,홍콩,"중국전영합작제편공사,(주)에스씨에스엔터테인먼트",(주)튜브엔터테인먼트,15세관람가,액션,서극,"견자단,여명,양채니,김소연"
197,유실물,2006-07-27,"1,732,887,500",0.1%,"1,732,887,500","284,426","284,426",114,"7,917",일본,일본,쇼지쿠 컴퍼니,CJ ENM,15세관람가,공포(호러),후루사와 다케시,"사와지리 에리카,오구리 슌"
198,식스틴블럭,2006-04-20,"1,776,130,000",0.1%,"1,776,130,000","280,753","280,753",128,"8,904",미국,미국,"알콘엔터테인먼트,밀레니엄필름",롯데쇼핑㈜롯데엔터테인먼트,15세관람가,"액션,범죄",리차드 도너,"브루스 윌리스,모스 데프"
199,인크레더블,2004-12-15,"1,736,405,000",0.1%,"5,611,797,500","277,928","898,677",110,"6,031",미국,미국,"월트 디즈니 픽쳐스,픽사 애니메이션 스튜디오",한국소니픽쳐스릴리징브에나비스타영화㈜,전체관람가,애니메이션,브래드 버드,"홀리 헌터,크레이그 T. 넬슨,사무엘 L. 잭슨,제이슨 리"
200,드리머,2006-04-13,"1,706,200,100",0.1%,"1,706,200,100","276,760","276,760",188,"10,797",미국,미국,드림웍스 프로덕션 LLC,쇼이스트(주),전체관람가,드라마,존 개틴스,"커트 러셀,다코타 패닝"
201,애프터 선셋,2005-08-25,"1,686,015,000",0.1%,"1,686,015,000","270,895","270,895",115,"8,702",미국,미국,,롯데쇼핑㈜롯데엔터테인먼트,15세관람가,코미디,브렛 래트너,"셀마 헤이엑,피어스 브로스넌,우디 해럴슨"
202,인터프리터,2005-04-22,"1,736,661,500",0.1%,"1,736,661,500","269,511","269,511",90,"7,454",영국,영국,워킹 타이틀 필름,UIP코리아,12세관람가,"드라마,스릴러",시드니 폴락,"숀 펜,니콜 키드먼"
203,웨딩 크래셔,2006-03-01,"1,678,859,200",0.1%,"1,678,859,200","265,472","265,472",133,"10,035",미국,미국,"㈜코리아스크린,뉴라인 시네마",롯데쇼핑㈜롯데엔터테인먼트,15세관람가,코미디,데이빗 돕킨,"오웬 윌슨,빈스 본"
204,착신아리 파이널,2006-06-22,"1,614,661,900",0.1%,"1,614,661,900","261,133","261,133",142,"9,266",일본,"일본,한국","CJ ENM,가도카와헤럴드픽쳐스",CJ ENM,15세관람가,공포(호러),아소 마나부,"호리키타 마키,구로키 메이사,장근석"
205,저스트 라이크 헤븐,2005-12-01,"1,683,002,000",0.1%,"1,683,002,000","259,980","259,980",116,"8,935",미국,미국,드림웍스 SKG,CJ ENM,15세관람가,"코미디,멜로/로맨스",마크 S. 워터스,"마크 러팔로,리즈 위더스푼"
206,겁나는 여친의 완벽한 비밀,2006-08-17,"1,592,536,000",0.1%,"1,592,536,000","251,788","251,788",101,"6,881",미국,미국,,이십세기폭스코리아(주),15세관람가,"코미디,멜로/로맨스",이반 라이트만,"우마 서먼,루크 윌슨"
207,아이스 에이지 2,2006-04-20,"1,564,015,900",0.1%,"1,564,015,900","250,536","250,536",162,"9,024",미국,미국,"이십세기폭스애니메이션,블루스카이스튜디오",이십세기폭스코리아(주),전체관람가,"애니메이션,코미디,어드벤처",카를로스 살다나,"존 레귀자모,레이 로마노,설영범,이인성,홍성헌,하일성,송유근,조오련"
208,가부와 메이 이야기,2006-02-09,"1,435,503,000",0.1%,"1,435,503,000","249,924","249,924",84,"6,295",일본,일본,,"(주)엠케이픽처스 ,에이원엔터테인먼트",전체관람가,애니메이션,스기이 기사부로,"나카무라 시도,나리미야 히로키"
209,쏘우,2005-03-10,"1,553,548,500",0.1%,"1,553,548,500","240,745","240,745",99,"8,841",미국,미국,,(주)영화사한결,18세관람가,"스릴러,공포(호러)",제임스 완,"캐리 엘위스,리 워넬"
210,파랑주의보,2005-12-22,"1,453,890,000",0.1%,"1,453,890,000","237,284","237,284",128,"6,039",한국,한국,(주)아이필름홀딩스,아이러브시네마,12세관람가,드라마,전윤수,"송혜교,차태현,김신영,김윤석,김지영,김해숙,한명구,최우혁,송창의,조미리,홍성준,박정연,박지인,백지영,강연정,임정은,김보배,이병민,최선영,박민아,박보혜,정미진,김재민,정유정,옥수경,정지연,정지희,최윤정,최은주,최은혁,박효준,문정희"
211,잘 살아보세,2006-09-28,"1,415,274,100",0.1%,"1,415,274,100","236,799","236,799",197,"12,595",한국,한국,(주)굿플레이어,,12세관람가,코미디,안진우,"김정은,이범수,이창환,박현선,김상아,민지은,유재현,구관성,임희철,전재현,김재석,이현학,라미란,변희봉,신정근,우현,오지혜,박준면,조희봉,전미선,류제승,곽수정,주부진"
212,저스트 프렌드,2006-12-07,"1,442,038,000",0.1%,"1,442,038,000","236,382","236,382",138,"9,312",미국,미국,,㈜스튜디오이쩜영,15세이상관람가,"코미디,멜로/로맨스",로저 컴블,"라이언 레이놀즈,에이미 스마트"
213,미트 페어런츠2,2005-04-15,"1,532,798,500",0.1%,"1,532,798,500","235,418","235,418",135,"10,029",미국,미국,"유니버셜 픽쳐스,드림웍스 SKG",CJ ENM,15세관람가,코미디,제이 로치,"더스틴 호프만,벤 스틸러,로버트 드 니로"
214,그녀는 요술쟁이,2005-08-25,"1,501,346,500",0.1%,"1,501,346,500","234,899","234,899",115,"7,604",미국,미국,"콜럼비아 픽쳐스 코포레이션,레드 웨건 프로덕션",소니픽쳐스릴리징코리아,12세관람가,"코미디,멜로/로맨스,판타지",노라 에프론,"니콜 키드먼,윌 페렐"
215,2005 [통합]패키지영화,,"1,623,473,500",0.1%,"1,623,473,500","234,307","234,307",18,"6,398",기타,기타,,,,,,
216,"생, 날선생",2006-05-25,"1,438,331,800",0.1%,"1,438,331,800","234,261","234,261",157,"8,096",한국,한국,㈜필름지,(주)시네마서비스,15세관람가,코미디,김동욱,"김효진,최원영,정욱,박건형,강기재,김호규,김미림,박지혜,박찬훈,정진우,한승훈,박동진,임미미,김소정,김명국"
217,신석기 블루스,2004-12-30,"1,493,666,000",0.1%,"1,797,632,500","233,645","282,552",99,"6,560",한국,한국,㈜팝콘필름,(주)쇼박스,15세관람가,코미디,김도혁,"김현주,이종혁,이민아,이성재,남현,허정규,김인태,박보영,김지성,최진호,김창완,옥지영,이승호,신이,성기윤,원애리,정민성,김기천,남정희"
218,앤트 불리,2006-09-28,"1,450,969,500",0.1%,"1,450,969,500","230,712","230,712",95,"5,773",미국,미국,워너 브러더스 픽쳐스,워너브러더스 코리아(주),전체관람가,"애니메이션,코미디",존 A. 데이비스,"줄리아 로버츠,니콜라스 케이지"
219,pm 11:14,2005-06-02,"1,472,278,500",0.1%,"1,472,278,500","228,934","228,934",78,"6,943",미국,미국,엠디피 월드와이드,(주)쇼박스,15세관람가,"드라마,스릴러,범죄,코미디",그레그 마크스,"힐러리 스웽크,패트릭 스웨이즈"
220,"두뇌유희프로젝트, 퍼즐",2006-09-14,"1,450,490,000",0.1%,"1,450,490,000","228,385","228,385",181,"10,574",한국,한국,눈엔터테인먼트(주),(주)시네마서비스,18세관람가,"범죄,스릴러",김태경,"문성근,주진모,홍석천,김현성,김정이,이재철,신승훈,박준석,임기영,장지원,이용현,이규미"
221,파이스토리,2006-07-06,"1,306,741,500",0.1%,"1,306,741,500","228,118","228,118",112,"5,676",한국,"한국,미국","(주)에펙스디지탈,원더월드 LLC,㈜디지아트프로덕션",CJ ENM,전체관람가,"애니메이션,가족","이경호,폭스 존,베이커 하워드 E.","김형준,김현중 (SS ),박정민,박정민,권희덕,유준,이영기,임채무"
222,하우스 오브 왁스,2005-05-20,"1,479,334,000",0.1%,"1,479,334,000","227,785","227,785",85,"6,551",미국,미국,"다크 캐슬 엔터테인먼트,빌리지 로드쇼 픽쳐스,이미지무버,실버 픽쳐스,워너 브러더스 픽쳐스",워너브러더스 코리아(주),18세관람가,공포(호러),자움 세라,채드 마이클 머레이
223,국경의 남쪽,2006-05-04,"1,431,751,800",0.1%,"1,431,751,800","227,304","227,304",228,"12,643",한국,한국,(주)싸이더스,CJ ENM,12세관람가,드라마,안판석,"차승원,심혜진,유해진,정효숙,송은주,조이진,박지은,박진규,황현아,김동길,백성현,유선아,유수정,이상주,박미경,이석영,장훈,권경선,임병근,임보람,이순화,우수인,오민섭,이진옥,이윤호,안혜영,장소연,손범수,손진호,김상호,양지웅,정민성,이민웅,이정민,이아현"
224,13구역,2006-08-24,"1,416,115,000",0.1%,"1,416,115,000","222,568","222,568",72,"6,324",프랑스,프랑스,"까날 플러스,TF1 필름 프로덕션",(주)프라임엔터테인먼트,15세관람가,"액션,SF",피에르 모렐,"시릴 라파엘리,데이빗 벨"
225,클로저,2005-02-03,"1,449,358,000",0.1%,"1,449,358,000","220,305","220,305",89,"6,570",미국,미국,워너 브러더스 텔레비전,"(주)스튜디오디에이치엘,(주)퍼스트런,글뫼 주식회사,소니픽쳐스릴리징코리아","18세관람가,청소년관람불가","멜로/로맨스,드라마",마이크 니콜스,"나탈리 포트만,주드 로,줄리아 로버츠,클라이브 오웬"
226,"사랑하니까, 괜찮아",2006-08-17,"1,296,756,200",0.1%,"1,296,756,200","219,824","219,824",155,"8,194",한국,한국,유비다임,(주)시네마서비스,12세관람가,"멜로/로맨스,드라마",곽지균,"지현우,임정은,김송희,정애리,신연철,강래연,박동일,양주호,이정민"
227,"제니, 주노",2005-02-18,"1,283,847,500",0.1%,"1,283,847,500","216,516","216,516",99,"7,606",한국,한국,(주)컬처캡미디어,쇼이스트(주),15세관람가,드라마,김호준,"김혜성,박민지,김유나,김지연,이민아,강남길,박영미,박철수,안정현,한승규,권유진,김기수,김인화,이효휘,박범규,최순식,정소림,김창선,서민정,이정숙,정지안"
228,내니맥피-우리 유모는 마법사,2006-02-03,"1,295,880,000",0.1%,"1,295,880,000","216,138","216,138",80,"5,297",영국,영국,"유니버셜 픽쳐스,워킹 타이틀 필름",UIP코리아,전체관람가,"코미디,가족",커크 존스,"엠마 톰슨,콜린 퍼스"
229,케이브,2005-10-20,"1,355,444,500",0.1%,"1,355,444,500","214,045","214,045",104,"7,481",독일,독일,레이크쇼어 엔터테인먼트,CJ ENM,12세관람가,드라마,브루스 헌트,"콜 하우저,모리스 체스넛"
230,레이,2005-02-25,"1,414,896,500",0.1%,"1,414,896,500","213,916","213,916",66,"5,732",미국,미국,브리스톨베이프로덕션즈,UIP코리아,15세관람가,드라마,테일러 핵포드,"케리 워싱턴,제이미 폭스"
231,레드 아이,2005-02-18,"1,313,457,500",0.1%,"1,313,457,500","210,793","210,793",86,"7,241",한국,한국,태창엔터테인먼트(주),영화사청어람(주),12세관람가,공포(호러),김동빈,"송일국,장신영,곽지민,이동규,김혜나,박은선,조용민,하주희,배소연,임지연,오유진,이얼,장소연,이대연,오정세,박효주,최윤슬"
232,프라임 러브,2005-12-08,"1,308,088,500",0.1%,"1,308,088,500","209,747","209,747",136,"6,294",미국,미국,포커스피쳐스,(주)튜브엔터테인먼트,15세관람가,"코미디,멜로/로맨스",벤 영거,"메릴 스트립,우마 서먼,브라이언 그린버그"
233,"소년, 천국에 가다",2005-11-11,"1,258,000,500",0.1%,"1,258,000,500","207,189","207,189",193,"7,889",한국,한국,"(주)싸이더스,(주)크리스마스엔터테인먼트,㈜렛츠필름","(주)쇼박스,영화사청어람(주)",12세관람가,드라마,윤태용,"염정아,박해일,홍수연,이봉원,손보현,김만근,조민수,조상호,박은수,조우영,안보영,안지영,김보라,강유근,장영석,박미선,이석예,이수일"
234,게드전기 : 어스시의 전설,2006-08-10,"1,228,276,500",0.1%,"1,228,276,500","205,490","205,490",143,"6,164",일본,일본,스튜디오 지브리,(주)쇼박스,전체관람가,"애니메이션,판타지,어드벤처",미야자키 고로,"오카다 준이치,스가와라 분타"
235,브로크백 마운틴,2006-03-01,"1,328,322,900",0.1%,"1,328,322,900","204,275","204,275",45,"4,849",미국,미국,,"유니버설픽쳐스인터내셔널 코리아(유),CJ ENM",15세관람가,드라마,이안,"히스 레저,제이크 질렌할"
236,텍사스 전기톱 연쇄살인사건,2005-06-16,"1,294,883,500",0.1%,"1,294,883,500","201,990","201,990",97,"7,637",미국,미국,"뉴라인 시네마,넥스트 엔터테인먼트,플래티넘 듄즈,라다 픽쳐스",(주)쇼박스,18세관람가,공포(호러),마커스 니스펠,제시카 비엘
237,사랑할 때 이야기하는 것들,2006-11-30,"1,251,587,700",0.1%,"1,251,587,700","200,836","200,836",195,"10,418",한국,한국,(주)오브젝트필름,(주)시네마서비스,15세이상관람가,"멜로/로맨스,드라마",변승욱,"한석규,전소영,김지수,소윤성,조영인,김병민,주승환,김금선,민인기,이훈,임현석,이영순,이한위,정혜선,최철호,오정세,백지원,정인기,최교식"
238,가족의 탄생,2006-05-18,"1,222,259,500",0.1%,"1,222,259,500","200,595","200,595",149,"7,890",한국,한국,블루스톰(주),롯데쇼핑㈜롯데엔터테인먼트,15세관람가,드라마,김태용,"문소리,엄태웅,고두심,공효진,김혜옥,정유미,류승범,봉태규,김현아,김꽃비,주진모,이인철,우현,박미현,조희봉,고규필,김동영,류성현"
239,네버랜드를 찾아서,2005-02-25,"1,287,392,500",0.1%,"1,287,392,500","200,339","200,339",52,"4,852",미국,미국,미라맥스 필름즈,브에나비스타인터내셔널코리아,12세관람가,드라마,마크 포스터,"더스틴 호프만,케이트 윈슬렛,조니 뎁"
