■ 기간별 박스오피스,,,,,,,,,,,,,,,,,
- 조회일: 2021-08-06,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간: 2003-01-01~2004-12-31   영화구분: 전체   국적: 전체   지역: 전체   제작사 : 전체   배급사 : 전체   감독명 : 전체   배우명 : 전체   등급별 : 전체   장르별 : 전체 ],,,,,,,,,,,,,,,,,
순위,영화명,개봉일,매출액 ,매출액,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
174,고티카,2004-04-02,"152,738,500",0.0%,"152,738,500","23,473","23,473",16,795,미국,미국,"다크 캐슬 엔터테인먼트,워너 브러더스 픽쳐스,콜럼비아트라이스타영화㈜",한국소니픽쳐스릴리징브에나비스타영화㈜,15세관람가,공포(호러),마티유 카소비츠,"할리 베리,로버트 다우니 주니어,페넬로페 크루즈"
175,런어웨이,2004-01-30,"149,954,000",0.0%,"149,954,000","23,415","23,415",13,387,미국,미국,,이십세기폭스필름코퍼레이션,15세관람가,스릴러,게리 플레더,"더스틴 호프만,진 해크만,레이첼 와이즈"
176,타임라인,2004-02-27,"147,478,500",0.0%,"147,478,500","23,130","23,130",20,718,미국,미국,파라마운트 픽쳐스,(주)튜브엔터테인먼트,15세관람가,SF,리차드 도너,"제라드 버틀러,프란시스 오코너,폴 워커"
177,영 아담,2004-12-03,"146,296,000",0.0%,"146,296,000","22,769","22,769",33,"1,509",영국,영국,"UK Film Council,스카티쉬 스크린",롯데쇼핑㈜롯데엔터테인먼트,18세관람가,드라마,데이빗 맥킨지,"이완 맥그리거,피터 뮬란,틸다 스윈튼"
178,대단한 유혹,2004-06-25,"145,741,000",0.0%,"145,741,000","22,271","22,271",23,746,캐나다,캐나다,맥스 필름즈 프로덕션즈,필름뱅크(주),전체관람가,코미디,장 프랑소아 풀리오,"브누아 브리에르,다비드 부탱"
179,천공의 성 라퓨타,2004-04-30,"130,820,500",0.0%,"130,820,500","21,237","21,237",10,637,일본,일본,지브리 스튜디오,대원미디어(주),전체관람가,애니메이션,미야자키 하야오,"안나 파킨,타나카 마유미,제임스 반 데 빅,하야시바라 메구미,이토 히로시"
180,도마 안중근,2004-09-10,"128,953,000",0.0%,"128,953,000","20,318","20,318",59,"1,814",한국,한국,(주)소스원프로덕션,(주)소스원프로덕션,전체관람가,드라마,서세원,"유오성,고두심,임명규,박정환,정혜선,최우혁,정성모,강민선,김효섭,안성균,노은영,한명숙,서광석,원주한,유재영,박소연,조유진"
181,나쁜 교육,2004-09-17,"132,891,500",0.0%,"132,891,500","20,050","20,050",18,701,스페인,스페인,까날 플러스 에스파냐,"(주)스폰지이엔티,(주)홈초이스",18세관람가,드라마,페드로 알모도바르,
182,춤추는 대수사선 2,2003-12-12,"129,612,500",0.0%,"129,612,500","19,882","19,882",6,279,일본,일본,,(주)오시네마,12세관람가,"액션,범죄,코미디",모토히로 카츠유키,"오다 유지,후카츠 에리"
183,아이덴티티,2003-10-31,"136,705,000",0.0%,"136,705,000","19,873","19,873",5,248,미국,미국,콜럼비아트라이스타,콜럼비아트라이스타,15세관람가,"범죄,스릴러",제임스 맨골드,"존 쿠삭,레이 리오타"
184,스쿠비-두2 : 몬스터 대소동,2004-04-30,"118,785,500",0.0%,"118,785,500","18,954","18,954",12,605,미국,미국,워너브러더스사㈜,워너브러더스 코리아(주),전체관람가,코미디,라자 고스넬,"프린즈 프레디 주니어,사라 미셀 겔러"
185,셧업,2004-08-27,"120,150,500",0.0%,"120,150,500","18,636","18,636",49,"1,790",프랑스,프랑스,유니온 제너럴 시네마토그래픽 (UGC),쇼이스트(주),15세관람가,코미디,프랑시스 베베르,"제라르 드빠르디유,장 르노"
186,내 생애 최고의 데이트,2004-03-19,"122,230,500",0.0%,"122,230,500","18,401","18,401",7,472,미국,미국,드림웍스픽쳐스,CJ ENM,12세관람가,멜로/로맨스,로버트 루케틱,"조쉬 더하멜,토퍼 그레이스,케이트 보스워스"
187,휴먼 스테인,2004-03-05,"117,363,500",0.0%,"117,363,500","18,141","18,141",14,569,미국,미국,미라맥스 필름즈,(주)쇼박스,15세관람가,드라마,로버트 벤튼,"니콜 키드먼,안소니 홉킨스,에드 해리스"
188,8명의 여인들,2004-02-27,"117,192,000",0.0%,"117,192,000","17,900","17,900",10,427,프랑스,프랑스,,무비즈엔터테인먼트㈜,15세관람가,코미디,프랑수아 오종,"까뜨린느 드뇌브,이자벨 위페르,다니엘 다리우"
189,브라더 베어,2004-01-16,"113,131,000",0.0%,"113,131,000","17,184","17,184",11,281,미국,미국,,한국소니픽쳐스릴리징브에나비스타영화㈜,전체관람가,드라마,"애론 블레이즈,로버트 워커","제레미 슈어레즈,와킨 피닉스"
190,미치고 싶을 때,2004-11-12,"107,512,000",0.0%,"107,512,000","16,252","16,252",46,"1,274",독일,독일,,제이에스필름,18세관람가,드라마,파티 아킨,"시벨 케킬리,비롤 위넬"
191,스타스키와 허치,2004-04-30,"93,939,500",0.0%,"93,939,500","14,212","14,212",28,909,미국,미국,"디멘션 필름즈,워너 브러더스 픽쳐스",한국소니픽쳐스릴리징브에나비스타영화㈜,12세관람가,액션,토드 필립스,"오웬 윌슨,벤 스틸러"
192,열두명의 웬수들,2004-02-13,"86,271,500",0.0%,"86,271,500","13,537","13,537",12,429,미국,미국,,이십세기폭스필름코퍼레이션,전체관람가,코미디,숀 레비,"스티브 마틴,보니 헌트,힐러리 더프,블레이크 우드러프"
193,웨일 라이더,2004-10-08,"83,650,500",0.0%,"83,650,500","12,996","12,996",29,"1,226",뉴질랜드,뉴질랜드,판도라 필름,무비즈엔터테인먼트㈜,전체관람가,"드라마,가족",니키 카로,"케이샤 캐슬-휴즈,라위리 파라텐느"
194,웰컴 투 콜린우드,2003-01-17,"79,714,000",0.0%,"79,714,000","12,453","12,453",5,272,미국,미국,,에이라인,15세관람가,"코미디,범죄","안소니 루소,조 루소","조지 클루니,샘 록웰,이사야 워싱턴"
195,강호,2004-10-22,"78,654,000",0.0%,"78,654,000","12,317","12,317",36,"1,584",홍콩,홍콩,애니타임픽쳐스,쇼이스트(주),18세관람가,액션,황정보,"유덕화,장학우,증지위,오천련"
196,엘리펀트,2004-08-27,"79,533,000",0.0%,"79,533,000","11,721","11,721",7,561,미국,미국,"피어메이커스스튜디오,HBO필름,파이 필름",(주)동숭아트센터,18세관람가,"범죄,드라마",구스 반 산트,"알렉스 프로스트,에릭 두런"
197,베이직,2004-02-06,"74,752,500",0.0%,"74,752,500","11,646","11,646",12,500,미국,미국,,코리아픽쳐스(주),15세관람가,액션,존 맥티어난,"사무엘 L. 잭슨,코니 닐슨,존 트라볼타"
198,러브 미 이프 유 대어,2004-03-05,"72,375,500",0.0%,"72,375,500","11,266","11,266",12,472,프랑스,프랑스,"프랑스2시네마,스튜디오 카날",(주)엔터모드,15세관람가,멜로/로맨스,얀 사뮤엘,"마리온 꼬띨라르,기욤 까네"
199,룩 앳 미,2004-12-23,"75,803,000",0.0%,"75,803,000","11,220","11,220",10,319,프랑스,프랑스,까날 플러스,(주)스폰지이엔티,15세관람가,드라마,아그네스 자우이,"마릴루 베리,장-피에르 바크리"
200,고독이 몸부림칠 때,2004-03-19,"68,938,500",0.0%,"68,938,500","10,745","10,745",20,826,한국,한국,(주)마술피리,"(주)쇼박스,영화사풍년상회(주)",15세관람가,코미디,이수인,"주현,선우용녀,김무생,박영규,송재호,양택조,진희경,이주실,서원상,김재환,김준배,김준배,이재응,이세영"
201,야마카시,2003-12-05,"65,707,500",0.0%,"65,707,500","10,032","10,032",4,264,프랑스,프랑스,,,15세관람가,"액션,드라마,범죄",아리엘 제이통,"쇼 벨 딘,윌리엄스 벨"
202,헌티드 맨션,2004-04-15,"65,121,000",0.0%,"65,121,000","9,883","9,883",14,727,미국,미국,월트디즈니컴퍼니코리아(주),한국소니픽쳐스릴리징브에나비스타영화㈜,전체관람가,코미디,롭 민코프,"에디 머피,테렌스 스탬프"
203,노 맨스 랜드,2004-12-03,"59,961,500",0.0%,"59,961,500","8,916","8,916",8,434,프랑스,프랑스,카우니핸 빌리어스 프로덕션,㈜영화사 백두대간,전체관람가,드라마,다니스 타노비치,"브랑코 쥬리치,레네 비또라야쯔"
204,팻 걸,2004-08-20,"54,722,500",0.0%,"54,722,500","8,548","8,548",7,336,프랑스,프랑스,,㈜영화사 백두대간,18세관람가,드라마,까트린느 브레이야,"아나이스 르부,록산느 메스퀴다"
205,피구의 제왕,2004-11-12,"50,122,500",0.0%,"50,122,500","7,901","7,901",19,487,미국,미국,,이십세기폭스필름코퍼레이션,12세관람가,코미디,로슨 마샬 터버,"벤 스틸러,빈스 본,크리스틴 테일러"
206,스파이 키드 3D,2004-02-13,"39,779,500",0.0%,"39,779,500","6,530","6,530",3,113,미국,미국,,CJ ENM,전체관람가,액션,로버트 로드리게즈,"알레한드로 로즈-가르시아,다릴 사바라,칼라 구기노,알렉사 베가,안토니오 반데라스"
207,배틀로얄 2 - 레퀴엠,2004-04-09,"40,402,500",0.0%,"40,402,500","6,421","6,421",14,356,일본,일본,,(주)동아수출공사,15세관람가,액션,"후카사쿠 킨지,후카사쿠 켄타","오시나리 슈고,마에다 아이"
208,클린,2004-11-26,"39,106,000",0.0%,"39,106,000","6,033","6,033",12,374,프랑스,프랑스,"센터 내셔널 드 라 시네마토그라피,까날 플러스",(주)스폰지이엔티,15세관람가,드라마,올리비에 아사야스,"장만옥,닉 놀테"
209,연애사진,2004-04-09,"39,402,500",0.0%,"39,402,500","6,021","6,021",18,399,일본,일본,쇼지쿠 컴퍼니,(주)스폰지이엔티,15세관람가,드라마,츠츠미 유키히코,"히로스에 료코,마츠다 류헤이"
210,영원과 하루,2004-11-17,"39,790,500",0.0%,"39,790,500","5,790","5,790",3,146,그리스,"그리스,프랑스,이탈리아",스튜디오 카날,㈜영화사 백두대간,전체관람가,드라마,테오 앙겔로풀로스,"브루노 간츠,이자벨 르노"
211,아웃 오브 타임,2004-03-12,"37,610,000",0.0%,"37,610,000","5,770","5,770",7,272,미국,미국,메트로-골드윈-마이어,이십세기폭스필름코퍼레이션,15세관람가,스릴러,칼 프랭클린,"에바 멘데스,덴젤 워싱턴"
212,퍼니셔,2004-09-10,"36,507,500",0.0%,"36,507,500","5,664","5,664",10,358,미국,미국,마블 엔터테인먼트,한국소니픽쳐스릴리징브에나비스타영화㈜,18세관람가,액션,조나단 헨스라이,"토마스 제인,존 트라볼타"
213,황산벌,2003-10-17,"41,549,500",0.0%,"41,549,500","5,602","5,602",5,156,한국,한국,(주)씨네월드,(주)씨네월드,15세관람가,코미디,이준익,"박중훈,정진영,오지명,김병철,김선아,김윤태,이문식,조대은,김만수,김현두,나수원,조철현,박희영,한기업,주은영,권진모,김대중,김덕수,민성주,이지홍,이환,최석환,박수현,김진섭,이준희,김영조,김요한,이원종,신정근,우현,손진호,정대용,전원주,고규필,류승수,조달환,이상훈,박윤호"
214,카우 삼총사,2004-08-06,"34,027,500",0.0%,"34,027,500","5,592","5,592",9,201,미국,미국,월트 디즈니 픽쳐스,한국소니픽쳐스릴리징브에나비스타영화㈜,전체관람가,애니메이션,"윌 핀,존 샌포드","랜디 퀘이드,주디 덴치,제니퍼 틸리"
215,내겐 너무 아찔한 그녀,,"38,127,500",0.0%,"38,127,500","5,522","5,522",9,358,미국,미국,폭스2000픽처스,이십세기폭스코리아(주),18세관람가,코미디,루크 그린필드,"에밀 허쉬,엘리샤 커스버트"
216,천년여우,2004-07-09,"33,891,000",0.0%,"33,891,000","5,472","5,472",10,263,일본,일본,매드하우스(マッドハウス),무비즈엔터테인먼트㈜,12세관람가,"스릴러,애니메이션",곤 사토시,
217,날으는 돼지 - 해적 마테오,2004-07-24,"34,216,000",0.0%,"34,216,000","5,466","5,466",6,180,한국,한국,동우에이앤이(주),에이아이씨코리아(AIC KOREA),전체관람가,애니메이션,송근식,"강수진,노민우,이장우,김호성,서영준,서원석,서원석,김학철"
218,[통합]단편영화,,"24,322,000",0.0%,"24,322,000","4,651","4,651",2,318,기타,기타,,,,,,
219,러브 인 아프리카,2004-12-10,"29,207,000",0.0%,"29,207,000","4,590","4,590",6,198,독일,독일,바바리아필름,(주)튜브엔터테인먼트,15세관람가,드라마,까롤리네 링크,"메랍 니니트쩨,율리안느 콜러,레아 쿠르카"
220,붙어야 산다,2004-02-27,"29,152,000",0.0%,"29,152,000","4,581","4,581",12,272,미국,미국,이십세기폭스필름코퍼레이션,이십세기폭스필름코퍼레이션,12세관람가,코미디,"바비 패럴리,피터 패럴리","맷 데이먼,그렉 키니어"
221,스노우 보더,2003-12-24,"29,847,000",0.0%,"29,847,000","4,552","4,552",1,67,프랑스,"프랑스,미국",,쇼이스트(주),15세관람가,액션,올리아스 바르코,"니콜라스 뒤보셸,그레고리 콜린"
222,더 블루스-소울 오브 맨,2004-05-14,"29,099,000",0.0%,"29,099,000","4,361","4,361",2,175,독일,독일,"카파 프로덕션,로드 무비 필름프로덕션,불칸 프로덕션",(주)스폰지이엔티,전체관람가,드라마,빔 벤더스,"제임스 블루드 울머,벡"
223,호텔 비너스,2004-09-10,"28,389,500",0.0%,"28,389,500","4,358","4,358",4,135,일본,일본,아스믹에이스엔터테인먼트,CJ ENM,12세관람가,드라마,다카하타 히데타,"쿠사나기 츠요시,이준기,박정우,조은지,유민"
224,섹스 이즈 코메디,2004-09-16,"28,148,500",0.0%,"28,148,500","4,139","4,139",2,129,프랑스,프랑스,"까날 플러스,플라치필름,프랑스텔레비젼디스트리뷰션,르 스튜디오 카날+",㈜영화사 백두대간,18세관람가,코미디,까트린느 브레이야,그레고리 콜린
225,슈퍼 사이즈 미,2004-11-12,"23,545,000",0.0%,"23,545,000","3,914","3,914",16,406,미국,미국,,(주)스튜디오이쩜영,12세관람가,다큐멘터리,모간 스퍼록,모간 스퍼록
226,엄마는 여자를 좋아해,2004-04-30,"23,383,500",0.0%,"23,383,500","3,911","3,911",6,214,스페인,스페인,,판씨네마(주),15세관람가,코미디,"다니엘라 페허만,이네스 파리스",실비아 아바스칼
227,머나먼 사랑,2004-02-13,"24,525,500",0.0%,"24,525,500","3,698","3,698",11,229,미국,미국,,UIP코리아,15세관람가,드라마,마틴 캠벨,"클라이브 오웬,안젤리나 졸리"
228,클레멘타인,2004-05-21,"22,983,000",0.0%,"22,983,000","3,562","3,562",9,247,한국,한국,펄스타 픽쳐스,(주)엔터모드,15세관람가,액션,김두영,"이동준,스티븐 시걸,은서우,김혜리,손철,윤현숙,윤현정,김규민,김희찬,김병채,김봉준,김성남,최영웅,이승윤,이영환,김영문,임호,기주봉,임혁필,전원주,최윤슬"
229,곰이 되고 싶어요,2004-01-30,"21,265,500",0.0%,"21,265,500","3,353","3,353",6,132,덴마크,덴마크,,필름뱅크(주),전체관람가,드라마,야니크 하스트럽,오토 브랜덴버그
230,코로나도,2003-12-12,"21,145,500",0.0%,"21,145,500","3,242","3,242",2,82,미국,"미국,독일",,인터비스앤파트너스(주),12세관람가,어드벤처,클라우디오 파,"크리스틴 다틸로,클레이턴 로너"
231,그 여름 가장 조용한 바다,2004-08-13,"18,894,000",0.0%,"18,894,000","3,102","3,102",1,56,일본,일본,"오피스 키타노,토호 컴퍼니","(주)영화사 진진,(주)스폰지이엔티",12세관람가,드라마,기타노 다케시,"카와하라 사부,마키 쿠로우도"
232,마법경찰 갈갈이와 옥동자,2004-02-13,"18,446,500",0.0%,"18,446,500","3,074","3,074",13,252,한국,한국,(주)토토엔터테인먼트,콜럼비아트라이스타㈜,전체관람가,코미디,이한열,"박준형,정종철,안갑용,정선교,이미혜,박석희,이수근"
233,오토기리소우,2004-04-23,"18,603,500",0.0%,"18,603,500","2,959","2,959",8,279,일본,일본,,무비즈엔터테인먼트㈜,15세관람가,공포(호러),시모야마 텐,"마츠오 레이코,오키나 메구미,사이토 요이치로"
234,프리키 프라이데이,2004-04-02,"18,798,500",0.0%,"18,798,500","2,862","2,862",11,279,미국,미국,,한국소니픽쳐스릴리징브에나비스타영화㈜,전체관람가,코미디,마크 S. 워터스,"제이미 리 커티스,린제이 로한,해롤드 굴드,채드 마이클 머레이"
235,맥덜,2004-09-03,"16,913,000",0.0%,"16,913,000","2,824","2,824",17,257,홍콩,홍콩,"블리스픽쳐스,런치타임 프로덕션",(주)스폰지이엔티,전체관람가,애니메이션,원건도,"황추생,임해봉"
236,나에게 유일한,2004-08-06,"18,060,500",0.0%,"18,060,500","2,725","2,725",1,101,이탈리아,이탈리아,판당고,(주)동숭아트센터,15세관람가,코미디,가브리엘 무치노,"실비오 무치노,줄리아 스테게왈트"
237,6월의 뱀,2004-12-10,"17,850,000",0.0%,"17,850,000","2,718","2,718",7,292,일본,일본,카이쥬 씨어터,(주)마블엔터테인먼트,18세관람가,미스터리,츠카모토 신야,"구로사와 아스카,코타리 유지,츠카모토 신야"
238,베른의 기적,2004-09-10,"16,273,000",0.0%,"16,273,000","2,618","2,618",11,227,독일,독일,"세나토르 필름 프로덕션,세븐 픽쳐스","무비즈엔터테인먼트㈜,팝엔터테인먼트",전체관람가,드라마,손케 보르트만,"루이스 클람로스,피터 로메이어,사스카 고펠"
239,마이 제너레이션,2004-12-03,"16,793,500",0.0%,"16,793,500","2,559","2,559",3,224,한국,한국,엔디에스오삼일칠,아트플러스시네마네트워크,15세관람가,드라마,노동석,"이명수,유재경,최두영,김병석,최재훈,안슬기,박경목,이성중,이광우"
240,모두 하고 있습니까?,2004-08-06,"15,333,000",0.0%,"15,333,000","2,546","2,546",1,42,일본,일본,,"(주)영화사 진진,(주)스폰지이엔티",18세관람가,코미디,기타노 다케시,"히다리 토키에,하쿠류"
241,미스틱 리버,2003-12-05,"14,897,000",0.0%,"14,897,000","2,379","2,379",3,89,미국,미국,,워너브러더스 코리아(주),15세관람가,"미스터리,드라마,범죄",클린트 이스트우드,"숀 펜,팀 로빈스,케빈 베이컨"
242,호미사이드,2003-12-12,"13,968,000",0.0%,"13,968,000","2,067","2,067",2,53,미국,미국,콜럼비아트라이스타,콜럼비아트라이스타,15세관람가,"액션,범죄,코미디",론 쉘톤,"해리슨 포드,조쉬 하트넷"
243,아임 낫 스케어드,2004-08-06,"12,147,500",0.0%,"12,147,500","1,842","1,842",1,52,스페인,스페인,,(주)씨네진,12세관람가,드라마,가브리엘 살바토레,마티아 디 피에로
244,송환,2004-03-19,"11,672,000",0.0%,"11,672,000","1,829","1,829",3,157,한국,한국,푸른영상,㈜인디스토리,12세관람가,다큐멘터리,김동원,"김선명,조창손,김영식"
245,무간도2 - 혼돈의 시대,2003-12-05,"12,202,500",0.0%,"12,202,500","1,826","1,826",3,96,홍콩,홍콩,브에나비스타인터내셔널,태창엔터테인먼트(주),15세관람가,"범죄,드라마","유위강,맥조휘","진관희,여문락,황추생,증지위"
246,씨비스킷,2003-11-21,"11,926,500",0.0%,"11,926,500","1,795","1,795",3,109,미국,미국,브에나비스타인터내셔널,월트디즈니코리아㈜,12세관람가,드라마,게리 로스,"토비 맥과이어,제프 브리지스"
247,쿼바디스 도미네,2004-12-10,"10,546,500",0.0%,"10,546,500","1,786","1,786",5,190,폴란드,폴란드,"HBO필름,텔레위쟈 폴스카,제스폴 필모이 ""토르""",신한영화(주),15세관람가,드라마,예르지 카발레로비치,"파웰 데라그,마그데레나 미엘카즈"
248,3-4X10월,2004-08-20,"10,045,000",0.0%,"10,045,000","1,759","1,759",1,56,일본,일본,,(주)스폰지이엔티,18세관람가,코미디,기타노 다케시,"야나기 유레이,오노 마사히코,이구치 다카히토"
249,8 마일,2003-02-21,"10,214,000",0.0%,"10,214,000","1,629","1,629",2,55,미국,미국,,"유니버설픽쳐스인터내셔널 코리아(유),유아이피-씨아이씨영화및비디오배급(유)","18세관람가,15세이상관람가",드라마,커티스 핸슨,"에미넴,킴 베이싱어,브리트니 머피,안소니 마키"
250,고하토,2004-04-23,"10,632,500",0.0%,"10,632,500","1,613","1,613",9,242,일본,일본,"오시마 프로덕션즈,카도카와 쇼튼 퍼블리싱,이마지카 코퍼레이션",(주)오시네마,15세관람가,드라마,오시마 나기사,"마츠다 류헤이,기타노 다케시"
251,싸이퍼,2003-11-28,"9,910,000",0.0%,"9,910,000","1,579","1,579",1,38,미국,미국,,(주)오시네마,15세관람가,"스릴러,액션",빈센조 나탈리,"제레미 노담,루시 루"
252,붉은 다리 아래 따뜻한 물,2004-04-30,"9,398,700",0.0%,"9,398,700","1,457","1,457",3,102,일본,일본,"카트린 뒤사르 프로덕션,꼼 데 시네마,에이세이 게키요,이마무라프로덕션,니카추",(주)동숭아트센터,18세관람가,드라마,이마무라 쇼헤이,"시미즈 미사,바이쇼 미츠코"
253,신설국,2004-02-27,"8,924,000",0.0%,"8,924,000","1,308","1,308",7,108,일본,일본,케이에스에스,(주)동아수출공사,18세관람가,드라마,코토 코이치,"오쿠다 에이지,유민"
254,네드 켈리,2004-04-16,"8,074,500",0.0%,"8,074,500","1,270","1,270",6,178,호주,호주,"AFC(Australian Film Commission),스튜디오 카날,더 오스 그룹,워킹 타이틀 필름",UIP코리아,15세관람가,드라마,그레고 조단,"히스 레저,올랜도 블룸,나오미 왓츠,제프리 러쉬"
255,스캔들-조선남녀상열지사,2003-10-02,"10,521,000",0.0%,"10,521,000","1,175","1,175",3,41,한국,한국,(주)영화사봄,CJ ENM,18세관람가,사극,이재용,"배용준,전도연,이미숙,이소연,조현재,이미지,조유나,홍진호,노승희,민경옥,박상후,이영실,박선호,김흥규,이연호,조기훈,김준수,강규성,허명행,나한일,최성민"
256,20 30 40,2004-10-22,"7,264,500",0.0%,"7,264,500","1,125","1,125",9,181,대만,대만,,한국소니픽쳐스릴리징브에나비스타영화㈜,15세관람가,"코미디,드라마",장애가,"장애가,유약영,이심결"
257,미라클 메이커,2004-04-01,"7,187,000",0.0%,"7,187,000","1,109","1,109",1,91,영국,영국,"비비씨필름즈,브리티쉬스크린,아이콘엔터테인먼트인터내셔널",,전체관람가,"드라마,애니메이션","데릭 W. 헤이즈,스탠니슬라브 소코로브","마이클 브라이언트,랄프 파인즈"
258,밝은 미래,2004-04-23,"6,910,500",0.0%,"6,910,500","1,088","1,088",1,33,일본,일본,,(주)미로비젼,12세관람가,드라마,구로사와 기요시,"아사노 타다노부,오다기리 조,후지 타츠야"
259,루니 툰 : 백 인 액션,2003-12-24,"6,840,500",0.0%,"6,840,500","1,079","1,079",1,23,미국,미국,,워너브러더스 코리아(주),전체관람가,"액션,어드벤처",조 단테,"브렌든 프레이저,제나 엘프만,티모시 달튼"
260,워킹 톨,2004-09-10,"6,799,000",0.0%,"6,799,000","1,069","1,069",6,145,미국,미국,하이드파크엔터테인먼트,이십세기폭스필름코퍼레이션,15세관람가,액션,케빈 브레이,"조니 녹스빌,드웨인 존슨"
261,붉은 돼지,2003-12-19,"7,050,000",0.0%,"7,050,000",998,998,1,9,일본,일본,,브에나비스타인터내셔널,전체관람가,"애니메이션,전쟁",미야자키 하야오,모리야마 수이치로
262,월드 오브 투모로우,2005-01-14,"3,620,000",0.0%,"3,620,000",905,905,2,4,미국,미국,파라마운트 픽쳐스,(주)쇼박스,전체관람가,SF,케리 코란,"기네스 팰트로우,주드 로,안젤리나 졸리"
263,프렌치 아메리칸,2003-11-21,"5,542,500",0.0%,"5,542,500",895,895,2,43,미국,"미국,프랑스",,이십세기폭스필름코퍼레이션,15세관람가,"멜로/로맨스,코미디",제임스 아이보리,"케이트 허드슨,나오미 왓츠"
264,실종,2004-02-27,"5,252,000",0.0%,"5,252,000",856,856,4,65,미국,미국,,한국소니픽쳐스릴리징브에나비스타영화㈜,15세관람가,스릴러,론 하워드,"토미 리 존스,에릭 슈웨이그,발 킬머,케이트 블란쳇"
265,화양연화,2000-10-20,"3,042,000",0.0%,"3,042,000",726,726,1,29,홍콩,"홍콩,프랑스",,(주)디스테이션,"15세관람가,15세이상관람가","드라마,멜로/로맨스",왕가위,"장만옥,양조위"
266,샤크,2005-01-07,"5,257,500",0.0%,"5,257,500",585,585,2,9,미국,미국,"드림웍스 애니메이션,드림웍스 SKG",CJ ENM,전체관람가,"애니메이션,코미디","비키 젠슨,롭 레터맨","윌 스미스,로버트 드 니로"
267,퍼펙트 블루,2004-05-26,"3,941,000",0.0%,"3,941,000",563,563,1,56,일본,일본,,(주)튜브엔터테인먼트,18세관람가,"스릴러,애니메이션",곤 사토시,"마츠모토 리카,츠지 신파치,이와오 준코"
268,씬,2004-03-19,"3,679,000",0.0%,"3,679,000",560,560,1,18,미국,미국,,이십세기폭스필름코퍼레이션,15세관람가,공포(호러),브라이언 헬겔랜드,"마크 애디,히스 레저,샤닌 소사몬,벤노 퓨어만"
269,오구,2003-11-28,"3,581,500",0.0%,"3,581,500",544,544,1,27,한국,한국,마오필름(주),마오필름(주),15세관람가,드라마,이윤택,"강부자,이재은,강나루,윤태웅,박종훈,추은경,박현철,이지원,장재호,권상용,김조규,조영진"
270,소녀 검객 아즈미 대혈전,2004-06-25,"3,378,500",0.0%,"3,378,500",538,538,3,45,일본,일본,도에이,(주)스폰지이엔티,18세관람가,액션,기타무라 류헤이,"우에토 아야,오다기리 조,타케나카 나오토"
271,삼사라,2004-11-26,"2,440,000",0.0%,"2,440,000",488,488,1,23,프랑스,프랑스,"판당고,판도라 필름프로덕션 ,파라다이스 필름",㈜세종커뮤니케이션스,18세관람가,드라마,판 나린,"숀 쿠,닐레샤 바보라"
272,막달레나 시스터즈,2004-05-07,"3,206,000",0.0%,"3,206,000",458,458,1,58,잉글랜드,잉글랜드,필름카운실,(주)인피니티엔터테인먼트,18세관람가,드라마,피터 뮬란,"앤-마리 듀프,노라-제인 눈"
273,취한 말들을 위한 시간,2004-07-30,"1,820,500",0.0%,"1,820,500",441,441,1,20,이란,이란,,㈜영화사 백두대간,전체관람가,드라마,바흐만 고바디,"로진 요우네시,아윱 아마디"
274,강령,2004-04-23,"2,745,500",0.0%,"2,745,500",440,440,1,26,일본,일본,,(주)미로비젼,15세관람가,공포(호러),구로사와 기요시,"후부키 준,쿠사나기 츠요시"
274,리지 맥과이어,2004-02-27,"3,082,000",0.0%,"3,082,000",440,440,1,13,미국,미국,"월트 디즈니 픽쳐스,틴 라이프 프로덕션",한국소니픽쳐스릴리징브에나비스타영화㈜,전체관람가,코미디,짐 펄,"힐러리 더프,야니 겔만,아담 램버그"
276,최후의 만찬,2003-11-14,"3,896,000",0.0%,"3,896,000",332,332,5,40,한국,한국,(주)글로벌원해바라기필름,아우라엔터테인먼트,15세관람가,코미디,손영호,"이종원,김보성,조윤희,최진희,홍지현,김헌,하근영,박태선,백종헌,강수정,장경희,장용철,임영숙,이종관,정성관,여운국,양요한,이재규,권병길"
277,키다리 아저씨,2005-01-14,"2,050,000",0.0%,"2,050,000",296,296,1,1,한국,한국,"웰메이드엔터테인먼트,(주)유빈픽쳐스",CJ ENM,12세관람가,드라마,공정식,"하지원,연정훈,신이,김정난,정준하,손민경,조원경,권태근,변민지,강혜림,김부현,김덕진,민병훈,윤여송,정영주,양혜선,금보라,박은혜,현빈,오대규,정민성"
278,브링 다운 더 하우스,2004-02-27,"2,138,500",0.0%,"2,138,500",292,292,1,13,미국,미국,터치스톤 픽처스,한국소니픽쳐스릴리징브에나비스타영화㈜,15세관람가,코미디,아담 쉥크만,"스티브 마틴,퀸 라티파,유진 레비,진 스마트"
279,지옥갑자원,2004-09-10,"1,876,000",0.0%,"1,876,000",285,285,5,43,일본,일본,,(주)영화사한결,15세관람가,코미디,야마구치 유다이,"사카구치 타크,이토 아츠시,사카키 히데오"
