■ 기간별 박스오피스,,,,,,,,,,,,,,,,,
- 조회일: 2021-08-06,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간: 2007-01-01~2008-12-31   영화구분: 일반영화   국적: 전체   지역: 전체   제작사 : 전체   배급사 : 전체   감독명 : 전체   배우명 : 전체   등급별 : 전체   장르별 : 전체 ],,,,,,,,,,,,,,,,,
순위,영화명,개봉일,매출액 ,매출액,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
,,,,점유율 ,,,,,,,,,,,,,
199,러브 & 트러블,2007-06-14,"1,775,819,000",0.1%,"1,775,819,000","264,393","264,393",174,"14,185",프랑스,프랑스,,(주)프라임엔터테인먼트,15세이상관람가,"멜로/로맨스,코미디",알렉 케시시안,"브리트니 머피,샌티에고 카브레라"
200,마이 뉴 파트너,2008-03-06,"1,699,031,500",0.1%,"1,699,031,500","260,734","260,734",220,"15,833",한국,한국,케이엠컬쳐㈜,(주)엠플러스픽쳐스,15세이상관람가,"액션,코미디",김종현,"안성기,이창민,조한선,정석용,조진웅,이은지,최일화,박철민,선우선,정인기,김수남,송선찬,신병훈,조성환,김유신,신재연,한준혁,박혜민,한준,정민영,정세영,김수일,오혜정,이찬수,최진호,김여진,정찬,류승수,차은재,정민성,김영웅"
201,아포칼립토,2007-01-31,"1,626,792,700",0.1%,"1,626,792,700","260,354","260,354",155,"8,861",미국,미국,터치스톤 픽처스,이십세기폭스필름코퍼레이션,청소년관람불가,"액션,어드벤처",멜 깁슨,"루디 영블러드,달리아 헤르난데즈"
202,맥스 페인,2008-11-20,"1,631,146,500",0.1%,"1,631,146,500","258,067","258,067",150,"11,794",미국,미국,,이십세기폭스코리아(주),15세이상관람가,"범죄,스릴러,액션",존 무어,"밀라 쿠니스,마크 웰버그,마크 월버그"
203,1408,2007-08-01,"1,641,210,000",0.1%,"1,641,210,000","252,878","252,878",151,"6,993",미국,미국,디멘션 필름즈,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"공포(호러),스릴러",미카엘 하프스트롬,"존 쿠삭,사무엘 L. 잭슨"
204,공작부인:세기의 스캔들,2008-10-16,"1,594,405,000",0.1%,"1,594,405,000","250,611","250,611",193,"13,417",미국,"미국,영국",,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"사극,멜로/로맨스",사울 딥,"키이라 나이틀리,랄프 파인즈"
205,한니발 라이징,2007-02-28,"1,569,132,800",0.1%,"1,569,132,800","250,060","250,060",178,"12,855",미국,미국,,(주)프라임엔터테인먼트,청소년관람불가,"스릴러,드라마,범죄",피터 웨버,"공리,가스파르 울리엘"
206,걸스카우트,2008-06-05,"1,545,587,500",0.1%,"1,545,587,500","248,813","248,813",265,"13,200",한국,한국,(주)보경사,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"드라마,범죄,코미디",김상만,"나문희,김선아,고준희,최정우,강대희,성동명,소희,손종규,박영훈,임진영,박용철,홍의정,심은정,안태호,이기연,김동민,이건문,이동조,김남윤,지영,지현욱,김경민,최경수,이봉수,윤석찬,임형진,박상현,최승기,정세현,김철준,김창식,김신주,정세형,김향기,정민성,신유람"
207,노크:낯선 자들의 방문,2008-07-02,"1,569,944,000",0.1%,"1,569,944,000","248,807","248,807",180,"10,562",미국,미국,,영화사청어람(주),15세이상관람가,"공포(호러),스릴러",브라이언 버티노,"스캇 스피드맨,리브 타일러,젬마 워드"
208,메신져 - 죽은자들의 경고,2007-06-06,"1,576,705,000",0.1%,"1,576,705,000","245,943","245,943",156,"12,243",미국,미국,,(주)프라임엔터테인먼트,12세관람가,공포(호러),"대니 팽,옥사이드 팽 천","크리스틴 스튜어트,페넬로페 앤 밀러"
209,히어로,2007-11-01,"1,581,123,000",0.1%,"1,581,123,000","245,782","245,782",229,"13,144",일본,일본,,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,드라마,스즈키 마사유키,"기무라 다쿠야,마츠 다카코"
210,킹덤,2007-11-01,"1,638,510,000",0.1%,"1,638,510,000","244,615","244,615",159,"12,118",미국,미국,유니버셜 픽쳐스,유니버설픽쳐스인터내셔널 코리아(유),청소년관람불가,"액션,스릴러",피터 버그,"제이미 폭스,제니퍼 가너"
211,엑스파일:나는 믿고싶다,2008-08-13,"1,610,013,500",0.1%,"1,610,013,500","244,023","244,023",238,"13,000",미국,미국,,이십세기폭스필름코퍼레이션,15세이상관람가,"SF,미스터리,어드벤처",크리스 카터,데이비드 듀코브니
212,27번의 결혼리허설,2008-03-06,"1,602,927,500",0.1%,"1,602,927,500","239,739","239,739",221,"13,670",미국,미국,,이십세기폭스필름코퍼레이션,15세이상관람가,"멜로/로맨스,코미디",앤 플레쳐,"캐서린 헤이글,제임스 마스던,번 코엔"
213,에반 올마이티,2007-07-25,"1,487,273,600",0.1%,"1,487,273,600","236,687","236,687",199,"7,766",미국,미국,"유니버셜 픽쳐스,콜럼비아 픽쳐스 코포레이션",유니버설픽쳐스인터내셔널 코리아(유),전체관람가,"코미디,판타지",톰 새디악,"스티브 카렐,모건 프리먼"
214,디센트,2007-07-05,"1,547,455,100",0.1%,"1,547,455,100","232,447","232,447",181,"11,530",영국,영국,,롯데쇼핑㈜롯데엔터테인먼트,청소년관람불가,"공포(호러),스릴러,어드벤처",닐 마샬,"쇼나 맥도날드,나탈리 잭슨 멘도자"
215,바빌론 A.D.,2008-10-02,"1,496,477,500",0.1%,"1,496,477,500","229,622","229,622",164,"11,839",미국,미국,,이십세기폭스코리아(주),12세이상관람가,"SF,스릴러,액션",마티유 카소비츠,"빈 디젤,멜라니 티에리,양자경"
216,브레이크 업 : 이별후애(愛),2007-03-22,"1,422,274,000",0.1%,"1,422,274,000","225,195","225,195",159,"11,121",미국,미국,유니버셜 픽쳐스,유니버설픽쳐스인터내셔널 코리아(유),15세관람가,"코미디,멜로/로맨스",페이튼 리드,"제니퍼 애니스턴,빈스 본"
217,두 사람이다,2007-08-22,"1,505,964,500",0.1%,"1,505,964,500","224,341","224,341",190,"11,411",한국,한국,"영화사행복,㈜모가비픽쳐스","영화사청어람(주),(주)엠엔에프씨",청소년관람불가,공포(호러),오기환,"윤진서,이새별,이기우,박기웅,정욱,김도연,김민경,김소은,성민,유성권,박신우,김지수,이기우,전국환,이칸희,정인기,백주희"
218,"심슨가족, 더무비",2007-08-22,"1,353,774,000",0.1%,"1,353,774,000","218,027","218,027",167,"8,612",미국,미국,이십세기폭스필름코퍼레이션,이십세기폭스필름코퍼레이션,12세이상관람가,"애니메이션,코미디,어드벤처",데이빗 실버맨,"댄 카스텔라네타,줄리 캐브너"
219,마강호텔,2007-02-22,"1,247,345,300",0.1%,"1,247,345,300","215,817","215,817",213,"13,301",한국,한국,(주)마인엔터테인먼트,(주)쇼박스,15세이상관람가,"코미디,드라마",최성철,"김석훈,송요셉,김성은,손준형,김명두,김한규,홍의정,박형승,류정은,이지훈,오현수,양수연,하은설,박길수,우현,김뢰하,장태성,정민성,주부진,손희순"
220,페넬로피,2008-05-15,"1,396,979,000",0.1%,"1,396,979,000","214,652","214,652",148,"10,687",미국,"미국,영국",,CJ ENM,12세이상관람가,"코미디,멜로/로맨스,판타지",마크 팔란스키,크리스티나 리치
221,비커밍 제인,2007-10-11,"1,366,081,500",0.1%,"1,366,081,500","212,680","212,680",197,"12,227",미국,미국,콜럼비아 픽쳐스 코포레이션,"(주)팝엔터테인먼트,CJ ENM",12세이상관람가,"드라마,멜로/로맨스",줄리언 재롤드,"앤 해서웨이,제임스 맥어보이"
222,라듸오 데이즈,2008-01-31,"1,394,050,500",0.1%,"1,394,050,500","210,525","210,525",253,"11,497",한국,한국,(주)싸이더스,(주)싸이더스,12세이상관람가,코미디,하기호,"류승범,이종혁,김사랑,김뢰하,최우석,황보라,손경호,조석현,홍의정,성기완,조우영,김남윤,이상혁,이남희,최배영,오정세,김영필,이화룡,전수지,김사희,김서원"
223,킬위드미,2008-04-17,"1,420,604,500",0.1%,"1,420,604,500","209,696","209,696",209,"15,756",미국,미국,,(주)엠플러스픽쳐스,청소년관람불가,"범죄,스릴러",그레고리 호블릿,"다이안 레인,빌리 버크,콜린 행크스,펄라 하니-자딘"
224,"대한이, 민국씨",2008-02-14,"1,188,129,500",0.1%,"1,188,129,500","208,695","208,695",173,"9,615",한국,한국,(주)퍼니필름,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,코미디,최진원,"최성국,송요셉,공형진,최정원,윤제문,탁트인,김홍엽,최현미,나유나,남대한,박태준,백송이,진명연,김관후,최기훈,유민희,오원식,정지희,김창성,박진우,이한위,최욱,김중기,최정인,김기천,주부진,박영서"
225,4.4.4,2007-06-20,"1,403,985,500",0.1%,"1,403,985,500","208,645","208,645",142,"11,949",미국,"미국,러시아",,(주)쇼박스,청소년관람불가,"범죄,공포(호러),스릴러",롤랑 조페,"엘리샤 커스버트,다니엘 길리스"
226,철없는 그녀의 아찔한 연애코치,2007-04-05,"1,293,297,500",0.1%,"1,293,297,500","207,413","207,413",148,"10,217",미국,미국,,㈜스튜디오이쩜영,15세이상관람가,"코미디,드라마,멜로/로맨스",마이클 레만,"다이안 키튼,맨디 무어"
227,어톤먼트,2008-02-21,"1,376,907,500",0.1%,"1,376,907,500","206,614","206,614",131,"7,968",미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"멜로/로맨스,드라마,전쟁",조 라이트,"키이라 나이틀리,제임스 맥어보이"
228,아버지의 깃발,2007-02-15,"1,269,091,600",0.1%,"1,269,091,600","200,988","200,988",112,"6,804",미국,미국,드림웍스 SKG,워너브러더스 코리아(주),15세이상관람가,"드라마,사극,전쟁",클린트 이스트우드,"라이언 필립,제시 브래포드"
229,007 카지노 로얄,2006-12-21,"1,275,879,700",0.1%,"6,267,175,700","200,682","1,012,087",227,"5,882",미국,미국,,한국소니픽쳐스릴리징브에나비스타영화㈜,15세이상관람가,액션,마틴 캠벨,다니엘 크레이그
230,수,2007-03-22,"1,208,282,000",0.1%,"1,208,282,000","199,709","199,709",209,"12,450",한국,"한국,일본",(주)트리쯔클럽,(주)시네마서비스,청소년관람불가,액션,최양일,"지진희,강성연,최정우,조성현,김현하,박정률,이건문,박찬우,한상진,지용남,한정현,서재혁,박병렬,박성택,김철준,오만석,최덕문,김준배,이기영,김영옥,정만식,진용욱,김승훈,신유람,박혁민"
231,방콕 데인저러스,2008-09-11,"1,301,097,000",0.1%,"1,301,097,000","198,159","198,159",185,"9,336",미국,미국,,(주)싸이더스,15세이상관람가,"액션,범죄,스릴러","옥사이드 팽 천,대니 팽","니콜라스 케이지,양채니,사크릿 얌냠"
232,도레미파솔라시도,2008-04-03,"1,185,999,000",0.1%,"1,185,999,000","197,672","197,672",168,"11,855",한국,한국,(주)홍상자엔터테인먼트,(주)시네마서비스,12세이상관람가,드라마,강건향,"장근석,정의철,차예련,임주환,김혜옥,박민지,박은규,이은,한태윤,박주상,이두훈,김광석,박래정,이효춘,오윤영,이근희,박혁민"
233,연의 황후,2008-04-09,"1,282,975,500",0.1%,"1,282,975,500","197,011","197,011",224,"18,146",홍콩,홍콩,,CJ ENM,15세이상관람가,"사극,드라마,액션,멜로/로맨스,판타지",정소동,"진혜림,여명,견자단"
234,록키 발보아,2007-02-14,"1,233,424,500",0.1%,"1,233,424,500","196,971","196,971",193,"10,900",미국,미국,,이십세기폭스필름코퍼레이션,12세이상관람가,"드라마,액션",실베스터 스탤론,"실베스터 스탤론,버트 영"
235,미러,2008-09-18,"1,334,376,500",0.1%,"1,334,376,500","194,216","194,216",206,"10,963",미국,"미국,루마니아",,이십세기폭스코리아(주),청소년관람불가,"공포(호러),스릴러",알렉산더 아야,"키퍼 서덜랜드,폴라 패튼"
236,닌자거북이 TMNT,2007-04-25,"1,168,946,500",0.1%,"1,168,946,500","193,313","193,313",219,"9,957",미국,미국,,롯데쇼핑㈜롯데엔터테인먼트,전체관람가,"액션,코미디,어드벤처,판타지",케빈 먼로,"사라 미셀 겔러,장쯔이,제임스 아놀드 테일러"
237,커넥트,2008-11-20,"1,147,879,500",0.1%,"1,147,879,500","189,315","189,315",207,"12,189",홍콩,홍콩,,에스케이텔레콤(주),15세이상관람가,"액션,스릴러,범죄",진목승,"고천락,서희원,장가휘"
238,블랙북,2007-03-29,"1,180,653,500",0.1%,"1,180,653,500","188,700","188,700",125,"8,265",네덜란드,네덜란드,,(주)프라임엔터테인먼트,청소년관람불가,"드라마,스릴러,전쟁",폴 버호벤,"세바스티안 코치,캐리스 밴 허슨"
239,더 버터플라이,2007-11-08,"1,193,824,500",0.1%,"1,193,824,500","188,321","188,321",212,"12,239",영국,영국,,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"스릴러,드라마,범죄",마이크 베이커,"피어스 브로스넌,제라드 버틀러"
240,플라이 미 투 더 문,2008-10-30,"1,167,667,000",0.1%,"1,167,667,000","184,889","184,889",156,"7,720",벨기에,벨기에,,(주)시너지하우스 (시너지),전체관람가,"애니메이션,어드벤처,가족,SF",벤 스타센,"트레버 개그넌,데이빗 고어,필립 볼든"
241,20세기 소년,2008-09-11,"1,146,104,500",0.1%,"1,146,104,500","183,069","183,069",212,"8,304",일본,일본,,㈜메가박스,12세이상관람가,"SF,어드벤처,판타지",츠츠미 유키히코,"카라사와 토시아키,토요카와 에츠시,토키와 타카코"
242,죽어도 해피엔딩,2007-08-22,"1,190,809,000",0.1%,"1,190,809,000","181,186","181,186",177,"9,320",한국,한국,"(주)싸이더스,(주)프리미어엔터테인먼트",(주)프라임엔터테인먼트,15세이상관람가,"코미디,멜로/로맨스,스릴러",강경훈,"예지원,정경호,정두홍,임원희,리차드 김,근휘,김병춘,우현,조은지,윤주상,조희봉"
243,나의 특별한 사랑이야기,2008-04-09,"1,165,168,500",0.1%,"1,165,168,500","179,336","179,336",143,"10,821",미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"코미디,드라마,멜로/로맨스",아담 브룩스,"라이언 레이놀즈,아일라 피셔,레이첼 와이즈"
244,겟 스마트,2008-06-19,"1,149,843,500",0.1%,"1,149,843,500","175,390","175,390",192,"9,169",미국,미국,,워너브러더스 코리아(주),12세이상관람가,"범죄,액션,코미디",피터 시걸,"스티브 카렐,앤 해서웨이"
245,댄 인 러브,2008-03-27,"1,148,905,500",0.1%,"1,148,905,500","175,361","175,361",175,"10,189",미국,미국,,CJ ENM,12세이상관람가,"코미디,드라마,멜로/로맨스",피터 헤지스,"줄리엣 비노쉬,스티브 카렐"
246,중천,2006-12-21,"1,099,843,000",0.1%,"8,581,442,100","174,576","1,421,412",286,"8,232",한국,"한국,중국",(주)나비픽처스,CJ ENM,12세이상관람가,"액션,드라마,판타지",조동오,"정우성,김태희,정욱,김광일,신제문,소이현,김민범,최희대,백경순,백동현,오세윤,장혁진,박정학,조재윤,정석용,최홍일,박상욱"
247,골든 에이지,2007-11-22,"1,094,677,500",0.1%,"1,094,677,500","173,887","173,887",186,"10,103",영국,영국,"워킹 타이틀 필름,르 스튜디오 카날+",유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,"드라마,사극",세자르 카푸르,"케이트 블란쳇,클라이브 오웬"
248,오퍼나지: 비밀의계단,2008-02-14,"1,126,394,500",0.1%,"1,126,394,500","173,496","173,496",167,"9,445",스페인,"스페인,멕시코",,"(주)팝엔터테인먼트,(주)프라임엔터테인먼트,(주)유레카픽쳐스",15세이상관람가,"드라마,미스터리,스릴러",후안 안토니오 바요나,"벨렌 루에다,페르난도 카요,로저 프린셉"
249,조디악,2007-08-15,"1,129,921,500",0.1%,"1,129,921,500","172,208","172,208",109,"5,149",미국,미국,"워너 브러더스 픽쳐스,파라마운트 픽쳐스",워너브러더스 코리아(주),15세이상관람가,"범죄,드라마,스릴러",데이빗 핀처,"제이크 질렌할,마크 러팔로,로버트 다우니 주니어,안소니 에드워즈,브라이언 콕스,찰스 플라이셔"
250,케로로 더 무비:케로로 VS 케로로 천공대결전,2008-08-07,"982,877,500",0.1%,"982,877,500","170,995","170,995",63,"4,702",일본,일본,,투니버스(주)온미디어,전체관람가,"애니메이션,코미디,어드벤처,SF",사토 준이치,"와타나베 쿠미코,코자쿠라 에츠코"
251,찰리윌슨의 전쟁,2008-02-06,"1,128,961,000",0.1%,"1,128,961,000","169,669","169,669",149,"7,054",미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"코미디,드라마",마이크 니콜스,"줄리아 로버츠,필립 세이모어 호프만,톰 행크스"
252,뷰티풀 선데이,2007-03-29,"1,123,934,000",0.1%,"1,123,934,000","169,036","169,036",202,"11,571",한국,한국,"시네라인투(주),시네라인㈜인네트",(주)쇼박스,청소년관람불가,스릴러,진광교,"박용우,남궁민,김응수,조경숙,신재연,왕지혜,이인원,임은혜,이주환,이우영,이인원,이기영,오정세,유하복,정애화,최정인"
253,므이,2007-07-25,"1,067,080,000",0.1%,"1,067,080,000","165,773","165,773",165,"7,503",한국,"한국,베트남","(주)빌리픽쳐스,㈜팝콘필름",CJ ENM,15세이상관람가,공포(호러),김태경,"차예련,조안,이인,홍소희,정아영,이동국"
254,꽃보다 남자,2008-09-11,"1,016,871,500",0.1%,"1,016,871,500","165,573","165,573",201,"8,018",일본,일본,,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,멜로/로맨스,이시이 야스하루,"마츠다 쇼타,마츠모토 준,이노우에 마오,오구리 &#;,아베 츠요시"
255,히트맨,2007-11-29,"1,094,879,000",0.1%,"1,094,879,000","163,414","163,414",155,"10,301",미국,미국,,이십세기폭스필름코퍼레이션,청소년관람불가,"액션,범죄",자비에르 젠스,"티모시 올리펀트,더그레이 스콧"
256,언니가 간다,2007-01-04,"947,570,700",0.1%,"947,570,700","160,315","160,315",276,"8,825",한국,한국,시오필름(주),(주)시네마서비스,12세이상관람가,코미디,김창래,"고소영,조안,오달수,박은영,유건,이중문,김나연,박대희,김성연,윤종신,박선혜,김창호,정우석,김승민,이준구,옥지영,박영서"
257,데스 레이스,2008-10-16,"1,056,720,000",0.1%,"1,056,720,000","159,170","159,170",152,"10,100",미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),청소년관람불가,"SF,액션,어드벤처",폴 W.S. 앤더슨,"제이슨 스타뎀,조안 알렌,타이레스 깁슨"
258,브레이브 원,2007-10-11,"1,022,710,000",0.1%,"1,022,710,000","156,630","156,630",142,"8,503",미국,미국,빌리지 로드쇼 프로덕션,워너브러더스 코리아(주),15세이상관람가,"드라마,스릴러,범죄",닐 조단,"조디 포스터,테렌스 하워드,번 코엔"
259,마이 블루베리 나이츠,2008-03-06,"1,001,852,500",0.1%,"1,001,852,500","152,987","152,987",158,"8,901",홍콩,"홍콩,프랑스",,(주)쇼박스,12세이상관람가,멜로/로맨스,왕가위,"주드 로,노라 존스"
260,로스트 라이온즈,2007-11-08,"1,012,215,500",0.1%,"1,012,215,500","152,978","152,978",169,"9,876",미국,미국,,이십세기폭스필름코퍼레이션,15세이상관람가,드라마,로버트 레드포드,"로버트 레드포드,톰 크루즈,메릴 스트립"
261,쏘우 V,2008-12-03,"1,044,027,000",0.1%,"1,044,027,000","150,832","150,832",153,"9,976",미국,"미국,캐나다",,(주)성원아이컴,청소년관람불가,"범죄,공포(호러),스릴러",데이빗 해클,"토빈 벨,코스타스 맨다이어,스콧 패터슨,샤니 스미스"
262,화피,2008-10-23,"983,842,000",0.1%,"983,842,000","148,908","148,908",174,"10,477",홍콩,"홍콩,싱가포르,중국",,(주)시너지하우스 (시너지),15세이상관람가,"스릴러,판타지,사극",진가상,"조미,주신,천쿤"
263,택시 4,2007-07-05,"967,706,000",0.1%,"967,706,000","148,895","148,895",151,"8,617",프랑스,프랑스,,㈜스튜디오이쩜영,12세이상관람가,"액션,코미디",제라르 크라브지크,"프레더릭 디팡달,사미 나세리"
264,로맨틱 홀리데이,2006-12-14,"968,079,500",0.1%,"7,345,919,000","147,554","1,165,157",171,"3,681",미국,미국,,UIP코리아,15세이상관람가,"코미디,멜로/로맨스",낸시 마이어스,"카메론 디아즈,케이트 윈슬렛"
265,니코,2008-12-24,"868,837,500",0.0%,"868,837,500","141,794","141,794",169,"4,126",핀란드,"핀란드,덴마크,독일,아일랜드",,롯데쇼핑㈜롯데엔터테인먼트,전체관람가,"애니메이션,어드벤처,가족","마이클 헤트너,캐리 주스넌","한누-펙카 뵤르크만,장근석"
266,로맨틱 아일랜드,2008-12-24,"936,788,000",0.1%,"936,788,000","140,709","140,709",210,"6,987",한국,한국,㈜스토리팩토리,실버스푼,15세이상관람가,"멜로/로맨스,코미디",강철우,"이선균,이수경,이민기,유진,이문식,한명구,이일화,양희정,정의철,최진호,김종수,남궁은숙,이승연,권귀빈,오창경"
267,미스터 빈의 홀리데이,2007-08-15,"876,781,000",0.0%,"876,781,000","139,517","139,517",136,"5,031",영국,영국,"워킹 타이틀 필름,유니버셜 픽쳐스",유니버설픽쳐스인터내셔널 코리아(유),전체관람가,코미디,스티브 벤델락,"로완 앳킨슨,윌렘 데포,줄리 페리어"
268,스모킹 에이스,2007-03-08,"876,321,500",0.0%,"876,321,500","137,855","137,855",137,"8,091",미국,"미국,영국,프랑스","워킹 타이틀 필름,유니버셜 픽쳐스",,청소년관람불가,"액션,코미디,스릴러,범죄",조 카나한,"벤 애플렉,앤디 가르시아"
269,신나는 동물농장(애니),2007-01-18,"744,049,500",0.0%,"744,049,500","137,630","137,630",108,"3,979",미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,"애니메이션,코미디",스티브 오데커크,"케빈 제임스,커트니 콕스"
270,라파예트,2007-08-30,"875,417,500",0.0%,"875,417,500","133,910","133,910",134,"6,495",미국,미국,,(주)미로비젼,15세이상관람가,전쟁,토니 빌,"제임스 프랑코,장 르노,제임스 프랭코"
271,황시,2008-09-18,"820,373,000",0.0%,"820,373,000","131,867","131,867",216,"9,478",호주,"호주,중국,독일",,CJ ENM,12세이상관람가,"전쟁,드라마",로저 스포티스우드,"조나단 리스 마이어스,주윤발,양자경,라다 미첼"
272,빼꼼의 머그잔 여행,2007-03-22,"560,543,500",0.0%,"560,543,500","130,693","130,693",66,"3,254",한국,한국,(합)알지애니메이션스튜디오,"(합)알지애니메이션스튜디오,씨제이 씨지브이(CJ CGV)(주)",전체관람가,"드라마,어드벤처",임아론,"이선,박상호,김태균"
273,마이클 클레이튼,2007-11-29,"824,374,500",0.0%,"824,374,500","130,687","130,687",140,"6,729",미국,미국,캐슬 락 엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"스릴러,드라마",토니 길로이,"조지 클루니,톰 윌킨슨"
274,어머니는 죽지 않는다,2007-09-12,"705,081,000",0.0%,"705,081,000","128,164","128,164",122,"2,930",한국,한국,HMJ필름,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,"가족,드라마",하명중,"조영민,하명중,하상원,노민우,한혜숙,박소희,조미정,홍성수,신지원,김민범,안성현,권오현,권용상,이미애,임은연,오유진,정세형,강애심,원근희,이충훈"
275,슈퍼히어로,2008-08-21,"813,554,000",0.0%,"813,554,000","127,905","127,905",181,"9,525",미국,미국,,(주)싸이더스,12세이상관람가,"SF,액션,코미디",크레이그 마진,"드레이크 벨,사라 팩스톤"
276,프라이스리스,2008-05-08,"850,396,500",0.0%,"850,396,500","127,091","127,091",99,"6,034",프랑스,프랑스,,㈜케이디미디어,15세이상관람가,"코미디,드라마,멜로/로맨스",피에르 살바도리,오드리 토투
277,미스터 브룩스,2007-08-30,"833,613,500",0.0%,"833,613,500","125,473","125,473",126,"6,201",미국,미국,메트로-골드윈-마이어,(주)시네마서비스,청소년관람불가,스릴러,브루스 A 에반스,"케빈 코스트너,데미 무어"
278,쉬즈 더 맨,2007-05-03,"775,034,000",0.0%,"775,034,000","124,354","124,354",19,"2,322",미국,"미국,캐나다",드림웍스 SKG,㈜메가박스,12세이상관람가,"코미디,멜로/로맨스",앤디 픽맨,"아만다 바인즈,채닝 테이텀,로라 램지"
279,블랙 달리아,2007-11-01,"831,712,000",0.0%,"831,712,000","123,589","123,589",183,"9,321",독일,"독일,미국,프랑스",,㈜스튜디오이쩜영,청소년관람불가,"드라마,미스터리,범죄",브라이언 드 팔마,"조쉬 하트넷,스칼렛 요한슨"
280,명탐정 코난:베이커가의 망령,2008-05-01,"711,519,500",0.0%,"711,519,500","122,356","122,356",40,"2,370",일본,일본,,투니버스(주)온미디어,12세이상관람가,애니메이션,카네수구 코다마,"타카야마 미나미,야마자키 와카나"
281,페인티드 베일,2007-03-15,"759,934,000",0.0%,"759,934,000","122,128","122,128",115,"6,479",중국,"중국,미국,캐나다",,"(주)엔케이컨텐츠,(주)프라임엔터테인먼트",15세이상관람가,"멜로/로맨스,드라마",존 커랜,"에드워드 노튼,나오미 왓츠"
282,데스 디파잉:어느 마술사의 사랑,2008-03-27,"797,536,500",0.0%,"797,536,500","120,869","120,869",221,"11,138",영국,"영국,호주",,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"드라마,멜로/로맨스,스릴러",질리안 암스트롱,"캐서린 제타-존스,가이 피어스"
283,겟 썸,2008-05-22,"783,743,000",0.0%,"783,743,000","119,124","119,124",165,"8,637",미국,미국,,㈜스튜디오이쩜영,12세이상관람가,"액션,드라마",제프 와드로,"숀 패리스,앰버 허드,캠 지갠뎃,디몬 하운수"
284,해피 피트,2006-12-21,"719,215,500",0.0%,"3,464,168,000","118,264","574,908",182,"3,400",미국,"미국,호주",빌리지 로드쇼 픽쳐스,워너브러더스 코리아(주),전체관람가,"애니메이션,코미디","조지 밀러,주디 모리스",로빈 윌리엄스
285,내가 숨쉬는 공기,2008-04-09,"772,332,500",0.0%,"772,332,500","115,924","115,924",181,"10,881",미국,미국,,롯데쇼핑㈜롯데엔터테인먼트,청소년관람불가,"범죄,드라마,스릴러",지호 리,"케빈 베이컨,브렌든 프레이저,앤디 가르시아,포레스트 휘테커"
286,마을금고 연쇄습격사건,2007-11-14,"728,085,000",0.0%,"728,085,000","115,637","115,637",203,"10,396",한국,한국,"필름큐엔터테인먼트,(주)노비스엔터테인먼트",(주)쇼박스,15세이상관람가,코미디,박상준,"최령,백윤식,이문식,박효준,김유정,허정현,김효선,조성현,조현진,김태환,유진희,윤지나,이동진,라미란,김학선,김병춘,우현,정경호,손진호,한재영,김상호,장원영,안미나,하성광"
287,눈물이 주룩주룩,2007-05-17,"693,839,500",0.0%,"693,839,500","113,122","113,122",144,"5,846",일본,일본,,(주)미로비젼,12세이상관람가,"드라마,멜로/로맨스,미스터리,코미디",도이 노부히로,"츠마부키 사토시,나가사와 마사미"
288,파워레인저매직포스&트레저포스,2007-07-17,"675,942,000",0.0%,"675,942,000","111,740","111,740",46,"2,608",일본,일본,,대원미디어(주),전체관람가,"액션,SF",모로타 사토시,"하시모토 아츠시,마츠모토 히로야"
289,바디,2008-05-29,"717,114,000",0.0%,"717,114,000","110,146","110,146",160,"7,558",태국,태국,,㈜케이디미디어,15세이상관람가,공포(호러),파윈 푸리킷판야,"아락 아몬수파시리,오니라 람윌라이,크리티라 인폰위지트"
290,미운 오리 새끼의 모험,2008-04-03,"618,379,000",0.0%,"618,379,000","109,052","109,052",76,"3,114",프랑스,"프랑스,독일,덴마크",,"(주)드림팩트엔터테인먼트,예지림엔터테인먼트",전체관람가,"애니메이션,코미디,어드벤처","마이클 헤그너,카스텐 킬러리치","저스틴 그렉,모건 C.존스"
