■ 기간별 박스오피스,,,,,,,,,,,,,,,,,
- 조회일: 2021-08-06,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간: 2007-01-01~2008-12-31   영화구분: 일반영화   국적: 전체   지역: 전체   제작사 : 전체   배급사 : 전체   감독명 : 전체   배우명 : 전체   등급별 : 전체   장르별 : 전체 ],,,,,,,,,,,,,,,,,
순위,영화명,개봉일,매출액 ,매출액,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
,,,,점유율 ,,,,,,,,,,,,,
573,트와일라잇+오스트레일리아+과속스캔들,2008-12-10,"6,188,000",0.0%,"6,188,000",566,566,1,7,기타,기타,,,,기타,,
574,다큐플러스 인 나다,,"2,724,800",0.0%,"2,724,800",563,563,1,21,한국,한국,,,,다큐멘터리,,
575,좋은놈 나쁜놈 이상한놈+님스 아일랜드+적벽대전,2008-07-17,"6,072,000",0.0%,"6,072,000",557,557,1,6,기타,기타,,,,기타,,
576,신과 나눈 이야기,2007-12-27,"3,907,000",0.0%,"3,907,000",556,556,2,90,미국,미국,,(주)부귀영화,전체관람가,드라마,스티븐 사이몬,"헨리 체르니,빌마 실바"
577,2007 인디애니페스트,2007-09-13,"2,150,000",0.0%,"2,150,000",552,552,1,25,기타,기타,,,,기타,,
578,트랜스아메리카,2006-11-16,"2,621,000",0.0%,"9,146,100",548,"1,548",2,11,미국,미국,,인터비스앤파트너스(주),18세관람가,"드라마,코미디",던컨 터커,"펠리시티 허프먼,케빈 지거스"
579,마법에 걸린 사랑 + 우리 생애 최고의 순간 + 무방비도시,2008-01-10,"5,870,000",0.0%,"5,870,000",542,542,2,8,기타,기타,,,,기타,,
580,핸콕+노크:낯선자들의 방문+강철중,2008-07-02,"5,836,000",0.0%,"5,836,000",536,536,1,8,기타,기타,,,,기타,,
581,아스라이,2008-01-11,"3,299,500",0.0%,"3,299,500",534,534,2,96,한국,한국,"(주)싸이더스,동국대학교",㈜인디스토리,12세이상관람가,드라마,김삼력,"김신록,김상석,심재원,최태규,강미애,서보익,안철호,이미라,정환욱,신명훈,박재규,홍준원,김현용,박종석,김민용,최홍석,박초희,남태우,이규빈,김나영,한진희,이미라,김삼력,정희구,이지형,이상직,유지영,임경식,임준,최선홍,전우현,최순진,이소현,오정우,김지웅,이형섭,이혜민,이종백,차순배"
582,"시네마정동-다이하드4,화려한휴가,해리포터와불사조기사단",2007-07-27,"5,982,000",0.0%,"5,982,000",531,531,2,8,기타,기타,,,,기타,,
583,Memories of Sponge 2008_한국영화,,"3,214,000",0.0%,"3,214,000",527,527,2,29,한국,한국,,,,기타,,
584,어린이 영화제 B,2007-11-01,"510,000",0.0%,"510,000",510,510,1,14,기타,기타,,,,판타지,,
584,퍼펙트 스트레인저,2007-08-29,"3,565,000",0.0%,"3,565,000",510,510,1,8,미국,미국,레볼루션 스튜디오,한국소니픽쳐스릴리징브에나비스타영화㈜,청소년관람불가,"드라마,스릴러",제임스 폴리,"할리 베리,브루스 윌리스"
586,원스어폰어타임 + 슈퍼맨이었던 사나이 + 더 게임,,"5,596,000",0.0%,"5,596,000",509,509,1,9,한국,한국,,,,기타,,
586,희극지왕 이즈츠,2007-10-03,"2,501,000",0.0%,"2,501,000",509,509,2,98,일본,일본,,,,기타,,
588,엑스파일+월-E(자막)+다크나이트,2008-08-21,"5,580,000",0.0%,"5,580,000",507,507,1,13,기타,기타,,,,기타,,
589,"시네마정동-만남의광장,디워,스타더스트",2007-08-14,"5,484,000",0.0%,"5,484,000",505,505,2,9,기타,기타,,,,기타,,
590,레드벨트,2008-08-21,"3,500,000",0.0%,"3,500,000",500,500,1,3,미국,미국,,한국소니픽쳐스릴리징브에나비스타영화㈜,15세이상관람가,"액션,드라마",데이빗 마멧,"치웨텔 에지오포,팀 알렌"
590,베이컨시,2007-09-28,"3,500,000",0.0%,"3,500,000",500,500,1,2,미국,미국,,한국소니픽쳐스릴리징브에나비스타영화㈜,청소년관람불가,"공포(호러),스릴러",님로드 안탈,"케이트 베킨세일,루크 윌슨"
590,석양의 건맨,2008-07-15,"2,749,000",0.0%,"2,749,000",500,500,1,7,스페인,"스페인,이탈리아",,,,드라마,,
593,색화동,2007-11-15,"3,237,500",0.0%,"3,237,500",498,498,8,174,한국,한국,"클릭영화사(주),청년필름(주)",(주)프리머스시네마,청소년관람불가,"코미디,드라마,성인물(에로)",공자관,"조재완,김동수,박진위,홍석영,최현지,공찬호,유창수,이경환,장태성"
594,"시네마정동-스타더스트,만남의광장,판타스틱 4 : 실버서퍼의 위협",2007-08-14,"5,464,000",0.0%,"5,464,000",496,496,1,8,기타,기타,,,,기타,,
594,어린이 영화제 A,2007-11-01,"496,000",0.0%,"496,000",496,496,1,12,기타,기타,,,,판타지,,
596,카라바조,2008-06-27,"2,851,000",0.0%,"2,851,000",494,494,1,3,영국,영국,,,,드라마,,
597,박치기!,2006-02-14,"2,371,800",0.0%,"70,744,900",491,"11,390",1,25,일본,일본,(주)씨네콰논,프리비젼엔터테인먼트,15세관람가,드라마,이즈츠 카즈유키,"사와지리 에리카,타카오카 소스케,시오야 슈운"
598,마음,2007-05-10,"3,125,500",0.0%,"3,125,500",490,490,1,28,프랑스,"프랑스,이탈리아",,스폰지,15세이상관람가,"드라마,멜로/로맨스",알랭 레네,"램버트 윌슨,앙드레 뒤솔리에,사빈느 아젬마"
599,냉정과 열정사이,2003-10-10,"2,733,000",0.0%,"2,733,000",487,487,1,20,일본,일본,,"하준사,월트디즈니컴퍼니코리아(주)",15세관람가,"멜로/로맨스,드라마",나카에 이사무,"다케노우치 유타카,진혜림"
600,거북이는 의외로 빨리 헤엄친다,,"2,875,500",0.0%,"3,294,500",485,545,2,28,일본,일본,,(주)엔케이컨텐츠,전체관람가,"드라마,코미디",미키 사토시,"우에노 주리,아오이 유우"
600,마이클 클레이튼 + 어거스트 러쉬 + 열한번째 엄마,2007-11-29,"5,318,000",0.0%,"5,318,000",485,485,1,13,기타,기타,,,,기타,,
600,아름다운 연인들,2008-10-22,"2,839,000",0.0%,"2,839,000",485,485,1,3,프랑스,프랑스,,,,멜로/로맨스,,
603,KBS 프리미어 영화 페스티벌,2007-11-04,"3,177,000",0.0%,"3,177,000",483,483,1,73,기타,기타,,,,기타,,
604,좋은 놈 나쁜 놈 이상한 놈+님은 먼곳에+미이라3,2008-07-30,"5,202,000",0.0%,"5,202,000",479,479,1,7,기타,기타,,,,기타,,
605,타락천사,1995-12-23,"2,848,500",0.0%,"2,848,500",473,473,2,63,홍콩,홍콩,택동전영제작유한공사,(주)디스테이션,"연소자관람불가,15세이상관람가",드라마,왕가위,"여명,이가흔,금성무,양채니,막문위"
606,"시네마정동-판타스틱4:실버서퍼의 위협,라따뚜이, 디워",2007-08-08,"5,218,000",0.0%,"5,218,000",472,472,1,6,기타,기타,,,,기타,,
607,도쿄타워,2005-11-23,"2,434,000",0.0%,"329,301,000",456,"50,728",1,10,일본,일본,"토쿄 브로드캐스팅 시스팀,도에이",스폰지,18세관람가,드라마,미나모토 타카시,"한다 켄토,테라지마 시노부,오카다 준이치,쿠로키 히토미"
608,아오이 소라의 츠무기,2008-11-01,"2,239,000",0.0%,"2,239,000",452,452,1,22,일본,일본,,,,성인물(에로),,
609,스타트 포 텐,2007-12-06,"3,136,500",0.0%,"3,136,500",451,451,2,72,영국,영국,HBO필름,라인트리엔터테인먼트,15세이상관람가,"멜로/로맨스,코미디",톰 본,"제임스 맥어보이,레베카 홀"
609,좋은 놈 나쁜 놈 이상한 놈+님은 먼곳에+핸콕,2008-07-23,"4,984,000",0.0%,"4,984,000",451,451,1,7,기타,기타,,,,기타,,
611,단지부인-옆집의신음소리,2008-11-01,"2,208,000",0.0%,"2,208,000",447,447,2,24,일본,일본,,,,성인물(에로),사토 토시키,
611,"시네마정동-황진이, 슈렉3, 메신져",,"4,998,000",0.0%,"4,998,000",447,447,1,9,기타,기타,,,,기타,,
611,제8회 대구단편영화제,,"2,235,000",0.0%,"2,235,000",447,447,1,22,한국,한국,,,,기타,,
614,강철중:공공의 적1-1+인크레더블 헐크+겟 스마트,2008-06-19,"4,836,000",0.0%,"4,836,000",443,443,2,8,기타,기타,,,,기타,,
615,다크나이트+다찌마와 리+슈퍼히어로,2008-08-21,"4,852,000",0.0%,"4,852,000",441,441,1,13,기타,기타,,,,기타,,
616,과속스캔들+순정만화+1724 기방난동사건,,"4,716,000",0.0%,"4,716,000",434,434,1,15,한국,한국,,,,기타,,
617,나는 전설이다 + 싸움 + 어거스트 러쉬,2007-12-12,"4,736,000",0.0%,"4,736,000",432,432,1,6,기타,기타,,,,기타,,
618,"시네마정동-내니다이어리,행복,러시아워3",2007-10-02,"4,626,000",0.0%,"4,626,000",428,428,1,9,기타,기타,,,,기타,,
619,인 더 풀,,"2,066,000",0.0%,"2,066,000",421,421,2,37,일본,일본,,,,코미디,미키 사토시,"마츠오 스즈키,오다기리 조,이치카와 미와코"
620,이브의 유혹,,"2,648,000",0.0%,"2,648,000",419,419,3,15,한국,한국,,,,스릴러,"남기웅,곽정덕,유재완","신소미,윤미경,진서연,서영"
621,사라소주,,"2,520,000",0.0%,"2,520,000",408,408,1,19,일본,일본,,,,드라마,가와세 나오미,"후쿠나가 코헤이,가와세 나오미"
622,적벽대전+핸콕+노크:낯선자들의 방문,2008-07-10,"4,464,000",0.0%,"4,464,000",407,407,1,7,기타,기타,,,,기타,,
623,흑사회,2008-08-01,"2,762,000",0.0%,"2,762,000",404,404,2,8,홍콩,홍콩,,,,"드라마,액션",두기봉,"양가휘,임달화,고천락"
624,부에노스 아이레스 1977,2007-08-15,"2,720,000",0.0%,"2,720,000",397,397,2,89,아르헨티나,아르헨티나,,(주)유레카픽쳐스,15세이상관람가,스릴러,아드리안 캐타노,"로드리고 드 라 세르나,파블로 에카리"
625,AISFF2008 감독열전:시네마 올드 앤 뉴,,"1,803,000",0.0%,"1,803,000",395,395,1,2,기타,기타,,,,기타,,
625,서울국제실험영화페스티벌2007,2007-08-24,"1,823,000",0.0%,"1,823,000",395,395,1,24,기타,기타,,,,기타,,
627,벼랑 위의 포뇨(자막)+달콤한 거짓말+예스맨,2008-12-17,"4,288,000",0.0%,"4,288,000",394,394,2,8,기타,기타,,,,기타,,
628,"시네마정동-스피드 레이서,아이언맨,포비든 킹덤",2008-05-08,"4,190,000",0.0%,"4,190,000",388,388,1,6,미국,미국,,,,,,
629,트러스트,2008-07-30,"2,146,000",0.0%,"2,146,000",387,387,1,4,미국,"미국,영국",,,,드라마,,
630,열흘 밤의 꿈,2008-12-18,"2,565,000",0.0%,"2,565,000",386,386,2,70,일본,일본,,시네마밸리,12세이상관람가,"판타지,코미디,드라마","아마노 요시타카,카와하라 마사아키,마츠오 스즈키,니시카와 미와","토다 에리카,마츠야마 켄이치"
631,"시네마정동-다이하드4,해부학교실,해리포터와불사조기사단",2007-07-17,"4,332,000",0.0%,"4,332,000",382,382,1,3,기타,기타,,,,기타,,
632,"시네마정동-본얼티메이텀,권순분여사납치사건,인베이젼",2007-09-19,"4,198,000",0.0%,"4,198,000",381,381,1,8,기타,기타,,,,기타,,
632,이노센트 보이스,2008-08-28,"2,116,000",0.0%,"2,116,000",381,381,1,63,멕시코,"멕시코,미국",,㈜스튜디오이쩜영,15세이상관람가,"드라마,전쟁",루이스 만도키,"카를로스 파딜라,레오노어 바레라"
634,저스트 프렌드,2006-12-07,"2,855,000",0.0%,"1,444,893,000",377,"236,759",1,3,미국,미국,,㈜스튜디오이쩜영,15세이상관람가,"코미디,멜로/로맨스",로저 컴블,"라이언 레이놀즈,에이미 스마트"
635,"시네마정동-사랑,본얼티메이텀,즐거운인생",2007-09-27,"4,084,000",0.0%,"4,084,000",374,374,1,13,기타,기타,,,,기타,,
636,마지막 밥상,2008-04-11,"2,410,000",0.0%,"2,410,000",372,372,2,55,한국,한국,㈜기억속의매미,"㈜기억속의매미,독립영화전용관 인디스페이스",18세관람가,드라마,노경태,"홍석연,오흥기,황복순,김도연,백현주,황인무,유지혜"
637,오만과 편견,2006-03-24,"2,033,000",0.0%,"5,518,641,900",370,"883,337",1,8,미국,미국,워킹 타이틀 필름,UIP코리아,12세관람가,"멜로/로맨스,드라마",조 라이트,"키이라 나이틀리,매튜 맥퍼딘"
638,팻 시티,2008-03-15,"2,013,000",0.0%,"2,013,000",368,368,1,5,미국,미국,,,,드라마,,
639,망종,2006-03-24,"1,792,200",0.0%,"18,678,600",367,"2,979",1,18,한국,"한국,중국",(주)두엔터테인먼트,(주)동숭아트센터,18세관람가,드라마,장률,"류연희,김박,주광현,류경지,류서화,주항,한옥생,진영,왕설암,왕해명"
640,이글아이+공작부인+하우투 루즈 프렌즈,2008-10-16,"3,882,000",0.0%,"3,882,000",365,365,1,14,미국,"미국,영국",,,,기타,,
641,인크레더블 헐크+쿵푸 팬더(자막)+라스베가스에서만 생길 수 있는 일,2008-06-12,"3,990,000",0.0%,"3,990,000",364,364,1,7,미국,미국,,,,기타,,
641,흑사회 2,2008-08-01,"2,474,000",0.0%,"2,474,000",364,364,2,8,홍콩,홍콩,,,,"드라마,범죄,액션",두기봉,"고천락,임달화,장가휘"
643,포비든 킹덤+버킷 리스트+아이언맨,2008-04-30,"3,941,000",0.0%,"3,941,000",362,362,1,8,기타,기타,,,,기타,,
644,에로스-그녀의 손길,2008-04-10,"1,383,000",0.0%,"1,383,000",361,361,1,62,대만,대만,,,,성인물(에로),,
645,심플맨,,"2,015,000",0.0%,"2,015,000",360,360,1,4,미국,"미국,영국,이탈리아",,,,드라마,할 하틀리,"로버트 존 버크,빌 세이지"
646,"시네마정동-트랜스포머,택시4,오션스13",2007-07-05,"4,002,000",0.0%,"4,002,000",358,358,1,6,기타,기타,,,,기타,,
647,올 어바웃 러브,2007-10-18,"2,314,000",0.0%,"2,314,000",355,355,2,50,덴마크,덴마크,,스폰지,15세이상관람가,"드라마,멜로/로맨스,스릴러",토마스 빈터베르그,"클레어 데인즈,와킨 피닉스"
647,잉베를 사랑한 남자,,"2,068,000",0.0%,"2,068,000",355,355,1,3,노르웨이,노르웨이,,,,"드라마,코미디",스티안 크리스티안센,"롤프 크리스티안 라센,올레 크리스토퍼 에트바그"
647,황금나침반 + 마고리엄의 장난감 백화점 + 내사랑,2007-12-25,"3,956,000",0.0%,"3,956,000",355,355,1,7,기타,기타,,,,기타,,
650,원스어폰어타임 + 슈퍼맨이었던 사나이 + 라듸오 데이즈,,"3,804,000",0.0%,"3,804,000",354,354,1,5,한국,한국,,,,기타,,
651,"시네마정동-권순분여사납치사건,본얼티메이텀,두얼굴의여친",2007-09-12,"3,854,000",0.0%,"3,854,000",353,353,1,7,기타,기타,,,,기타,,
652,우리 생애 최고의 순간 + 클로버필드 + 뜨거운 것이 좋아,2008-01-24,"3,808,000",0.0%,"3,808,000",348,348,1,7,기타,기타,,,,기타,,
652,트와일라잇+오스트레일리아+잃어버린 세계를 찾아서,2008-12-17,"3,764,000",0.0%,"3,764,000",348,348,1,6,미국,미국,,,,기타,,
654,김기영 특별전,,"2,396,000",0.0%,"2,396,000",346,346,1,4,한국,한국,,,,,,
655,"시네마정동-스타더스트,만남의 광장,죽어도 해피엔딩",2007-08-22,"3,768,000",0.0%,"3,768,000",339,339,1,8,기타,기타,,,,기타,,
656,라자레스쿠씨의 죽음,2008-03-06,"2,272,000",0.0%,"2,272,000",336,336,1,62,루마니아,루마니아,,(주)이모션픽처스,15세이상관람가,"코미디,드라마",크리스티 푸이유,이온 피스쿠테누
656,무적의 콜린,,"964,000",0.0%,"964,000",336,336,1,26,한국,한국,,,,애니메이션,"김대중,조정혜",
656,장 루슈 회고전,2008-02-21,"1,801,000",0.0%,"1,801,000",336,336,1,12,기타,기타,,,,기타,,
659,CQN 한국영화앵콜전,2008-02-14,"2,006,000",0.0%,"2,006,000",335,335,2,72,기타,기타,,,고등학생이상관람가,기타,,
660,20세기 소년+맘마미아+방콕 데인저러스,2008-09-10,"3,596,000",0.0%,"3,596,000",332,332,1,8,기타,기타,,,,기타,,
660,동,,"2,256,000",0.0%,"2,256,000",332,332,1,13,한국,한국,,,,,,
662,무방비도시 + 마법에 걸린 사랑 + 미스트,2008-01-10,"3,574,000",0.0%,"3,574,000",331,331,1,7,기타,기타,,,,기타,,
663,점퍼 + 스파이더위크가의 비밀 + 더 게임,2008-02-14,"3,498,000",0.0%,"3,498,000",328,328,1,7,기타,기타,,,,기타,,
663,하나를 위하여,,"1,563,400",0.0%,"1,563,400",328,328,1,38,한국,한국,,,,다큐멘터리,"김명준,조은령",
665,JLG/JLG 고다르의 자화상 특별전-사랑의 찬가,2008-04-12,"1,837,000",0.0%,"1,837,000",326,326,1,12,프랑스,프랑스,,,,드라마,,
666,3인3색 여성감독 특별전,2008-11-23,"1,734,000",0.0%,"1,734,000",324,324,1,18,기타,기타,,,,기타,,
667,핸콕+크로싱+적벽대전,2008-07-10,"3,512,000",0.0%,"3,512,000",322,322,1,7,기타,기타,,,,기타,,
667,행복의 스위치,,"1,538,000",0.0%,"1,538,000",322,322,1,2,일본,일본,,,,드라마,야스다 마나,"우에노 주리,혼조 마나미,사와다 켄지"
669,장금이의 꿈(애니),,"960,000",0.0%,"960,000",318,318,1,31,한국,한국,,,,드라마,,
670,심야상영,2008-05-06,"3,150,000",0.0%,"3,150,000",316,316,2,2,일본,일본,,,,,,
671,아마추어,2008-07-30,"1,710,000",0.0%,"1,710,000",312,312,1,4,미국,"미국,영국,프랑스",,,,드라마,할 하틀리,"이자벨 위페르,마틴 도노반"
671,해리 포터와 불의 잔,2005-12-01,"1,743,500",0.0%,"21,464,160,900",312,"3,430,975",1,10,미국,미국,워너 브러더스 픽쳐스,워너브러더스 코리아(주),12세관람가,"액션,판타지",마이크 뉴웰,"다니엘 래드클리프,루퍼트 그린트,엠마 왓슨,랄프 파인즈,로버트 패틴슨"
673,나니아 연대기:캐스피언 왕자+인디아나 존스4+페넬로피,2008-05-22,"3,372,000",0.0%,"3,372,000",310,310,1,7,기타,기타,,,,기타,,
674,"변태가족, 형의 새 각시",,"1,534,000",0.0%,"1,534,000",309,309,1,4,일본,일본,,,청소년관람불가,"코미디,드라마",수오 마사유키,
674,플레이 플레이 소녀,,"2,039,000",0.0%,"2,039,000",309,309,1,1,일본,일본,,,,드라마,와타나베 켄사쿠,"아라가키 유이,나가야마 켄토,에모토 토키오"
676,맘마미아+신기전+스타워즈:클론전쟁,2008-09-04,"3,264,000",0.0%,"3,264,000",307,307,1,7,기타,기타,,,,기타,,
676,비트겐슈타인,,"1,741,000",0.0%,"1,741,000",307,307,1,3,일본,"일본,영국",,,,드라마,데릭 저먼,"클랜시 처세이,칼 존슨"
676,지난 해 마리앙바드에서,2008-10-15,"1,682,000",0.0%,"1,682,000",307,307,1,3,프랑스,"프랑스,이탈리아",,,,"드라마,미스터리,멜로/로맨스",알랭 레네,"델핀 세이릭,사샤 피퇴프,조르지오 알베르타찌"
679,서양골동양과자점 앤티크+커넥트+007 퀀텀 오브 솔러스,2008-11-20,"3,236,000",0.0%,"3,236,000",306,306,1,7,기타,기타,,,,기타,,
680,블루,,"1,715,000",0.0%,"1,715,000",305,305,1,3,영국,영국,,,,"드라마,다큐멘터리",데릭 저먼,"존 쿠엔틴,틸다 스윈튼"
680,이상한 정열 El,2008-08-22,"1,688,000",0.0%,"1,688,000",305,305,1,9,멕시코,멕시코,(주)한일영화사,,,드라마,,
682,강철중+크로싱+쿵푸 팬더,2008-06-26,"3,286,000",0.0%,"3,286,000",304,304,1,6,기타,기타,,,,기타,,
683,바르게 살자 + 브레이브 원 + 행복,2007-10-18,"3,342,000",0.0%,"3,342,000",303,303,1,14,기타,기타,,,,기타,,
684,생선 쿠스쿠스,,"1,712,000",0.0%,"1,712,000",302,302,1,3,프랑스,프랑스,,,,드라마,압델 케취쉬,앨리스 하우리
684,"시네마정동-아이언맨,버킷 리스트,스피드 레이서",2008-05-08,"3,278,000",0.0%,"3,278,000",302,302,1,7,미국,미국,,,,,,
686,다크나이트+맘마미아+신기전,2008-09-04,"3,252,000",0.0%,"3,252,000",301,301,1,7,기타,기타,,,,기타,,
686,존 카메론 미첼의 단편 영상,2008-06-12,"1,170,000",0.0%,"1,170,000",301,301,1,9,미국,미국,,,,기타,,
688,모던보이+고고70+헬보이2,2008-10-02,"3,224,000",0.0%,"3,224,000",300,300,1,7,기타,기타,,,,기타,,
689,CQN 씨네 커튼콜 2007,,"1,648,000",0.0%,"1,648,000",299,299,2,44,일본,일본,,,,기타,,
689,"안녕, 용문객잔",,"1,679,000",0.0%,"1,679,000",299,299,1,2,대만,대만,,,,드라마,차이 밍 량,"이강생,진상기"
691,같은 달을 보고 있다,2007-12-19,"2,009,000",0.0%,"2,009,000",298,298,2,70,일본,일본,,(주)이모션픽처스,15세이상관람가,드라마,후카사쿠 켄타,"쿠보즈카 요스케,진관희"
692,인크레더블 헐크+겟 스마트+강철중,2008-06-26,"3,258,000",0.0%,"3,258,000",297,297,1,6,기타,기타,,,,기타,,
692,제9회 대구단편영화제,,"1,446,000",0.0%,"1,446,000",297,297,1,22,한국,한국,,,,기타,,
692,트와일라잇+오스트레일리아+달콤한 거짓말,2008-12-24,"3,302,000",0.0%,"3,302,000",297,297,1,4,기타,기타,,,,기타,,
692,홀로 잠들고 싶지 않아,,"1,684,000",0.0%,"1,684,000",297,297,1,2,대만,대만,,,,"코미디,드라마",차이 밍 량,"이강생,진상기"
696,서울독립영화제2008,,"1,394,000",0.0%,"1,394,000",296,296,2,12,한국,한국,,,,기타,,
697,곧 돌아오겠음,,"1,716,000",0.0%,"1,716,000",295,295,1,3,프랑스,"프랑스,아이슬란드",,,,코미디,솔베이그 안스팍,"디타 욘스도티르,올라피아 론 존스도티르"
697,란도리,2006-12-14,"1,725,000",0.0%,"9,538,500",295,"1,468",2,27,일본,일본,,(주)영화랑,12세이상관람가,드라마,모리 준이치,"쿠보즈카 요스케,코유키"
699,독일 다큐멘터리 특별전,2007-10-10,"1,451,000",0.0%,"1,451,000",293,293,1,20,독일,독일,,,,다큐멘터리,,
700,당신에게 오늘 밤을,1971-10-02,"1,590,000",0.0%,"1,590,000",292,292,1,4,미국,미국,,,,"드라마,코미디",빌리 와일더,"루 자코비,잭 레먼,셜리 맥클레인"
701,더 게임 + 원스어폰어타임 + 클로버필드,2008-01-31,"3,130,000",0.0%,"3,130,000",291,291,1,5,기타,기타,,,,기타,,
701,에드워드 2세,2008-06-29,"1,653,000",0.0%,"1,653,000",291,291,1,3,영국,영국,,,,드라마,,
701,토니 타키타니,2005-09-22,"1,735,000",0.0%,"75,667,000",291,"11,367",1,7,일본,일본,,스폰지,18세관람가,드라마,이치카와 준,"이세이 오가타,미야자와 리에"
704,뜨거운 것이 좋아 + 미스트 + 우리 생애 최고의 순간,2008-01-17,"3,154,000",0.0%,"3,154,000",289,289,1,7,기타,기타,,,,기타,,
704,블루프린트,2007-03-29,"1,537,500",0.0%,"1,537,500",289,289,1,59,독일,독일,,㈜씨네콰논코리아,15세이상관람가,드라마,롤프 슈벨,"율리히 톰센,힐미르 스네어 구오나손,프란카 포텐테"
706,모나코 여인,2008-10-22,"1,650,000",0.0%,"1,650,000",288,288,1,3,프랑스,프랑스,,,,"멜로/로맨스,코미디",,
706,세상 끝과의 조우,,"576,000",0.0%,"576,000",288,288,2,4,미국,미국,,,,다큐멘터리,베르너 헤어조크,
708,한 여름밤의 미소,,"1,769,500",0.0%,"1,769,500",287,287,1,15,스웨덴,스웨덴,,,15세이상관람가,드라마,잉마르 베리만,"울라 야콥슨,에바 달벡"
709,다운 인 더 밸리,2007-11-01,"2,024,500",0.0%,"2,024,500",286,286,2,65,미국,미국,,프리비젼엔터테인먼트,15세이상관람가,"드라마,멜로/로맨스,서부극(웨스턴)",데이빗 제이콥슨,"에드워드 노튼,에반 레이첼 우드"
710,JLG/JLG 고다르의 자화상 특별전-JLG/JLG: 고다르의 자화상,,"1,536,000",0.0%,"1,536,000",285,285,1,5,프랑스,프랑스,,,,"다큐멘터리,드라마",장 뤽 고다르,
711,밴티지 포인트 + 바보 + 어톤먼트,,"3,052,000",0.0%,"3,052,000",284,284,1,7,기타,기타,,,,기타,,
711,원피스 - 기계태엽성의 메카거병,2006-10-26,"1,142,000",0.0%,"3,348,729,500",284,"568,606",1,26,일본,일본,,(주)엠케이픽처스,전체관람가,"애니메이션,코미디",우다 코우노스케,타나카 마유미
713,2008 최강애니전,2008-12-19,"1,010,000",0.0%,"1,010,000",283,283,1,13,기타,기타,,,,기타,,
713,사랑의 유형지,2007-11-22,"1,937,500",0.0%,"1,937,500",283,283,2,70,일본,일본,,프리비젼엔터테인먼트,청소년관람불가,멜로/로맨스,츠루하시 야스오,"토요카와 에츠시,테라지마 시노부"
715,서쪽의 마녀가 죽었다,,"1,334,000",0.0%,"1,334,000",279,279,1,2,일본,일본,,,,드라마,나가사키 슌이치,"타카하시 마유,사치 파커"
716,서울독립영화제2006,2006-12-07,"1,593,000",0.0%,"11,298,000",278,"2,804",1,33,한국,한국,,,,기타,,
717,크로싱+핸콕+노크:낯선자들의 방문,2008-07-02,"3,032,000",0.0%,"3,032,000",276,276,1,8,기타,기타,,,,기타,,
718,알포인트,2004-08-20,"1,349,000",0.0%,"6,793,688,000",275,"1,068,362",9,67,한국,한국,씨앤필름(주),(주)시네마서비스,15세관람가,전쟁,공수창,"감우성,손병호,박원상,오태경,이선균,손진호,문영동,정경호,김병철,기주봉,신진우,최차남,황성진,조현수,이동운,한종훈,곽성훈,이호용,정용훈,이수성,양희선,이은혜,김완식,오현수,안내상"
719,수자쿠,,"1,763,500",0.0%,"1,763,500",274,274,1,6,일본,일본,,,,드라마,가와세 나오미,"카미무라 야스요,시바타 코타로"
719,우리 생애 최고의 순간 + 마법에 걸린 사랑 + 무방비 도시,2008-01-17,"2,982,000",0.0%,"2,982,000",274,274,1,7,기타,기타,,,,기타,,
719,칼레 54,,"1,843,500",0.0%,"1,843,500",274,274,1,15,스페인,스페인,,,,다큐멘터리,페르난도 트루에바,
722,기쁜 우리 젊은 날,1987-05-02,"1,522,000",0.0%,"1,522,000",272,272,1,2,한국,한국,태흥영화(주),,중학생이상관람가,"드라마,멜로/로맨스",배창호,"안성기,김지영,황신혜,최불암,전무송"
722,소립자,,"1,488,000",0.0%,"1,488,000",272,272,1,37,독일,독일,,,청소년관람불가,"드라마,멜로/로맨스",오스카 뢸러,"모리츠 블라이브트로이,크리스티안 울멘,마르티나 게덱"
724,아이언맨+호튼(우리말 녹음)+포비든 킹덤,2008-04-30,"2,920,000",0.0%,"2,920,000",271,271,1,8,기타,기타,,,,기타,,
725,바보 헨리,,"1,495,000",0.0%,"1,495,000",270,270,1,4,미국,미국,,,,드라마,할 하틀리,"제임스 우르베니악,파커 포시"
725,존 휴스턴 회고전-죽은 자들,2008-03-15,"1,427,000",0.0%,"1,427,000",270,270,1,5,미국,"미국,영국",,,,드라마,,
727,2006 [통합]단편영화,,"1,076,000",0.0%,"3,337,000",269,722,1,31,,,,,,,,
727,어두운 유리를 통해,2007-08-08,"1,731,400",0.0%,"1,731,400",269,269,1,10,스웨덴,스웨덴,,,,드라마,잉마르 베리만,"잉마르 베리만,군나르 비에른스트란드"
729,동동의 여름방학,2008-06-10,"1,515,000",0.0%,"1,515,000",268,268,1,4,대만,대만,,,,드라마,허우 샤오시엔,
729,"시네마정동-러브앤트러블,황진이,오션스13",2007-06-15,"3,020,000",0.0%,"3,020,000",268,268,2,5,기타,기타,,,,기타,,
