■ 기간별 박스오피스,,,,,,,,,,,,,,,,,
- 조회일: 2021-08-06,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간: 2009-01-01~2010-12-31   영화구분: 일반영화   국적: 전체   지역: 전체   제작사 : 전체   배급사 : 전체   감독명 : 전체   배우명 : 전체   등급별 : 전체   장르별 : 전체 ],,,,,,,,,,,,,,,,,
순위,영화명,개봉일,매출액 ,매출액,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
131,오펀: 천사의 비밀,2009-08-20,"3,677,305,000",0.2%,"3,677,305,000","481,064","481,064",178,"16,555",미국,미국,워너 브러더스 픽쳐스,워너브러더스 코리아(주),청소년관람불가,"공포(호러),드라마,스릴러",하우메 콜렛 세라,"베라 파미가,이사벨 퍼만"
132,친정엄마,2010-04-22,"3,321,091,000",0.2%,"3,321,091,000","472,009","472,009",275,"24,994",한국,한국,"(주)동아수출공사,아일랜드픽처스(주)",(주)싸이더스,전체관람가,"드라마,가족",유성엽,"김해숙,박진희,정현주,박준호,최태영,최혜경,권오현,강주연,서원상,최선영,장지연,김태훈,이전환,이미도,조영진,김자영,이빛나,곽자형,이선주,오창경,신유람"
133,식객2 : 김치전쟁,2010-01-28,"3,243,969,500",0.2%,"3,243,969,500","462,714","462,714",347,"22,753",한국,한국,㈜이룸영화사,롯데쇼핑㈜롯데엔터테인먼트,전체관람가,드라마,"백동훈,김길형","김정은,진구,왕지혜,한혜숙,허동우,윤현아,박재영,이병준,박정미,황재희,한영수,문정은,이명우,김순태,김정원,오무영,전숙,이학석,이현옥,이혜림,김은숙,최종원,김영옥,박길수,김인우,신유주,리우진,이칸희,추자현,채빈,최홍일,김영웅,한사명,손희순,원근희"
134,적인걸: 측천무후의 비밀,2010-10-06,"3,342,474,000",0.2%,"3,342,474,000","459,876","459,876",292,"23,640",중국,"중국,홍콩",후아위 브라더스 미디어,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,"액션,범죄,미스터리,스릴러",서극,"유덕화,양가휘,이빙빙,유가령,등초"
135,파르나서스 박사의 상상극장,2009-12-23,"3,330,119,500",0.2%,"3,330,119,500","458,243","458,243",309,"16,533",미국,미국,데이비스 필름,(주)성원아이컴,12세이상관람가,"판타지,어드벤처,미스터리",테리 길리엄,"조니 뎁,히스 레저,콜린 파렐,주드 로,릴리 콜,크리스토퍼 플러머"
136,퍼블릭 에너미,2009-08-12,"3,366,910,000",0.2%,"3,366,910,000","456,581","456,581",292,"15,294",미국,미국,유니버셜 픽쳐스,,15세이상관람가,"범죄,액션",마이클 만,"조니 뎁,크리스찬 베일"
137,언스토퍼블,2010-11-10,"3,273,318,500",0.2%,"3,273,318,500","452,320","452,320",297,"21,495",미국,미국,이십세기폭스필름코퍼레이션,이십세기폭스코리아(주),12세이상관람가,"액션,스릴러,드라마",토니 스콧,"덴젤 워싱턴,크리스 파인"
138,대한민국 1%,2010-05-05,"2,244,690,500",0.1%,"2,244,690,500","440,372","440,372",286,"20,352",한국,한국,㈜기억속의매미,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,"드라마,액션",조명남,"손병호,임원희,이아이,손종우,김형범,최제헌,이신성,최진영,한대희,문성진,고용석,장규순,전지운,윤의석,박순홍,이기원,김우영,임채무,동현배,김수현,박충선,현원,김수현,윤충,이동진"
139,오감도,2009-07-09,"3,074,373,500",0.2%,"3,074,373,500","438,808","438,808",302,"15,636",한국,한국,"데이지엔터테인먼트,(주)컬처캡미디어",(주)시너지하우스 (시너지),청소년관람불가,"드라마,멜로/로맨스","허진호,오기환","김강우,황정민,김민선,김수로,김영근,김효진,배종옥,송중기,신세경,엄정화,이시영,장혁,정의철,차수연,김동욱,클라라,김규리,배종옥"
140,파라노말 액티비티,2010-01-13,"3,209,491,500",0.2%,"3,209,491,500","438,598","438,598",184,"17,016",미국,미국,브름하우스 프로덕션,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,"공포(호러),미스터리,스릴러",오렌 펠리,"케이티 피더스턴,미카 슬로앳,마크 프레드릭스"
141,작은 영웅 데스페로,2009-02-12,"2,517,412,500",0.1%,"2,517,412,500","436,115","436,115",180,"11,971",미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,"애니메이션,어드벤처,판타지,코미디,가족","샘 펠,로버트 스티븐헤이겐","매튜 브로데릭,더스틴 호프만,엠마 왓슨,시고니 위버"
142,10억,2009-08-06,"3,107,403,000",0.2%,"3,107,403,000","433,866","433,866",252,"12,744",한국,"한국,호주",(주)이든픽쳐스,(주)싸이더스,15세이상관람가,"스릴러,어드벤처",조민호,"박해일,신민아,박희순,고은아,정유미,이민기,이천희,성기완,박준하,안정희,강왕수,유정아,윤성재,최서우,최무성,신동미,정석용,김준배,김학선,김중기,김상호,연송하,이나라"
143,워리어스 웨이,2010-12-01,"3,097,461,500",0.2%,"3,097,461,500","432,072","432,072",433,"23,127",미국,미국,"컬쳐 언플러그드 스튜디오,(주)에스씨에스엔터테인먼트",에스케이텔레콤(주),15세이상관람가,"액션,판타지",이승무,"장동건,케이트 보스워스,제프리 러쉬,대니 휴스턴"
144,드래곤볼 에볼루션,2009-03-12,"2,655,733,500",0.1%,"2,655,733,500","419,187","419,187",279,"21,855",미국,미국,이십세기폭스필름코퍼레이션,이십세기폭스코리아(주),전체관람가,"액션,어드벤처,SF,가족",제임스 왕,"저스틴 채트윈,주윤발,에미 로섬,제임스 마스터스"
145,벼랑 위의 포뇨,2008-12-17,"2,464,019,000",0.1%,"9,520,495,500","400,286","1,518,132",308,"13,420",일본,일본,,(주)쇼박스,전체관람가,"애니메이션,어드벤처,판타지",미야자키 하야오,"야마구치 토모코,아마미 유키"
146,섹스 앤 더 시티 2,2010-06-10,"3,022,970,000",0.2%,"3,022,970,000","398,347","398,347",233,"14,265",미국,미국,"뉴라인 시네마,HBO필름",워너브러더스 코리아(주),청소년관람불가,"드라마,멜로/로맨스,코미디",마이클 패트릭 킹,"사라 제시카 파커,크리스틴 데이비스,킴 캐트럴,신시아 닉슨,크리스 노스"
147,아스트로 보이-아톰의 귀환,2010-01-13,"2,598,817,500",0.1%,"2,598,817,500","395,087","395,087",278,"15,799",미국,미국,이미지애니메이션스튜디오,㈜케이디미디어,전체관람가,"애니메이션,액션,SF",데이빗 보워스,"니콜라스 케이지,프레디 하이모어,크리스틴 벨,유승호,조민기,남지현,유세윤"
148,익스펜더블,2010-08-19,"2,973,224,000",0.2%,"2,973,224,000","390,438","390,438",259,"15,798",미국,미국,밀레니엄 필름즈,(주)싸이더스,청소년관람불가,"스릴러,액션",실베스터 스탤론,"실베스터 스탤론,제이슨 스타뎀,이연걸,돌프 룬드그렌,랜디 커투어,스티브 오스틴,테리 크루즈,미키 루크,브루스 윌리스"
149,공자 춘추전국시대,2010-02-11,"2,774,370,000",0.1%,"2,774,370,000","371,607","371,607",236,"15,346",중국,중국,베이징 다디 센츄리,(주)시너지하우스 (시너지),12세이상관람가,"드라마,액션,사극",후메이,"주윤발,주신"
150,프롬 파리 위드 러브,2010-03-11,"2,804,967,500",0.1%,"2,804,967,500","369,394","369,394",294,"22,348",프랑스,프랑스,유로파 Corp.,㈜케이디미디어,청소년관람불가,"액션,스릴러,범죄",피에르 모렐,"존 트라볼타,조나단 리스 마이어스"
151,문프린세스 : 문에이커의 비밀,2009-02-19,"2,227,357,000",0.1%,"2,227,357,000","360,195","360,195",263,"16,739",영국,"영국,프랑스",,(주)성원아이컴,전체관람가,"어드벤처,판타지",가버 추보,"다코타 블루 리차드,이안 그루퍼드,나타샤 맥켈혼,팀 커리"
152,잃어버린 세계를 찾아서,2008-12-17,"2,320,730,000",0.1%,"9,345,984,500","359,453","1,439,368",268,"14,970",미국,미국,,롯데쇼핑㈜롯데엔터테인먼트,전체관람가,"SF,어드벤처,가족,액션",에릭 브리빅,"브렌든 프레이저,조쉬 허처슨"
153,국가대표 완결판-못 다한 이야기,2009-09-10,"2,647,781,500",0.1%,"2,647,781,500","357,436","357,436",82,"8,509",한국,한국,케이엠컬쳐㈜,(주)쇼박스,12세이상관람가,"드라마,코미디",김용화,"하정우,성동일,김지석,김동욱"
154,크리스마스 캐롤,2009-11-26,"2,688,525,500",0.1%,"2,688,525,500","355,757","355,757",170,"11,136",미국,미국,월트 디즈니 픽쳐스,한국소니픽쳐스릴리징브에나비스타영화㈜,전체관람가,"애니메이션,드라마,가족,판타지",로버트 저메키스,"짐 캐리,게리 올드만,콜린 퍼스,로빈 라이트"
155,펠햄 123,2009-06-11,"2,374,133,500",0.1%,"2,374,133,500","354,850","354,850",262,"18,180",미국,미국,,한국소니픽쳐스릴리징브에나비스타영화㈜,15세이상관람가,"액션,스릴러,범죄",토니 스콧,"존 트라볼타,덴젤 워싱턴"
156,포켓 몬스터 DP: 아르세우스 초극의 시공으로,2009-12-24,"2,241,888,000",0.1%,"2,241,888,000","338,008","338,008",79,"5,950",일본,일본,,실버스푼,전체관람가,"애니메이션,어드벤처,판타지,액션",유야마 쿠니히코,오오타니 이쿠에
157,맨발의 꿈,2010-06-24,"2,372,787,500",0.1%,"2,372,787,500","331,945","331,945",332,"17,790",한국,"한국,인도네시아,일본","(주)캠프비,(주)쇼박스",(주)쇼박스,전체관람가,드라마,김태균,"박희순,고창석,김현석,이진서,조진웅"
158,바스터즈: 거친 녀석들,2009-10-28,"2,513,029,000",0.1%,"2,513,029,000","331,827","331,827",249,"15,859",미국,"미국,독일",더 웨인스테인 컴퍼니,유니버설픽쳐스인터내셔널 코리아(유),청소년관람불가,"액션,드라마,전쟁",쿠엔틴 타란티노,"브래드 피트,크리스토프 왈츠,다이앤 크루거,마이클 패스벤더,멜라니 로랑"
159,프로포즈,2009-09-03,"2,442,083,500",0.1%,"2,442,083,500","323,707","323,707",169,"13,682",미국,미국,터치스톤 픽쳐스,한국소니픽쳐스릴리징브에나비스타영화㈜,15세이상관람가,"멜로/로맨스,코미디,드라마",앤 플레쳐,"산드라 블록,라이언 레이놀즈"
160,킬러스,2010-09-02,"2,386,700,000",0.1%,"2,386,700,000","322,888","322,888",282,"17,930",미국,미국,"카탈스트 필름,라이온스 게이트 필름즈",(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"액션,코미디,멜로/로맨스",로버트 루게틱,"애쉬튼 커처,캐서린 헤이글"
161,정승필 실종사건,2009-10-08,"2,296,093,000",0.1%,"2,296,093,000","318,852","318,852",261,"19,824",한국,한국,화이트리시네마,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,코미디,강석범,"김선영,이범수,김민선,유종근,강남영,한혜림,함아름,박상욱,임대호,정하연,김민세,이다연,임세호,이진수,이용혁,이태우,김주호,박성웅,이원종,이한위,김광규,지대한,김뢰하,지창욱,김현숙"
162,어글리 트루스,2009-09-17,"2,433,433,000",0.1%,"2,433,433,000","316,076","316,076",187,"14,264",미국,미국,레이크쇼어 엔터테인먼트,한국소니픽쳐스릴리징브에나비스타영화㈜,청소년관람불가,"코미디,멜로/로맨스",로버트 루게틱,"캐서린 헤이글,제라드 버틀러"
163,검우강호,2010-10-14,"2,242,810,500",0.1%,"2,242,810,500","312,283","312,283",344,"20,571",홍콩,"홍콩,중국,미국",베이징,(주)에스비에스콘텐츠허브,15세이상관람가,액션,오우삼,"정우성,양자경,서희원,여문락"
164,퍼펙트 겟어웨이,2009-08-20,"2,303,965,000",0.1%,"2,303,965,000","310,779","310,779",226,"15,355",미국,미국,데이비스 엔터테인먼트 필름웍스,(주)시너지하우스 (시너지),15세이상관람가,"스릴러,어드벤처,공포(호러)",데이빗 토히,"밀라 요보비치,티모시 올리펀트,키엘 산체스,스티브 잔"
165,쇼퍼홀릭,2009-03-26,"2,073,278,500",0.1%,"2,073,278,500","306,459","306,459",180,"15,062",미국,미국,터치스톤 픽쳐스,한국소니픽쳐스릴리징브에나비스타영화㈜,12세이상관람가,"코미디,드라마,멜로/로맨스",P.J. 호건,"아일라 피셔,휴 댄시,조앤 쿠삭"
166,게이머,2009-10-01,"2,344,712,000",0.1%,"2,344,712,000","305,927","305,927",252,"16,357",미국,미국,라이온스 게이트 필름즈,(주)시너지하우스 (시너지),청소년관람불가,"액션,SF,스릴러","브라이언 테일러,마크 네빌딘","제라드 버틀러,앰버 발레타"
167,주온-원혼의 부활,2009-07-09,"2,101,472,000",0.1%,"2,101,472,000","303,473","303,473",145,"9,338",일본,일본,토에이 비디오 컴퍼니,(주)쇼박스,15세이상관람가,공포(호러),"아사토 마리,미야케 류타","카고 아이,미나미 아키나,세토 코지"
168,가디언의 전설,2010-10-28,"2,613,934,200",0.1%,"2,613,934,200","302,318","302,318",267,"14,421",미국,"미국,호주",워너 브러더스 픽쳐스,워너브러더스 코리아(주),전체관람가,"애니메이션,어드벤처,판타지",잭 스나이더,"휴고 위빙,짐 스터게스,라이언 콴튼"
169,호우시절,2009-10-08,"2,139,360,500",0.1%,"2,139,360,500","287,712","287,712",313,"21,164",한국,"한국,중국",판씨네마(주),(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,멜로/로맨스,허진호,"정우성,고원원,이봉화,이서영,김상호"
170,베스트 키드,2010-06-10,"2,031,914,500",0.1%,"2,031,914,500","287,278","287,278",252,"13,464",미국,미국,콜럼비아 픽쳐스 필름 프로덕션,한국소니픽쳐스릴리징브에나비스타영화㈜,12세이상관람가,"가족,드라마,액션",해럴드 즈워트,"제이든 스미스,성룡"
171,파이널 데스티네이션 4,2009-10-01,"2,273,016,500",0.1%,"2,273,016,500","284,633","284,633",215,"15,137",미국,미국,,워너브러더스 코리아(주),청소년관람불가,"공포(호러),스릴러",데이빗 엘리슨,"바비 캠포,닉 자노,헤일리 웹"
172,프레데터스,2010-08-26,"1,991,492,500",0.1%,"1,991,492,500","276,536","276,536",231,"14,168",미국,미국,투엔티쓰 센츄리-폭스 필름 코퍼레이션,이십세기폭스코리아(주),15세이상관람가,"액션,스릴러,SF,어드벤처",님로드 안탈,"애드리언 브로디,토퍼 그레이스,앨리스 브라가"
173,드래그 미 투 헬,2009-06-11,"1,842,604,500",0.1%,"1,842,604,500","272,813","272,813",242,"15,011",미국,미국,,㈜케이디미디어,15세이상관람가,"공포(호러),스릴러,판타지",샘 레이미,"저스틴 롱,알리슨 로먼"
174,지구가 멈추는 날,2008-12-24,"1,811,674,000",0.1%,"10,393,857,500","269,424","1,576,492",313,"14,498",미국,미국,,이십세기폭스코리아(주),12세이상관람가,"SF,액션,스릴러",스콧 데릭슨,"키아누 리브스,제니퍼 코넬리"
175,요가학원,2009-08-20,"1,927,358,500",0.1%,"1,927,358,500","268,627","268,627",251,"15,251",한국,한국,오퍼스픽쳐스(유),(주)싸이더스,15세이상관람가,공포(호러),윤재연,"유진,박한별,차수연,조은지,정혜진,황하나,윤진성,이혜상,이선호,이영진,조덕제,반민정,장리우,황승언,김승훈,정인기,최다니엘"
176,울프맨,2010-02-11,"2,062,933,500",0.1%,"2,062,933,500","265,409","265,409",263,"13,920",미국,미국,유니버셜 픽쳐스,유니버설픽쳐스인터내셔널 코리아(유),청소년관람불가,"공포(호러),스릴러",조 존스톤,"에밀리 블런트,베니치오 델 토로,안소니 홉킨스,에밀리 블런트,휴고 위빙"
177,극장판 도라에몽: 진구의 인어대해전,2010-07-28,"1,741,701,000",0.1%,"1,741,701,000","260,701","260,701",140,"5,639",일본,일본,"TV 아사히,토호 컴퍼니",CJ ENM,전체관람가,"애니메이션,가족,판타지",쿠스바 고조,"카카즈 유미,미즈타 와사비,문남숙"
178,불신지옥,2009-08-12,"1,795,734,500",0.1%,"1,795,734,500","248,284","248,284",237,"10,821",한국,한국,(주)영화사아침,(주)쇼박스,15세이상관람가,"미스터리,공포(호러)",이용주,"남상미,류승룡,김보연,심은경,신은정,박지선,오지은,문희경,박진우,장영남,강대희"
179,뉴욕은 언제나 사랑 중,2009-03-12,"1,660,430,500",0.1%,"1,660,430,500","243,432","243,432",222,"14,423",미국,미국,,(주)싸이더스,15세이상관람가,"멜로/로맨스,코미디",그리핀 던,"우마 서먼,콜린 퍼스,제프리 딘 모건"
180,월 스트리트: 머니 네버 슬립스,2010-10-21,"1,760,899,000",0.1%,"1,760,899,000","241,438","241,438",288,"14,013",미국,미국,에드워드 알 프레스만 필름 코포레이션,이십세기폭스코리아(주),12세이상관람가,"드라마,범죄,스릴러",올리버 스톤,"샤이아 라보프,마이클 더글라스,캐리 뮬리건,수잔 서랜든,찰리 쉰"
181,인터내셔널,2009-02-26,"1,591,408,000",0.1%,"1,591,408,000","237,869","237,869",199,"12,465",미국,미국,콜럼비아 픽쳐스 코포레이션,한국소니픽쳐스릴리징브에나비스타영화㈜,청소년관람불가,"액션,스릴러,드라마",톰 티크베어,"클라이브 오웬,나오미 왓츠"
182,극장판 포켓 몬스터 DP 「환영의 패왕 조로아크」,2010-12-23,"1,631,689,000",0.1%,"1,631,689,000","234,093","234,093",139,"4,502",일본,일본,이스트저팬마케팅앤커뮤니케이션,씨제이 씨지브이(CJ CGV)(주),전체관람가,애니메이션,유야마 쿠니히코,"이선호,김선혜,문남숙"
183,세븐 파운즈,2009-02-05,"1,506,896,000",0.1%,"1,506,896,000","229,799","229,799",191,"10,038",미국,미국,콜럼비아 픽쳐스 코포레이션,한국소니픽쳐스릴리징브에나비스타영화㈜,15세이상관람가,드라마,가브리엘 무치노,"윌 스미스,우디 해럴슨,로자리오 도슨"
184,디파이언스,2009-01-08,"1,524,555,000",0.1%,"1,528,139,000","228,465","229,157",163,"9,257",미국,미국,,(주)엠플러스픽쳐스,15세이상관람가,"드라마,전쟁",에드워드 즈윅,"다니엘 크레이그,제이미 벨,리브 슈라이버"
185,폐가,2010-08-19,"1,586,581,500",0.1%,"1,586,581,500","225,955","225,955",160,"8,769",한국,한국,"데이지엔터테인먼트,HY Films",(주)시너지하우스 (시너지),15세이상관람가,공포(호러),이철하,"신경선,윤이나,전인걸,현태호,이화정,신소율,박진원"
186,극장판 도라에몽: 진구의 공룡대탐험,2009-07-15,"1,461,955,000",0.1%,"1,461,955,000","225,097","225,097",145,"6,218",일본,일본,TV 아사히,대원미디어(주),전체관람가,"애니메이션,가족,SF,어드벤처",와타나베 아유무,미즈타 와사비
187,포스 카인드,2010-02-25,"1,672,315,500",0.1%,"1,672,315,500","224,808","224,808",186,"13,044",미국,미국,"유니버셜 픽쳐스,골드써클필름,포커스필름프로덕션㈜,샴바라 픽처스,대드 크루 프로덕션,사가 필름",(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"SF,미스터리,스릴러",올라턴드 오선샌미,"밀라 요보비치,윌 패튼"
188,코렐라인: 비밀의 문,2009-05-21,"1,427,360,000",0.1%,"1,427,360,000","219,291","219,291",250,"8,586",미국,미국,,,전체관람가,"애니메이션,가족,판타지,어드벤처,드라마",헨리 셀릭,"테리 해처,다코타 패닝"
189,일라이,2010-04-15,"1,634,626,500",0.1%,"1,634,626,500","219,196","219,196",253,"15,862",미국,미국,알콘엔터테인먼트,(주)쇼박스,15세이상관람가,"액션,어드벤처,드라마,스릴러,서부극(웨스턴)","알렌 휴즈,알버트 휴즈","덴젤 워싱턴,게리 올드만"
190,우리 집에 왜 왔니,2009-04-09,"1,411,607,500",0.1%,"1,411,607,500","217,478","217,478",225,"14,538",한국,한국,㈜어거스트,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"드라마,멜로/로맨스,코미디",황수아,"강혜정,박희순,문재원,강다연,허남훈,승리,강현정,유진성,이대영,이미도,서영화,조은지,박경찬"
191,케로로 더 무비: 드래곤 워리어,2009-04-30,"1,280,224,000",0.1%,"1,280,224,000","214,639","214,639",181,"5,401",일본,일본,,에이원엔터테인먼트,전체관람가,"애니메이션,SF,어드벤처","사토 준이치,야마구치 스스무","코자쿠라 에츠코,나카타 조지"
192,언데드,2009-02-26,"1,427,608,500",0.1%,"1,427,608,500","214,638","214,638",171,"12,028",미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"공포(호러),스릴러",데이빗 S. 고이어,"오데뜨 유스트만,게리 올드만,메간 굿"
193,나는 비와 함께 간다,2009-10-15,"1,616,115,000",0.1%,"1,616,115,000","212,067","212,067",218,"13,880",프랑스,프랑스,,CJ ENM,청소년관람불가,"범죄,스릴러,액션",트란 안 홍,"조쉬 하트넷,이병헌,기무라 타쿠야"
194,말리와 나,2009-02-19,"1,415,054,000",0.1%,"1,415,054,000","210,270","210,270",210,"10,499",미국,미국,"폭스2000픽처스,뉴리전시 픽쳐스",이십세기폭스코리아(주),12세이상관람가,"드라마,코미디,멜로/로맨스,가족",데이빗 프랭클,"오웬 윌슨,제니퍼 애니스턴"
195,러블리 본즈,2010-02-25,"1,547,760,000",0.1%,"1,547,760,000","208,660","208,660",213,"10,916",미국,미국,"윙누트 필름,드림웍스 프로덕션 LLC",CJ ENM,15세이상관람가,"범죄,드라마,판타지",피터 잭슨,"마크 월버그,레이첼 와이즈,시얼샤 로넌"
196,13일의 금요일,2009-03-12,"1,467,520,500",0.1%,"1,467,520,500","208,118","208,118",138,"9,648",미국,미국,,CJ ENM,청소년관람불가,공포(호러),마커스 니스펠,"제러드 파달렉키,다니엘 파나베이커,아만다 라이거티"
197,베드타임 스토리,2009-01-22,"1,306,578,000",0.1%,"1,306,578,000","205,962","205,962",214,"8,185",미국,미국,,한국소니픽쳐스릴리징브에나비스타영화㈜,전체관람가,"코미디,판타지,어드벤처,가족",아담 쉥크만,"아담 샌들러,케리 러셀"
198,카오스,2009-03-26,"1,355,261,000",0.1%,"1,355,261,000","204,689","204,689",180,"12,879",영국,"영국,미국,캐나다",,(주)싸이더스,15세이상관람가,"액션,드라마,범죄,스릴러",토니 기글리오,"제이슨 스타뎀,라이언 필립,웨슬리 스나입스"
199,페스티발,2010-11-18,"1,517,620,500",0.1%,"1,517,620,500","196,937","196,937",234,"11,897",한국,한국,"(주)영화사아침,(주)타이거픽쳐스",(주)시너지하우스 (시너지),청소년관람불가,코미디,이해영,"신하균,박소현,김아중,엄지원,심혜진,성동일,류승범,백진희,오달수,설미미,손봉수,김효배,김호현,조안나,신유진,황혜림,김남희,문희정,최권,유승훈,박상현,정아라,양홍준,김남순,송대중"
200,꼬마 니콜라,2010-01-28,"1,344,405,500",0.1%,"1,344,405,500","196,670","196,670",160,"9,274",프랑스,프랑스,피델라이트프로덕션,(주)프라임엔터테인먼트,전체관람가,"가족,코미디",로랑 티라르,"발리에리 르메르시,막심 고다르,카드 메라드"
201,엣지 오브 다크니스,2010-06-02,"1,416,485,500",0.1%,"1,416,485,500","193,380","193,380",230,"13,619",영국,"영국,미국",워너 브러더스 픽쳐스,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"범죄,드라마,미스터리,스릴러",마틴 캠벨,멜 깁슨
202,디어 존,2010-03-04,"1,416,393,000",0.1%,"1,416,393,000","189,117","189,117",255,"15,112",미국,미국,릴레티비티 미디어,(주)화앤담이엔티,12세이상관람가,"드라마,멜로/로맨스,전쟁",라세 할스트롬,"채닝 테이텀,아만다 사이프리드"
203,아빠가 여자를 좋아해,2010-01-14,"1,243,136,000",0.1%,"1,243,136,000","174,333","174,333",277,"13,408",한국,한국,(주)하리마오픽쳐스,(주)쇼박스,12세이상관람가,"멜로/로맨스,코미디",이광재,"김지석,이나영,박정현,김희수,조아름,장남열,태인호,이필모,김희원,이창훈,김응수"
204,더 로드,2010-01-07,"1,282,640,500",0.1%,"1,282,640,500","173,348","173,348",171,"8,328",미국,미국,,에스케이텔레콤(주),15세이상관람가,"SF,드라마,스릴러",존 힐코트,"비고 모텐슨,샤를리즈 테론,코디 스밋 맥피"
205,발렌타인 데이,2010-02-11,"1,314,085,500",0.1%,"1,314,085,500","169,529","169,529",200,"8,750",미국,미국,"뉴라인 시네마,카쯔 엔터테인먼트",워너브러더스 코리아(주),15세이상관람가,"멜로/로맨스,코미디",게리 마샬,"제시카 알바,브래들리 쿠퍼,캐시 베이츠,제시카 비엘,에릭 댄,패트릭 뎀시,헥터 엘리존도,제이미 폭스,줄리아 로버츠,앤 해서웨이,애쉬튼 커처,퀸 라티파,테일러 로트너,조지 로페즈,셜리 맥클레인"
206,그랑프리,2010-09-16,"1,219,746,000",0.1%,"1,219,746,000","167,024","167,024",232,"13,100",한국,한국,(주)네버엔딩스토리,(주)싸이더스,12세이상관람가,드라마,양윤호,"김태희,양동근,박근형,고두심,박사랑,우현,송재림,박희본,강나윤,송옥숙,신기환,최재욱,김현철,이상혁,김태영,박상언,박상우,양지혜,이준동,최정우,이혜은,박민우"
207,비밀애,2010-03-25,"1,206,962,000",0.1%,"1,206,962,000","164,252","164,252",268,"15,211",한국,한국,"(주)한컴,(주)코난픽쳐스",(주)시너지하우스 (시너지),청소년관람불가,멜로/로맨스,"류훈,권지연","유지태,윤진서,유현주,임호,임형국,이미도,지대한,강애심,정인기,오연아"
208,스플라이스,2010-07-01,"1,263,923,500",0.1%,"1,263,923,500","162,760","162,760",127,"7,375",캐나다,캐나다,"(주)미로비젼,고몽,코퍼 하트 엔터테인먼트,다크 캐슬 엔터테인먼트",(주)화천공사,청소년관람불가,"SF,공포(호러),스릴러",빈센조 나탈리,"애드리언 브로디,사라 폴리"
209,팬도럼,2009-10-22,"1,223,079,000",0.1%,"1,223,079,000","161,063","161,063",187,"11,825",독일,"독일,영국",콘스탄틴 필름 프로덕션,"(주)케이알씨지,(주)시너지하우스 (시너지)",청소년관람불가,"액션,공포(호러),SF,스릴러",크리티앙 알버트,"데니스 퀘이드,벤 포스터,노먼 리더스"
210,무법자,2010-03-18,"1,221,713,500",0.1%,"1,221,713,500","160,734","160,734",190,"12,965",한국,한국,청강스토리㈜,(주)넥스트엔터테인먼트월드(NEW),청소년관람불가,"드라마,범죄,스릴러",김철한,"감우성,장신영,이승민,탁트인,최원영,조대현,박용재,김민좌,박준수,박창희,안창영,김선나,유정인,정윤선,천성훈,허기호,이한주,조덕현,우현,김강산,김동효,정민성,이정민,이언수"
211,부산,2009-10-15,"1,172,970,000",0.1%,"1,172,970,000","158,943","158,943",203,"12,745",한국,한국,(주)오죤필름,(주)싸이더스,청소년관람불가,"액션,드라마",박지원,"유승호,김영호,고창석,정선경,최낙희,김윤안,이세나,박종락,조은하,하혜진,정지윤,권해수,강유진,김상오,민성주,최면신,장훈우,이세나,오승일,정지수,정지우,김진환,양진우,이광기,이향철,이종언,김은희,조재윤,조진웅,이병준,황승언,이은채"
212,킥 애스: 영웅의 탄생,2010-04-22,"1,148,869,500",0.1%,"1,148,869,500","151,159","151,159",221,"10,742",영국,"영국,미국","마브 필름,플랜 비 엔터테인먼트,라이온스 게이트 필름즈",롯데쇼핑㈜롯데엔터테인먼트,청소년관람불가,"액션,어드벤처,코미디",매튜 본,"애런 존슨,클로이 모레츠,니콜라스 케이지,마크 스트롱"
213,아바타 3D 스페셜에디션,2010-09-04,"1,870,164,500",0.1%,"1,870,164,500","148,098","148,098",146,"4,188",미국,미국,,이십세기폭스코리아(주),12세이상관람가,"SF,액션",제임스 카메론,"샘 워싱턴,조 샐다나"
214,스테이트 오브 플레이,2009-04-30,"980,130,500",0.0%,"980,130,500","147,737","147,737",209,"7,891",미국,미국,,,12세이상관람가,"드라마,범죄,스릴러",케빈 맥도널드,"러셀 크로우,벤 애플렉,레이첼 맥아덤즈"
215,짱구는 못말려 극장판:태풍을 부르는 노래하는 엉덩이 폭탄,2009-09-24,"1,016,823,500",0.1%,"1,016,823,500","146,748","146,748",104,"4,897",일본,일본,,씨제이 씨지브이(CJ CGV)(주),전체관람가,"애니메이션,코미디,가족",무토우 유지,"나라하시 미키,후지와라 케이지,야지마 아키코"
