■ 기간별 박스오피스,,,,,,,,,,,,,,,,,
- 조회일: 2021-08-06,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간: 2009-01-01~2010-12-31   영화구분: 일반영화   국적: 전체   지역: 전체   제작사 : 전체   배급사 : 전체   감독명 : 전체   배우명 : 전체   등급별 : 전체   장르별 : 전체 ],,,,,,,,,,,,,,,,,
순위,영화명,개봉일,매출액 ,매출액,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
10,아이언맨 2,2010-04-29,"32,635,195,500",1.6%,"32,635,195,500","4,425,003","4,425,003",921,"87,665",미국,미국,"파라마운트 픽쳐스,마블 엔터프라이즈",CJ ENM,12세이상관람가,"SF,액션,어드벤처",존 파브로,"로버트 다우니 주니어,기네스 팰트로우,돈 치들,스칼렛 요한슨,미키 루크"
11,7급 공무원,2009-04-22,"26,380,710,000",1.3%,"26,380,710,000","4,039,891","4,039,891",475,"90,779",한국,한국,"(주)하리마오픽쳐스,(주)영화사수작,(주)디씨지플러스",롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,"코미디,액션,드라마,범죄",신태라,"김하늘,강지환,유승목,강규영,김민국,강신일,장남열,심은혜,나귀화,서정주,천성일,민홍남,이상욱,박병렬,정경민,이수지,임성현,김재훈,김철남,이가현,서민경,이정선,김은주,손호승,김형범,장영남,리우진,이창훈,김승훈,오연아,박지영"
12,과속스캔들,2008-12-03,"25,293,891,900",1.3%,"53,800,771,400","3,861,757","8,223,266",371,"83,259",한국,한국,"(주)토일렛픽쳐스,(주)디씨지플러스",롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,코미디,강형철,"차태현,박보영,왕석현,임지규,황우슬혜,정원중,김기방,김혜진,노수정,류수경,김준호,문수진,김태형,김웅,이희상,임진순,김민채,김수완,박용준,정준영,정진희,정하린,김진,김준영,이준혁,성지루,김한국,고준,고준,박영서"
13,이끼,2010-07-14,"25,437,300,500",1.3%,"25,437,300,500","3,350,303","3,350,303",740,"58,198",한국,한국,"(주)시네마서비스,㈜렛츠필름,(주)시네마서비스글로벌",CJ ENM,청소년관람불가,"드라마,스릴러",강우석,"정재영,박해일,유준상,유선,허준호,유해진,김상호,김준배,강신일,이철민,박정재,유준상,최근현,윤아름,오순태,김철현,장준녕"
14,포화속으로,2010-06-16,"23,831,958,600",1.2%,"23,831,958,600","3,330,324","3,330,324",742,"80,091",한국,한국,"(주)태원엔터테인먼트,(주)유비유필름,(주)에이치 플러스",롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,"드라마,전쟁",이재한,"차승원,권상우,최승현,김승우,김혜성,신현탁,문재원,김득겸,신경선,추종범,홍성진,신성현,김윤성,장문석,김한준,황승현,김동윤,김동범,서승택,김경주,김대연,김규호,채호병,김태환,유승현,유영준,최민석,유한솔,윤승훈,장현근,이성문,정경일,윤진태,이세진,정재훈,정준혁,김정섭,김수형,김승환,이경현,이현종,고은총,이동훈,박진희,데이비드 맥기니스,남태부,강필선,진용욱,김호원,황유현,염혜란,백인권"
15,쌍화점,2008-12-30,"22,493,822,400",1.1%,"25,411,823,400","3,296,474","3,749,034",532,"67,144",한국,한국,오퍼스픽쳐스(유),(주)쇼박스,청소년관람불가,드라마,유하,"조인성,주진모,송지효,심지호,임주환,여욱환,송중기,노민우,조강현,김기방,홍종현,김기석,현우,박종수,김효주,조상민,박지민,백승호,한지원,서영주,유정연,박재연,박상민,정광민,김세정,김세희,김태수,정우진,박선영,최승희,정성일,이승구,김수지,이진아,이주훈,서영주,손종학,조진웅,박성훈,이세랑,임현성,권태원,이성우,김기범"
16,거북이 달린다,2009-06-11,"20,618,276,000",1.0%,"20,618,276,000","3,024,666","3,024,666",432,"69,946",한국,한국,(주)씨네이천,(주)쇼박스,15세이상관람가,"드라마,액션,범죄",이연우,"김윤석,정경호,견미리,선우선,서동수,이효권,최수현,양현석,김종근,김준희,최권,라미란,신정근,이무생,조덕제,유하복,차은재,김희원,박선준,염동헌,최홍일,류성현"
17,하모니,2010-01-28,"21,641,750,000",1.1%,"21,641,750,000","3,018,131","3,018,131",384,"77,723",한국,한국,(주)제이케이필름,CJ ENM,12세이상관람가,드라마,강대규,"김윤진,김호연,나문희,강예원,이다희,장영남,박준면,정수영,손미희,정혜원,홍민기,김원영,신정원,김해용,박지연,서동현,박란,유정민,이효준,임채연,윤익준,윤정빈,박선희,오은미,정재민,염은하,최은찬,전수지,김양성,김현수,김재화,지성원,이승연,이선주,박혜진,차청화"
18,방자전,2010-06-02,"22,490,024,000",1.1%,"22,490,024,000","2,985,483","2,985,483",495,"67,562",한국,한국,"(주)바른손이앤에이,시오필름(주),(주)더타워픽쳐스",CJ ENM,청소년관람불가,"사극,코미디,멜로/로맨스",김대우,"김주혁,류승범,조여정,류현경,오달수,송새벽,오정세,공형진,김성령,최무성,김선영,김민교,조창현,안정희,박은혜,조명행,전세하,김형석,박영미,문원주,류현상,송슬기,박대희,유은아,정다혜,윤주영,최성일,김탁호,이진운,양시은,송지인,이민웅,최교식,류제승,이제훈,남진복,김태훈"
19,마더,2009-05-28,"19,967,462,500",1.0%,"19,967,462,500","2,979,226","2,979,226",642,"71,404",한국,한국,(주)바른손이앤에이,CJ ENM,청소년관람불가,드라마,봉준호,"김혜자,원빈,진구,윤제문,최재원,전미선,송새벽,천우희,정영기,이미도,유인수,박태준,오원식,이옥주,김홍집,윤혜진,임성미,임근아,김태환,황영희,한지희,남성호,권병길,고규필,박명신,염동헌,김규남,임형국,권범택"
20,해리 포터와 혼혈 왕자,2009-07-15,"20,267,484,000",1.0%,"20,267,484,000","2,957,736","2,957,736",751,"48,115",미국,미국,워너 브러더스 픽쳐스,워너브러더스 코리아(주),전체관람가,"어드벤처,액션,가족",데이빗 예이츠,"다니엘 래드클리프,엠마 왓슨,루퍼트 그린트"
21,솔트,2010-07-29,"21,360,288,000",1.1%,"21,360,288,000","2,869,938","2,869,938",556,"53,679",미국,미국,콜럼비아 픽쳐스 코포레이션,한국소니픽쳐스릴리징브에나비스타영화㈜,15세이상관람가,"스릴러,액션",필립 노이스,안젤리나 졸리
22,부당거래,2010-10-28,"20,996,302,500",1.1%,"20,996,302,500","2,722,996","2,722,996",502,"69,703",한국,한국,"필름트레인,(주)외유내강",CJ ENM,청소년관람불가,"범죄,드라마",류승완,"황정민,김승훈,류승범,유해진,천호진,마동석,김원범,최정현,황병국,조준현,조철현,박형준,한동욱,한상욱,한성희,류수경,한재덕,강유미,서지영,박광호,박미숙,박민정,박민정,박민정,전봉수,전진영,박세준,임정언,권성현,최우성,온세웅,연영식,오상진,김종민,이춘연,이유빈,백승익,오승현,이채은,이미도,이희준,오정세,안길강,김수현,조영진,정만식,차은재,이화룡,김규남,김기천,곽자형,곽진석,김서원"
23,적벽대전 2 : 최후의 결전,2009-01-22,"17,782,372,500",0.9%,"17,782,372,500","2,694,436","2,694,436",426,"45,952",중국,중국,,(주)쇼박스,15세이상관람가,"액션,전쟁,드라마,사극",오우삼,"금성무,양조위,조미,장풍의,장첸"
24,시라노; 연애조작단,2010-09-16,"19,838,369,000",1.0%,"19,838,369,000","2,684,783","2,684,783",415,"77,736",한국,한국,(주)명필름,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,"멜로/로맨스,코미디",김현석,"엄태웅,이민정,최다니엘,박신혜,박철민,전아민,송새벽,류현경,김유경,박은성,조재형,송다은,한대룡,서대현,김대인,김상렬,이병규,유일한,이미도,이미소,김지영,이대연,권해효,원현준,김유경"
25,지.아이.조 : 전쟁의 서막,2009-08-06,"19,583,497,500",1.0%,"19,583,497,500","2,665,874","2,665,874",446,"54,820",미국,미국,파라마운트 픽쳐스,CJ ENM,15세이상관람가,액션,스티븐 소머즈,"채닝 테이텀,버튼 페레즈,시에나 밀러,데니스 퀘이드,이병헌"
26,타이탄,2010-04-01,"21,796,996,500",1.1%,"21,796,996,500","2,642,483","2,642,483",694,"87,911",미국,미국,워너 브러더스 픽쳐스,워너브러더스 코리아(주),12세이상관람가,"액션,어드벤처,판타지",루이스 리테리어,"랄프 파인즈,샘 워싱턴,리암 니슨,알렉사 다바로스,젬마 아터튼"
27,드래곤 길들이기,2010-05-20,"27,040,606,000",1.4%,"27,040,606,000","2,562,412","2,562,412",563,"57,264",미국,미국,드림웍스 애니메이션,"유니버설픽쳐스인터내셔널 코리아(유),CJ ENM",전체관람가,"애니메이션,코미디,어드벤처,가족",딘 데블로이스,"제이 바루첼,제라드 버틀러"
28,굿모닝 프레지던트,2009-10-22,"18,567,863,300",0.9%,"18,567,863,300","2,554,960","2,554,960",586,"69,955",한국,한국,소란플레이먼트(주),CJ ENM,전체관람가,"코미디,드라마",장진,"한동학,장동건,이순재,고두심,한채영,허정규,송기관,송영규,박일,최지나,김현동,서정민,김광현,유승희,윤동현,전유진,이은영,김재호,최은영,김용숙,박희건,임하룡,조덕현,장영남,이철민,김원해,이한위,이해영,전국환,김인우,이은채"
29,해리 포터와 죽음의 성물1,2010-12-15,"16,974,636,000",0.9%,"16,974,636,000","2,396,988","2,396,988",717,"40,463",미국,미국,헤이데이필름,워너브러더스 코리아(주),전체관람가,"미스터리,판타지",데이빗 예이츠,"다니엘 래드클리프,엠마 왓슨,루퍼트 그린트"
30,하녀,2010-05-13,"17,038,639,000",0.9%,"17,038,639,000","2,267,556","2,267,556",555,"59,621",한국,한국,"(주)싸이더스,(주)미로비젼",(주)싸이더스,청소년관람불가,"스릴러,멜로/로맨스",임상수,"전도연,이정재,윤여정,서우,박지영,안서현,황정민,문소리,신재민,박지선,박지선,김지선,전신환"
31,나잇&데이,2010-06-24,"16,777,869,600",0.8%,"16,777,869,600","2,243,484","2,243,484",494,"54,797",미국,미국,"뉴리전시 픽쳐스,리젠시 엔터프라이즈,이십세기폭스필름코퍼레이션,트리 라인 필름,로드레벨,핑크",이십세기폭스코리아(주),15세이상관람가,"액션,코미디",제임스 맨골드,"톰 크루즈,카메론 디아즈"
32,슈렉 포에버,2010-07-01,"22,809,145,100",1.2%,"22,809,145,100","2,223,851","2,223,851",561,"51,317",미국,미국,드림웍스 애니메이션,CJ ENM,전체관람가,"애니메이션,코미디,가족",마이크 미첼,"마이크 마이어스,카메론 디아즈,에디 머피,안토니오 반데라스,장광,김옥경,이인성,이봉준"
33,박쥐,2009-04-30,"14,835,559,500",0.7%,"14,835,559,500","2,205,609","2,205,609",499,"45,397",한국,"한국,미국,호주",(주)모호필름,CJ ENM,청소년관람불가,"공포(호러),드라마",박찬욱,"송강호,김옥빈,신하균,김해숙,송영창,오달수,박인환,라미란,손종학,서동수,황우슬혜,조덕제,최희진,최종률,이화룡"
34,셜록 홈즈,2009-12-23,"16,030,423,000",0.8%,"16,030,423,000","2,183,500","2,183,500",381,"43,966",미국,"미국,영국",,워너브러더스 코리아(주),12세이상관람가,"미스터리,범죄,어드벤처",가이 리치,"로버트 다우니 주니어,주드 로"
35,이상한 나라의 앨리스,2010-03-04,"20,334,399,500",1.0%,"20,334,399,500","2,147,012","2,147,012",397,"58,393",미국,미국,월트 디즈니 픽쳐스,한국소니픽쳐스릴리징브에나비스타영화㈜,전체관람가,"판타지,어드벤처,가족",팀 버튼,"조니 뎁,앤 해서웨이,헬레나 본햄 카터,크리스핀 글로버,미아 와시코브스카,마튼 초카스"
36,내 사랑 내 곁에,2009-09-24,"15,584,755,500",0.8%,"15,584,755,500","2,135,509","2,135,509",478,"65,168",한국,한국,영화사 집,CJ ENM,12세이상관람가,"드라마,멜로/로맨스",박진표,"하지원,김명민,남능미,임하룡,최종률,신신애,임종윤,임형준,임성민,가인,장원영,김여진,김광규,정의철,김혜림,임훈,유지연,유승목,신치영,김영필,강신일,송영창,설경구,박현영,김기천,전수지"
37,초능력자,2010-11-10,"15,374,489,000",0.8%,"15,374,489,000","2,130,606","2,130,606",612,"58,000",한국,한국,영화사 집,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"SF,드라마",김민석,"김한나,강동원,고수,정은채,윤다경,최덕문,김수남,허명행,강민서,홍대성,홍대성,최장훈,김윤하,김한수,황상길,문용찬,이미경,채성원,유동헌,전상하,윤정빈,박아람,오정택,최윤석,김대현,김지원,이형훈,조덕제,류아벨,변희봉,김광규,김인권,김소진,이세랑,김영아,김기범,김서원,조영규,이수광"
38,이클립스,2010-07-07,"14,945,720,000",0.8%,"14,945,720,000","2,069,246","2,069,246",535,"46,355",미국,미국,서미트 엔터티인먼트,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,"판타지,멜로/로맨스,스릴러",데이빗 슬레이드,"크리스틴 스튜어트,로버트 패틴슨,테일러 로트너"
39,쩨쩨한 로맨스,2010-12-01,"15,338,827,000",0.8%,"15,338,827,000","2,009,586","2,009,586",450,"46,199",한국,한국,(주)크리픽쳐스,롯데쇼핑㈜롯데엔터테인먼트,청소년관람불가,"코미디,멜로/로맨스",김정훈,"이선균,최강희,류현경,오정세,석정현,조성환,송유하,최현숙,추연규,류지혜,정구영,박성일,이원종,최희진,신동환,조은지,정민성"
40,박물관이 살아있다 2,2009-06-04,"12,399,745,500",0.6%,"12,399,745,500","1,972,440","1,972,440",569,"53,628",미국,미국,,이십세기폭스코리아(주),전체관람가,"어드벤처,코미디,액션",숀 레비,"벤 스틸러,에이미 아담스,로빈 윌리엄스,행크 아자리아,오웬 윌슨"
41,페르시아의 왕자: 시간의 모래,2010-05-27,"14,483,501,000",0.7%,"14,483,501,000","1,970,823","1,970,823",567,"51,307",미국,미국,월트 디즈니 픽쳐스,한국소니픽쳐스릴리징브에나비스타영화㈜,12세이상관람가,"액션,어드벤처,판타지",마이크 뉴웰,"제이크 질렌할,젬마 아터튼,벤 킹슬리"
42,뉴 문,2009-12-02,"13,867,244,000",0.7%,"13,867,244,000","1,933,187","1,933,187",545,"46,789",미국,미국,,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,"판타지,드라마,멜로/로맨스",크리스 웨이츠,"로버트 패틴슨,크리스틴 스튜어트"
43,천사와 악마,2009-05-14,"12,541,341,000",0.6%,"12,541,341,000","1,906,687","1,906,687",543,"47,459",미국,미국,콜럼비아 픽쳐스 코포레이션,한국소니픽쳐스릴리징브에나비스타영화㈜,15세이상관람가,"미스터리,범죄,스릴러",론 하워드,"톰 행크스,이완 맥그리거"
44,애자,2009-09-09,"13,633,902,000",0.7%,"13,633,902,000","1,901,731","1,901,731",376,"65,500",한국,한국,시리우스픽쳐스(주),(주)시너지하우스 (시너지),15세이상관람가,"드라마,코미디",정기훈,"김성태,최강희,김영애,소주영,허서영,박용제,박윤남,박인혁,김인서,최효준,황은정,김C,김봉기,정화영,전정원,이주호,김C,장영남,신정근,정혜선,최일화,이세랑,오연아"
45,그림자 살인,2009-04-02,"12,659,065,000",0.6%,"12,659,065,000","1,892,467","1,892,467",387,"54,046",한국,한국,CJ ENM,CJ ENM,15세이상관람가,"미스터리,스릴러,사극,범죄",박대민,"송요셉,황정민,류덕환,오달수,엄지원,홍서백,홍의정,홍의정,김동길,김경숙,우승연,최광락,정상수,김춘식,최유리,이신우,이경태,김요섭,이정홍,박진우,오태경,유승목,서동수,조영진,엄효섭,최종률,윤제문,고준,이세랑,김향기,권태원,김응수,김기천,신유람,김서원,손병욱"
46,퍼시 잭슨과 번개 도둑,2010-02-11,"13,158,158,500",0.7%,"13,158,158,500","1,846,180","1,846,180",334,"43,667",미국,미국,폭스2000픽처스,이십세기폭스코리아(주),12세이상관람가,"판타지,어드벤처",크리스 콜럼버스,"로건 레먼,피어스 브로스넌,우마 서먼,숀 빈,로자리오 도슨,케빈 맥키드"
47,해결사,2010-09-09,"13,844,624,000",0.7%,"13,844,624,000","1,843,404","1,843,404",525,"59,325",한국,한국,(주)외유내강,"(주)넥스트엔터테인먼트월드(NEW),(주)에스비에스콘텐츠허브",15세이상관람가,"액션,스릴러",권혁재,"이영수,설경구,이정진,오달수,주진모,문정희,송새벽,김형주,황병국,서동필,김재민,박연정,김정팔,이영훈,이준규,이재인,이종석,박진우,이무생,조영진,한창현,원현준,권은수,이정민,김서원,박영서,이동진"
48,악마를 보았다,2010-08-12,"13,919,416,500",0.7%,"13,919,416,500","1,817,063","1,817,063",490,"42,721",한국,한국,"(주)페퍼민트앤컴퍼니,(주)씨즈엔터테인먼트",(주)쇼박스,청소년관람불가,스릴러,김지운,"이병헌,최민식,조승민,신정훈,이준혁,김인서,남보라,최문숙,박미선,장정원,윤채영,정지윤,이현용,최무성,천호진,한송이,오산하,조덕제,최진호,전국환,김강일,김봉수,설창희"
49,작전명 발키리,2009-01-22,"11,875,231,500",0.6%,"11,875,231,500","1,784,165","1,784,165",372,"36,947",미국,"미국,독일",유나이티드 아티스트,이십세기폭스코리아(주),12세이상관람가,"스릴러,드라마,전쟁",브라이언 싱어,"톰 크루즈,빌 나이히,케네스 브래너"
50,차우,2009-07-15,"12,531,840,500",0.6%,"12,531,840,500","1,778,843","1,778,843",397,"41,354",한국,한국,(주)영화사수작,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,"액션,어드벤처,코미디",신정원,"엄태웅,정유미,윤제문,권영국,김기천,박혁권,강구현,신미소,조민기,홍세인,정윤민,김윤호,유성철,권귀덕,김종호,장항선,최원영,하성광,이장유,박혜진,권범택"
51,불꽃처럼 나비처럼,2009-09-24,"12,302,961,500",0.6%,"12,302,961,500","1,670,652","1,670,652",441,"57,300",한국,한국,(주)싸이더스,(주)쇼박스,15세이상관람가,"멜로/로맨스,사극",김용균,"최경원,조승우,수애,천호진,김선화,최재웅,남현정,이대현,봉만대,이홍,박민희,임호,최승일,박소현,정인희,김정섭,김정일,이태호,고수희,이무생,최종률,김강일,이용녀,이주실,김영민,정종열,이상훈,천명재"
52,로빈 후드,2010-05-13,"11,560,588,500",0.6%,"11,560,588,500","1,570,681","1,570,681",544,"41,953",미국,미국,유니버셜 픽쳐스,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"액션,드라마,사극",리들리 스콧,"러셀 크로우,케이트 블란쳇,막스 본 시도우"
53,무적자,2010-09-16,"11,629,780,500",0.6%,"11,629,780,500","1,546,132","1,546,132",412,"46,186",한국,"한국,홍콩,일본,태국",핑거프린트(주),CJ ENM,15세이상관람가,"드라마,액션",송해성,"주진모,송승헌,김강우,조한선,최재원,홍의정,이신성,임형준,박현,한상현,류근형,이소희,김재형,김철준,양은혜,서태화,박진우,김해곤,이기혁,신유람,손병욱"
54,유감스러운 도시,2009-01-22,"10,289,635,500",0.5%,"10,289,635,500","1,532,632","1,532,632",375,"35,055",한국,한국,(주)주머니이엔티,CJ ENM,15세이상관람가,"코미디,액션,범죄",김동원,"정준호,최경원,정웅인,정운택,김상중,노승범,김홍식,홍광석,김형운,박용기,박유현,이상민,나현주,김범석,배경남,김병용,김대희,정구영,장현범,이지인,유준석,윤승남,박상민,정경훈,이승우,한고은,강성필,지대한,윤다경,전미선,조한선,장승화"
55,작전,2009-02-12,"10,086,067,500",0.5%,"10,086,067,500","1,517,096","1,517,096",393,"50,216",한국,한국,(주)영화사비단길,(주)쇼박스,15세이상관람가,"범죄,드라마,스릴러",이호재,"박용하,박희순,김민정,김무열,김준성,신지희,김현미,박재웅,김길동,권형준,이승기,이시연,이하림,조덕현,조재윤,신현종,전국환,유승목,이은지,김승훈,정민성,정종열,최교식,신유람"
56,황해,2010-12-22,"11,524,115,000",0.6%,"11,524,115,000","1,497,242","1,497,242",618,"23,295",한국,"한국,미국,중국",㈜팝콘필름,"(주)쇼박스,이십세기폭스코리아(주)",청소년관람불가,"스릴러,액션,범죄",나홍진,"김윤석,하정우,조성하,이철민,박윤호,김기석,박재홍,안서현,박창수,노남석,김기환,백승철,진명,김봉주,고해성,장윤영,권귀덕,강민규,임만규,정명식,임재민,김재화,김윤정,박병은,조재윤,이엘,이영수,장소연,이희준,송원종,정대용,황석정,유하복,최욱,손강국,정만식,공정환,이유미,염동헌,정민성,백현주,정혜원,이재우,승의열,한이진,천명재,방혜영"
57,토이 스토리 3,2010-08-05,"14,319,338,600",0.7%,"14,319,338,600","1,458,865","1,458,865",393,"28,615",미국,미국,"픽사 애니메이션 스튜디오,월트디즈니 애니메이션 스튜디오",한국소니픽쳐스릴리징브에나비스타영화㈜,전체관람가,"가족,코미디,판타지",리 언크리치,"톰 행크스,조앤 쿠삭"
58,구르믈 버서난 달처럼,2010-04-28,"10,241,716,500",0.5%,"10,241,716,500","1,383,867","1,383,867",506,"48,314",한국,한국,"(주)영화사아침,(주)타이거픽쳐스",에스케이텔레콤(주),15세이상관람가,"사극,액션",이준익,"황정민,김성훈,차승원,한지혜,백성현,신영훈,김영훈,함철훈,박광설,박미령,정선미,임재윤,권성영,김여정,이달형,박수정,이필훈,양명헌,송영창,박진우,신정근,이해영,김보연,김창완,정재헌,김상호,염동헌,정민성,박윤호,김서원,양도현"
59,라스트 에어벤더,2010-08-19,"13,854,892,500",0.7%,"13,854,892,500","1,371,164","1,371,164",399,"32,416",미국,미국,파라마운트 픽쳐스,CJ ENM,전체관람가,"액션,가족,판타지,어드벤처",M. 나이트 샤말란,"잭슨 라스본,데브 파텔,노아 링어,니콜라 펠츠"
60,헬로우 고스트,2010-12-22,"9,796,273,500",0.5%,"9,796,273,500","1,356,230","1,356,230",472,"22,865",한국,한국,(주)워터앤트리,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,"코미디,드라마",김영탁,"차태현,강예원,이문수,고창석,장영남,천보근,신성일,이창수,라미란,이한위,조덕제,박길수,안길강,정혜원,하성광,이장유,이동진"
61,닌자 어쌔신,2009-11-26,"10,146,600,500",0.5%,"10,146,600,500","1,332,819","1,332,819",308,"37,295",미국,미국,워너 브러더스 픽쳐스,워너브러더스 코리아(주),청소년관람불가,"액션,드라마,범죄",제임스 맥티그,"정지훈,나오미 해리스"
62,청담보살,2009-11-11,"9,599,189,500",0.5%,"9,599,189,500","1,308,810","1,308,810",387,"42,841",한국,한국,(주)전망좋은 영화사,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"멜로/로맨스,코미디",김진영,"임창정,박예진,이준혁,박주연,주성민,김규동,박경진,이혜주,이상하,박미선,정수진,김아림,이현식,서영희,박휘순,이철민,양택조,길해연,박효주,김희원,정민성,김기천,손희순"
63,엑스맨 탄생: 울버린,2009-04-30,"8,408,135,000",0.4%,"8,408,135,000","1,280,734","1,280,734",412,"33,893",미국,미국,이십세기폭스필름코퍼레이션,이십세기폭스코리아(주),12세이상관람가,"SF,액션,판타지",개빈 후드,"휴 잭맨,리브 슈라이버,다니엘 헤니,라이언 레이놀즈"
