,영화명,개봉일,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,배급사,등급,장르,감독,배우
864,포도밭의 후계자,,1294000,2300000,238,398,1,2,프랑스,,12세 관람가 ,드라마,질스 레그랑,"닐스 아르스트럽,패트릭 체스네,로란트 도이취"
865,검은 숲 속으로,,833000,833000,112,112,3,9,프랑스,영화사 진진,[국내] 15세 관람가,스릴러,질스 마챈드,"제레미 엘카임,티모테 봄 토르프,데오 반 드 부르드"
866,비뚤어진 집,2019-09-19,88027560,88027560,10639,10639,135,1396,영국,(주)팝엔터테인먼트,15세이상관람가,범죄,질스 파겟-브레너,"글렌 클로즈,테렌스 스탬프,맥스 아이언스,질리언 앤더슨,크리스티나 헨드릭스"
867,사라의 열쇠,2011-08-11,0,94576400,0,12510,1,1,프랑스,(주)미디어데이,12세이상관람가,드라마,질스 파겟-브레너,크리스틴 스콧 토마스
868,다크 플레이스,2015-07-15,314000,530596654,52,66127,1,2,미국,"(주)스톰픽쳐스코리아,주식회사 우리네트웍스",청소년관람불가,드라마,질스 파겟-브레너,"샤를리즈 테론,제니퍼 피어스 매서스,니콜라스 홀트,클로이 모레츠"
869,나는 네가 지난 여름에 한 일을 알고 있다,1998-06-06,2127000,2127000,273,273,6,32,미국,,,,짐 길레스피,
870,브레드레스,1983-07-16,147000,147000,49,49,1,2,미국,,청소년 관람불가 ,드라마,짐 맥브라이드,"리차드 기어,발레리 카프리스키,아트 메트라노"
871,열정의 록큰롤,,264000,264000,49,49,1,3,미국,,,,짐 맥브라이드,
872,카니발 - 피의 만찬,2014-03-27,1040000,1040000,130,130,1,1,미국,더컨텐츠콤(주),청소년관람불가,스릴러,짐 미클,"빌 세이지,엠버 칠더스,줄리아 가너"
873,콜드 인 줄라이,2014-11-27,4746000,4746000,1000,1000,20,36,미국,와이드 릴리즈(주),청소년관람불가,드라마,짐 미클,"마이클 C. 홀,돈 존슨"
874,스테이크 랜드,2012-08-09,100000,100000,20,20,2,12,미국,(주)소나무픽쳐스,청소년관람불가,공포(호러),짐 믹클,"코너 파올로,닉 다미치,다니엘 해리스,켈리 맥길리스"
875,록키 호러 픽쳐 쇼,1998-06-20,10367700,48966700,1477,6381,2,39,미국,"(주)팝엔터테인먼트,(주)피터팬픽쳐스",18세 미만인 자는 관람할 수 없는 등급,공포(호러),짐 셔먼,"팀 커리,수잔 서랜든"
876,천사의 아이들,,249000,249000,83,83,2,5,아일랜드,,[국내] 12세 관람가,드라마,짐 쉐리단,"패디 콘시딘,사만다 모튼,사라 볼거"
877,드림 하우스,,1140800,1140800,213,213,2,6,미국,와이드 릴리즈(주),15세이상관람가,드라마,짐 쉐리단,"다니엘 크레이그,레이첼 와이즈,나오미 왓츠,진 윤"
878,나의 왼발,1991-01-03,712000,849000,172,239,1,5,영국,,15세 관람가 ,드라마,짐 쉐리단,"다니엘 데이 루이스,레이 맥아널리,브렌다 프리커"
879,로즈,2017-04-12,113253541,113253541,14955,14955,125,1659,아일랜드,(주)박수엔터테인먼트,15세이상관람가,멜로/로맨스,짐 쉐리단,"루니 마라,테오 제임스,에릭 바나,바네사 레드그레이브,잭 레이너,수잔 린치,폴린 맥린"
880,특급 비밀,,1829000,1829000,252,252,1,3,미국,,,코미디,"짐 에이브러햄스,데이빗 주커,제리 주커","발 킬머,루시 게터리즈,피터 커싱"
881,싸이코 킬러: 잭 더 리퍼,,1000,1000,1,1,1,1,미국,,[국내] 청소년 관람불가,범죄,짐 오레어,짐 오레어
882,캠프 살인사건의 비밀,2017-07-26,10000,10000,4,4,4,4,미국,(주)케이알씨지,청소년관람불가,스릴러,"짐 오레어,다니엘 E. 테일러","짐 오레어,다니엘 E. 테일러"
883,네시 앤 미,2017-10-12,2000,2000,1,1,1,1,미국,(주)시네마리퍼블릭,[국내] 전체 관람가,드라마,짐 위노스키,"존 헨리 리차드슨,제라드 포웰스"
884,피라냐콘다,2016-03-17,5000,5000,1,1,1,1,미국,(주)케이알씨지,15세이상관람가,공포(호러),짐 위노스키,"마이클 매드슨,레이첼 헌터"
885,지구침략: 기계들의 반란,2015-07-27,10000,10000,2,2,2,2,미국,스크린조이,15세이상관람가,액션,짐 위노스키,"조 랜도,리사 로시세로"
886,코모도 대 코브라,2015-04-02,14000,14000,2,2,1,1,미국,스크린조이,15세이상관람가,공포(호러),짐 위노스키,"마이클 파레,미첼 보스"
887,스파이더 대침공,2014-08-05,40000,40000,10,10,1,1,미국,스크린조이,15세이상관람가,SF,짐 위노스키,"브라이언 크로즈,C. 토마스 하우웰,멜리사 브래셀"
888,크래쉬 랜딩,2014-07-08,40000,40000,10,10,1,1,캐나다,(주)케이알씨지,15세이상관람가,액션,짐 위노스키,"안토니오 사바토 주니어,브리안느 데이비스"
889,샤크:여죄수 대학살,,300000,300000,60,60,1,1,미국,,[국내] 15세 관람가,공포,짐 위노스키,도미니크 스웨인
890,다이노슈퍼게이터,2014-11-12,1654000,1654000,408,408,6,13,미국,스크린조이,15세이상관람가,SF,짐 위노스키,데이빗 캐러딘
891,김미 데인저,,728744,728744,96,96,1,3,미국,,청소년 관람불가 ,다큐멘터리,짐 자무쉬,
892,영원한 휴가,,201000,6086900,34,830,1,7,미국,(주)안다미로,[국내] 15세 관람가,드라마,짐 자무쉬,"크리스 파커,사라 드라이버,프랭키 페이슨"
893,다운 바이 로,,1029500,7577400,144,1040,2,13,미국,(주)영화사 안다미로,15세이상관람가,드라마,짐 자무쉬,"톰 웨이츠,존 루리,로베르토 베니니,니콜레타 브라시,엘렌 바킨,로케츠 레드글레어"
894,데드 맨,1998-05-23,4646000,19485000,428,2071,1,16,미국,(주)영화사 안다미로,"고등학생이상관람가,15세이상관람가",드라마,짐 자무쉬,"게리 파머,랜스 헨릭슨"
895,데드 돈 다이,2019-07-31,82788100,82788100,10506,10506,29,568,미국,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,코미디,짐 자무쉬,"아담 드라이버,클로에 세비니,빌 머레이,틸다 스윈튼,셀레나 고메즈"
896,패터슨,2017-12-21,10745000,563936208,1075,68133,7,38,프랑스,그린나래미디어(주),12세이상관람가,드라마,짐 자무쉬,"아담 드라이버,골시프테 파라하니"
897,미스테리 트레인,,1994500,7006500,249,923,1,10,일본,(주)영화사 안다미로,15세이상관람가,드라마,짐 자무시,"나가세 마사토시,쿠도 유키"
898,지상의 밤,,3172000,12643000,365,1586,3,16,일본,(주)영화사 안다미로,15세이상관람가,드라마,짐 자무시,"지나 롤랜즈,위노나 라이더,아민 뮬러 스탈,알란 랜돌프 스콧,안소니 포틸로,지안카를로 에스포지토,로지 페레즈,리차드 보즈"
899,천국보다 낯선,1995-11-11,11928000,32624100,1256,3755,2,41,미국,(주)영화사 안다미로,"고등학생이상관람가,15세이상관람가",드라마,짐 자무시,"존 루리,리차드 에드슨"
900,리미츠 오브 컨트롤,2010-08-12,630500,28297000,81,3861,1,4,미국,(주)스폰지이엔티,15세이상관람가,드라마,짐 자무시,"이삭 드 번콜,알렉스 데스카스,빌 머레이"
901,커피와 담배,2006-07-27,9603500,77244900,961,10439,2,29,미국,"(주)영화사 안다미로,(주)스폰지이엔티","12세이상관람가,12세관람가",드라마,짐 자무시,"로베르토 베니니,빌 머레이"
902,브로큰 플라워,2005-12-08,0,133639500,0,19419,1,1,미국,스폰지,18세관람가,코미디,짐 자무시,"빌 머레이,제프리 라이트,제시카 랭,샤론 스톤"
903,오직 사랑하는 이들만이 살아남는다,2014-01-09,10109500,277913343,1024,36484,3,30,영국,찬란,15세이상관람가,드라마,짐 자무시,"톰 히들스턴,틸다 스윈튼,미아 와시코브스카,존 허트,안톤 옐친"
904,뮤직 네버 스탑,2011-10-27,0,8544400,0,1213,1,2,미국,예지림엔터테인먼트,12세이상관람가,드라마,짐 콜버그,"J.K. 시몬스,줄리아 오몬드,루 테일러 푸치"
905,도노반스 에코,2014-01-16,7988000,7988000,1544,1544,5,25,캐나다,(주)미디어데이,12세이상관람가,드라마,짐 클리프,"대니 글로버,브루스 그린우드,나타샤 칼리스"
906,울프,2015-03-25,250000,250000,50,50,1,1,네덜란드,씨네그루(주)다우기술,청소년관람불가,범죄,짐 타이후투,마르완 켄자리
907,버터 러버,2013-10-17,12097000,12097000,5545,5545,5,43,미국,스크린조이,15세이상관람가,드라마,짐 필드 스미스,"휴 잭맨,제니퍼 가너"
908,불륜 와이프와 맛있는 처녀,2015-12-26,9000,9000,1,1,1,1,일본,(주)영진크리에이티브,청소년관람불가,멜로/로맨스,짓소지 아키오,"카가 케이코,무라마츠 카츠미"
909,매직브러시,2016-05-04,162000,1294991300,26,172396,1,9,중국,(주)영화사 빅,전체관람가,애니메이션,쯔씽 쫑,"김서영,김경희,박상훈,홍진욱"
910,프루이트 아이고,,8790000,8790000,985,985,2,36,미국,,,다큐멘터리,차드 프리드리히,
911,리벤지 포 졸리,2015-12-22,5000,5000,1,1,1,1,미국,(주)콘텐츠윙,청소년관람불가,코미디,차드 하볼드,"브라이언 펫소스,오스카 아이삭,일라이저 우드,아담 브로디,라이언 필립"
912,미국에서 온 모리스,,44000,44000,26,26,1,2,미국,,,코미디,차드 하티건,"크레이그 로빈슨,마키스 크리스마스,카를라 주리"
913,맞짱,2018-09-12,2755000,2755000,1144,1144,11,83,한국,(주)차룡영화사,청소년관람불가,액션,차룡,"최태환,양은용,차룡,윤용현,강풍,김상용,김석준,김용운,김철준,김형식,서동원,이성훈,이언정,이재용,지성환"
914,영주,2018-11-22,1060500,192756750,150,24826,4,54,한국,CGV아트하우스,12세이상관람가,드라마,차성덕,"김향기,박정곤,김호정,유재명,탕준상,강병걸,강병걸,김기용,김기용,김서영,차진영,장혜진"
915,썩시드,2020-01-09,9486200,9486200,1037,1037,12,138,태국,,[국내] 12세 관람가,코미디,차야놉 분프라콥,"지라유 라-옹마니,파차라 치라치뱃,나타샤 나울잠"
916,프렌드 존,2019-10-30,127456200,127456200,16443,16443,104,1826,태국,(주)디스테이션,[국내] 12세 관람가,코미디,차야놉 분프라콥,"나팟 시앙솜분,핌차녹 류위셋파이분,제이슨 영"
917,정복의 신 징기즈칸,2019-05-29,1000,1000,1,1,1,1,중국,(유)조이앤시네마,15세이상관람가,액션,차오루 하쓰,"진위정,임윤"
918,노 이발사,,55000,55000,11,11,1,2,중국,,,드라마,차오루 하쓰,"정규,유립평"
919,아내의 사정,2016-11-29,630000,630000,128,128,20,20,한국,(주)액티버스엔터테인먼트,청소년관람불가,멜로/로맨스,차윤영,"유풀잎,이상욱,정원석"
920,오후,,81000,651000,9,97,1,1,대만,,,,차이 밍 량,
921,서유,,708000,708000,106,106,1,3,대만,,,드라마,차이 밍 량,
922,청소년 나타,,837000,837000,124,124,1,3,대만,,,대만,차이 밍 량,"천자오룽,왕유문,이강생"
923,하류,,1388000,1388000,200,200,1,3,대만,,,미국,차이 밍 량,"천자오룽,진상기,허안화"
924,애정만세,1995-06-17,1583000,1740000,226,246,1,4,대만,,[국내] 청소년 관람불가,드라마,차이 밍 량,"양귀매,이강생,천자오룽"
925,떠돌이 개,,165000,1919500,33,323,1,2,대만,,[국내] 청소년 관람불가,드라마,차이 밍 량,"이강생,육혁정,진상기"
926,"안녕, 용문객잔",,186000,4145000,26,683,1,2,대만,,,드라마,차이 밍 량,"이강생,진상기,묘천"
927,신여성,,223000,223000,40,40,1,15,중국,,,106분 ,차이추성,
928,옹알스,2019-05-30,22390230,22390230,2856,2856,68,519,한국,(주)리틀빅픽쳐스,전체관람가,코미디,"차인표,전혜림","조수원,채경선,조준우,최기섭,하박,이경섭,최진영,타일러 대쉬 화이트,조은별,조은주,김영,차인표,김명순,한소연,김희희,정점분,백정임,홍영진"
929,Fog and Smoke,,22250,22250,18,18,1,2,한국,,,실험,차재민,
930,가슴큰엄마들-무삭제,2019-10-04,5000,5000,1,1,1,1,한국,,,,차지민,
931,엄마학개론-무삭제,2019-06-05,5000,5000,1,1,1,1,한국,,,,차지민,
932,가슴큰엄마들,2019-08-16,638000,638000,110,110,20,20,한국,,[국내] 청소년 관람불가,멜로/로맨스,차지민,
933,엄마학개론,2019-04-19,644000,644000,110,110,20,20,한국,,[국내] 청소년 관람불가,멜로/로맨스,차지민,"강한나,서원,민도윤"
934,피터팬: 후크 선장과 결투의 날,2019-05-30,92208100,92208100,12221,12221,129,655,아일랜드,(주)팝엔터테인먼트,[국내] 전체 관람가,애니메이션,찬드라세카란,"장은숙,안종덕,장경희"
935,리암 갤러거,2020-03-12,28289800,28289800,2961,2961,54,576,영국,(주)디스테이션,15세이상관람가,다큐멘터리,"찰리 라이트닝,게빈 피츠제럴드",리암 갤러거
936,더 원 아이 러브,2015-11-05,32866500,32866500,4033,4033,58,626,미국,(주)팝엔터테인먼트,15세이상관람가,판타지,찰리 맥도웰,"마크 듀플라스,엘리자베스 모스"
937,레고 닌자고 무비,2017-09-28,1149394400,1149394400,154966,154966,459,4751,미국,워너 브러더스 코리아(주),전체 관람가 ,애니메이션,찰리 빈,"데이브 프랭코,올리비아 문,저스틴 서룩스"
938,테레즈 라캥,2014-07-10,963000,109707700,112,14510,1,3,미국,판씨네마(주),청소년관람불가,범죄,찰리 스트레이턴,"엘리자베스 올슨,오스카 아이삭,톰 펠튼,제시카 랭"
939,아포칼립스: 지하세계,2016-12-16,8000,8000,1,1,1,1,미국,(주)도키엔터테인먼트,15세이상관람가,액션,찰리 스티즈,사브리나 디킨스
940,침입자,2019-09-10,417000,417000,81,81,4,17,영국,,[국내] 청소년 관람불가,공포,찰리 스티즈,케이트 마리 데이비스
941,컨저링 맨션,2019-08-13,459000,459000,88,88,5,31,영국,,[국내] 청소년 관람불가,공포,찰리 스티즈,"로웨나 벤틀리,이스미 시어스,케이트 마리 데이비스"
942,백작부인,1971-11-05,50000,50000,25,25,1,1,미국,,,,찰리 채플린,
943,파리의 여인,1990-04-21,1121500,1121500,139,139,1,17,미국,(주)엣나인필름,연소자관람가,드라마,찰리 채플린,"칼 밀러,아돌프 멘주"
944,키드,1989-12-15,246000,2378000,123,421,1,15,프랑스,(주)엣나인필름,"연소자관람가,전체관람가",코미디,찰리 채플린,"찰리 채플린,재키 쿠간,에드나 퍼비안스"
945,라임라이트,1989-08-26,1099000,1980000,421,572,1,11,미국,"(주)엣나인필름,유나이티드 아티스트",연소자관람가,드라마,찰리 채플린,"찰리 채플린,클레어 블룸"
946,뉴욕의 왕,1990-12-12,1068000,1465000,529,592,1,15,미국,(주)엣나인필름,연소자관람가,코미디,찰리 채플린,"맥신 오드리,찰리 채플린"
947,살인광시대,1990-09-29,1369000,1923000,580,668,1,16,미국,"(주)엣나인필름,유나이티드 아티스트",연소자관람가,드라마,찰리 채플린,"찰리 채플린,마사 레이"
948,써커스,1990-05-05,1141000,3088500,569,833,1,22,미국,(주)엣나인필름,연소자관람가,드라마,찰리 채플린,"찰리 채플린,알란 가르시아,메르나 케네디"
949,시티 라이트,1989-02-04,816000,6705500,403,1168,1,16,미국,(주)엣나인필름,연소자관람가,코미디,찰리 채플린,"버지니아 셰릴,플로렌스 리,해리 마이어스"
950,황금광 시대,1990-02-17,1493000,6059000,744,2197,1,22,미국,(주)엣나인필름,중학생이상관람가,어드벤처,찰리 채플린,"찰리 채플린,맥 스웨인,톰 머레이,조지아 헤일"
951,위대한 독재자,1988-11-19,1518000,19157000,755,3044,1,23,미국,"(주)엣나인필름,㈜영화사 백두대간","연소자관람가,전체관람가",코미디,찰리 채플린,"찰리 채플린,파울레트 고다드"
952,모던 타임즈,1988-07-02,1111000,41550459,553,7327,1,33,미국,(주)엣나인필름,"연소자관람가,전체관람가",코미디,찰리 채플린,"찰리 채플린,파울레트 고다드"
953,"시네도키, 뉴욕",2010-01-07,1191000,37221000,157,5078,1,6,미국,(주)스폰지이엔티,15세이상관람가,드라마,찰리 카우프만,"캐서린 키너,필립 세이모어 호프만,새디 골드스테인,톰 누난"
954,아노말리사,2016-03-30,380000,115767000,76,14229,1,1,미국,롯데쇼핑㈜롯데엔터테인먼트,청소년관람불가,애니메이션,"찰리 카우프만,듀크 존슨","데이빗 듈리스,제니퍼 제이슨 리,톰 누난"
955,랄프 스테드먼 스토리: 이상한 나라의 친구들,2014-07-10,31556300,31556300,4204,4204,17,293,영국,㈜인디스토리,12세이상관람가,다큐멘터리,찰리 폴,"랄프 스테드먼,조니 뎁"
956,캔 유 필 잇,2012-07-26,17179000,17179000,2119,2119,4,72,미국,어뮤즈,15세이상관람가,공연,찰리 프리드릭스,"티에스토,데이비드 게타"
957,크레이브,2014-11-18,270000,270000,54,54,1,1,미국,와이드 릴리즈(주),청소년관람불가,드라마,찰스 데 라우지리카,"조쉬 로슨,엠마 렁,에드워드 펄롱,론 펄먼"
958,이레이저,1996-06-29,98000,98000,49,49,1,1,미국,,,,찰스 럿셀,
959,사냥꾼의 밤,,386000,5160000,193,1796,1,20,미국,,15세 관람가 ,드라마,찰스 로튼,"로버트 미첨,쉘리 윈터스,릴리언 기시"
960,스마트 체이스,2019-04-18,1554700,1554700,230,230,10,66,중국,이언픽쳐스,15세이상관람가,액션,찰스 마틴,"올랜도 블룸,임달화"
961,"내 어깨 위 고양이, 밥 2",2020-12-24,43549620,43549620,5031,5031,202,1265,영국,(주)영화특별시에스엠씨,전체관람가,가족,찰스 마틴 스미스,루크 트레더웨이
962,용의자: 폭탄 테러를 막아라,2018-07-12,25000,25000,25,25,4,25,미국,(주)케이알씨지,15세이상관람가,코미디,찰스 매튜,"빌리 버크,크리스찬 슬레이터,크리스핀 글로버"
963,엘리펀트 송,2015-06-11,116806400,116806400,14893,14893,49,1059,캐나다,(주)엣나인필름,15세이상관람가,미스터리,찰스 비네임,"브루스 그린우드,자비에 돌란"
964,러브미 오어 리브 미,,74000,74000,37,37,1,3,미국,,,,찰스 비더,
965,카르멘의 사랑,,20000,2226000,10,1113,1,2,미국,,15세 관람가 ,미국,찰스 비더,"리타 헤이워드,글렌 포드,론 랜덜"
966,랩소디,,2365000,5837000,1143,2400,1,39,미국,,,,찰스 비더,
967,길다,,301000,5645000,78,2429,1,7,미국,,[국내] 15세 관람가,드라마,찰스 비더,"리타 헤이워드,글렌 포드,조지 맥크리디"
968,무기여 잘 있거라,1974-01-01,1754000,21559034,918,11625,1,23,미국,,,,찰스 비더,
969,신부의 아버지,1992-04-25,40000,124000,20,48,1,2,미국,,12세 관람가 ,가족,찰스 샤이어,"스티브 마틴,다이안 키튼,킴벌리 윌리엄스"
970,애정의 고빗길,,936000,936000,468,468,1,20,미국,,,,찰스 월터스,
971,릴리,,1448000,1448000,724,724,1,28,미국,,,,찰스 월터스,
972,이스터 퍼레이드,,322000,3391000,161,1693,1,11,미국,,[국내] 전체 관람가,뮤지컬,찰스 월터스,"주디 갈랜드,프레드 아스테어,피터 로포드"
973,상류사회,,1312000,4678000,651,2040,1,24,미국,,,코미디,찰스 월터스,"빙 크로스비,그레이스 켈리,프랭크 시나트라"
974,오일 샌드 가라오케,,55000,55000,11,11,2,2,캐나다,,,다큐멘터리,찰스 윌킨슨,차드 엘리스
975,스트릿 오브 블러드,2013-09-13,1845000,1845000,369,369,2,3,미국,(주)인피니티엔터테인먼트,청소년관람불가,범죄,찰스 윙클러,"발 킬머,50 센트"
976,깊은밤 깊은 곳에,1979-01-20,2431000,4583000,1208,2196,1,20,미국,,청소년 관람불가 ,드라마,찰스 재롯,"마리 프랑스 피지에,존 벡,수잔 서랜든"
977,미스터 추: 기발한 미국 유학기,2016-03-24,115000,115000,16,16,5,13,미국,THE 픽쳐스,15세이상관람가,코미디,"찰스 추,게빈 켈리","찰스 추,라이언 오넌"
978,라벤더힐 몹,,372000,434000,78,88,1,3,영국,,,코미디,찰스 크라이튼,"알렉 기네스,스탠리 할로웨이,시드 제임스"
979,"워터게이트 - 올, 하우 위 런드 투 스탑 언 아웃 오브 컨트롤 프레지던트",,1152000,1152000,192,192,1,2,미국,,,다큐멘터리,찰스 퍼거슨,"더글라스 호지,스튜어트 알렉산더"
980,인사이드잡,2011-05-19,47021000,47021000,5741,5741,5,301,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,12세이상관람가,다큐멘터리,찰스 퍼거슨,맷 데이먼
981,피원에이치 : 새로운 세계의 시작,2020-10-08,21109200,21109200,2284,2284,87,845,한국,롯데컬처웍스(주)롯데엔터테인먼트,15세이상관람가,드라마,창,"최태양,김종섭,하쿠 쇼타,최지웅,윤stephen기호,김서하,황동희,황인탁,이채윤,이예영,박채린,임현수,윤세웅,정진영,설현,정용화,조재윤,최여진,정해인"
982,계춘할망,2016-05-19,1855000,-692317948,268,482784,1,9,한국,(주)콘텐츠 난다긴다,15세이상관람가,가족,창,"윤여정,김고은,김희원,신은정,최민호,류준열,양익준,박민지,남태부,강경탁,안소요,이상화,이슬비,이윤혁,신문성,오희준,김영철,주가영,송영숙"
983,표적,2014-04-30,112000,782044820,56,2841884,1,1,한국,(주)씨제이이엔엠,15세이상관람가,액션,창,"류승룡,유준상,이진욱,김성령,조여정,조은지,진구,강구현,배정현,서동필,임일규,정순태,홍성민,김동준,김대명,김영재,이현욱,장준녕,변상윤"
984,차이나 헤비급,,24000,24000,6,6,1,1,중국,,,다큐멘터리,창 융,
985,과일 원정대,,275000,275000,55,55,1,2,캐나다,,,다큐멘터리,창 융,빌 풀만
986,프로모션 걸의 사생활,2016-11-02,300000,300000,60,60,1,1,홍콩,,,,채결령,
987,남녀의 궁합 무삭제,2016-08-25,100000,100000,10,10,1,1,한국,(주)영화사 사계절,청소년관람불가,멜로/로맨스,채길병,"이지우,고수현"
988,친구 누나 무삭제,2016-06-21,100000,100000,10,10,1,1,한국,(주)영화사 사계절,청소년관람불가,멜로/로맨스,채길병,"박초현,김성환,주인철"
989,남녀의 궁합,2016-05-19,1344000,1344000,252,252,20,20,한국,(주)영화사 사계절,청소년관람불가,멜로/로맨스,채길병,"이지우,이유희"
990,친구 누나,2016-03-10,1593000,1593000,282,282,21,30,한국,(주)영화사 사계절,청소년관람불가,멜로/로맨스,채길병,"박초현,김성환,주인철,소윤,홍두리"
991,젊은 엄마 3,2015-09-03,4137000,4137000,820,820,20,33,한국,골든타이드픽처스(주),청소년관람불가,멜로/로맨스,채길병,"김정아,김하래,채길병,정윤선,박량우,김훈영"
992,올레,2016-08-25,522938900,522938900,66883,66883,338,5126,한국,"(주)대명문화공장,(주)리틀빅픽쳐스",15세이상관람가,드라마,채두병,"신하균,박희순,오만석,유다인,이형섭,변준석,양희선,장성범,전배수,이현주"
993,러시안 딱따구리,,40000,40000,12,12,1,3,영국,,,다큐멘터리,채드 그라시아,
994,존 윅 - 리로드,2017-02-22,26026501,-2063260195,3026,279454,64,519,미국,(주)제이앤씨미디어그룹,청소년관람불가,액션,채드 스타헬스키,"키아누 리브스,이안 맥쉐인,루비 로즈,브리짓 모나핸,피터 스토메어,존 레귀자모,로렌스 피쉬번,데이비드 패트릭 켈리,커먼,랜스 레딕,리카르도 스카마르치오"
995,존 윅 3: 파라벨룸,2019-06-26,-355487734,-355487734,1007340,1007340,849,30720,미국,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",청소년관람불가,액션,채드 스타헬스키,"키아누 리브스,할리 베리,로렌스 피쉬번,이안 맥쉐인"
996,초능력소년사건,2020-05-28,5305920,5305920,580,580,12,94,중국,디에이치 컴퍼니,[국내] 12세 관람가,드라마,채수응,"동청밍,진의함,주아휘"
997,블랙 앤 화이트: 던 오브 저스티스,,270000,270000,54,54,1,1,대만,페어팍스인터내셔날(주),15세이상관람가,액션,채악훈,"조우정,임경신,황보"
998,블랙 앤 화이트,2014-09-18,900000,1170000,100,154,1,1,대만,(주)미디어데이,15세이상관람가,액션,채악훈,"조우정,안젤라 베이비,진의함,황보"
999,공수도,2020-04-09,25089500,25089500,2950,2950,79,900,한국,(주)그노스,15세이상관람가,액션,채여준,"정다은,오승훈,손우현,신재승,정의욱,김태윤,손태욱,유채온,이예찬,김동우,박수은,박지나,조영재,최훈,오기덕,김경태,유한솔,김건하,백준현,김기풍,김진호,신경수,신현재,안준태,이대한,이찬재,이판섭,정인태,김재민,김찬섭,정영훈,정우재,이수호,장민석,이정훈,장재혁,김한운,장문규,김은지,김미송,신동호,강정원,조윤진,양하얀,김승현,김서하,박종규,문채영,서민주,오의재,윤주혜,이동환,이유경,정우영,정우영,최연수,최지윤,황민성,김영호,박건주,박현서,오태은,김동우,김동욱,김세현,김영민,나건,나혜성,문성균,박소진,박주하,박준영,배여진,안소정,염대현,염태성,이동희,이윤지,이진우,이진희,이석주,조은아,진효형,차현민,최재서,황세민,최예리,이시연,정다연,김진호,강산,이지현,전서림,최상준,이규원,이창헌,정한슬,박정희,신다영,박미란,한유주,김도현"
1000,누나 친구 2 무삭제,2017-10-17,6000,6000,1,1,1,1,한국,(주)영화사 사계절,청소년관람불가,멜로/로맨스,채준우,이채담
1001,엄마친구 4 무삭제,2018-06-04,6000,6000,1,1,1,1,한국,,,,채준우,
1002,누나 친구 2,2017-06-01,655000,655000,125,125,20,20,한국,(주)영화사 사계절,청소년관람불가,멜로/로맨스,채준우,"이채담,도모세"
1003,엄마친구 4,2018-01-04,774000,774000,130,130,20,20,한국,,[국내] 청소년 관람불가,멜로/로맨스,"채준우,채준우","지연,유리,시후"
1004,보이지 않는 배우들,,905800,905800,134,134,1,4,한국,,,다큐멘터리,채형식,
1005,시험에 들지말게 하옵시며!!,,130000,130000,26,26,1,1,프랑스,(주)미디어데이,청소년관람불가,스릴러,챠옌느 캐론,"장-프랑수아 가로드,길러미티 마그니즈,아그네스 델라체어"
1006,언플랜드,2020-12-17,111086670,111086670,12964,12964,281,2715,미국,(주)영화사오원,15세이상관람가,드라마,"척 콘젤만,캐리 솔로몬","애슐리 브래처,로비아 스캇,브룩스 라이언,엠마 엘리 로버츠,자레드 랏츠"
1007,빌리와 용감한 녀석들 3,2015-04-30,699788600,699788600,98495,98495,343,3300,미국,롯데쇼핑㈜롯데엔터테인먼트,전체관람가,애니메이션,척 파워스,"엄상현,조현정"
1008,허니문 호텔 살인사건,2017-04-27,138000,138000,52,52,5,52,중국,(유)조이앤시네마,15세이상관람가,스릴러,천병철,"김영민,장정초,하윤동,임달화"
1009,서부전선,2015-09-24,456694104,456694104,609063,609063,509,18935,한국,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,전쟁,천성일,"설경구,여진구,이경영,정성화,정인기,김원해,정석원,한민수,조상원,이찬유,김선영,이은형,이소명,유순철,김동규,오성택,김명환,김민지,김종석,김지영,박시연,박아형,박지연,박지원,최호중,김시은,조희봉,정재훈,권오상,김태훈,곽진무,이수빈,감승민,이상희,양정인,김정한"
1010,너무 큰 여선배,2020-05-08,5000,5000,1,1,1,1,한국,,[국내] 청소년 관람불가,에로,천성준,한이슬
1011,너무 큰 여선배 - 무삭제,2020-10-21,5000,5000,1,1,1,1,한국,(주)케이피에이기획,청소년관람불가,멜로/로맨스,천성준,민도윤
1012,맛있는 세자매 2,2020-06-19,5000,5000,1,1,1,1,한국,(주)케이피에이기획,청소년관람불가,멜로/로맨스,천성준,민도윤
1013,맛있는 세자매 2 - 무삭제,2020-12-02,5000,5000,1,1,1,1,한국,,,,천성준,
1014,맛있는여대생들,2019-11-15,5000,5000,1,1,1,1,한국,,[국내] 청소년 관람불가,에로,천성준,
1015,맛있는여대생들-무삭제,2020-01-15,5000,5000,1,1,1,1,한국,,,,천성준,
1016,밝히는 새엄마,2020-10-16,5000,5000,1,1,1,1,한국,에이원 미디어,청소년관람불가,멜로/로맨스,천성준,"한석봉,김민호"
1017,술취한여대생들,2020-11-27,5000,5000,1,1,1,1,한국,에이원 미디어,청소년관람불가,멜로/로맨스,천성준,한석봉
1018,아내의 교환섹스 무삭제판,2019-10-17,5000,5000,1,1,1,1,한국,,,,천성준,
