,영화명,개봉일,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,배급사,등급,장르,감독,배우
0,구원을 찾아서,,132000,132000,29,29,1,3,미국,,,,조세프 본 스텐버그,
1,마카오,,153000,153000,34,34,1,3,미국,,,,조세프 본 스텐버그,
2,악마는 여자다,,184000,184000,35,35,1,4,미국,,,,조세프 본 스텐버그,
3,상하이 익스프레스,,34000,238000,5,43,1,2,미국,,,,조세프 본 스텐버그,
4,금발의 비너스,,217000,217000,46,46,1,4,미국,,,,조세프 본 스텐버그,
5,푸른 천사,,240000,240000,48,48,1,3,독일,,,,조세프 본 스텐버그,
6,불명예,,146000,256000,29,51,1,2,미국,,,,조세프 본 스텐버그,
7,상하이 제스처,,80000,280000,17,57,1,2,미국,,,,조세프 본 스텐버그,
8,마지막 명령,,230000,364000,46,73,1,3,미국,,,,조세프 본 스텐버그,
9,죄와 벌,,404000,404000,80,80,1,3,미국,,,,조세프 본 스텐버그,
10,뉴욕의 선창,,244000,420000,49,82,1,3,미국,,,,조세프 본 스텐버그,
11,아나타한,,364000,566000,77,123,1,3,일본,,,,조세프 본 스텐버그,
12,모로코,,26000,4431000,13,2090,1,1,미국,,,,조세프 본 스텐버그,
13,전웅 맥아더,1977-12-22,117000,302000,39,115,1,1,미국,,,,조세프 서전트,
14,4인의 무뢰한,1971-05-28,2628000,2628000,1309,1309,1,15,미국,,,서부,조세프 페브니,"제프 캔들러,존 색슨,돌로레스 하트"
15,전함 발진하라,,3018000,3018000,1509,1509,1,20,미국,,,,조세프 페브니,
16,행복에 젖은 아가씨,,1032000,3645000,511,1763,1,22,미국,,,멜로/로맨스,조세프 페브니,"제임스 가너,나탈리 우드,니나 포크"
17,마일드 앤 러블리,2016-06-30,2599000,2599000,469,469,4,44,미국,알토미디어(주),청소년관람불가,멜로/로맨스,조세핀 데커,"조 스완버그,소피 트라우브"
18,드레스메이커,2016-02-11,447353000,447353000,56316,56316,176,3058,호주,(주)리틀빅픽쳐스,15세이상관람가,드라마,조셀린 무어하우스,"케이트 윈슬렛,주디 데이비스,리암 헴스워스,휴고 위빙,사라 스누크"
19,건크레이지,,54000,302000,27,75,1,2,미국,,,범죄,조셉 H. 루이스,"페기 커민스,존 달,베리 크뢰거"
20,분노의 전차군단,2017-05-08,3000,3000,1,1,1,1,미국,(주) 케이알씨지,[국내] 15세 관람가,전쟁,조셉 J. 로손,"톰 스테드햄,빌 부리스,티노 스트럭만"
21,나치의 대침공,2015-11-19,4000,4000,1,1,1,1,미국,(주)케이알씨지,청소년관람불가,액션,조셉 J. 로손,"도미니크 스웨인,제이크 부시"
22,나홀로 크리스마스,2016-12-08,4000,4000,1,1,1,1,미국,(주)케이알씨지,12세이상관람가,코미디,조셉 J. 로손,"데이비스 클리블랜드,킴 리틀"
23,드래곤 킹 레전드,2015-05-21,90000,90000,18,18,2,18,미국,스크린조이,12세이상관람가,액션,조셉 J. 로손,"크리스토퍼 저지,링 바이"
24,에이지 오브 다이노소어,2014-10-15,4743000,4743000,1057,1057,20,35,미국,(주)케이알씨지,15세이상관람가,SF,조셉 J. 로손,"트리트 윌리엄스,로니 콕스"
25,대탈옥,1971-01-24,126000,126000,25,25,1,2,미국,,,,조셉 L. 맨케비츠,
26,꿀단지,,158000,158000,31,31,1,2,미국,,,,조셉 L. 맨키위즈,
27,발자국,,212000,212000,42,42,1,2,미국,,,미스터리,조셉 L. 맨키위즈,"로렌스 올리비에,마이클 케인,알렉 코손"
28,유령과 뮤어 부인,,1555000,1555000,243,243,1,6,미국,,15세 관람가 ,드라마,조셉 L. 맨키위즈,"진 티어니,렉스 해리슨,조지 샌더스"
29,세 아내에게 온 편지,,998000,2208000,499,936,1,16,미국,,,,조셉 L. 맨키위즈,
30,노 웨이 아웃,,2342000,7259000,1166,3601,1,20,미국,,,범죄,조셉 L. 맨키위즈,"리차드 위드마크,린다 다넬,스티븐 맥널리"
31,줄리어스 시저,,162000,7850000,81,3808,1,14,미국,,,드라마,조셉 L. 맨키위즈,"말론 브란도,제임스 메이슨,존 길구드"
32,맨발의 백작부인,,1238000,9364000,406,4191,1,24,미국,,,드라마,조셉 L. 맨키위즈,"험프리 보가트,에바 가드너,에드먼드 오브라이언"
33,아가씨와 건달들,1997-11-15,925000,13570000,460,6438,1,26,미국,,,뮤지컬,조셉 L. 맨키위즈,"말론 브란도,진 시몬즈,프랭크 시나트라"
34,지난 여름 갑자기,,1900000,15654000,968,7305,1,29,미국,,,드라마,조셉 L. 맨키위즈,"엘리자베스 테일러,캐서린 헵번,몽고메리 클리프트"
35,클레오파트라,,357000,19967000,123,9315,1,6,미국,,[국내] 15세 관람가,드라마,조셉 L. 맨키위즈,"엘리자베스 테일러,리차드 버튼,로디 맥도웰"
36,스크림 더 데빌,2016-12-29,300000,300000,60,60,1,1,미국,주식회사 루믹스미디어,청소년관람불가,미스터리,조셉 P. 스타츄라,"샤리 샤턱,에릭 에트버리"
37,돈 존,2014-01-09,96323000,96323000,12044,12044,49,839,미국,(주)미디어데이,청소년관람불가,코미디,조셉 고든 레빗,"조셉 고든 레빗,스칼렛 요한슨,줄리안 무어,토니 단자"
38,녹색 머리의 소년,,129000,129000,25,25,1,3,미국,,,미국,조셉 로지,"팻 오브라이언,로버트 라이언,바바라 헤일"
39,하인,,450000,1172000,69,202,1,3,영국,,,드라마,조셉 로지,"더크 보가드,사라 마일즈,웬디 크레이그"
40,무슈 클라인,,1077000,1486000,167,244,1,4,프랑스,,,,조셉 로지,
41,앤: 영혼이 깃든 인형,2018-09-23,1000,1000,1,1,1,1,미국,,[국내] 15세 관람가,공포,조셉 마자페로,"멜리사 다디오,나탈리 피쳐"
42,톰과 제리 아카데미 가다,2014-12-11,42438000,42438000,5909,5909,54,312,미국,,,,"조셉 바바라,윌리엄 한나",
43,내 심혼의 음악,,130000,2850000,65,1425,1,9,미국,,,,조셉 산틀리,
44,비는 행운을 싣고,,930000,4142000,443,1825,1,15,미국,,,,조셉 안소니,
45,지하실,2017-02-13,8000,8000,1,1,1,1,미국,(주)티에스앤컴퍼니,청소년관람불가,스릴러,조셉 와트너체니,롭 자브레키
46,매트 헌터,1986-05-03,30000,402000,15,201,1,1,미국,,,액션,조셉 지토,"척 노리스,리차드 린치,멜리사 프로펫"
47,더 프레피 커넥션,2017-01-10,300000,300000,60,60,1,1,미국,(주)블루브릭,청소년관람불가,범죄,조셉 카스텔로,"토마스 만,루시 프라이,로건 허프먼,샘 페이지,에이미 하그레이브스,빌 세이지"
48,온리 더 브레이브,2018-03-07,390912300,390912300,49612,49612,301,4434,미국,㈜코리아스크린,12세이상관람가,드라마,조셉 코신스키,"조슈 브롤린,마일즈 텔러,제프 브리지스,제임스 뱃지 데일,테일러 키취,제니퍼 코넬리"
49,트론: 새로운 시작,2010-12-29,-912750596,556346704,306012,437319,371,10005,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,12세이상관람가,SF,조셉 코신스키,"제프 브리지스,가렛 헤드룬드,올리비아 와일드"
50,오블리비언,2013-04-11,-1719060388,-1719060388,1515356,1515356,634,47871,미국,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,액션,조셉 코신스키,"톰 크루즈,모건 프리먼,올가 쿠릴렌코,안드레아 라이즈보로"
51,맥카닉: 마지막 추격,2014-10-02,100000,100000,10,10,1,1,미국,(주)마인스 엔터테인먼트,15세이상관람가,미스터리,조쉬 C. 월러,"데이빗 모스,코리 몬테이스,마이크 보겔"
52,카미노,2016-06-22,300000,300000,60,60,1,1,미국,(주)블루브릭,청소년관람불가,액션,조쉬 C. 월러,"조 벨,나초 비갈론도"
53,리틀 데스,2016-06-02,60000,60000,10,10,1,1,호주,(유)영화사 화수분,청소년관람불가,코미디,조쉬 로슨,"보자나 노바코빅,데이몬 헤리맨,조쉬 로슨"
54,스틸 리메인즈,2018-05-11,1982000,1982000,397,397,1,2,미국,,[국내] 15세 관람가,액션,조쉬 멘도자,"루루 안타릭사,콜린 오도노휴"
55,스턱 인 러브,2014-02-20,105165000,105165000,15147,15147,46,533,미국,(주)앤드플러스미디어웍스,15세이상관람가,코미디,조쉬 분,"릴리 콜린스,로건 레먼"
56,뉴 뮤턴트,2020-09-10,546115880,546115880,61897,61897,817,15048,미국,월트디즈니컴퍼니코리아 유한책임회사,15세이상관람가,액션,조쉬 분,"메이지 윌리암스,안야 테일러 조이,찰리 히튼,헨리 자가,블루 헌트,앨리스 브라가"
57,"안녕, 헤이즐",2014-08-13,1538937704,1538937704,749146,749146,326,17946,미국,이십세기폭스코리아(주),12세이상관람가,드라마,조쉬 분,"쉐일린 우들리,안셀 엘고트,냇 울프,윌렘 데포"
58,아빠의 천국,,225000,225000,38,38,1,3,미국,,,코미디,"조쉬 사프디,베니 사프디","테드 바론,제이크 브라프,로널드 브론스타인"
59,굿타임,2018-01-04,1166000,26151500,132,3378,1,7,미국,(주)드림팩트엔터테인먼트,15세이상관람가,범죄,"조쉬 사프디,베니 사프디","로버트 패틴슨,베니 사프디,제니퍼 제이슨 리"
60,메스카다,2013-03-06,600000,600000,40,40,1,4,미국,스크린조이,15세이상관람가,범죄,조쉬 스턴펠드,"닉 스탈,레이첼 니콜스"
61,폰조,2020-10-14,211759310,211759310,25383,25383,574,7240,미국,(주)키다리이엔티,청소년관람불가,범죄,조쉬 트랭크,"톰 하디,린다 카델리니,잭 로던,맷 딜런"
62,크로니클,2012-03-15,-1410191296,-1410191296,384398,384398,324,20957,미국,이십세기폭스코리아(주),15세이상관람가,액션,조쉬 트랭크,"데인 드한,알렉스 러셀,마이클 B. 조던,애슐리 힌쇼"
63,판타스틱 4,2015-08-20,-1265656696,-1265656696,399667,399667,451,16241,미국,이십세기폭스코리아(주),12세이상관람가,액션,조쉬 트랭크,"마일즈 텔러,케이트 마라,제이미 벨,마이클 B. 조던"
64,컨트랙티드 2,2015-12-23,8000,8000,1,1,1,1,미국,(주)나우콘텐츠,청소년관람불가,공포(호러),조쉬 포브스,"맷 머서,나자라 타운센드"
65,노숙커플:알몸으로 말해요,2019-04-02,6000,6000,1,1,1,1,일본,,[국내] 청소년 관람불가,에로,조슈 이자무,
66,비홀드 마이 하트,2020-05-21,10467300,10467300,1240,1240,47,324,미국,(주)디오시네마,12세이상관람가,드라마,조슈아 레오나드,"마리사 토메이,찰리 플러머,티모시 올리펀트"
67,버스정류장,,74000,4295000,37,1930,1,3,미국,,[국내] 청소년 관람불가,코미디,조슈아 로간,"마릴린 먼로,돈 머레이,아서 오코넬"
68,"버스, 정류장",,587000,587000,293,293,1,12,미국,,[국내] 청소년 관람불가,코미디,조슈아 로건,"마릴린 먼로,돈 머레이,아서 오코넬"
69,패니,,1258000,1520000,624,713,1,14,미국,,,드라마,조슈아 로건,"레슬리 카론,모리스 슈발리에,샤를르 보와이에"
70,피크닉,,896000,15264000,467,7616,1,13,미국,,,,조슈아 로건,
71,사요나라,,3326000,20377000,1657,10135,2,33,미국,,,드라마,조슈아 로건,"말론 브란도,패트리샤 오웬스,제임스 가너"
72,남태평양,1971-08-07,765000,20638924,380,11657,1,16,미국,,[국내] 15세 관람가,뮤지컬,조슈아 로건,"로사노 브라지,밋지 게이너,존 카"
73,잡스,2013-08-29,0,1594901136,0,225343,1,1,미국,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,드라마,조슈아 마이클 스턴,"애쉬튼 커처,조시 게드,더못 멀로니,매튜 모딘"
74,전쟁 주식회사,2012-03-29,400000,400000,100,100,1,1,미국,(유)조이앤컨텐츠그룹,청소년관람불가,범죄,조슈아 세프텔,"존 쿠삭,조앤 쿠삭,힐러리 더프,마리사 토메이"
75,"힙합, 세상은 너의 것",,204500,204500,50,50,1,3,프랑스,,,프랑스,조슈아 애테시 라이틀,
76,침묵의 시선,2015-09-03,114000,40525000,19,5168,1,1,덴마크,(주)엣나인필름,15세 관람가 ,다큐멘터리,조슈아 오펜하이머,
77,액트 오브 킬링,2014-11-20,12468052,68844421,1603,8683,3,68,덴마크,,,,조슈아 오펜하이머,
78,"마이 빌리지, 마이 랍스터",,16670,16670,10,10,1,2,미국,,,다큐멘터리,조슈아 울프,
79,프라이 오토의 움직이는 미래,,1218000,1218000,203,203,1,2,미국,,,다큐멘터리,조슈아 하셀,
80,"치타, 칸지, 너클스",,40000,40000,8,8,1,2,네덜란드,,,다큐멘터리,조스 드 푸터,
81,헛소동,2017-07-27,7683000,7683000,1266,1266,5,112,미국,㈜영화사 백두대간,15세이상관람가,드라마,조스 웨던,"에이미 아커,알렉시스 데니소프,클라크 그레그,나단 필리온,숀 마허"
82,어벤져스,2012-04-26,70571980,-494645686,11461,7087068,382,2813,미국,"월트디즈니컴퍼니코리아 유한책임회사,한국소니픽쳐스릴리징브에나비스타영화㈜",12세이상관람가,액션,조스 웨던,"로버트 다우니 주니어,스칼렛 요한슨,크리스 헴스워스,크리스 에반스,제레미 레너"
83,어벤져스: 에이지 오브 울트론,2015-04-23,54676880,-1554098970,9167,10504007,365,2566,미국,"월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아(주)",12세이상관람가,액션,조스 웨던,"로버트 다우니 주니어,크리스 헴스워스,마크 러팔로,크리스 에반스,스칼렛 요한슨,제레미 레너,돈 치들,애런 존슨,엘리자베스 올슨,폴 베타니,코비 스멀더스,제임스 스페이더,사무엘 L. 잭슨,수현"
84,"열일곱, 그리고 여름",,447425,447425,351,351,1,4,한국,,,드라마,조슬예,"송인화,윤금선아"
85,디바,2020-09-23,901717350,901717350,108122,108122,831,18923,한국,메가박스중앙(주)플러스엠,15세이상관람가,스릴러,조슬예,"신민아,이유영,이규형,주석태,오하늬,박성연,허형규,윤금선아,강민지,지이수,곽지혜,최다인,박충선,천지유,허동원,김정남,변진수,남지우,양윤호,문서윤,김희상,김민채,오희준,한승우,천지유,정재훈,하이선,이서주,김승비,김태리,장햇살,배소영,김바비,김가애,정재민,조문홍,도현,윤정훈,안정빈,김성준,권훈,박현욱,김현식,윤정원,조은지,이성혜,김연정,박수경,고은지,유창수,형진성,임재영,정연재,김진용,조성인,조은비,조은지,김소연,심채영,주호현,이성혜,김진용,조성인,임재영,정연재,정다연,박하름,권하림,류민재,이재경,류용찬,문나윤,고현주,윤연수,강민범,고성권,김소연,심채영,주호현,김서연,정동민,최아연,유서준,안태영,김연정,김승현,손가은,최종민,김동영,손성환,이현민,이승연,윤솔,강민성,신재이,김정민,김나현,최하은,박찬현,이원섭,강민혁,김서경,최강인,백승진"
86,33리,2013-09-05,618000,618000,171,171,1,22,한국,어뮤즈,15세이상관람가,드라마,조승연,"김선희,최희철,윤동혁,박성일"
87,코리올라누스,2016-11-10,19644000,19644000,1415,1415,10,76,영국,메가박스중앙(주),12세이상관람가,공연,조시 루크,"톰 히들스턴,마크 게티스"
88,"메리, 퀸 오브 스코틀랜드",2019-02-14,57822900,57822900,7340,7340,12,167,미국,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,드라마,조시 루크,"시얼샤 로넌,마고 로비"
89,토이 스토리 4,2019-06-20,-1301418532,-1301418532,3400623,3400623,1336,85913,미국,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,애니메이션,조시 쿨리,"톰 행크스,팀 알렌,애니 팟츠,토니 헤일,키아누 리브스,조앤 쿠삭"
90,사라지고 나타나고,,44160,44160,86,86,1,3,미국,,,애니메이션,조안 C. 그라츠,
91,"내 사랑, 세르쥬 갱스부르",,1016000,1016000,173,173,1,3,프랑스,,,드라마,조안 스파,에릭 엘모스니노
92,뉴욕의 가을,2000-09-29,142000,142000,55,55,1,2,미국,콜럼비아트라이스타,15세 관람가 ,멜로/로맨스,조안 첸,"리차드 기어,위노나 라이더,안소니 라파글리아"
93,알파: 바르셀로나 마피아,2014-02-20,3430000,3430000,770,770,5,42,스페인,예지림엔터테인먼트,15세이상관람가,액션,조안 쿠트리나,"아이린 몬탈라,후안 카를로스 벨리도,미켈 페르난데스"
94,난소 싸이코단,,189000,189000,27,27,1,3,미국,,[국내] 전체 관람가,다큐멘터리,"조안나 소코로브스키,케이트 트럼불 라발",
95,한 번 뿐인 내 인생,,471000,471000,237,237,1,2,인도,,,드라마,조야 악타르,"리틱 로샨,파르한 악타르,카트리나 카이프"
96,백장미,1995-01-14,114000,114000,57,57,1,1,홍콩,,[국내] 청소년 관람불가,홍콩,조양준,"장만옥,장요양,엽옥경"
97,더 데이: 최후의 심판,2017-05-16,3000,3000,1,1,1,1,미국,(주)엔케이컨텐츠,15세이상관람가,SF,조엘 노보아,헤더 맥콤
98,신의 전사,2014-04-17,3834000,3834000,552,552,5,21,베네수엘라,(주)팝엔터테인먼트,15세이상관람가,액션,조엘 노보아,"모하메드 알칼디,반도 빌라밀"
99,포제션 : 중독된 사랑,2015-06-21,18125000,18125000,3625,3625,2,12,미국,(주)미디어데이,15세이상관람가,미스터리,"조엘 버그발,시몬 샌드퀴스트","사라 미셀 겔러,리 페이스"
100,버팔로 라이더,,0,61000,0,29,1,1,태국,,[국내] 12세 관람가,드라마,조엘 소이슨,"릴리 부사딧-아-난,투차퐁 루타완"
101,캠투캠: 위험한 게임,2016-10-06,270000,270000,54,54,1,1,미국,(주)나우콘텐츠,청소년관람불가,공포(호러),조엘 소이슨,탬민 서소크
102,사랑을 위하여,1991-12-07,153000,153000,51,51,1,2,미국,이십세기폭스코리아(주),15세 관람가 ,멜로/로맨스,조엘 슈마허,"줄리아 로버츠,캠벨 스코트,빈센트 도노프리오"
103,오페라의 유령,2004-12-08,8217000,1508485508,1042,1578678,2,25,미국,"(주)팝엔터테인먼트,(주)드림팩트엔터테인먼트,CJ ENM","12세이상관람가,12세관람가",뮤지컬,조엘 슈마허,"제라드 버틀러,에미 로섬,패트릭 윌슨,미란다 리차드슨"
104,더 기프트,2015-11-05,67450248,67450248,8864,8864,116,1239,호주,메가박스중앙(주)플러스엠,15세이상관람가,미스터리,조엘 에저튼,"조엘 에저튼,제이슨 베이트먼,레베카 홀"
105,그남자는 거기 없었다,2002-05-03,1213100,1518100,169,225,1,6,미국,,청소년 관람불가 ,코미디,조엘 코엔,"빌리 밥 손튼,프란시스 맥도맨드,마이클 바다루코"
106,위대한 레보스키,1998-10-24,1004000,2288000,220,404,1,3,미국,,,,조엘 코엔,
107,블러드 심플,2019-10-17,48499532,51328532,6001,6405,30,561,미국,"시네마 뉴원,(주)콘텐츠윙",15세이상관람가,범죄,조엘 코엔,"존 게츠,프란시스 맥도먼드,댄 헤다야"
108,번 애프터 리딩,2009-03-26,404000,277999500,57,39955,1,3,미국,(주)성원아이컴,청소년관람불가,코미디,"조엘 코엔,에단 코엔","조지 클루니,브래드 피트,프란시스 맥도먼드"
109,노인을 위한 나라는 없다,2008-02-21,205766800,666699200,22761,90023,27,1149,미국,"주식회사 해리슨앤컴퍼니,CJ ENM",청소년관람불가,스릴러,"조엘 코엔,에단 코엔","토미 리 존스,하비에르 바르뎀,조슈 브롤린"
110,인사이드 르윈,2014-01-29,4455000,824583700,704,106729,2,18,미국,블루미지,15세이상관람가,드라마,"조엘 코엔,에단 코엔","오스카 아이삭,캐리 멀리건,저스틴 팀버레이크,존 굿맨"
111,"사랑해, 파리",2007-02-01,0,376527000,0,59648,1,2,프랑스,"(주)드림팩트엔터테인먼트,(주)미로비젼",15세이상관람가,멜로/로맨스,"조엘 코엔,에단 코엔,이자벨 코이젯트,월터 살레스,톰 티크베어","나탈리 포트만,일라이저 우드"
112,엠 워드 MV '처음 떠나던 때',,22200,22200,89,89,1,2,미국,,,,조엘 트러셀,
113,러브 펀치,2015-07-16,1209000,1209000,155,155,31,69,프랑스,(주)에이원엔터테인먼트,15세이상관람가,코미디,조엘 홉킨스,"피어스 브로스넌,엠마 톰슨"
114,햄스테드,2018-07-05,70014300,70014300,9064,9064,37,556,영국,(주)팝엔터테인먼트,15세이상관람가,코미디,조엘 홉킨스,"다이안 키튼,브렌단 글리슨"
115,하비의 마지막 로맨스,2010-10-28,156000,248197000,52,34184,1,1,미국,(주)영화사 진진,12세이상관람가,멜로/로맨스,조엘 홉킨스,"더스틴 호프만,엠마 톰슨"
116,"얼음의 땅, 깃털의 사람들",,290000,290000,59,59,1,2,캐나다,,,다큐멘터리,조엘 히스,
117,마지막 밤나무,,120000,120000,24,24,1,2,일본,,,,조엽,
118,극장판 타오르지마 버스터-블랙어썰트의 귀환,2019-12-05,107867920,107867920,15220,15220,259,1100,한국,(주)이수C&E,전체관람가,코미디,조영광,"홍범기,안영미,안효민,최낙윤,강시현"
119,인투 포커스,,436000,436000,392,392,1,5,한국,,,한국,조영준,"차승호,김한아"
120,채비,2017-11-09,1260533864,1260533864,177439,177439,480,9983,한국,오퍼스픽쳐스(유),12세이상관람가,드라마,조영준,"고두심,김성균,유선,박철민,김희정,신세경,마현,박세준,박소연,박소정,박지윤,박혜영,송국진,양태열,유지연,한지호,이태규,김남언,장문규,김정환,현봉식,김영재,박성연,어성욱"
121,노브레싱,2013-10-30,-1303142557,-1303142557,451669,451669,584,24912,한국,(주)나이너스엔터테인먼트,15세이상관람가,드라마,조용선,"서인국,이종석,권유리,박철민,박정철,신민철,김재영,선우재덕,서준원,송병준,이명규,김준희,조상현,박용진,정민성,박현우"
122,곽민규 배우전,,42000,42000,6,6,1,1,한국,,,,"조용익,강동완,오성호",
123,나쁜 여자는 맛있다,2014-11-19,50000,50000,10,10,1,1,일본,미디어소프트,청소년관람불가,멜로/로맨스,조우 사다오,메구리
124,유부녀워칭-무삭제,2014-05-22,50000,50000,10,10,1,1,일본,(주)액티버스엔터테인먼트,청소년관람불가,성인물(에로),조우 사다오,하타노 유이
125,음란한 밀회-이웃집 유부녀,2014-05-29,50000,50000,10,10,1,1,일본,(주)액티버스엔터테인먼트,청소년관람불가,성인물(에로),조우 사다오,요시오카 무츠오
126,나츠,2013-06-06,460000,460000,92,92,1,1,일본,(주)수키픽쳐스,청소년관람불가,성인물(에로),조우 사다오,호리구치 나츠미
127,헤드,2011-05-26,462025000,462025000,61414,61414,196,6934,한국,(주)에스비에스콘텐츠허브,청소년관람불가,액션,조운,"류덕환,박예진,백윤식,오달수,강대연,신민섭,데니 안/ 안신원,박영서,우현,유선희,전병기,정경미,최재섭,장소연,김강현,장준녕,김자영,김봉수"
128,원더풀 고스트,2018-09-26,8000,-574027696,4,450378,1,4,한국,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",12세이상관람가,코미디,조원희,"마동석,김영광,이유영,이서진,김정수,이승창,이영석,서정훈,서준호,이태규,김지은,김지은,류성철,윤성민,박근수,정재헌,최유리,김민석,김선문,김선웅,김영환,김선경,김동준,한창현,차래형,한성천,곽진석"
129,핑거스,,4336,4336,8,8,1,2,한국,,,애니메이션,조윤정,
130,"사당동 더하기 22, 디렉터스 컷 : 돌고 돌고 또 돌고",,454000,454000,61,61,1,1,한국,,,,조은,
131,사당동 더하기 33,,3023000,3023000,576,576,1,8,한국,,,다큐멘터리,조은,
132,"1984, 최동원",,845000,845000,121,121,1,3,한국,,,다큐멘터리,조은성,
133,션샤인 러브,2015-09-17,7069800,7069800,896,896,17,243,한국,"(주)인벤트스톤,(주)영화사오원",12세이상관람가,판타지,조은성,"오정세,조은지,송재하,박재철,이미도,강민지,한수용,이재석,문성환,손민식,이재석,최혁"
134,나는 고양이로소이다,2017-06-08,0,67878200,0,8496,1,1,한국,(주)리틀빅픽쳐스,전체관람가,다큐멘터리,조은성,"강민혁,이용한,김하연"
135,"오늘, 우리",2019-10-31,7671600,7671600,1040,1040,12,159,한국,필름다빈,12세이상관람가,드라마,"조은지,부은주,송예진,곽은미,조은지","정수지,이상희,박수영,조민경,윤혜리,이운산,강동인,강민정,곽민규,곽민준,권승록,금보선,김경주,김다운,김민엽,김수진,김승유,김여은,김유경,김은경,김재원,김주연,김지원,김지유,김지현,나도율,남상지,낭모모카잉,마민희,문하얀,박귀순,박명신,박영선,박하현,박혜원,변자혜,부서희,서정미,송재생,송지혁,안민영,안석범,안현정,양소영,어성욱,오지숙,원영옥,유상현,유용환,유준민,유창숙,유창숙,윤병무,윤성원,채현승,이강녕,최민지,이민영,이상희,이샘,이수민,이승현,이시원,이시원,한민진,한지현,이제연,홍지수,흥인아,정혜성,정혜원,정혜인,조우현,장근춘,정한호,정경순,엄옥란"
136,마스터,2016-12-21,1103726616,-2061305279,2215266,7150586,1245,56141,한국,(주)씨제이이엔엠,15세이상관람가,액션,조의석,"이병헌,강동원,김우빈,엄지원,박해수,오달수,진경,김정우,장한별,이승용,김대현,홍성덕,우도환,배정남,조현철,정원중,주석태,송영학,이도국,김태훈,강지혜"
137,감시자들,2013-07-03,6714500,735027015,660,5509019,10,38,한국,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,범죄,"조의석,김병서","설경구,정우성,한효주,진경,이준호,임달화,손민석,김대진,이태형,이동휘,이화정,김진곤,박지훈,김지훈,신성일,변요한,정우근,장원형,장유리,조도연,지영준,한영주,문성렬,박영진,박지연,백동현,신경철,이가람,이상민,김병옥,윤돈선,강신하,이동진"
138,매직빈,2018-05-03,436382700,436382700,57004,57004,534,3292,중국,(주)영화사 빅,전체관람가,애니메이션,조이 주,"황창영,민아,장병관"
139,불빛 아래서,2019-08-29,7112700,8935700,940,1307,13,162,한국,모두를위한극장 공정영화협동조합,12세이상관람가,다큐멘터리,조이예환,"남기상,류신홍,박종현,박준범,김민규,안도현,안지원,우석제,우주,윤도현,최동현,최민규,김재광,김희권,이찬희,황성민,윤준호,김주호,강태근,고한웅,기명신,최희용,김남인,김내현,김영진,이동훈,이민우,김진규,조재신,남고래,육중환,정윤겸,김진우,오경록,백선혁,오선영,송국정,성필순,황세연,황정익,이성훈,이선우,박유진"
140,스튜디오,2019-02-27,938000,938000,169,169,20,20,한국,RGB,청소년관람불가,코미디,조일준,"나영,김선구"
141,속사정,2017-05-18,901000,901000,177,177,20,22,한국,THE 픽쳐스,청소년관람불가,스릴러,조일준,"지은서,김광석,이장미,우진영,이경민"
142,#살아있다,2020-06-24,-1211649284,-1211649284,1903992,1903992,1882,137073,한국,롯데컬처웍스(주)롯데엔터테인먼트,15세이상관람가,드라마,조일형,"유아인,박신혜,전배수,고나영,권용채,김경태,김다영,김단비,김라희,김미래,김미래,김윤도,김학선,김현우,김훈만,나경철,나경철,노정미,박수찬,박윤호,박재현,박철민,박철민,소회정,손경원,신연우,심소연,양말복,양수진,연재흠,연제이,염정연,예효승,오혜원,유연,윤예나,은 한,최계형,최다인,이규호,이동규,이승진,이승창,한상균,한성수,이유진,이재영,이재영,황윤호,이채경,이현욱,이회원,임우찬,임은지,조한준,주보비,진소연,장의돈,장지건,전배수,전운종,정세미,정영도,강현구"
143,버블아트,,292500,292500,117,117,1,2,한국,,,다큐멘터리,조재민,
144,징후,,267500,267500,214,214,1,4,한국,,,드라마,조재민,
145,눈발,2017-03-01,119895800,120313800,13556,13640,69,823,한국,(주)리틀빅픽쳐스,15세이상관람가,드라마,조재민,"진영,지우,박진영,서수민,정현경,이윤희,장희령"
146,나홀로 휴가,2016-09-22,45000,62181700,9,8229,1,5,한국,(주)리틀빅픽쳐스,청소년관람불가,멜로/로맨스,조재현,"박혁권,윤주,이준혁,박재홍,조재현,이광기,이상욱,이서연,이성호,이승용,차봄,김유라,이정은,김수진,박윤호,이승철"
147,영화제국 신필름의 역사,,5303000,5303000,1057,1057,7,18,한국,,,다큐멘터리,조재홍,
