,영화명,개봉일,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,배급사,등급,장르,감독,배우
28536,사이코패스 시너스 오브 더 시스템 케이스3: 은원의 너머에,,2710000,2710000,542,542,2,2,일본,(주)애니플러스,15세이상관람가,애니메이션,시오타니 나오요시,세키 토모카즈
11774,사이코패스,2015-05-28,191148000,191148000,23586,23586,69,1198,일본,(주)박수엔터테인먼트,15세이상관람가,애니메이션,시오타니 나오요시,"하나자와 카나,세키 토모카즈"
34289,이웃여자:다 보여줄게,2020-11-24,6000,6000,1,1,1,1,일본,(주)영진크리에이티브,청소년관람불가,멜로/로맨스,시온,
25753,여자이고 싶은 새엄마,2017-08-10,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),시온 미키오,
32721,갓 결혼한 새엄마,2019-08-05,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),시온 아라키,
24986,능욕당하는 여자,2017-08-03,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),시온 코마츠,
33893,야한 속옷의 새엄마,2019-08-05,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),시온 하루네,
33573,새엄마가 된 옆집유부녀,2019-08-05,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),시온 히비키,
22893,금의위: 혈지도,2018-02-01,107000,107000,46,46,5,46,중국,(주)케이알씨지,15세이상관람가,액션,시우룬,
34280,의사 몰래 환자들과의 절정,2019-05-17,6000,6000,1,1,1,1,일본,(주)플라이어,청소년관람불가,드라마,시이 미칸,이치조 키미카
26913,"안녕, 티라노: 영원히, 함께",2019-08-14,1591019230,1591019230,203667,203667,512,7421,한국,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,시즈노 코분,"시영준,정혜원,이세은,이현,김지혜,박영진,김준현,사성웅,시영준,정형석,곽윤상,이동훈,김인형,김지혜,박주광,전종구,오인실"
21105,명탐정 코난 : 이차원의 저격수,2014-08-06,1077000,-1525515296,155,398761,1,7,일본,(주)씨제이이엔엠,12세이상관람가,애니메이션,시즈노 코분,
29193,명탐정 코난:진홍의 연가,2017-08-02,1560777,-1021416758,223,450705,1,2,일본,(주)씨제이이엔엠,12세이상관람가,애니메이션,시즈노 코분,
21610,명탐정 코난 : 화염의 해바라기,2015-08-05,777500,-998158396,114,471319,1,7,일본,(주)씨제이이엔엠,전체관람가,애니메이션,시즈노 코분,"타카야마 미나미,야마자키 와카나,코야마 리키야,야마구치 캇페이"
18772,명탐정 코난: 순흑의 악몽,2016-08-03,111823000,-416986796,13475,522344,18,424,일본,(주)씨제이이엔엠,12세이상관람가,애니메이션,시즈노 코분,
124,명탐정 코난 : 침묵의 15분,2011-08-03,-81975296,-81975296,644652,644652,275,12018,일본,(주)미디어데이,전체관람가,애니메이션,시즈노 코분,"타카야마 미나미,야마자키 와카나,김선혜,이현진,우정신,강수진"
21154,명탐정 코난: 11번째 스트라이커,2012-07-19,1035000,-929630296,150,525169,1,7,일본,(주)씨제이이엔엠,12세이상관람가,애니메이션,"시즈노 코분,야마모토 야스이치로","김선혜,강수진,이정구,이현진"
26334,폭주미망인-다빌려드립니다,2018-07-30,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),시즈미 다이케이,
32737,거유 장모와 실제로 느끼는 사위,2019-01-25,6000,6000,1,1,1,1,일본,(주)플라이어,청소년관람불가,드라마,시즈카만,쿠로키 아오이
33678,숙모의 방,2019-03-06,6000,6000,1,1,1,1,일본,(주)플라이어,청소년관람불가,드라마,시즈카만,이이다 카오리
33814,아내의 속사정,2019-04-24,6000,6000,1,1,1,1,일본,(주)플라이어,청소년관람불가,드라마,시즈카만,사와무라 레이코
34259,음란한 시아버지의 손맛,2019-01-08,6000,6000,1,1,1,1,일본,(주)플라이어,청소년관람불가,드라마,시즈카만,시노다 유우
32761,과부 새엄마:좋아서 우는 그녀,2019-10-24,6000,6000,1,1,1,1,일본,(주)영진크리에이티브,청소년관람불가,멜로/로맨스,시진 유지,
34229,육체교실:미모의 여선생,2019-10-24,6000,6000,1,1,1,1,일본,(주)영진크리에이티브,청소년관람불가,멜로/로맨스,시진 유지,호죠 마키
34442,조건 섹스:부하직원의 아내,2019-02-11,6000,6000,1,1,1,1,일본,(주)영진크리에이티브,청소년관람불가,멜로/로맨스,시타쿠치비루 아츠코,
15907,인디스데이 12월 단편,,25000,25000,25,25,1,2,한국,,,장르없음,"신기헌,전수빈,임규미,성진우,배연희",
21046,SIDOF2018_9월/투명한 음악/퀴어의 방/나를 위한 변명,,810000,810000,162,162,1,2,한국,,,다큐멘터리,"신나리,조용기,권아람,고승환",
25445,새엄마의 요염한 속옷,2017-02-09,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),신도 레이,
25447,새엄마의 화끈한 유혹,2017-04-20,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),신도 레이,쇼우다 치사토
26418,훔쳐보는 옆집 거유녀,2017-02-09,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),신도 레이,모치즈키 미스즈
4708,달려라! 타마코,2008-03-20,0,6298000,0,950,1,3,일본,(주)영화사 진진,전체관람가,코미디,신도 카제,야마다 마이코
30001,살아남은 아이,2018-08-30,525000,91683800,98,11067,1,7,한국,"CGV아트하우스,(주)엣나인필름",12세이상관람가,드라마,신동석,"최무성,김여진,성유빈,김도영,김상범,김상우,김시영,김지혜,김희정,박승찬,박영진,박진희,배준성,서영민,송승현,이경진,이민재,이범희,이수민,이수연,이수지,이순옥,이승훈,이유리,이종재,이현주,인영교,장승화,조은아,주소윤,차재민,하유정,이화룡,김도영,장준휘,손석배,박성연,윤부진,곽자형,안민영,김도현"
17235,따라지: 비열한 거리 무삭제판,2015-11-12,4000,4000,1,1,1,1,한국,(주)드림팩트엔터테인먼트,청소년관람불가,멜로/로맨스,신동엽,"고세원,한이서,조한선"
16335,따라지 : 비열한 거리,2015-06-08,103000,103000,11,11,1,6,한국,(주)드림팩트엔터테인먼트,청소년관람불가,멜로/로맨스,신동엽,"고세원,한이서,조한선,유재명,반민정"
467,서유기 리턴즈,2011-02-17,80194000,80194000,12696,12696,59,1133,한국,(주)영화사 조제,전체관람가,코미디,신동엽,"김병만,한민관,류담,박준용,조은주,백송이,최영우,정영우,최윤수,김용래,최홍일,한이진"
420,웨딩스캔들,2012-09-06,138695000,138695000,21295,21295,121,1553,한국,(주)마인스 엔터테인먼트,15세이상관람가,코미디,신동엽,"김민준,곽지민,이세랑,이수호,차민정,차승우,김환일,박소라,송민석,한이진"
11734,대결,2016-09-22,251176500,251176500,32278,32278,366,5409,한국,"(주)스톰픽쳐스코리아,TCO(주)더콘텐츠온",15세이상관람가,액션,신동엽,"이주승,오지호,이정진,신정근,손은서,임효우,박주혜,박준범,전혜인,이규희,이대겸,조훈휘,홍민혜,황진호,김철구,이세랑,주석태,강신철"
5226,응징자,2013-10-30,1388412500,1388412500,192347,192347,305,12023,한국,(주)인벤트스톤,청소년관람불가,액션,신동엽,"양동근,주상욱,이태임,신준호,유재상,정유림,한유미,전국환,서동수,손강국,김권,장태성,반민정,최홍일"
11455,치외법권,2015-08-27,-1630026291,-1630026291,346483,346483,446,15297,한국,판씨네마(주),15세이상관람가,액션,신동엽,"임창정,최다니엘,나현정,임은경,장광,이경영,문제영,정한비,박영진,임정아,박일우,정형석,조원재,서동수,서진원,이응준,안현준,최병모,방은희,반민정,한주영,전소니,강신철,조한선,최홍일,김기천,윤주,임용순,신정섭,유기석"
19243,"컴, 투게더",2017-05-11,17282200,18146100,2236,2382,16,338,한국,"스토리 너머,파인스토리",15세이상관람가,드라마,신동일,"이혜은,임형국,채빈,정호익,오정우,유현종,이나영,이동규,이상희,한경현,한성연,홍준기,김재록,이봄,송영학,우기홍,조용준,원태희"
24366,방문자,2006-11-15,60000,34765200,6,5156,1,1,한국,CJ ENM,15세이상관람가,드라마,신동일,"김재록,강지환,성민영,송근호,송현창,신승호,윤희선,신재선,최호준,이경한,서승오,김상완,윤태련,장정민,윤혜진,이종인,우기홍,오창경"
3409,반두비,2009-06-25,190000,52808000,24,7763,1,1,한국,㈜인디스토리,청소년관람불가,드라마,신동일,"백진희,이일화,박혁권,신이수,조은경,방영선,김동명,정병길,양해훈,이마붑,방수인,오창경"
18155,호피와 차돌바위,,0,4000,0,1,1,6,한국,,,애니메이션,신동헌,
18156,홍길동,1967-01-21,0,272000,0,68,1,6,한국,,,애니메이션,신동헌,
10690,플라잉 액시던트,,1875,16218,3,30,1,1,한국,,,애니메이션,신동현,
5726,극장판 마법소녀 마도카 마기카(후편): 영원의 이야기,2013-07-20,45484500,45484500,5561,5561,12,50,일본,(주)미디어데이,12세이상관람가,애니메이션,신보 아키유키,"유키 아오이,마츠오카 요시츠구,사이토 치와"
18974,극장판 마법소녀 마도카 마기카(신편): 반역의 이야기,2018-03-15,44751500,44751500,5647,5647,62,603,일본,(주)애니플러스,12세이상관람가,애니메이션,신보 아키유키,"유키 아오이,사이토 치와"
5708,극장판 마법소녀 마도카 마기카(전편): 시작의 이야기,2013-07-20,48706000,48706000,5916,5916,12,54,일본,(주)미디어데이,12세이상관람가,애니메이션,신보 아키유키,"유키 아오이,마츠오카 요시츠구,사이토 치와"
18802,키즈모노가타리 III : 냉혈편,2017-05-18,88623000,88623000,11302,11302,81,1055,일본,(주)박수엔터테인먼트,15세이상관람가,애니메이션,신보 아키유키,"카미야 히로시,사카모토 마아야,호리에 유이,사쿠라이 타카히로"
11837,키즈모노가타리 II : 열혈편,2016-10-20,122123000,122123000,15800,15800,69,1190,일본,(주)박수엔터테인먼트,15세이상관람가,애니메이션,신보 아키유키,"카미야 히로시,사카모토 마아야,호리에 유이,사쿠라이 타카히로"
11765,키즈모노가타리 I : 철혈편,2016-06-30,187425500,187425500,24536,24536,74,1399,일본,(주)박수엔터테인먼트,15세이상관람가,애니메이션,신보 아키유키,"카미야 히로시,사카모토 마아야,호리에 유이,사쿠라이 타카히로"
32188,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",2018-01-11,115000,208647200,14,27083,1,4,일본,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,애니메이션,신보 아키유키,"히로세 스즈,스다 마사키,미야노 마모루"
19926,달밤체조 2015,2018-04-24,5070000,5070000,685,685,2,31,한국,달밤체조(주),12세이상관람가,드라마,"신봉철,박후인","김윤서,황기석,신민철,손승우,신희철,이지현,정연,천성,주진우,배칠수,강희선,나재균,김영택,장현진,장석진,김상훈,김용민,박유진,안수호,이승준,이채영"
27468,행동하는 양심 김대중,2019-11-28,46056360,46056360,5789,5789,86,788,한국,주식회사 마운틴픽쳐스,12세이상관람가,다큐멘터리,신상민,"김대중,이금희,백낙청,한완상,한승헌,라종일,김택근,김종선,오정해,김명권,최용식,김동엽,이희아,김종대"
27010,1919 유관순,2019-03-14,506367410,506367410,61938,61938,269,3249,한국,"주식회사 마운틴픽쳐스,케이티하이텔(주)",12세이상관람가,다큐멘터리,신상민,"이새봄,양윤희,김나니,박자희,장세아,하희라,김홍표,이재주,서윤호,인지영,박웅선,배강민,봉은선,주재연,김규리,김려원,안현정,윤영준,정재훈,허윤,장의돈,전성훈,김정호,전소영,김시온,환현주,윤효진,김연희,권영찬,김광식,이동준,김무늬,김성복,김성하,김진구,한영은,류의도,문보람,정우일,서성조,서홍선,성민근,한덕호,황도원,나애진"
7140,만종,,510000,510000,255,255,1,6,한국,,,드라마,신상옥,"최은희,김진규"
29698,그 여자의 죄가 아니다,,275000,1189000,135,592,1,10,한국,,,드라마,신상옥,노능걸
30152,쌀,,190000,1574000,85,777,1,16,한국,,,드라마,신상옥,"신영균,최은희"
28311,삼일천하,1973-02-15,1576000,1576000,788,788,1,23,한국,,전체관람가,사극,신상옥,"신영균,윤정희"
29622,독립협회와 청년 이승만,,294000,1630000,147,815,1,7,한국,,,드라마,신상옥,"김진규,김승호,황정순,엄앵란"
28673,천년호,,860000,2078000,430,1039,1,21,한국,,,사극,신상옥,김혜정
19871,로맨스그레이,,1494000,2310000,747,1155,1,22,한국,,12세이상관람가,드라마,신상옥,"김승호,최은희"
19629,폭군 연산,,2250000,2954000,1125,1477,1,19,한국,,,드라마,신상옥,"신영균,김혜정,최은희,도금봉"
21681,장한몽,,216000,4434000,108,2217,1,6,한국,,,장르없음,신상옥,"남궁원,윤정희,신성일,도금봉,사미자,김동원,한은진"
28386,백사부인,1960-10-02,1408000,4436000,704,2218,1,15,한국,,,사극,신상옥,"최은희,신성일"
28353,자매의 화원,,1494000,4656000,747,2328,1,32,한국,,,드라마,신상옥,
28974,꿈,,562000,4996000,281,2488,1,9,한국,,,드라마,신상옥,"신영균,김혜정,서월영"
13216,효녀 심청,1972-11-17,790000,5075000,395,2535,1,8,한국,,전체관람가,사극,신상옥,"윤정희,김성원"
20012,어느 여대생의 고백,,1162000,5292000,581,2648,1,16,한국,,,장르없음,신상옥,"최은희,김승호,유계선"
28516,다정불심,,1112000,6251000,556,3123,1,15,한국,,,사극,신상옥,"김진규,최은희,박노식"
29186,지옥화,1958-04-20,452000,8168000,226,3780,1,19,한국,,미정,멜로/로맨스,신상옥,"김학,최은희,조해원"
28925,대원군,,605000,7710000,300,3840,1,14,한국,,,사극,신상옥,"신영균,김지미,최남현,이풍구"
28187,강화도령,,1961000,7811000,980,3905,1,25,한국,,,사극,신상옥,"최은희,도금봉"
29626,사랑방 손님과 어머니,,292000,7845000,146,3920,1,11,한국,,,드라마,신상옥,"최은희,전영선,김진규,도금봉"
29000,상록수,1961-09-20,541000,8028000,269,4011,1,6,한국,,기타,드라마,신상옥,"허장강,최은희"
19737,이 생명 다하도록,,1916000,8720000,958,4355,1,39,한국,,,드라마,신상옥,"김진규,김혜정,최은희,윤정란"
29811,이별,1973-09-11,242000,10232000,121,5093,1,12,한국,,청소년관람불가,멜로/로맨스,신상옥,"신성일,김지미,오수미"
28243,열녀문,,1760000,10696000,880,5097,1,23,한국,,청소년관람불가,사극,신상옥,"신영균,최은희"
28375,로맨스 빠빠,1960-01-28,1434000,10833000,717,5421,1,35,한국,,15세이상관람가,드라마,신상옥,"신성일,주증녀,최은희,최은희"
28999,벙어리 삼룡이,1964-11-13,538000,11587000,269,5635,1,20,한국,,15세이상관람가,멜로/로맨스,신상옥,"최은희,김진규,박노식,도금봉"
31416,내시,,59000,12250000,29,6103,1,8,한국,,,드라마,신상옥,"신성일,윤정희,남궁원,박노식,도금봉,김혜정"
28427,동심초,,1310000,13103000,646,6577,1,68,한국,,,드라마,신상옥,"최은희,김진규,엄앵란"
27989,연산군,1962-01-01,2713000,15254000,1354,7453,1,37,한국,,청소년관람불가,사극,신상옥,"신영균,최은희,도금봉,신성일,김동원"
28142,빨간 마후라,,2080000,17349000,1040,8494,1,41,한국,,12세이상관람가,액션,신상옥,"남궁원,윤인자,신영균,최무룡,최은희,이대엽"
27913,성춘향,1961-01-28,3126000,19040000,1563,9528,1,30,한국,,,드라마,신상옥,"최은희,김진규"
28162,여자의 일생,,2024000,18657500,1012,9965,1,20,한국,,,드라마,신상옥,"최은희,남궁원,도금봉,김동원"
6617,천 번을 불러도,2014-10-16,4727700,4727700,685,685,9,127,한국,주식회사 마운틴픽쳐스,15세이상관람가,드라마,신성섭,"이청미,김최용준,정성희,정민성,김보라"
25479,섹스 인 더 게임 무삭제판,2018-09-07,2000,2000,1,1,1,1,한국,선셋 시네마,청소년관람불가,장르없음,신성진,
33478,불륜의 세계 무삭제판,2020-11-03,6000,6000,1,1,1,1,한국,선셋 시네마,청소년관람불가,성인물(에로),신성진,
20859,섹스 인 더 게임,2018-03-28,1021000,1021000,184,184,20,20,한국,선셋 시네마,청소년관람불가,장르없음,신성진,"이유미,최수락"
29343,옆집 아가씨,2019-03-15,972000,972000,186,186,20,20,한국,(주)담화,청소년관람불가,멜로/로맨스,신성진,"안소희,이수,도모세"
29334,도도녀 길들이기,2020-01-10,988000,988000,187,187,20,21,한국,선셋 시네마,청소년관람불가,멜로/로맨스,신성진,
29259,레인보우,2010-11-18,2453500,22758600,205,2980,1,1,한국,㈜인디스토리,12세이상관람가,드라마,신수원,"박현영,백소명,김재록,이미윤,정호중,박윤,박재희,박정호,박주형,박지원,안광섭,안상훈,정호중,이세련,김용관,박현영"
27488,젊은이의 양지,2020-10-28,44796770,44796770,5301,5301,108,928,한국,(주)리틀빅픽쳐스,15세이상관람가,드라마,신수원,"김호정,윤찬영,정하담,최준영,한지원,한재이,진용욱,김보윤,이주원,강태제,김재록,박현영,문수영,이지봄,오정우,안예림,신연식,김현태,조은주,임정운,김서하,이명옥,김희,문인환,조새연,허웅,주시현,최준석,신소정,연하라,윤한나,김민정,김여경,노희중,허성우,오춘환,노현정,김규연,신다정,정윤서,임연지,한기옥,조동환,권소현"
34934,명왕성,2013-07-11,0,114740500,0,16866,1,2,한국,(주)싸이더스,15세이상관람가,드라마,신수원,"이다윗,성준,김꽃비,김권,류경수,선주아,남태부,길해연,황정민,박현영,한솔,한창훈,황성규,조성하,박해준"
11816,마돈나,2015-07-02,142120400,142120400,18276,18276,65,1475,한국,(주)리틀빅픽쳐스,청소년관람불가,드라마,신수원,"서영희,권소현,김영민,변요한,박지영,조정문,최성대,최윤,오성택,윤보라,김세미,이상희,이선영,박남혁,유순철,노수산나,최희진,박현영,정애화,탁도연,진용욱,김영성"
18671,유리정원,2017-10-25,160437700,160437700,22752,22752,332,4480,한국,(주)리틀빅픽쳐스,12세이상관람가,미스터리,신수원,"문근영,서태화,조예리,정애화,이승아,이기혁,김태훈,박현영,김봉수"
9168,가족시네마,2012-11-08,253000,19453000,37,2639,2,12,한국,골든타이드픽처스(주),15세이상관람가,드라마,"신수원,이수연,김성호,홍지영","정인기,김지영,선우선,이명행,지우,최무성,장소연,박희본,황석정,박길수,박현영,이우정"
29233,장사의 꿈,1985-10-08,424000,424000,212,212,1,8,한국,,연소자관람불가,드라마,신승수,"금보라,정진,임성민,김영애"
30191,오렌지필름 기획전 – 대화의 매뉴얼,,722000,722000,82,82,1,4,한국,,,드라마,"신승은,조희영,임종민",
27653,속물들,2019-12-12,22126240,22126240,2972,2972,95,752,한국,(주)삼백상회,15세이상관람가,드라마,"신아가,이상철","유다인,심희섭,송재림,유재명,옥자연,백수장,조현식,윤충,김주령,한혜린,김중기,박현영,이윤건,정혜경,홍다미,박지홍,정보람,이주연,이선주,고니,김도윤,이승주,김진욱,박경훈,이양우,이재한,김형식,류제원,김현우,이원행,맹재렬,김창섭,이정규,박진욱,박진욱,임대웅,구상범,박수연,이웅모,김혜숙,김태홍,임국희,김희라,금설희,이동규,홍지연,박승훈,윤선미,정명진,나우호,노형석,강재은,조원열,최재영,강창수,송한승,김효관,찰스장,윤주영,박은진,윤상준,황수빈,김동현,홍수영,봉수지,이경준,이채연,김효정,이경민,이지수,이선호,조원열,김민지,한미연,이은희,변재혁,김옥,김끝순,정순필,신준호,서유민,박진희,박선용,박성진,박성원"
24244,밍크코트,2012-01-12,9000,23859600,9,3223,1,2,한국,㈜인디스토리,15세이상관람가,드라마,"신아가,이상철","황정민,김미향,정희성,이상철,이재희,노형석,노형석,박상욱,박지만,신아가,신준호,이종윤"
27977,아직 사랑하고 있습니까?,2019-12-04,10825340,10825340,1398,1398,38,262,한국,(주)디스테이션,청소년관람불가,코미디,신양중,"김인권,서태화,이나라,조성희,오윤수,장가현,이서이,윤예희,박수인,김현균,배용근,최규환,이자은,김경룡,조성희,이재준,정호영,박현준,안인모,손선근,장준호,이영윤,정지우,정나진,박미리,이태영,김명식,이승훈,백승희,오윤주,유광수,박필주,이봉균,김영진,김정현,이경현,최무성,김혜은,지서윤"
841,"남겨진 미래, 남극",,12139000,12139000,1481,1481,1,7,한국,,전체관람가,다큐멘터리,신언훈,
32576,조류인간,2015-02-26,28000,20713500,4,2742,1,2,한국,(주) 루스이소니도스,15세이상관람가,드라마,신연식,"김정팔,이준수,소이,정한비,강신효,임동훈,배영민,신연식,신연식,이새별,김장호,이연진,최종률,이유미,정준원,최홍일,이빛나"
12088,프랑스 영화처럼,2016-01-14,37786300,37786300,4885,4885,30,714,한국,(주)콘텐츠판다,15세이상관람가,드라마,신연식,"이영란,전지윤,다솜,정준원,소이,스티븐 연,신민철,봉만대,후지이 미나,정한비,신지수,이유미,정성일"
18997,로마서 8:37,2017-11-16,37996000,37996000,5059,5059,44,582,한국,(주) 루스이소니도스,15세이상관람가,드라마,신연식,"이현호,서동갑,조성우,허연정,홍성춘,박명신,전경수,이지민,최홍일,최종률,김다흰,김하연,이승훈,임수현,홍성덕,이지민"
32628,러시안 소설,2013-09-19,16000,43849400,2,5997,1,2,한국,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),15세이상관람가,드라마,신연식,"강신효,경성환,김인수,김정팔,양성규,이규태,이도연,이유미,최종률,이빛나"
5270,배우는 배우다,2013-10-24,811844000,811844000,112029,112029,297,9267,한국,(주)넥스트엔터테인먼트월드(NEW),청소년관람불가,드라마,신연식,"이준,서영희,강신효,서범석,이화시,기주봉,오광록,마동석,양동근,김형준,손용화,신연식,안상우,윤승준,이세희,고승효,임효정,장채린,정장환,김태은,조소현,최한철,한명수,박귀현,이유미,이유준,이빛나,강덕중,정성일"
27900,안나 카레니나,2018-06-29,17797100,67997900,1613,5136,8,123,한국,(주)비프로,12세이상관람가,뮤지컬,신예지,에카테리나 구세바
27026,빅샤크2: 해저2만리,2019-06-06,384674920,384674920,53147,53147,344,2213,중국,와이드 릴리즈(주),전체관람가,애니메이션,신우,"장병관,김소희,김보나,서반석,강은애,이창민,김경희,민아"
27000,빅샤크3: 젤리몬스터 대소동,2020-07-29,562559660,562559660,72912,72912,400,5259,중국,(주)팝엔터테인먼트,전체관람가,애니메이션,신우,"정의한,원에스더,김진홍,김경희,손선영"
18755,토이 가디언즈,2018-03-15,114322000,114322000,14857,14857,136,1017,중국,(주)팝엔터테인먼트,전체관람가,애니메이션,"신우,황연","박소라,장경희"
7122,D-24,,228822,228822,264,264,2,5,한국,센트럴파크,,공포(호러),신우석,김서연
16887,산 속의 관,,16000,16000,3,3,1,1,중국,,,드라마,신위쿤,
2926,라라에게,,100500,100500,41,41,1,1,한국,㈜인디스토리,,드라마,신이수,"딜런 뉴컴,백현주"
8202,구보씨 일보,,127100,127100,73,73,1,5,한국,,15세이상관람가,드라마,신이수,백현주
9711,너에게 간다,,22500,117000,18,81,1,1,한국,,,드라마,신이수,
16096,"4월 수요단편극장 ""전주국제영화제 수상작 특별전""",,134000,134000,18,18,1,1,한국,,,드라마,"신이수,김태용,한지혜",
3784,Dir/Actors 3. Friends_신이수&이우정&이종필&최시형 단편,,70000,70000,14,14,1,1,한국,,,드라마,"신이수,이우정,이종필,김지현,김재원","신이수,이우정,이종필,최시형"
5260,맨홀,2014-10-08,1084557130,1084557130,133663,133663,286,10324,한국,롯데쇼핑㈜롯데엔터테인먼트,청소년관람불가,공포(호러),신재영,"정경호,정유미,김새론,윤찬영,이광훈,박기원,최덕문,김재화,성유빈,서현우,조달환,윤돈선,강덕중"
4823,신성일의 행방불명,2006-02-16,0,7551500,0,1320,1,2,한국,스폰지,15세관람가,드라마,신재인,"조현식,예수정,성현,박현미"
30774,이상한 게임,2019-06-09,324000,324000,54,54,1,1,한국,디자인 콘텐츠,15세이상관람가,미스터리,신재천,"공호석,이환,안여진,장희웅"
19506,게이트-완결판,2018-06-21,1486000,1486000,1408,1408,5,37,한국,(주)제이앤씨미디어그룹,15세이상관람가,범죄,신재호,"임창정,정려원,정상훈,이경영,이문식,최윤슬"
18446,게이트,2018-02-28,821271100,821271100,101381,101381,208,5474,한국,(주)제이앤씨미디어그룹,15세이상관람가,범죄,신재호,"정려원,임창정,정상훈,이경영,이문식,이세랑,윤송아,이수아,김지성,김보민,김보민,김연정,김도훈,김경룡,김미향,한이진,김종태,최윤슬"
17856,황진이,2015-12-10,5000,5000,1,1,1,1,한국,에이라인,청소년관람불가,멜로/로맨스,신정균,"장성원,신유주,심호성"
16918,나는 야한 여자가 좋다 무삭제감독판,2015-02-26,14000,14000,2,2,1,1,한국,(주)케이알씨지,청소년관람불가,멜로/로맨스,신정균,"김태한,서리슬"
10062,"가자, 장미여관으로 무삭제 감독판",,5000,5000,10,10,1,1,한국,(주)팝파트너스,청소년관람불가,멜로/로맨스,신정균,성은채
13165,맛있는 덫-정사,2015-09-30,2227000,2227000,426,426,20,35,한국,(주)케이알씨지,청소년관람불가,멜로/로맨스,신정균,"한수연,유석환,김지연,박지연"
13113,음란한 가족,2015-09-24,2301000,2301000,473,473,21,21,한국,(주)KW비젼,청소년관람불가,코미디,신정균,"한수아,김솔,김영민,김강일,백익남"
6224,나는 야한 여자가 좋다,2014-07-10,8095000,8095000,1688,1688,21,42,한국,(주)케이알씨지,청소년관람불가,멜로/로맨스,신정균,"김태한,서리슬,강성훈,박지연,전소희,한진원,김민희,김보경,김선아"
5621,"가자, 장미여관으로",2013-08-14,29545500,29545500,8307,8307,21,113,한국,(주)팝파트너스,청소년관람불가,멜로/로맨스,신정균,"성은채,장성원,여민정"
26962,죽지않는 인간들의 밤,2020-09-29,852639440,852639440,104034,104034,570,12667,한국,TCO(주)더콘텐츠온,15세이상관람가,코미디,신정원,"이정현,김성오,서영희,양동근,이미도,진현광,장명갑,신민재,문종필,백승철,이태규,진현광,김서원,김기천,주보비,배영란,오진영,홍민수,류경환,전성원,옥수분,임채선,문영동,장래군,강덕중,손소영,이신기,강다빈,황동욱,이승욱,박연수,최주영,오재균,임다영,임지민,김주하,김채원,우서라,최유리,김진걸,김광섭,신마린,김명래,전상배,박성수,김상윤,임재홍,김지현,이승구,김성수,김재형,이재호,오윤수,황보라,성민아,이장섭,유하나,이준,김현이,이유진,김승준,김병오,박경모,이재웅,송지민,이동민,정성훈,전제혁,김경우,조민교,신중혁,김원중,우영택,박현선,문광식,전종석,이얀,정윤민,이장유,김연경"
103,점쟁이들,2012-10-03,-1858732092,-1858732092,953682,953682,479,31577,한국,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,코미디,신정원,"김수로,오상철,강예원,이제훈,곽도원,김윤혜,양경모,임철형,임혁진,권성휘,장원욱,조인영,김남수,최상준,최정화,최홍선,박유영,함동진,함동진,현창조,김영준,이연희,김지예,이재덕,이주호,박경원,석상선,송대규,신유진,유혁준,유순철,한제인,이병준,진용욱,주석태,김태훈,최원영,김기천,이장유,이미도,최정현,신정섭,김현철,이동진"
6277,파라다이스 키스,2013-06-20,11012000,11012000,1572,1572,5,25,일본,(주)미디어이야기,15세이상관람가,드라마,신조 타케히코,"키타가와 케이코,무카이 오사무"
6024,깨끗하고 연약한,2014-10-30,18232600,18232600,2661,2661,12,170,일본,(유)영화사 화수분,12세이상관람가,멜로/로맨스,신조 타케히코,"나가사와 마사미,오카다 마사키,코라 켄고"
3790,내 첫사랑을 너에게 바친다,2010-08-05,66000,32283000,14,4297,1,5,일본,주식회사 마운틴픽쳐스,15세이상관람가,드라마,신조 타케히코,"이노우에 마오,오카다 마사키"
18966,한낮의 유성,2018-04-19,48639300,48639300,5881,5881,108,1204,일본,(주)스마일이엔티,12세이상관람가,멜로/로맨스,신조 타케히코,"나가노 메이,미우라 쇼헤이,시라하마 아란"
7675,힐링메이트,2014-11-12,1106000,1106000,130,130,1,8,한국,(주)버킷스튜디오,청소년관람불가,드라마,신종걸,"이유리,이홍선,김미진"
7251,섹스킹,,278750,278750,223,223,1,4,한국,,,멜로/로맨스,신주환,신주환
