,영화명,개봉일,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,배급사,등급,장르,감독,배우
436,유부녀들(무삭제),2016-02-17,9000,9000,1,1,1,1,한국,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,경석호,김소현
437,착한여자 (무삭제),2015-07-14,50000,50000,10,10,1,1,한국,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,경석호,"김정연,주연서"
438,맛2 (무삭제),2016-01-06,100000,100000,10,10,1,1,한국,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,경석호,김수정
439,유부녀들,2015-10-14,3405000,3405000,516,516,20,46,한국,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,경석호,"김소현,김하늘,이언수"
440,맛2,2015-09-02,2852000,2852000,569,569,20,26,한국,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,경석호,"이은미,이은미"
441,전망 좋은 집 2,2015-05-27,3032000,3032000,605,605,20,26,한국,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,경석호,"정시현,이수진,이승현,이은미"
442,하숙집,2015-02-25,3305000,3305000,630,630,20,31,한국,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,경석호,권기하
443,착한 여자,2015-03-25,2959000,2959000,708,708,20,26,한국,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,경석호,"김정연,주연서,정연,이승현,이연서,이원"
444,옹녀뎐,2014-08-21,10197000,10197000,3765,3765,21,34,한국,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,경석호,"신유주,김태훈,강경우,이한빛,송민혁,정현민,차현정,윤원선,이경원,이경주,이승현,이은미,김은정"
445,맛,2014-01-16,14002000,14002000,5057,5057,19,40,한국,(주)스크린다,청소년관람불가,멜로/로맨스,경석호,"정현우,유다은,서지현,최형일,이은미,김성민,김윤재,김진선"
446,사람은 무엇으로 사는가,2010-01-26,295000,360000,59,70,1,1,한국,시네마달,12세이상관람가,다큐멘터리,경순,김을선
447,레드마리아2,,0,1298500,0,272,1,1,한국,,,다큐멘터리,경순,"김연희,가나메 유키코,야마시타 영애"
448,쇼킹패밀리,2008-05-08,6000,3670500,1,594,1,1,한국,㈜인디스토리,12세이상관람가,다큐멘터리,경순,"경은,세영,유태혁,경순,수림,조연숙,지혜,서주환,서하나,최반,이성규,경순,경은,이태우,이민자"
449,애국자 게임 2 - 지록위마,,6920500,6920500,904,904,2,37,한국,무치필름,[국내] 전체 관람가,다큐멘터리,경순,"홍세화,원희복,박래군"
450,레드마리아,2012-04-26,0,14429100,0,2119,1,1,한국,(주)시네마달,15세이상관람가,다큐멘터리,경순,"그레이스,리타,제나린,종희,클롯,이치무라"
451,Jam Docu 강정,2011-12-22,5764000,5764000,891,891,4,111,한국,"시네마달,(사)한국독립영화협회",12세이상관람가,다큐멘터리,"경순,권효,최진성,김태일,양동규,정윤석,최하동하,홍형숙","경순,최하동하,고한별,경순"
452,민들레,,6000,24000,1,4,1,1,한국,독립프로덕션빨간눈사람,전체관람가,다큐멘터리,"경순,최하동하","경순,최하동하"
453,애국자 게임,,0,76000,0,13,1,2,한국,,,다큐멘터리,"경순,최하동하",
454,딸의 애인-무삭제판,2018-08-15,1000,1000,1,1,1,1,한국,,,,계장혁,
455,어린 이모 - 무삭제판,2018-08-15,1000,1000,1,1,1,1,한국,,,,계장혁,
456,딸의 일기 - 무삭제판,2020-05-27,1000,1000,1,1,1,1,한국,,,,계장혁,
457,관전녀 - 무삭제판,2020-05-20,1000,1000,1,1,1,1,한국,,,,계장혁,
458,딸의 친구 5 - 무삭제판,2020-10-28,1000,1000,1,1,1,1,한국,,,,계장혁,
459,마누라 공유하기 - 무삭제판,2020-12-02,1000,1000,1,1,1,1,한국,,[국내] 청소년 관람불가,멜로/로맨스,계장혁,
460,막내 처제 - 무삭제판,2020-03-11,1000,1000,1,1,1,1,한국,,,,계장혁,
461,새아가 - 무삭제판,2020-10-07,1000,1000,1,1,1,1,한국,,,,계장혁,
462,어린 누나 3 - 무삭제판,2019-07-30,1000,1000,1,1,1,1,한국,,,,계장혁,
463,어린 엄마 3 - 무삭제판,2019-07-30,1000,1000,1,1,1,1,한국,,,,계장혁,
464,어린 처제 3 - 무삭제판,2019-08-14,1000,1000,1,1,1,1,한국,,,,계장혁,
465,어린 처제 4 - 무삭제판,2020-08-20,1000,1000,1,1,1,1,한국,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,계장혁,설아
466,주인집 딸 - 무삭제판,2020-08-13,1000,1000,1,1,1,1,한국,,,,계장혁,
467,어린 엄마 - 무삭제판,2018-03-26,2000,2000,1,1,1,1,한국,,,,계장혁,
468,딸의 친구 3 - 무삭제판,2019-06-11,2000,2000,1,1,1,1,한국,,,,계장혁,
469,어린 이모 3 - 무삭제판,2020-04-15,2000,2000,1,1,1,1,한국,,,,계장혁,
470,어린 처형- 무삭제판,2019-01-22,2000,2000,1,1,1,1,한국,,,,계장혁,
471,딸의 친구 2 - 무삭제판,2018-01-24,3000,3000,1,1,1,1,한국,,,,계장혁,
472,마누라 공유하기,2020-08-13,650000,650000,138,138,20,20,한국,,[국내] 청소년 관람불가,멜로/로맨스,계장혁,
473,딸의 친구 5,2020-04-23,883000,883000,167,167,20,20,한국,,[국내] 청소년 관람불가,멜로/로맨스,계장혁,"설아,새봄"
474,새아가,2020-04-23,883000,883000,167,167,20,20,한국,,[국내] 청소년 관람불가,멜로/로맨스,계장혁,"소연,이수"
475,어린 처제 4,2020-03-19,931000,931000,169,169,20,20,한국,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,계장혁,설아
476,어린 처제 3,2019-05-09,932000,932000,169,169,20,20,한국,,[국내] 청소년 관람불가,멜로/로맨스,계장혁,
477,어린 이모 3,2020-01-02,933000,933000,169,169,20,20,한국,,[국내] 청소년 관람불가,멜로/로맨스,계장혁,새봄
478,막내 처제,2019-11-14,934000,934000,169,169,20,20,한국,,[국내] 청소년 관람불가,멜로/로맨스,계장혁,
479,딸의 일기,2020-02-13,938000,938000,169,169,20,20,한국,,[국내] 청소년 관람불가,멜로/로맨스,계장혁,
480,주인집 딸,2020-05-07,942000,942000,170,170,21,21,한국,,[국내] 청소년 관람불가,멜로/로맨스,계장혁,"소연,채담"
481,어린 엄마 3,2019-05-30,947000,947000,176,176,20,20,한국,,[국내] 청소년 관람불가,멜로/로맨스,계장혁,
482,딸의 친구 3,2019-03-21,952000,952000,176,176,20,20,한국,,[국내] 청소년 관람불가,멜로/로맨스,계장혁,
483,어린 누나 3,2019-05-02,948000,948000,177,177,20,20,한국,,[국내] 청소년 관람불가,멜로/로맨스,계장혁,수지
484,어린 처형,2018-10-25,992000,992000,178,178,20,20,한국,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,계장혁,"남기혁,이강우"
485,딸의 애인,2018-05-04,995000,995000,180,180,20,20,한국,,[국내] 청소년 관람불가,멜로/로맨스,계장혁,
486,어린 이모,2018-05-09,1000000,1000000,180,180,20,20,한국,,[국내] 청소년 관람불가,한국,계장혁,
487,딸의 친구 2,2017-10-18,1038000,1038000,185,185,20,20,한국,,[국내] 청소년 관람불가,멜로/로맨스,계장혁,"선혜,이수"
488,관전녀,2019-10-10,1000000,1000000,191,191,20,20,한국,,[국내] 청소년 관람불가,멜로/로맨스,계장혁,
489,어린 엄마,2018-01-10,997000,997000,179,179,20,20,한국,(주)에이블엔터테인먼트,청소년관람불가,멜로/로맨스,"계장혁,계장혁","이지현,김필수"
490,느리게,,18250,18250,11,11,1,1,한국,,,드라마,고경덕,이진규
491,데자뷰,2018-05-30,360833100,360833100,48279,48279,536,8117,한국,(주)키다리이엔티,15세이상관람가,미스터리,고경민,"남규리,이천희,이규한,정경호,동현배,김재범,조한선,서정욱,서지원,이주원,이태영,김지호,김지호,김찬수,박종수,박종찬,정용철,정우일,김민혁,최준호,홍지원,김송이,김수영,이종혁,이새윤"
492,화려한 외출,2013-12-05,13547000,13547000,5067,5067,20,34,한국,(주)영화사폴,청소년관람불가,드라마,고경아,"김선영,오초희,김지훈,허정민,민지혁,남태부,김다빈,김상일,이규현,구본임,김주성,조미라,임소미,김규환,조미라,변준석"
493,남편만 몰라요 (무삭제),2015-09-30,16000,16000,2,2,1,2,한국,(주)더그레이트컴퍼니,청소년관람불가,멜로/로맨스,고광현,"최선미,황호상"
494,남편만 몰라요,2015-07-07,2995000,2995000,601,601,20,20,한국,(주)더그레이트컴퍼니,청소년관람불가,멜로/로맨스,고광현,"최선미,황호상,문주연"
495,타부 : 금지된 사랑,2015-09-03,72000,72000,8,8,1,1,한국,(주)대양미디어,청소년관람불가,멜로/로맨스,고구마,"박은정,한진아"
496,서풍렬,2011-10-27,274000,274000,87,87,1,7,중국,(주)소나무픽쳐스,[국내] 청소년 관람불가,액션,고군서,"단혁굉,예대홍,오진우"
497,은밀한 도촬,2011-07-21,30000,30000,10,10,1,1,일본,,,,고니자와 니노로,
498,"코마네코, 나홀로 집에",,25185,25185,32,32,1,3,일본,,,,고다 츠네오,
499,좋아서 만든 영화,2009-12-17,0,11432100,0,1589,1,1,한국,(주)영화사 진진,전체관람가,다큐멘터리,"고달우,김모모","손현,황수정,박수지,박지영,안복진,김광회,유혜선"
500,첫 동거를 시작할 때,2015-03-11,270000,270000,54,54,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),고도 토시히로,카타야마 료
501,요요현상,2021-01-14,880500,880500,126,126,1,4,한국,영화배급협동조합 씨네소파,전체관람가,다큐멘터리,고두현,"곽동건,문현웅,윤종기,이대열,이동훈"
502,창공에 지다,,36000,36000,18,18,1,4,미국,,,드라마,고든 더글라스,"앨런 래드,준 앨리슨,제임스 휘트모어"
503,대황원,,34000,3990000,17,1995,1,1,미국,,,,고든 더글라스,
504,영 앳 하트,,366000,9439000,183,4488,1,8,미국,,[국내] 15세 관람가,미국,고든 더글라스,"도리스 데이,프랭크 시나트라,기그 영"
505,쿵푸 워리어,2019-03-26,1000,1000,1,1,1,1,호주,(주) 케이알씨지,[국내] 15세 관람가,액션,고든 와델,"키 찬,패트릭 톰슨"
506,잔혹한 앵글의 로망스,2012-12-13,59000,59000,9,9,2,4,한국,"골든타이드픽처스(주),Yellow Pictures",청소년관람불가,멜로/로맨스,고락중,"한기윤,이해진"
507,헤테로토피아,,71250,71250,57,57,1,2,벨기에,,,애니메이션,고란 라도바노비치,
508,어둠 속에서,,62500,62500,17,17,1,3,세르비아,,,다큐멘터리,고란 스탄코비치,
509,올드 마운틴,,21450,21450,30,30,1,3,세르비아,,,드라마,고란 스탄코비치,
510,디스턴스,,1962000,1962000,337,337,1,3,일본,,,일본,고레에다 히로카즈,"이우라 아라타,이세야 유스케,테라지마 스스무"
511,하나,2007-04-19,634000,44308800,112,6558,1,3,일본,(주)영화사 진진,12세이상관람가,코미디,고레에다 히로카즈,"오카다 준이치,미야자와 리에"
512,공기인형,2010-04-08,9137340,107221140,1068,13823,15,159,일본,"오드,CJ ENM","청소년관람불가,15세이상관람가",드라마,고레에다 히로카즈,"배두나,아라타,오다기리 조,이타오 이츠지"
513,환상의 빛,2016-07-07,1313000,156570500,142,19674,1,6,일본,주식회사 씨네룩스,15세이상관람가,드라마,고레에다 히로카즈,"마키코 에수미,나이토 타카시,아사노 타다노부"
514,원더풀 라이프,2001-12-09,455000,181251600,91,22003,1,6,일본,"(주)영화사 안다미로,(주)라이크콘텐츠,㈜영화사 백두대간",전체관람가,드라마,고레에다 히로카즈,"아베 사다오,아라타,하라 히사코"
515,걸어도 걸어도,2009-06-18,3777200,258968800,499,34997,2,26,일본,(주)영화사 진진,전체관람가,드라마,고레에다 히로카즈,"나츠카와 유이,요우,하야기 료가,하라다 요시오,아베 히로시"
516,세 번째 살인,2017-12-14,279000,288444000,42,35415,1,4,일본,(주)티캐스트,15세이상관람가,스릴러,고레에다 히로카즈,"후쿠야마 마사하루,야쿠쇼 코지,히로세 스즈"
517,아무도 모른다,2005-04-01,369000,260123000,48,39460,1,4,일본,"(주)디스테이션,(주)동숭아트센터",전체관람가,드라마,고레에다 히로카즈,"키타우라 아유,야기라 유야"
518,진짜로 일어날지도 몰라 기적,2011-12-22,2207000,341621400,347,44058,1,19,일본,"(주)스튜디오 보난자,(주)미로비젼",전체관람가,드라마,고레에다 히로카즈,오다기리 조
519,파비안느에 관한 진실,2019-12-05,302340700,302340700,45385,45385,109,2128,프랑스,(주)티캐스트,12세이상관람가,드라마,고레에다 히로카즈,"까뜨린느 드뇌브,줄리엣 비노쉬,에단 호크"
520,태풍이 지나가고,2016-07-27,992000,777168972,153,93621,1,11,일본,(주)티캐스트,12세이상관람가,드라마,고레에다 히로카즈,"아베 히로시,키키 키린,마키 요코,코바야시 사토미"
521,바닷마을 다이어리,2015-12-17,3493000,846942384,473,103544,1,16,일본,(주)티캐스트,12세이상관람가,드라마,고레에다 히로카즈,"아야세 하루카,나가사와 마사미,카호,히로세 스즈,카세 료"
522,그렇게 아버지가 된다,2013-12-19,6375000,972517562,1002,127951,23,203,일본,(주)티캐스트콘텐츠허브,전체관람가,드라마,고레에다 히로카즈,"후쿠야마 마사하루,오노 마치코,릴리 프랭키,마키 요코"
523,어느 가족,2018-07-26,28254500,1439915400,4005,174748,13,167,일본,(주)티캐스트,15세이상관람가,드라마,고레에다 히로카즈,"릴리 프랭키,안도 사쿠라,마츠오카 마유,키키 키린,죠 카이리,사사키 미유,이케마츠 소스케"
524,극장판 숲의 요정 페어리루 ~크리스마스의 기적: 마법의 날개~,2017-12-14,457902700,457902700,59375,59375,207,2054,일본,"(주)이수 C&E, (주)에이원 엔터테인먼트",[국내] 전체 관람가,애니메이션,고로 사쿠라,"조경이,이재현,이지현"
525,누드 모델,2014-03-20,140000,3420000,20,654,1,1,미국,주식회사 풍경소리,청소년관람불가,드라마,고먼 베차드,"린 만시넬리,오드리아 에이어스"
526,열두 번째 용의자,2019-10-10,41813280,41813280,5438,5438,111,1185,한국,㈜인디스토리,12세이상관람가,미스터리,고명성,"김상경,허성태,박선영,김동영,장원영,정지순,김지훈,남연우,김희상,나도율,한지안,남성진,동방우,안성민,김대현,김도윤,유인환,유한아,안은샘,문형집,전상인,황선형,최욱진,안영진,고한민"
527,핏불테리아,2012-10-23,492800,492800,77,77,1,1,한국,,[국내] 청소년 관람불가,액션,고명안,"염우상,이태훈,박재훈"
528,스위트 드림,,625,625,1,1,1,2,한국,,,,고명진,
529,밴디지,2011-06-16,3345200,3345200,435,435,1,29,일본,(주)케이앤엔터테인먼트,12세이상관람가,드라마,고바야시 다케시,"아카니시 진,기타노 키이"
530,두꺼운 벽의 방,,217000,217000,34,34,1,2,일본,,,,고바야시 마사키,
531,인간의 조건(3·4부),,320000,320000,51,51,1,2,일본,,,,고바야시 마사키,
532,내 목숨을 걸고,,344000,344000,53,53,1,2,일본,,,범죄,고바야시 마사키,"나카다이 타츠야,쿠리하라 코마키,사카이 와카코"
533,인간의 조건(5·6부),,358000,358000,56,56,1,2,일본,,,,고바야시 마사키,
534,검은 강,,362000,362000,57,57,1,2,일본,,,일본,고바야시 마사키,"와타나베 후미오,아리마 이네코,나카다이 타츠야"
535,일본의 청춘,,397000,397000,60,60,1,2,일본,,[국내] 15세 관람가,드라마,고바야시 마사키,"아라타마 미치요,후지타 마코토"
536,인간의 조건(1·2부),,380000,380000,61,61,1,2,일본,,,,고바야시 마사키,
537,뒤얽힌 관계,,429000,429000,65,65,1,2,일본,,[국내] 15세 관람가,드라마,고바야시 마사키,"키시 케이코,나카다이 타츠야"
538,사무라이 반란,,616000,616000,93,93,1,2,일본,,,드라마,고바야시 마사키,"미후네 도시로,츠카사 요코,카토 타케시"
539,괴담,,1069000,1069000,157,157,1,2,일본,,,공포,고바야시 마사키,"미쿠니 렌타로,아라타마 미치요,와타나베 미사코"
540,할복,,1708000,1708000,239,239,1,2,일본,,,액션,고바야시 마사키,"나카다이 타츠야,미쿠니 렌타로,이와시타 시마"
541,갑질당하는 육덕가정부,2019-04-05,6000,6000,1,1,1,1,일본,,[국내] 청소년 관람불가,멜로/로맨스,고바야시 이치로,
542,남편대신 들어온 남자,2019-03-04,6000,6000,1,1,1,1,일본,,[국내] 청소년 관람불가,에로,고바야시 이치로,
543,도벽 유부녀들의 정사,2019-04-05,6000,6000,1,1,1,1,일본,,[국내] 청소년 관람불가,에로,고바야시 이치로,
544,망사 유부녀와 주인님,2019-04-05,6000,6000,1,1,1,1,일본,,[국내] 청소년 관람불가,에로,고바야시 이치로,
545,미망인에게 남편친구들의 방문,2019-08-05,6000,6000,1,1,1,1,일본,,[국내] 청소년 관람불가,에로,고바야시 이치로,
546,변태 새엄마의 감옥정사,2019-04-05,6000,6000,1,1,1,1,일본,,[국내] 청소년 관람불가,멜로/로맨스,고바야시 이치로,
547,새엄마의 불륜촬영,2019-04-05,6000,6000,1,1,1,1,일본,,[국내] 청소년 관람불가,에로,고바야시 이치로,
548,섹스밀당 유부녀,2019-04-08,6000,6000,1,1,1,1,일본,,[국내] 청소년 관람불가,에로,고바야시 이치로,
549,어서와 옆집 유부녀,2019-08-02,6000,6000,1,1,1,1,일본,,[국내] 청소년 관람불가,에로,고바야시 이치로,
550,여직원과 나눈 키스의 맛,2019-04-05,6000,6000,1,1,1,1,일본,,[국내] 청소년 관람불가,에로,고바야시 이치로,
551,우연히 훔쳐본 옆집정사,2019-04-05,6000,6000,1,1,1,1,일본,,[국내] 청소년 관람불가,에로,고바야시 이치로,
552,우윳빛깔 옆집유부녀,2019-08-02,6000,6000,1,1,1,1,일본,,[국내] 청소년 관람불가,에로,고바야시 이치로,
553,정신나간 사채이자,2019-04-05,6000,6000,1,1,1,1,일본,,[국내] 청소년 관람불가,에로,고바야시 이치로,
554,채팅남과 리얼섹스,2019-04-05,6000,6000,1,1,1,1,일본,,[국내] 청소년 관람불가,멜로/로맨스,고바야시 이치로,
555,결혼직전 여친엄마와,2020-08-03,100000,100000,20,20,1,1,일본,,[국내] 청소년 관람불가,에로,고바야시 이치로,
556,리얼 남편상사의 요구,2020-08-03,100000,100000,20,20,1,1,일본,,[국내] 청소년 관람불가,에로,고바야시 이치로,
557,봐주길 원한 친구엄마,2020-08-03,100000,100000,20,20,1,1,일본,,[국내] 청소년 관람불가,에로,고바야시 이치로,
558,정말 있었던 보험계약,2020-08-03,100000,100000,20,20,1,1,일본,,[국내] 청소년 관람불가,에로,고바야시 이치로,
559,참지못해 터진 유부녀,2020-08-03,100000,100000,20,20,1,1,일본,,[국내] 청소년 관람불가,에로,고바야시 이치로,
560,친구엄마의 승부속옷,2020-09-04,100000,100000,20,20,1,1,일본,,,,고바야시 이치로,
561,갱로이어,2012-12-27,30000,30000,10,10,1,1,일본,(주)액티버스엔터테인먼트,청소년관람불가,성인물(에로),고바야시 코지,"키자키 제시카,키시 아이노"
562,소울 오브 브레드,2013-12-26,72300,8149300,11,1202,1,8,대만,(유)영화사 화수분,12세이상관람가,멜로/로맨스,"고병권,임군양","진한전,진연희,예안동,언승우"
563,철낭자,1971-04-30,890000,2407000,445,1201,1,15,한국,,[국내] 15세 관람가,한국,고보수,"남궁훈,하리리"
564,살수병기,,1000,1000,1,1,1,1,중국,,,,고봉,
565,도신 외전,2019-08-05,1000,1000,1,1,1,1,중국,(주)빅웨이브시네마,15세이상관람가,액션,고봉,장치항
566,무간도 외전,2019-07-25,1000,1000,1,1,1,1,중국,(주)빅웨이브시네마,15세이상관람가,액션,고봉,"장치항,노혜광"
567,활: 사막의 제왕,2015-02-12,14000,14000,2,2,1,1,홍콩,(주)케이알씨지,12세이상관람가,액션,고봉,유소녕
568,근본주의자,,243000,243000,37,37,1,3,한국,주식회사 씨엠닉스,15세이상관람가,코미디,고봉수,"백승환,이진주,고주환,신민재"
569,갈까부다,2019-09-01,1728100,1728100,502,502,5,191,한국,주식회사 씨엠닉스,12세이상관람가,다큐멘터리,고봉수,"최은비,고봉수,김정기,고성완,이주예,주남정,최은애,구웅서,최진욱,김명건,박상준,이경훈,김정기11,김선중,박원진,신민재,조준희,백승환,김충길,임혜인,정가은,유수정,최아람"
570,다영씨,2018-12-06,611000,7619600,150,1157,4,89,한국,㈜인디스토리,12세이상관람가,드라마,고봉수,"신민재,이호정,강하람,김용진,김정기,김충길,박원진,백승환,유현정,윤지혜,이호정,조준희,조준희,고성완"
571,델타 보이즈,2017-06-08,394000,31102900,123,4465,1,64,한국,㈜인디스토리,15세이상관람가,드라마,고봉수,"백승환,이웅빈,신민재,김충길,윤지혜,김소영,김정기,고성완"
572,튼튼이의 모험,2018-06-21,35593600,35593600,4820,4820,88,1082,한국,"CGV아트하우스,㈜인디스토리",15세이상관람가,코미디,고봉수,"김충길,백승환,신민재,고성완,권하늘,김윤정,김정기,박원진,윤지혜,이건창,이민주,이슬기,이호정,임혜인,조준희"
573,히토키리,,156000,156000,31,31,1,3,일본,,,일본,고사 히데오,"카츠 신타로,나카다이 타츠야,미시마 유키오"
574,우리보고 죽우란 말이냐,,615000,615000,123,123,1,2,한국,,,다큐멘터리,고상현,
575,기생령,2011-08-05,750901000,750901000,96992,96992,207,5783,한국,롯데쇼핑㈜롯데엔터테인먼트,청소년관람불가,공포(호러),고석진,"한은정,효민,이형석,황지현,김현철,하일우,한세미,김대우,윤범준,이샛별,박민수,장선호,노민우,최욱,박혜진"
576,더 큐어,2017-02-15,1331883200,1331883200,159948,159948,419,8298,미국,이십세기폭스코리아(주),청소년관람불가,미스터리,고어 버빈스키,"데인 드한,제이슨 아이삭스,미아 고스,셀리아 아임리"
577,론 레인저,2013-07-04,546000,-1543417796,288,388235,1,6,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),15세이상관람가,액션,고어 버빈스키,"조니 뎁,아미 해머,헬레나 본햄 카터"
578,랭고,2011-03-03,-1251151296,-1251151296,430001,430001,314,15179,미국,(주)씨제이이엔엠,전체관람가,애니메이션,고어 버빈스키,조니 뎁
579,김두한 3,1975-10-09,692000,692000,346,346,1,6,한국,,,액션,고영남,"이대근,서미경,김상순"
580,꽃네,,960000,960000,480,480,1,5,한국,,,드라마,고영남,"김지미,남정임,이낙훈"
581,태양은늙지않는다,,1819000,1819000,907,907,1,20,한국,,,한국,고영남,"박노식,고상미,오수미"
582,결사대작전,1969-09-03,1006000,1890000,503,945,1,12,한국,,,전쟁,고영남,"박노식,허장강,장동휘"
583,깊은 밤 갑자기,1981-07-17,1580000,4299000,785,1592,2,29,한국,(주)드림팩트엔터테인먼트,"연소자관람불가,청소년관람불가",공포(호러),고영남,"김영애,한혜리,이기선,윤일봉"
584,소나기,,3467000,3467000,1726,1726,1,12,한국,,[국내] 15세 관람가,드라마,고영남,"이영수,조윤숙,김신재"
585,빙점 '81,1981-04-18,978000,12780000,485,6381,2,28,한국,,,,고영남,
586,완벽한 연인,,54809,54809,107,107,1,4,한국,,,애니메이션,고영초,
587,옥탑방열기,,355000,1837000,51,328,1,2,한국,,,다큐멘터리,"고유정,노은지",
588,화성에 가다,,5000,5000,1,1,1,1,한국,,,한국,고은기,
589,타클라마칸,2018-03-22,6574300,6574300,840,840,17,185,한국,(주)드림팩트엔터테인먼트,청소년관람불가,드라마,고은기,"조성하,김서연,하윤경,고은기,김용호,김진수,박정현,송승철,송은지,송화진,윤유석,이성준,이재우,조선묵,김준배,안민영,박상훈,김현,최원태,최원,이형성"
590,팔당 사람들,,690000,690000,138,138,1,5,한국,,,다큐멘터리,고은진,
591,독개구리,,100020,722408,60,615,1,1,한국,,,전쟁,고정욱,"현성,조재윤,정희태"
592,진범,2019-07-10,1430365000,1430365000,168119,168119,224,8819,한국,(주)리틀빅픽쳐스,15세이상관람가,스릴러,고정욱,"송새벽,유선,장혁진,오민석,박미리,김귀선,신현탁,김민지,김성혜,윤송아,고유,정해균,이준헌,정희태,장혜진,최정원,강소윤,이경오,최현준,이다희,권현수,김상두,김필,한수연,우미화,마민희,박건준,심혜연,양예나,오동현,전현숙,장영,송하린"
593,오후,,12500,12500,20,20,1,1,한국,,,애니메이션,고지예,
594,벽,,21100,21100,88,88,1,1,중국,,,,고지해,
595,발정난 새엄마:은밀한 유혹,2020-11-05,6000,6000,1,1,1,1,일본,(주)영진크리에이티브,청소년관람불가,멜로/로맨스,고키겐 요,쇼우다 치사토
596,백만 번 산 고양이,,65000,885000,47,211,1,2,일본,,,다큐멘터리,고타니 다다스케,와타나베 마키코
597,굵은 애인과 불륜사이,2016-07-20,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),고토 다이스케,사사키 마유코
598,음란마귀-자매유혹,2016-10-20,8000,8000,1,1,1,1,일본,,[국내] 청소년 관람불가,에로,고토 다이스케,카타타니 시즈카
599,흔들리며 젖는 열차,2016-04-27,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),고토 다이스케,모모이 사나에
600,뒤로 부탁해요-소악마의 유혹,2017-03-23,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),고토 다이스케,사오토메 러브
601,뿜어낸 거유 여사원,2017-01-19,8000,8000,1,1,1,1,일본,,[국내] 청소년 관람불가,에로,고토 다이스케,
602,가정교사: 앞집 아줌마의 수업,2015-08-30,17000,17000,2,2,1,2,일본,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,고토 다이스케,호시노 아카리
603,사랑밖엔 난몰라,2015-04-08,270000,270000,54,54,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),고토 토시히로,"쿠라하치 케이,후지타 아야코"
604,이웃집 영계:아이를 갖고싶어,2020-12-03,6000,6000,1,1,1,1,일본,,[국내] 청소년 관람불가,에로,고토지 미츠루,
605,"오, 양!",,10620,10620,64,64,1,2,독일,,,애니메이션,고트프리 멘토,
606,물속에서 숨 쉬는 법,,440000,2335000,64,413,2,13,한국,,,드라마,고현석,"조시내,장준휘,이상희"
607,앱사피엔스,,266822,266822,266,266,2,5,한국,,,코미디,고현창,"배용근,하은,성도현"
608,파파좀비,2016-12-29,662000,2257500,104,360,5,40,한국,㈜인디스토리,전체관람가,드라마,고현창,"조한철,고서희,정예우,김형준"
609,9월이 지나면,,295000,295000,236,236,1,5,한국,,,드라마,고형동,"임지연,조현철,윤희진"
610,자세가 좋은 제수씨,2020-09-15,6000,6000,1,1,1,1,일본,(주)플라이어,청소년관람불가,드라마,고혼마츠 사에,카케이 에리카
611,대무생,2014-02-27,2630000,2630000,1132,1132,5,13,홍콩,(주)소나무픽쳐스,15세이상관람가,액션,고효송,"한경,서희원,오존"
612,어멍,2019-11-21,2041500,2415900,281,336,4,39,한국,(주)로드픽쳐스,15세이상관람가,드라마,고훈,"문희경,어성욱,김은주,염정훈,김민경,이진성,이지호,변영란,변종수,조선묵,김정아,황인준,이창용,남영식,변시안,변시유,강지성,김묘생,정영애,김미경,서기원,윤지원,이현철,강경자,고신재,장윤주,오애숙,홍재순,오인자,양진희,고세린,오상아,오준수,한재철,김순희,윤정신,윤율,박선경,강명숙,고은재,강명숙,김순희,김경희,고순영,강재현,송유민,홍원효,고광식,최태근,김종진,이왕호,고재원,김재영,김수준,기지형,이종현,이용구,박준형,강길동,김복남,김봉준,고길완,서원직,김병준,이상호,한희준,이승철"
