,영화명,개봉일,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,배급사,등급,장르,감독,배우,감독값
17390,불륜백서: 아내와 택배기사,2017-01-04,300000,300000,60,60,1,1,일본,0,청소년관람불가,멜로로맨스,코시자카야스시,['0'],36
17391,감금의 정사,2019-03-07,1183000,1183000,244,244,20,20,일본,0,청소년관람불가,멜로로맨스,코시자카야스시,['0'],15
17392,더러운 불륜 : 그 날 이후 파괴된 부부,2019-06-07,1000,1000,1,1,1,1,일본,(주)씨맥스커뮤니케이션즈,청소년관람불가,드라마,코야마마사츠구,['오다마코'],0
17393,불륜 : 남편과 다른 맛,2019-07-12,1000,1000,1,1,1,1,일본,(주)씨맥스커뮤니케이션즈,청소년관람불가,드라마,코야마마사츠구,['0'],1
17394,소유욕정의 쉐어하우스,2018-06-07,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,코야마사토루,['0'],0
17395,치한전철 음란코스,2018-09-06,6000,6000,1,1,1,1,일본,0,청소년관람불가,장르없음,코야마사토루,['0'],1
17396,여교사의 비밀애,2012-09-01,18000,18000,6,6,1,1,일본,(유)조이앤컨텐츠그룹,청소년관람불가,에로,코우야타다시,"['타치바나사토코', '나카가와카렌']",75
17397,음란한 여간호사,2012-06-28,400000,400000,75,75,1,1,일본,(유)조이앤컨텐츠그룹,청소년관람불가,에로,코우야타다시,"['아스카이오', '이자와치나츠']",75
17398,음란한 여교사의 알바,2012-06-15,400000,400000,75,75,1,1,일본,(유)조이앤컨텐츠그룹,청소년관람불가,멜로로맨스,코우야타다시,"['후지우라메구', '나카다지로']",0
17399,퍼펙트 바디라인,2012-09-13,400000,400000,75,75,1,1,일본,(유)조이앤컨텐츠그룹,청소년관람불가,에로,코우야타다시,['카스미리사'],52
17400,치하야후루 하편,2018-02-28,131000,421000,15,51,1,2,일본,(주)미디어캐슬,전체관람가,드라마,코이즈미노리히로,"['히로세스즈', '노무라슈헤이']",4448
17401,치하야후루 상편,2018-02-28,189000,479000,22,58,1,2,일본,(주)미디어캐슬,전체관람가,드라마,코이즈미노리히로,"['히로세스즈', '노무라슈헤이']",4448
17402,플라워즈,2011-05-19,16445600,16445600,2097,2097,7,202,일본,0,15세이상관람가,드라마,코이즈미노리히로,"['아오이유우', '히로스에료코', '히라타미츠루']",0
17403,그녀는 거짓말을 너무 사랑해,2018-01-24,35446200,35446200,4448,4448,108,799,일본,(주)영화사빅,12세이상관람가,멜로로맨스,코이즈미노리히로,"['사토타케루', '오오하라사쿠라코']",0
17404,태양의 노래,2007-02-22,9936000,202251000,1213,33369,28,234,일본,와이드릴리즈(주),전체관람가,드라마,코이즈미노리히로,"['츠카모토타카시', '유이']",0
17405,비키니 라멘걸,2015-04-29,270000,270000,54,54,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,0,"['아야나레이', '아사미']",0
17406,레드라인,2011-05-12,28676000,28676000,3572,3572,29,424,일본,에이원엔터테인먼트,15세이상관람가,애니메이션,0,"['아오이유우', '기무라다쿠야']",0
17407,과부의 발정:밤이면 밤마다,2020-12-03,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,코이케.Jp,['0'],1
17408,남편이 잠든 사이 옛 애인과의 정사,2020-11-25,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,코이케.Jp,['0'],1
17409,리얼돌:부드럽게 다뤄줘요,2020-12-30,6000,6000,1,1,1,1,일본,(주)영진크리에이티브,청소년관람불가,멜로로맨스,코이케.Jp,['모리사와카나'],1
17410,리얼돌:최고의 명기,2020-10-16,6000,6000,1,1,1,1,일본,(주)영진크리에이티브,청소년관람불가,멜로로맨스,코이케.Jp,['쇼우다치사토'],1
17411,맛:얼굴은 베이글 몸은 육덕,2020-04-15,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,코이케.Jp,['0'],1
17412,무엇이든 해주는 섹스돌,2020-03-31,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,코이케.Jp,['0'],1
17413,무엇이든 해주는 섹스돌 무삭제판,2020-07-21,6000,6000,1,1,1,1,일본,0,등급없음,장르없음,코이케.Jp,['0'],1
17414,무한섹스:리얼돌,2020-04-23,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,코이케.Jp,['0'],1
17415,미모의 리얼돌과 황홀한 정사,2020-11-26,6000,6000,1,1,1,1,일본,(주)영진크리에이티브,청소년관람불가,멜로로맨스,코이케.Jp,['하타노유이'],1
17416,불륜 스와핑:남편 모르게,2020-04-15,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,코이케.Jp,['0'],1
17417,새엄마:남편으론 부족해,2020-03-18,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,코이케.Jp,['0'],0
17418,새엄마의 맛,2020-03-25,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,코이케.Jp,['0'],1
17419,성교육 시켜주는 리얼돌,2020-12-08,6000,6000,1,1,1,1,일본,(주)영진크리에이티브,청소년관람불가,멜로로맨스,코이케.Jp,['카와카미유우'],1
17420,식지 않는 유부녀의 팬티 속,2020-11-25,6000,6000,1,1,1,1,일본,(주)영진크리에이티브,청소년관람불가,멜로로맨스,코이케.Jp,['모리사와카나'],1
17421,핫 바디 리얼돌:황홀한 정사,2020-11-24,6000,6000,1,1,1,1,일본,(주)영진크리에이티브,청소년관람불가,멜로로맨스,코이케.Jp,['하루나하나'],1
17422,마음껏 느끼는 바람난 아내,2019-10-04,1000,1000,1,1,1,1,일본,(주)빅콘미디어,청소년관람불가,멜로로맨스,0,['하츠미사키'],0
17423,전구 음모이론,1900-01-01,606006,606006,114,114,1,3,스페인,0,등급없음,다큐멘터리,0,"['마이크아나네', '마이클브로가트', '스티브번']",0
17424,초원의 왕 도제,2014-03-27,148292600,148292600,21424,21424,192,1125,일본,(주)나이너스엔터테인먼트,전체관람가,애니메이션,코지마마사유키,"['하마다타츠오미', '카케이토시오']",0
17425,피아노의 숲,2008-10-30,10077640,234704440,1086,36413,56,328,일본,(주)에이원엔터테인먼트,전체관람가,애니메이션,코지마마사유키,"['우에토아야', '카미키류노스케']",0
17426,여친의 언니는 초거유녀,2018-08-16,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,0,['0'],0
17427,도촬 아가씨 대기실,2017-11-16,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,코지마유지,['0'],4
17428,밀크탱크 유부녀,2018-02-15,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,코지마유지,['0'],2
17429,호피무늬 속옷과 모텔,2017-11-02,24000,24000,4,4,1,1,일본,0,청소년관람불가,에로,코지마유지,['0'],0
17430,유출 미인뷰티샵의 정체,2017-06-15,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,0,['0'],0
17431,거유 출판사 여직원,2018-08-09,6000,6000,1,1,1,1,일본,0,청소년관람불가,장르없음,코지마유키오,['0'],1
17432,몸파는 처제를 사다,2017-12-01,6000,6000,1,1,1,1,일본,0,청소년관람불가,멜로로맨스,코지마유키오,['0'],2
17433,물침대와 순정녀,2018-08-16,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,코지마유키오,['0'],1
17434,미용사 몰카 성공,2018-12-07,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,코지마유키오,['0'],1
17435,밀착 음란수영복,2017-12-21,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,코지마유키오,['0'],1
17436,비오는 오후의 정사,2018-09-01,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,코지마유키오,['0'],1
17437,심야 비밀 마사지,2018-09-06,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,코지마유키오,['0'],1
17438,야한 숙모와 하룻밤,2018-05-17,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,코지마유키오,['0'],1
17439,친척누나와 숙모님,2018-06-01,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,코지마유키오,['0'],1
17440,터진 보험판매원,2018-11-16,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,코지마유키오,['0'],1
17441,결혼 소개팅의 여직원,2019-10-04,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,코지마유키오,['0'],1
17442,동창회의 전남친,2019-01-04,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,코지마유키오,['0'],1
17443,뜨거운 제수씨의 몸탐험,2019-10-04,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,코지마유키오,['0'],1
17444,마른 몸매의 친구엄마,2019-07-06,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,코지마유키오,['0'],1
17445,몸으로 갚은 택시비,2019-02-08,6000,6000,1,1,1,1,일본,0,청소년관람불가,멜로로맨스,코지마유키오,['0'],1
17446,세탁소 유부녀의 방문,2019-02-08,6000,6000,1,1,1,1,일본,0,청소년관람불가,멜로로맨스,코지마유키오,['0'],1
17447,알몸의 친구엄마,2019-07-06,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,코지마유키오,['0'],1
17448,여자 수영선수단의 음란한 회식,2019-10-07,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,코지마유키오,['0'],1
17449,이자카야의 변태손님,2019-07-06,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,코지마유키오,['0'],1
17450,혼숙외박 불륜녀,2019-09-06,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,코지마유키오,['0'],1
17451,결혼전 아내친구가 찾아온 날 - 아내는 한시간 후,2019-12-06,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,코지마유키오,['0'],1
17452,꽉찬 느낌이 좋은 새엄마,2020-01-03,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,코지마유키오,['0'],1
