영화명,개봉일,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,배급사,등급,장르,감독,감독값,배급사값,배우합,배우평균
디바,2020-09-23,901717350,901717350,108122,108122,831,18923,한국,메가박스중앙(주)플러스엠,15세이상관람가,스릴러,조슬예,0,652944,490099,163366
33리,2013-09-05,618000,618000,171,171,1,22,한국,어뮤즈,15세이상관람가,드라마,0,0,5814,0,0
코리올라누스,2016-11-10,19644000,19644000,1415,1415,10,76,영국,메가박스중앙(주)플러스엠,12세이상관람가,공연,조시루크,0,329986,28734,14367
"메리, 퀸 오브 스코틀랜드",2019-02-14,57822900,57822900,7340,7340,12,167,미국,유니버설픽쳐스인터내셔널코리아(유),15세이상관람가,드라마,조시루크,1415,852865,646282,323141
토이 스토리 4,2019-06-20,1301418532,1301418532,3400623,3400623,1336,85913,미국,월트디즈니컴퍼니코리아유한책임회사,전체관람가,애니메이션,0,0,3396326,485660,161886
앤서니 위너: 선거이야기,1900-01-01,0,110000,0,22,1,2,미국,0,등급없음,장르없음,0,0,0,0,0
아이레벨,1900-01-01,1150000,1150000,230,230,1,2,독일,0,등급없음,코미디,0,0,0,0,0
사라지고 나타나고,1900-01-01,44160,44160,86,86,1,3,미국,0,등급없음,애니메이션,0,0,0,0,0
"내 사랑, 세르쥬 갱스부르",1900-01-01,1016000,1016000,173,173,1,3,프랑스,0,등급없음,드라마,0,0,0,0,0
뉴욕의 가을,2000-09-29,142000,142000,55,55,1,2,미국,콜럼비아트라이스타,15세이상관람가,멜로로맨스,0,0,496,0,0
알파: 바르셀로나 마피아,2014-02-20,3430000,3430000,770,770,5,42,스페인,예지림엔터테인먼트,15세이상관람가,액션,0,0,6248,0,0
난소 싸이코단,1900-01-01,189000,189000,27,27,1,3,미국,0,전체관람가,다큐멘터리,0,0,0,0,0
한 번 뿐인 내 인생,1900-01-01,471000,471000,237,237,1,2,기타,0,등급없음,드라마,0,0,0,0,0
백장미,1995-01-14,114000,114000,57,57,1,1,기타,0,청소년관람불가,장르없음,0,0,0,1020,340
더 데이: 최후의 심판,2017-05-16,3000,3000,1,1,1,1,미국,(주)엔케이컨텐츠,15세이상관람가,SF,조엘노보아,0,858,0,0
신의 전사,2014-04-17,3834000,3834000,552,552,5,21,기타,(주)팝엔터테인먼트,15세이상관람가,액션,조엘노보아,0,12879,0,0
포제션 : 중독된 사랑,2015-06-21,18125000,18125000,3625,3625,2,12,미국,(주)미디어데이,15세이상관람가,미스터리,0,0,9480,0,0
버팔로 라이더,1900-01-01,0,61000,0,29,1,1,기타,0,12세이상관람가,드라마,조엘소이슨,0,0,0,0
캠투캠: 위험한 게임,2016-10-06,270000,270000,54,54,1,1,미국,(주)나우콘텐츠,청소년관람불가,공포,조엘소이슨,0,55,0,0
사랑을 위하여,1991-12-07,153000,153000,51,51,1,2,미국,이십세기폭스코리아(주),15세이상관람가,멜로로맨스,조엘슈마허,0,0,833,277
베로니카 게린,2004-02-27,1466500,1466500,223,223,1,13,기타,한국소니픽쳐스릴리징브에나비스타영화㈜,15세이상관람가,드라마,조엘슈마허,0,27724,233552,233552
넘버23,2007-03-22,2608295500,2608295500,429137,429137,176,17418,미국,(주)미로비젼,15세이상관람가,스릴러,조엘슈마허,1578678,106179,584490,292245
오페라의 유령,2004-12-08,8217000,1508485508,1042,1578678,2,25,미국,(주)팝엔터테인먼트,12세이상관람가,뮤지컬,조엘슈마허,223,146266,23130,7710
보이 이레이즈드,1900-01-01,1454000,1454000,146,146,1,2,미국,0,15세이상관람가,드라마,조엘에저튼,0,0,0,0
더 기프트,2015-11-05,67450248,67450248,8864,8864,116,1239,기타,메가박스중앙(주)플러스엠,15세이상관람가,미스터리,조엘에저튼,0,340570,3576399,1192133
그남자는 거기 없었다,2002-05-03,1213100,1518100,169,225,1,6,미국,0,청소년관람불가,코미디,조엘코엔,0,0,0,0
위대한 레보스키,1998-10-24,1004000,2288000,220,404,1,3,미국,0,등급없음,장르없음,조엘코엔,0,0,0,0
블러드 심플,2019-10-17,48499532,51328532,6001,6405,30,561,미국,시네마뉴원,15세이상관람가,범죄,조엘코엔,0,1005,97480,32493
레이디킬러,2004-06-04,167859500,167859500,25005,25005,22,1086,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,15세이상관람가,코미디,조엘코엔,225,21208,9,4
번 애프터 리딩,2009-03-26,404000,277999500,57,39955,1,3,미국,(주)성원아이컴,청소년관람불가,코미디,조엘코엔,74835,140279,1670337,556779
노인을 위한 나라는 없다,2008-02-21,205766800,666699200,22761,90023,27,1149,미국,주식회사해리슨앤컴퍼니,청소년관람불가,스릴러,조엘코엔,59648,1073095,7892,2630
인사이드 르윈,2014-01-29,4455000,824583700,704,106729,2,18,미국,0,15세이상관람가,드라마,조엘코엔,0,0,285717,95239
"사랑해, 파리",2007-02-01,0,376527000,0,59648,1,2,프랑스,(유)조이앤컨텐츠그룹,15세이상관람가,멜로로맨스,조엘코엔,25005,0,1361356,680678
엠 워드 MV '처음 떠나던 때',1900-01-01,22200,22200,89,89,1,2,미국,0,등급없음,장르없음,0,0,0,0,0
러브 펀치,2015-07-16,1209000,1209000,155,155,31,69,프랑스,(주)에이원엔터테인먼트,15세이상관람가,코미디,조엘홉킨스,0,2272,429613,214806
햄스테드,2018-07-05,70014300,70014300,9064,9064,37,556,영국,(주)팝엔터테인먼트,15세이상관람가,코미디,조엘홉킨스,155,48127,1171564,585782
하비의 마지막 로맨스,2010-10-28,156000,248197000,52,34184,1,1,미국,(주)영화사진진,12세이상관람가,멜로로맨스,조엘홉킨스,0,9964,1908335,954167
"얼음의 땅, 깃털의 사람들",1900-01-01,290000,290000,59,59,1,2,캐나다,0,등급없음,다큐멘터리,0,0,0,0,0
분홍돌고래,2010-07-01,1134000,1134000,172,172,2,77,한국,0,12세이상관람가,드라마,0,0,0,26914,8971
마지막 밤나무,1900-01-01,120000,120000,24,24,1,2,일본,0,등급없음,장르없음,0,0,0,0,0
극장판 타오르지마 버스터-블랙어썰트의 귀환,2019-12-05,107867920,107867920,15220,15220,259,1100,한국,(주)이수C&E,전체관람가,코미디,0,0,84627,1374711,458237
인투 포커스,1900-01-01,436000,436000,392,392,1,5,한국,0,등급없음,장르없음,조영준,0,0,0,0
채비,2017-11-09,1260533864,1260533864,177439,177439,480,9983,한국,오퍼스픽쳐스(유),12세이상관람가,드라마,조영준,0,284597,1241864,413954
노브레싱,2013-10-30,1303142557,1303142557,451669,451669,584,24912,한국,(주)나이너스엔터테인먼트,15세이상관람가,드라마,0,0,21579,4070144,1356714
곽민규 배우전,1900-01-01,42000,42000,6,6,1,1,한국,0,등급없음,장르없음,0,0,0,0,0
나쁜 여자는 맛있다,2014-11-19,50000,50000,10,10,1,1,일본,미디어소프트,청소년관람불가,멜로로맨스,조우사다오,37,141,10,10
유부녀워칭-무삭제,2014-05-22,50000,50000,10,10,1,1,일본,(주)액티버스엔터테인먼트,청소년관람불가,에로,조우사다오,92,408,50,50
음란한 밀회-이웃집 유부녀,2014-05-29,50000,50000,10,10,1,1,일본,(주)액티버스엔터테인먼트,청소년관람불가,에로,조우사다오,51,384,10,10
나츠,2013-06-06,460000,460000,92,92,1,1,일본,(주)수키픽쳐스,청소년관람불가,에로,조우사다오,0,607,10,10
헤드,2011-05-26,462025000,462025000,61414,61414,196,6934,한국,(주)에스비에스콘텐츠허브,청소년관람불가,액션,0,0,94837,5137169,1712389
원더풀 고스트,2018-09-26,8000,574027696,4,450378,1,4,한국,(주)제이앤씨미디어그룹,12세이상관람가,코미디,0,0,236488,6539278,2179759
핑거스,1900-01-01,4336,4336,8,8,1,2,한국,0,등급없음,애니메이션,0,0,0,0,0
"사당동 더하기 22, 디렉터스 컷 : 돌고 돌고 또 돌고",1900-01-01,454000,454000,61,61,1,1,한국,0,등급없음,장르없음,조은,0,0,0,0
사당동 더하기 33,1900-01-01,3023000,3023000,576,576,1,8,한국,0,등급없음,다큐멘터리,조은,0,0,0,0
사당동 더하기 22,1900-01-01,181000,181000,44,44,1,1,한국,0,등급없음,다큐멘터리,조은,0,0,0,0
"1984, 최동원",1900-01-01,845000,845000,121,121,1,3,한국,0,등급없음,다큐멘터리,조은성,0,0,0,0
션샤인 러브,2015-09-17,7069800,7069800,896,896,17,243,한국,(주)인벤트스톤,12세이상관람가,판타지,조은성,0,85908,3027142,1009047
나는 고양이로소이다,2017-06-08,0,67878200,0,8496,1,1,한국,(주)리틀빅픽쳐스,전체관람가,다큐멘터리,조은성,896,121654,14,4
"오늘, 우리",2019-10-31,7671600,7671600,1040,1040,12,159,한국,필름다빈,12세이상관람가,드라마,0,0,0,2269849,756616
조용한 세상,2006-12-14,0,937877400,0,161142,1,1,한국,(주)프라임엔터테인먼트,15세이상관람가,드라마,조의석,0,607097,1792180,597393
마스터,2016-12-21,1103726616,2061305279,2215266,7150586,1245,56141,한국,CJENM,15세이상관람가,액션,조의석,0,1357345,5012849,1670949
감시자들,2013-07-03,6714500,735027015,660,5509019,10,38,한국,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,범죄,조의석,0,1085261,10500529,3500176
매직빈,2018-05-03,436382700,436382700,57004,57004,534,3292,중국,(주)영화사빅,전체관람가,애니메이션,0,0,43999,122749,40916
도즈피플,1900-01-01,640000,640000,94,94,1,1,미국,0,등급없음,드라마,0,0,0,0,0
불빛 아래서,2019-08-29,7112700,8935700,940,1307,13,162,한국,0,12세이상관람가,다큐멘터리,0,0,0,0,0
스튜디오,2019-02-27,938000,938000,169,169,20,20,한국,0,청소년관람불가,코미디,조일준,177,0,19396,9698
속사정,2017-05-18,901000,901000,177,177,20,22,한국,THE픽쳐스,청소년관람불가,스릴러,조일준,0,6223,276,92
#살아있다,2020-06-24,1211649284,1211649284,1903992,1903992,1882,137073,한국,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,드라마,0,0,2038590,7849713,2616571
버블아트,1900-01-01,292500,292500,117,117,1,2,한국,0,등급없음,다큐멘터리,조재민,0,0,0,0
징후,1900-01-01,267500,267500,214,214,1,4,한국,0,등급없음,드라마,조재민,0,0,0,0
눈발,2017-03-01,119895800,120313800,13556,13640,69,823,한국,(주)리틀빅픽쳐스,15세이상관람가,드라마,조재민,0,134655,3363277,1121092
나홀로 휴가,2016-09-22,45000,62181700,9,8229,1,5,한국,(주)리틀빅픽쳐스,청소년관람불가,멜로로맨스,0,0,186552,4671634,1557211
영화제국 신필름의 역사,1900-01-01,5303000,5303000,1057,1057,7,18,한국,0,등급없음,다큐멘터리,0,0,0,0,0
"귀향, 끝나지 않은 이야기",2017-09-14,105520200,105520200,14495,14495,207,2358,한국,커넥트픽쳐스(주),15세이상관람가,드라마,조정래,1809194,123958,10761756,3587252
두레소리,2012-05-10,0,234535500,0,35340,1,2,한국,0,12세이상관람가,드라마,조정래,0,0,174333,58111
소리꾼,2020-07-01,670872680,670872680,82600,82600,573,13997,한국,(주)리틀빅픽쳐스,12세이상관람가,사극,조정래,14495,53149,2336612,778870
귀향,2016-02-24,490000,1480488214,70,3587252,1,1,한국,(주)와우픽쳐스,15세이상관람가,드라마,조정래,31137,72136,1067,355
파울볼,2015-04-02,235292500,235292500,31137,31137,231,3859,한국,오퍼스픽쳐스(유),전체관람가,다큐멘터리,조정래,35340,15178,4759968,1586656
마리,1900-01-01,27885,27885,39,39,1,3,기타,0,등급없음,장르없음,0,0,0,0,0
시수옥:감금된 소녀들 파트1,2017-09-06,2000,2000,1,1,1,1,일본,위드라이언픽쳐스,청소년관람불가,공포,조조히데오,114,54,0,0
나의 노예가 되어주세요 2,2019-03-26,2000,2000,1,1,1,1,일본,(주)엔케이컨텐츠,청소년관람불가,멜로로맨스,조조히데오,94,146,0,0
나의 노예가 되어주세요 3,2019-03-26,2000,2000,1,1,1,1,일본,(주)엔케이컨텐츠,청소년관람불가,멜로로맨스,조조히데오,94,146,0,0
러브앤서울 복숭아마을 도색소동기 무삭제판,2015-11-19,4000,4000,1,1,1,1,한국,(유)조이앤컨텐츠그룹,청소년관람불가,멜로로맨스,조조히데오,113,1664,279,279
미궁: 비밀애 무삭제 특별판,2015-07-02,5000,5000,1,1,1,1,한국,(유)조이앤컨텐츠그룹,청소년관람불가,멜로로맨스,조조히데오,78,1519,2412,2412
불륜 고백 무삭제판,2015-07-02,5000,5000,1,1,1,1,일본,조이앤키노,청소년관람불가,멜로로맨스,조조히데오,78,12,10,5
가정교사 길들이기,2017-05-16,5000,5000,1,1,1,1,일본,(주)에스와이미디어,청소년관람불가,멜로로맨스,조조히데오,117,12,1,0
시수옥:감금된 소녀들 파트2,2017-10-23,5000,5000,1,1,1,1,일본,0,청소년관람불가,공포,조조히데오,107,0,0,0
의사와 간호사 불륜,2016-01-06,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,조조히데오,101,54,0,0
트럭 운전사 나미2,1900-01-01,7000,7000,2,2,1,1,일본,0,청소년관람불가,드라마,조조히데오,0,0,0,0
AV 아이돌,2012-08-02,10000,10000,2,2,1,1,한국,골든타이드픽처스(주),청소년관람불가,코미디,조조히데오,18,1056,0,0
트럭 운전사 나미1,2010-11-05,10500,10500,3,3,1,1,일본,0,청소년관람불가,드라마,조조히데오,0,0,0,0
내가 원하는 남자,2011-07-18,8000,8000,4,4,1,1,일본,씨앤피미디어,청소년관람불가,에로,조조히데오,6,2,0,0
18禁 린코 2,2011-11-17,30000,30000,10,10,1,1,일본,0,청소년관람불가,코미디,조조히데오,5,0,0,0
음란한 게이샤,2010-11-18,30000,30000,10,10,1,1,일본,0,청소년관람불가,에로,조조히데오,3,0,0,0
게이샤의 순정상실,2013-04-25,30000,30000,10,10,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,조조히데오,16,10,6,6
어린 에츠코의 고민,2013-10-24,50000,50000,10,10,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,조조히데오,25,10,0,0
에어섹스,2012-07-31,57000,57000,10,10,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,조조히데오,20,10,0,0
양키 아이돌,2014-11-06,100000,100000,10,10,1,1,일본,(주)영진크리에이티브,청소년관람불가,코미디,조조히데오,42,34,10,5
여대생 살인기,2015-12-25,100000,100000,10,10,1,1,일본,(주)영진크리에이티브,청소년관람불가,드라마,조조히데오,106,11,0,0
이복자매-언니애인과의 황홀한 정사,2015-08-24,100000,100000,10,10,1,1,일본,(주)영진크리에이티브,청소년관람불가,멜로로맨스,조조히데오,120,13,98,49
이케부쿠로 양키전쟁,2016-04-15,100000,100000,10,10,1,1,일본,(주)영진크리에이티브,청소년관람불가,액션,조조히데오,94,8,0,0
트럭걸 나미,2016-05-19,100000,100000,10,10,1,1,일본,(주)영진크리에이티브,청소년관람불가,멜로로맨스,조조히데오,92,8,11,11
타나토스,2013-06-17,150000,150000,10,10,1,1,일본,(주)영진크리에이티브,15세이상관람가,드라마,조조히데오,24,83,0,0
트럭 운전사 나미 3,1900-01-01,38500,38500,11,11,1,2,일본,0,등급없음,장르없음,조조히데오,0,0,0,0
욕망의 트라이앵글,2013-07-03,250000,250000,50,50,1,1,일본,(주)수키픽쳐스,청소년관람불가,스릴러,조조히데오,22,556,0,0
모모키야여관 포르노 촬영기,2014-09-03,270000,270000,54,54,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,조조히데오,29,32,458,229
실화!정말있었던이야기,2014-12-10,270000,270000,54,54,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,조조히데오,42,37,54,54
꽃은 밤에 피고-유리아,2015-07-08,270000,270000,54,54,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,조조히데오,67,42,0,0
부부교환: 바꿔서 해볼까?,2017-01-19,270000,270000,54,54,1,1,일본,(주)소나무픽쳐스,청소년관람불가,멜로로맨스,조조히데오,120,829,28,14
동거녀의 달콤한 젤리,2016-04-21,300000,300000,60,60,1,1,일본,(주)콘텐츠랩자박,청소년관람불가,멜로로맨스,조조히데오,90,60,0,0
조건만남 : 불륜의 시작,2016-03-31,300000,300000,60,60,1,1,일본,(주)콘텐츠랩자박,청소년관람불가,멜로로맨스,조조히데오,96,60,25693,25693
화끈하게 주는 젊은 애인,2015-02-12,300000,300000,60,60,1,1,일본,(주)콘텐츠랩자박,청소년관람불가,에로,조조히데오,43,0,24,24
흑역사,2013-05-30,460000,460000,92,92,1,1,일본,(주)수키픽쳐스,청소년관람불가,에로,조조히데오,15,672,0,0
우리들의 격정,2014-10-02,300000,300000,140,140,1,1,일본,(주)제이에이와이이엔터테인먼트,청소년관람불가,에로,조조히데오,32,138,0,0
맛색녀의 성적유희,2019-02-07,1179000,1179000,244,244,19,20,일본,0,청소년관람불가,멜로로맨스,조조히데오,77,0,1,1
인공지능 남자친구,2016-06-09,2577000,2577000,500,500,20,23,일본,골든타이드픽처스(주),청소년관람불가,멜로로맨스,조조히데오,88,2496,0,0
미궁: 비밀애,2015-04-23,2642000,2642000,513,513,20,47,한국,(유)조이앤컨텐츠그룹,청소년관람불가,멜로로맨스,조조히데오,41,1461,3362,3362
러브앤서울 복숭아마을 도색소동기,2015-07-27,3847000,3847000,744,744,20,38,한국,(유)조이앤컨텐츠그룹,청소년관람불가,멜로로맨스,조조히데오,66,1636,47,15
"실종, 어느날납치된소녀",2012-04-16,350050,350050,75,75,1,1,일본,(유)조이앤컨텐츠그룹,청소년관람불가,범죄,0,0,31285,0,0
남자의 자리,1900-01-01,35544,35544,64,64,1,4,한국,0,등급없음,애니메이션,조종덕,0,0,0,0
우리집 멍멍이 진진과 아키다,1900-01-01,973100,973100,114,114,1,13,한국,0,12세이상관람가,애니메이션,조종덕,0,0,0,0
픽토그램 인사이드,1900-01-01,0,376100,0,371,1,1,한국,0,등급없음,애니메이션,0,0,0,0,0
무림방주: 절대고수의 탄생,2020-01-10,669000,669000,162,162,18,44,중국,(유)조이앤컨텐츠그룹,15세이상관람가,사극,0,0,1276,4689,4689
