,index,영화명,개봉일,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,배급사,등급,장르,감독,배우
4478,6328,빌로우: 적과의 동거,,382000,382000,38,38,1,1,영국,0,15세이상관람가,스릴러,데이빗 파,"클레멘스 포시,데이비드 모리시,스티븐 캠벨 무어"
4479,6329,호프 로스트,2015-10-08,5000,5000,1,1,1,1,이탈리아,(주)무브먼트 픽쳐스,청소년관람불가,스릴러,데이빗 페트루치,"대니 트레조,미샤 바튼,다니엘 볼드윈"
4480,6330,나는 사랑과 시간과 죽음을 만났다,2017-03-05,380000,380000,76,76,1,1,미국,워너브러더스 코리아(주),12세이상관람가,드라마,데이빗 프랭클,"윌 스미스,에드워드 노튼,키이라 나이틀리,마이클 페나,나오미 해리스,케이트 윈슬렛,헬렌 미렌,카일리 로저스,엔리크 무치아노"
4481,6331,호프 스프링즈,2013-04-04,388432500,388432500,55273,55273,179,3516,미국,(주)시너지하우스 (시너지),청소년관람불가,멜로로맨스,데이빗 프랭클,"메릴 스트립,토미 리 존스,스티브 카렐"
4482,6332,원 챈스,2014-03-13,593414100,593414100,81025,81025,329,7390,영국,"(주)라이크콘텐츠,(주)넥스트엔터테인먼트월드(NEW)",12세이상관람가,코미디,데이빗 프랭클,"제임스 코든,알렉산드라 로치,콤 미니"
4483,2376,말리와 나,2009-02-19,1415054000,1415054000,210270,210270,210,10499,미국,이십세기폭스코리아(주),12세이상관람가,드라마,데이빗 프랭클,"오웬 윌슨,제니퍼 애니스턴"
4484,6333,악마는 프라다를 입는다,2006-10-25,558000,-211827192,114,1378240,1,3,미국,"(주)퍼스트런,글뫼 주식회사,이십세기폭스코리아(주)",12세이상관람가,드라마,데이빗 프랭클,"메릴 스트립,앤 해서웨이"
4485,6334,어쌔신: 닌자걸,2018-05-01,1000,1000,1,1,1,1,미국,(주)케이알씨지,15세이상관람가,액션,데이빗 프레슬리,"트리쉘 카나텔라,지니 웨릭"
4486,6335,"단지 키스, 맛있는 키스",2015-03-05,16000,16000,3,3,1,1,이탈리아,주식회사 마운틴픽쳐스,15세이상관람가,멜로로맨스,데이빗 피닐로스,"노라 치르너,유나 유가데"
4487,6336,에이리언3,1992-07-17,118000,118000,23,23,1,3,미국,0,15세이상관람가,액션,데이빗 핀처,"시고니 위버,찰스 댄스,찰스 듀튼"
4488,6337,패닉 룸,2002-06-21,248000,248000,50,50,1,4,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,15세이상관람가,스릴러,데이빗 핀처,"포레스트 휘테커,조디 포스터"
4489,6338,더 게임,1998-09-05,426000,426000,86,86,1,4,미국,0,등급없음,장르없음,데이빗 핀처,0
4490,6339,맹크,2020-11-18,35954560,35954560,4025,4025,100,920,미국,메가박스중앙(주)플러스엠,15세이상관람가,드라마,데이빗 핀처,"게리 올드만,아만다 사이프리드,릴리 콜린스,알리스 하워드,찰스 댄스"
4491,6340,세븐,1995-11-11,2415000,97096900,401,12797,2,27,미국,(주)드림팩트엔터테인먼트,청소년관람불가,범죄,데이빗 핀처,"브래드 피트,모건 프리먼,기네스 팰트로우"
4492,6341,파이트 클럽,1999-11-13,4444000,130943200,696,16749,2,51,미국,(주)팝엔터테인먼트,청소년관람불가,액션,데이빗 핀처,"브래드 피트,에드워드 노튼,헬레나 본햄 카터"
4493,6342,조디악,2007-08-15,29237500,1163715000,3745,176591,39,363,미국,워너브러더스 코리아(주),15세이상관람가,범죄,데이빗 핀처,"제이크 질렌할,마크 러팔로,로버트 다우니 주니어,안소니 에드워즈,브라이언 콕스,찰스 플라이셔"
4494,6343,밀레니엄 : 여자를 증오한 남자들,2012-01-11,-790730296,-790730296,443855,443855,321,12006,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,청소년관람불가,스릴러,데이빗 핀처,"다니엘 크레이그,루니 마라"
4495,6344,소셜 네트워크,2010-11-18,588000,-550279296,118,509295,1,3,미국,"워터홀컴퍼니(주),한국소니픽쳐스릴리징브에나비스타영화㈜",15세이상관람가,드라마,데이빗 핀처,"제시 아이젠버그,앤드류 가필드,저스틴 팀버레이크,루니 마라,아미 해머"
4496,6345,벤자민 버튼의 시간은 거꾸로 간다,2009-02-12,55604800,-1401197588,7166,1747305,49,509,미국,"(주)일레븐엔터테인먼트,워너브러더스 코리아(주)",12세이상관람가,드라마,데이빗 핀처,"브래드 피트,케이트 블란쳇"
4497,6346,나를 찾아줘,2014-10-23,1132814843,1132814843,1764233,1764233,689,50846,미국,이십세기폭스코리아(주),청소년관람불가,스릴러,데이빗 핀처,"벤 애플렉,로자먼드 파이크,닐 패트릭 해리스,미시 파일"
4498,1378,쏘우 V,2008-12-03,1044027000,1044027000,150832,150832,153,9976,미국,(주)성원아이컴,청소년관람불가,범죄,데이빗 해클,"토빈 벨,코스타스 맨다이어,스콧 패터슨,샤니 스미스"
4499,6347,딥 임팩트 파이널,2015-05-07,5000,5000,1,1,1,1,캐나다,스크린조이,12세이상관람가,액션,데이빗 호건,"로버트 네퍼,줄리아 벤슨"
4500,22587,조디악-대재앙,,300000,300000,60,60,1,1,미국,0,15세이상관람가,액션,데이빗 호건,"크리스토퍼 로이드,조엘 그레취"
4501,6348,뮤지컬 남극 탐험가는 나를 좋아해,2020-09-16,3940000,3940000,219,219,16,136,미국,0,15세이상관람가,공연,데이빗 혼,"발레리 비고다,웨이드 맥콜럼"
4502,6349,뮤지컬 홀리데이 인,2017-12-20,11084000,18340900,619,1565,30,274,미국,0,전체관람가,공연,데이빗 혼,"브라이스 핑크햄,로라 리 게이어,메간 시코라"
4503,6350,퍼스널 이펙츠,2012-01-26,20879000,20879000,2816,2816,12,281,미국,프리비젼엔터테인먼트,15세이상관람가,드라마,데이빗 홀랜더,"애쉬튼 커처,미셀 파이퍼"
4504,20574,더 헌티드: 저주받은 집,2020-02-03,5000,5000,1,1,1,1,영국,(주)소나무픽쳐스,15세이상관람가,공포,데이빗 홀로이드,0
4505,6351,디버그: 슈퍼컴퓨터 VS 천재해커,2016-03-10,392000,392000,54,54,5,18,미국,(주)소나무픽쳐스,15세이상관람가,SF,데이빗 휴렛,"재넌 구슨,애드리언 홈즈,제이슨 모모아"
4506,1757,비트 더 드럼,2008-01-17,1020000,1020000,161,161,1,18,미국,(주)유레카픽쳐스,12세이상관람가,드라마,데이빗 힉슨,"마리 트왈라,주니어 싱고,오웬 세자크"
4507,6352,영웅이 되고 싶은 남자,2013-08-08,1039000,1039000,496,496,4,7,대만,라인트리엔터테인먼트,15세이상관람가,코미디,데이얀 엉,"케빈 스페이시,오언조"
4508,21750,위험한 고리 대금: 음욕에 빠진 주부,,100000,100000,20,20,1,1,일본,(주)씨맥스커뮤니케이션즈,청소년관람불가,드라마,데이자가,이치카와 마사미
4509,21921,테즈카오사무특별전-단편 실험영화 모음,,171000,171000,25,25,1,3,일본,0,등급없음,애니메이션,데즈카 오사무,0
4510,6353,클레오파트라,,113000,113000,17,17,1,3,일본,0,등급없음,애니메이션,"데즈카 오사무,야마모토 에이이치","하츠이 코토에,노자와 나치,하나 하지메"
4511,6354,이별에 대처하는 자세,,735000,735000,112,112,1,6,영국,0,등급없음,장르없음,데지레 아카반,0
4512,6355,카메론 포스트의 잘못된 교육,2020-06-04,31659020,31659020,3630,3630,108,1007,미국,(주)팝엔터테인먼트,15세이상관람가,드라마,데지레 아카반,"클로이 모레츠,제니퍼 엘,사샤 레인,존 갤러거 주니어"
4513,6356,벨 아미,2012-08-30,213966000,213966000,30373,30373,103,2107,영국,(주)에스비에스콘텐츠허브,청소년관람불가,드라마,"데클란 도넬란,닉 오머로드","로버트 패틴슨,우마 서먼,크리스티나 리치,크리스틴 스콧 토마스"
4514,6357,스롤란 마이러브,2012-02-09,49000,11692500,7,1617,1,2,독일,(주)엣나인필름,15세이상관람가,멜로로맨스,데틀레프 북,"데이빗 크로스,아핀야 사쿨자로엔숙"
4515,6358,와일드 빌,2013-12-19,12479000,12479000,1605,1605,8,75,영국,어뮤즈,청소년관람불가,드라마,덱스터 플레처,"찰리 크리드 마일스,레오 그레고리,윌 폴터,리즈 화이트"
4516,6359,선샤인 온 리스,2014-09-03,836600,206408200,140,26815,1,6,영국,(주)팝엔터테인먼트,12세이상관람가,뮤지컬,덱스터 플레처,"피터 뮬란,조지 맥케이,제인 호록스,안토니아 토마스,프레야 메이버,케빈 구스리,제이슨 플레밍,폴 프래니건"
4517,6360,로켓맨,2019-06-05,936108063,936108063,108586,108586,640,9870,영국,롯데컬처웍스(주)롯데엔터테인먼트,15세이상관람가,드라마,덱스터 플레처,"태런 에저튼,리처드 매든,브라이스 달라스 하워드,제이미 벨"
4518,6361,독수리 에디,2016-04-07,1799381120,1799381120,226341,226341,528,17411,미국,이십세기폭스코리아(주),12세이상관람가,드라마,덱스터 플레처,"태런 에저튼,폴 레이놀즈,휴 잭맨"
4519,6362,시티 오브 데드,2016-12-23,5000,5000,1,1,1,1,영국,주식회사 레드아이스,15세이상관람가,액션,덴 리카드,"덴 리카드,크리스 윈델"
4520,20463,할힌골 전투: 일본군최후의날,,1000,1000,1,1,1,1,몽고,0,15세이상관람가,전쟁,델게르바야르 푸레브도르지,0
4521,6363,아침 열차,,26800,26800,55,55,1,3,스위스,0,등급없음,애니메이션,델리아 헤스,0
4522,6364,태양은 가슴마다,,443000,443000,147,147,1,6,미국,0,등급없음,장르없음,델머 데이브스,0
4523,6365,잊을 수 없는 모정,,338000,847000,169,345,1,12,미국,0,등급없음,액션,델머 데이브스,"프랭크 시나트라,토니 커티스,나탈리 우드"
4524,6366,성숙의 20세,,966000,966000,483,483,1,13,미국,0,등급없음,장르없음,델머 데이브스,0
4525,6367,연애센터,,3321000,4492000,1648,2231,1,32,미국,0,등급없음,멜로로맨스,델머 데이브스,"트로이 도나휴,수잔 프레셔티,로사노 브라지"
4526,6368,청춘은 밤이 없다,,2640000,4834000,1315,2412,1,46,미국,0,등급없음,드라마,델머 데이브스,"코니 스티븐스,트로이 도나휴"
4527,6369,어두운 통로,,230000,5205000,115,2156,1,6,미국,0,등급없음,장르없음,델머 데이브즈,0
4528,6370,데미트리아스,1977-02-18,2957000,13389000,1477,6653,1,33,미국,0,등급없음,장르없음,델머 데이브즈,0
4529,6371,피서지에서 생긴 일,1972-08-19,2655000,25578000,1305,12749,1,29,미국,0,등급없음,드라마,델머 데이브즈,"리처드 이간,도로시 맥과이어,샌드라 디"
4530,6372,결단의 3:10,,38000,112000,19,56,1,1,미국,0,등급없음,장르없음,델머 데이비스,0
4531,6373,쥬발,,1126000,2357000,566,1213,1,15,미국,0,등급없음,장르없음,델머 데이비스,0
4532,123,데스티네이션 도쿄,,642000,3213000,321,1604,1,9,미국,0,등급없음,장르없음,델머 데이비스,0
4533,6374,부러진 화살,,184000,6389000,92,3407,1,8,미국,0,등급없음,서부,델머 데이비스,"제임스 스튜어트,제프 캔들러,데브라 파겟"
4534,6375,연인아 돌아오라,,1128000,1128000,564,564,1,15,미국,0,등급없음,장르없음,델버트 만,0
4535,6376,이오지마의 영웅,,98000,1426000,49,713,1,3,미국,0,등급없음,드라마,델버트 만,"토니 커티스,제임스 프란시스커스,그레고리 월콧"
4536,6377,마티,,520000,5604000,260,2797,1,20,미국,0,12세이상관람가,드라마,델버트 만,"어네스트 보그나인,벳시 블레어,에스더 민시오티"
4537,6378,세퍼레이트 테이블,,324000,9371000,162,4364,1,12,미국,0,등급없음,장르없음,델버트 만,0
4538,6379,소녀의 첫경험,,54000,54000,9,9,1,2,벨기에,0,등급없음,드라마,델핀 리허리시,"솔렌 리곳,오드리 바스티엔,벵상 뻬레"
4539,6380,본 디스 웨이,,392000,392000,61,61,1,6,미국,0,등급없음,다큐멘터리,"뎁 툴만,숀 케들렉",0
4540,6381,칼리지,2012-12-13,232000,232000,32,32,1,4,미국,판씨네마(주),청소년관람불가,코미디,뎁 헤이갠,"드레이크 벨,앤드류 캘드웰,케빈 코베이스"
4541,6382,아프리카 연합,,82000,82000,18,18,1,2,영국,0,등급없음,모험,뎁스 가드너-패터슨,0
4542,6383,유혹,2014-09-18,270000,270000,54,54,1,1,홍콩,씨네그루(주)다우기술,청소년관람불가,멜로로맨스,도걸,"관초요,서천우"
4543,6384,건즈 포 하이어,2016-08-18,7000,7000,1,1,1,1,미국,(주)무브먼트 픽쳐스,청소년관람불가,스릴러,도나 로빈슨,"제프리 딘 모건,벤 멘델슨,미셸 힉스,토니 샬호브"
4544,22200,냉동 쵸콜릿 생쥐,,18300,18300,38,38,1,3,이탈리아,0,등급없음,애니메이션,도나토 산소네,0
4545,6385,안개 속 소녀,2018-12-06,2000,16851900,2,2020,2,2,이탈리아,(주)미디어 마그나,12세이상관람가,미스터리,도나토 카리시,"토니 세르빌로,아레시오 보니,로렌조 리첼미,장 르노"
4546,6386,미스틱 피자,1990-02-03,70000,70000,10,10,1,2,미국,사무엘 골드윈 컴퍼니,15세이상관람가,드라마,도날드 페트리,"줄리아 로버츠,릴리 테일러,안나베스 기쉬"
4547,6387,리틀 이태리,2018-12-06,721000,14526800,108,1896,1,3,캐나다,(주)드림팩트엔터테인먼트,15세이상관람가,코미디,도날드 페트리,"헤이든 크리스텐슨,엠마 로버츠"
4548,678,행운을 돌려줘!,2006-05-25,194735800,194735800,31213,31213,74,1738,미국,이십세기폭스필름코퍼레이션,12세이상관람가,멜로로맨스,도날드 페트리,"린제이 로한,크리스 파인"
4549,307,웰컴 프레지던트,Dec-04,76000,76000,11,11,1,5,미국,이십세기폭스코리아(주),12세이상관람가,코미디,도널드 페트리,레이 로마노
4550,2457,나의 로맨틱 가이드,2009-08-27,527682000,527682000,74542,74542,130,5411,미국,(주)성원아이컴,15세이상관람가,코미디,도널드 페트리,"니아 발다로스,리차드 드레이퍼스"
4551,6388,헌터 킬러,2018-12-06,3910000,468748450,521,57032,3,55,미국,(주)키다리이엔티,15세이상관람가,액션,도노반 마시,"제라드 버틀러,게리 올드만"
4552,6389,당신의 남자,,76000,76000,16,16,1,3,미국,0,등급없음,코미디,도로시 아즈너,"클라라 바우,찰스 버디 로저스"
4553,6390,연인들의 명예,,90000,90000,20,20,1,3,미국,0,등급없음,장르없음,도로시 아즈너,0
4554,6391,크리스토퍼 스트롱,,100000,100000,22,22,1,3,미국,0,등급없음,드라마,도로시 아즈너,0
4555,6392,우리는 즐겁게 지옥에 간다,,142000,142000,29,29,1,3,미국,0,등급없음,장르없음,도로시 아즈너,0
4556,6393,크레이그의 아내,,140000,140000,31,31,1,3,미국,0,등급없음,장르없음,도로시 아즈너,0
4557,6394,"댄스, 걸, 댄스",,202000,202000,43,43,1,3,미국,0,등급없음,코미디,"도로시 아즈너,로이 델 루스","모린 오하라,루이스 헤이워드,루실 볼"
4558,6395,러빙 빈센트 : 비하인드 에디션,2018-12-13,45251990,216693490,5641,25527,18,359,영국,(주)이수C&E,15세이상관람가,애니메이션,"도로타 코비엘라,휴 웰치맨","시얼샤 로넌,제롬 플린,크리스 오다우드,더글라스 부스,헬렌 맥크로리"
4559,6396,러빙 빈센트,2017-11-09,17993000,-1012081535,3006,412698,38,307,영국,"(주)스튜디오디에이치엘,판씨네마(주)",15세이상관람가,애니메이션,"도로타 코비엘라,휴 웰치맨","시얼샤 로넌,제롬 플린,크리스 오다우드,더글라스 부스,에이단 터너,헬렌 맥크로리"
4560,6397,베를린의 연인,2016-11-23,7000,7000,1,1,1,1,독일,(주)피터팬픽쳐스,청소년관람불가,드라마,도리스 되리에,"안드레아 사바츠키,알바 로르와처"
4561,6398,보헤미안 걸,2019-02-11,20000,20000,2,2,1,1,독일,퓨쳐스,15세이상관람가,코미디,도리스 되리에,"한넬로레 엘스너,나디아 울"
4562,6399,후쿠시마 내 사랑,,111000,111000,19,19,1,1,독일,0,등급없음,드라마,도리스 되리에,"로잘리 토머스,모모이 가오리,이리즈키 아야"
4563,6400,사람들,,415000,415000,61,61,1,2,서독,0,등급없음,코미디,도리스 되리에,"하이너 라우터바흐,우 오크센크네츠,울라이크 크리에너"
4564,6401,헤어드레서,2011-07-14,107268500,107268500,13697,13697,17,713,독일,(주)영화사 진진,15세이상관람가,드라마,도리스 되리에,가브리엘라 마리아 슈메이데
4565,710,내 남자의 유통기한,2006-06-29,108237600,108237600,15725,15725,2,287,독일,㈜세종커뮤니케이션스,15세이상관람가,멜로로맨스,도리스 되리에,"알렉산드라 마리아 라라,크리스티안 울멘"
4566,6402,사랑 후에 남겨진 것들,2009-02-19,257000,211941000,31,31748,1,1,독일,(주)영화사 진진,청소년관람불가,드라마,도리스 되리에,"엘마 웨퍼,한넬로레 엘스너"
