영화명,개봉일,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,배급사,등급,장르,감독,배우
나의 고향,,143,143,1,1,1,1,폴란드,,,애니메이션,,
디스턴스,,143,143,1,1,1,1,폴란드,,,애니메이션,,
문명사회,,143,143,1,1,1,1,불가리아,,,애니메이션,,
바다의 법,,143,143,1,1,1,1,불가리아,,,애니메이션,,
비,,143,143,1,1,1,1,불가리아,,,애니메이션,,
스노보드,,143,143,1,1,1,1,불가리아,,,애니메이션,,
어디에나 있는 앨리스,,143,143,1,1,1,1,폴란드,,,애니메이션,,
언더라이프,,143,143,1,1,1,1,폴란드,,,애니메이션,,
유행,,143,143,1,1,1,1,불가리아,,,애니메이션,,
이야기,,143,143,1,1,1,1,불가리아,,,애니메이션,,
태양,,143,143,1,1,1,1,폴란드,,,애니메이션,,
푸른 예술가들이 예술을 창조한다,,143,143,1,1,1,1,폴란드,,,애니메이션,,
등대,,144,144,1,1,1,1,불가리아,,,애니메이션,,
선비의 네 친구 문방사우,,300,300,1,1,1,1,한국,,,애니메이션,,
페어리테일,,625,625,1,1,1,1,,,,애니메이션,,
스노우 래빗,,667,667,1,1,1,1,한국,,전체관람가,애니메이션,,
성적순위,,800,800,1,1,1,1,한국,,,장르없음,,
술 마시기 좋은 날,,800,800,1,1,1,1,한국,,,장르없음,,
오피스맨,,833,833,1,1,1,1,한국,,,애니메이션,,
아빠의 눈물,,1000,1000,1,1,1,1,한국,,,애니메이션,,
E-19 바이러스,2018-04-09,1000,1000,1,1,1,1,미국,주식회사 레드아이스,청소년관람불가,장르없음,,
겟 아웃 맨,2018-08-12,1000,1000,1,1,1,1,미국,(유)조이앤시네마,15세이상관람가,스릴러,,
더 콜러,2018-12-06,1000,1000,1,1,1,1,미국,주식회사 레드아이스,청소년관람불가,공포(호러),,"제임스 듀발,나단 벡스튼,존 조"
디 아이즈,2018-06-15,1000,1000,1,1,1,1,미국,주식회사 레드아이스,15세이상관람가,범죄,,"니콜라스 터투로,빈센트 파스토레"
디시젼: 리퀴데이션,2018-10-30,1000,1000,1,1,1,1,러시아,(유)조이앤시네마,15세이상관람가,액션,,
로스트: 직소 퍼즐,2018-10-18,1000,1000,1,1,1,1,미국,주식회사 레드아이스,12세이상관람가,공포(호러),,
마린: 배틀 엔젤,2018-12-06,1000,1000,1,1,1,1,미국,주식회사 레드아이스,청소년관람불가,액션,,
배틀 트랩,,1000,1000,1,1,1,1,네덜란드,,15세이상관람가,전쟁,,
뱅크 잡: 리크루트,2018-07-14,1000,1000,1,1,1,1,미국,(유)조이앤시네마,청소년관람불가,액션,,
블러드 스크림,2018-07-04,1000,1000,1,1,1,1,영국,(유)조이앤시네마,청소년관람불가,스릴러,,
스트라이크 원,,1000,1000,1,1,1,1,미국,,,액션,,
악마의 속삭임,2018-12-13,1000,1000,1,1,1,1,미국,주식회사 레드아이스,청소년관람불가,공포(호러),,
에일리언 프레데터,2018-11-21,1000,1000,1,1,1,1,미국,주식회사 레드아이스,12세이상관람가,SF,,
제니퍼 그래이슨 실종 사건,2018-06-27,1000,1000,1,1,1,1,미국,주식회사 레드아이스,청소년관람불가,드라마,,제임스 듀발
지뢰,2018-12-17,1000,1000,1,1,1,1,미국,주식회사 레드아이스,15세이상관람가,드라마,,
컨저링 고스트,2018-08-19,1000,1000,1,1,1,1,영국,(유)조이앤시네마,청소년관람불가,공포(호러),,
트랜스퍼런스,2018-11-21,1000,1000,1,1,1,1,미국,주식회사 레드아이스,12세이상관람가,장르없음,,
파란문 너머의 환상세계,2018-12-17,1000,1000,1,1,1,1,미국,주식회사 레드아이스,전체관람가,어드벤처,,
피치포크 살인사건,2018-12-31,1000,1000,1,1,1,1,미국,주식회사 레드아이스,청소년관람불가,공포(호러),,
호러 무비 나이트,2018-08-24,1000,1000,1,1,1,1,미국,주식회사 레드아이스,15세이상관람가,장르없음,,
59 세컨즈,,1000,1000,1,1,1,1,미국,,청소년관람불가,액션,,"니엘 세구라,프루잇 테일러 빈스"
SNS 파트너,,1000,1000,1,1,1,1,홍콩,,,성인물(에로),,
가난한 새댁 : 몸으로 내는 월세,2019-06-28,1000,1000,1,1,1,1,일본,(주)씨맥스커뮤니케이션즈,청소년관람불가,드라마,,
간통 : 섹스 회춘 료칸,2019-11-15,1000,1000,1,1,1,1,일본,(주)씨맥스커뮤니케이션즈,청소년관람불가,드라마,,
강호무적 구영기,,1000,1000,1,1,1,1,중국,,,액션,,
거부할 수 없는 유부녀,2019-04-22,1000,1000,1,1,1,1,일본,(주)트루에버,청소년관람불가,성인물(에로),,
거부할 수 없는 유부녀 2,2019-04-22,1000,1000,1,1,1,1,일본,(주)트루에버,청소년관람불가,성인물(에로),,
공포의 신생아실,2019-06-10,1000,1000,1,1,1,1,미국,주식회사 레드아이스,15세이상관람가,공포(호러),,
과외선생과 성적의 관계,2019-10-05,1000,1000,1,1,1,1,일본,(주)빅콘미디어,청소년관람불가,성인물(에로),,
괴담,,1000,1000,1,1,1,1,미국,,12세이상관람가,공포(호러),,
구문제독: 형제의 난,,1000,1000,1,1,1,1,중국,(주)위즈덤필름,,액션,,
기묘한 이야기들: 더 포탈,2019-01-25,1000,1000,1,1,1,1,미국,주식회사 레드아이스,15세이상관람가,공포(호러),,
기묘한이야기들: 아이스크림 트럭,2019-12-27,1000,1000,1,1,1,1,미국,(주)알이디아이스엔터,청소년관람불가,공포(호러),,
나를 노리는 처형,2019-10-05,1000,1000,1,1,1,1,일본,(주)빅콘미디어,청소년관람불가,성인물(에로),,
남성 전용 요리 교실 : 여선생과 제자,2019-09-11,1000,1000,1,1,1,1,일본,(주)씨맥스커뮤니케이션즈,청소년관람불가,드라마,,
내아내를 탐한 친누나,2020-04-28,1000,1000,1,1,1,1,일본,비스킷미디어,청소년관람불가,성인물(에로),,
내여자의 불륜,2020-03-27,1000,1000,1,1,1,1,일본,비스킷미디어,청소년관람불가,성인물(에로),,
다락방의 저주,2019-10-12,1000,1000,1,1,1,1,태국,(주)알이디아이스엔터,청소년관람불가,공포(호러),,
달콤한 불륜의 맛 : 상사에게 중독된 아내,2019-05-31,1000,1000,1,1,1,1,일본,(주)씨맥스커뮤니케이션즈,청소년관람불가,드라마,,
더 퍼지: 원 데이 게임,,1000,1000,1,1,1,1,미국,,청소년관람불가,공포(호러),,
더러운 불륜 : 그 날 이후 파괴된 부부,2019-06-07,1000,1000,1,1,1,1,일본,(주)씨맥스커뮤니케이션즈,청소년관람불가,드라마,,
더퍼지:최초의시작,2020-03-26,1000,1000,1,1,1,1,미국,(주)알이디아이스엔터,청소년관람불가,공포(호러),,
데드맨 스탠딩,2020-11-17,1000,1000,1,1,1,1,미국,(주)영화사 안다미로,15세이상관람가,스릴러,,비바 비앙카
데미갓 워즈,2019-01-25,1000,1000,1,1,1,1,미국,주식회사 레드아이스,12세이상관람가,액션,,"에릭 로버츠,톰 시즈모어"
데빌 인사이드 미,2020-11-30,1000,1000,1,1,1,1,캐나다,(주)영화사 안다미로,청소년관람불가,공포(호러),,
데스 에브리데이,2019-09-06,1000,1000,1,1,1,1,미국,(주)알이디아이스엔터,청소년관람불가,공포(호러),,
디거즈:원혼의 부활,2019-01-10,1000,1000,1,1,1,1,미국,주식회사 레드아이스,청소년관람불가,공포(호러),,
뜨거운 장모님,2020-04-09,1000,1000,1,1,1,1,일본,비스킷미디어,청소년관람불가,성인물(에로),,
런 런 런,2020-12-28,1000,1000,1,1,1,1,미국,(주)영화사 안다미로,15세이상관람가,공포(호러),,
루시퍼,2019-01-25,1000,1000,1,1,1,1,미국,주식회사 레드아이스,15세이상관람가,공포(호러),,
루아나의 세계,2020-11-16,1000,1000,1,1,1,1,미국,(주)영화사 안다미로,12세이상관람가,드라마,,"조베스 윌리엄스,스튜어트 마골린"
마라톤 섹스: 쓸려버린 젖꼭지,2019-12-27,1000,1000,1,1,1,1,일본,(주)씨맥스커뮤니케이션즈,청소년관람불가,드라마,,
메가 블리자드,2020-12-07,1000,1000,1,1,1,1,미국,(주)영화사 안다미로,15세이상관람가,공포(호러),,로버트 베를린
메가 크로커다일,,1000,1000,1,1,1,1,중국,(주)위즈덤필름,,액션,,
며느리의 깊은 정사,2020-02-27,1000,1000,1,1,1,1,일본,(주)케이알씨지,청소년관람불가,성인물(에로),,
며느리의 뜨거운 봉사,2020-02-27,1000,1000,1,1,1,1,일본,(주)케이알씨지,청소년관람불가,성인물(에로),,
무서운 SNS 이야기,2019-08-05,1000,1000,1,1,1,1,미국,(주)알이디아이스엔터,청소년관람불가,공포(호러),,
뮬란,,1000,1000,1,1,1,1,중국,(주)위즈덤필름,,액션,,
미샤 버튼의 감금,2020-11-18,1000,1000,1,1,1,1,미국,(주)알이디아이스엔터,청소년관람불가,공포(호러),,미샤 바튼
미스 수리공,,1000,1000,1,1,1,1,홍콩,,,성인물(에로),,
반전손님,,1000,1000,1,1,1,1,미국,,12세이상관람가,스릴러,,클라렌스 지라드 주니어
발정난 여건물주,2020-04-08,1000,1000,1,1,1,1,일본,주식회사 미콘,청소년관람불가,드라마,,야베 히사에
뱀파이어 헌터스 D,2020-08-07,1000,1000,1,1,1,1,미국,(주)알이디아이스엔터,15세이상관람가,액션,,
변태 유부녀 치욕일기,2019-06-05,1000,1000,1,1,1,1,일본,주식회사 미콘,청소년관람불가,드라마,,
변태작가의 색스런 이야기,2020-02-07,1000,1000,1,1,1,1,일본,주식회사 미콘,청소년관람불가,드라마,,야베 히사에
봉황천화: 절대병기의 비밀,,1000,1000,1,1,1,1,중국,,,액션,,
부인 영수증 : 편집장에 뺏긴 순결,2019-11-15,1000,1000,1,1,1,1,일본,(주)씨맥스커뮤니케이션즈,청소년관람불가,드라마,,
불륜 : 남편과 다른 맛,2019-07-12,1000,1000,1,1,1,1,일본,(주)씨맥스커뮤니케이션즈,청소년관람불가,드라마,,
불륜의 노예로 살다,2020-03-12,1000,1000,1,1,1,1,일본,(주)케이알씨지,청소년관람불가,성인물(에로),,
브래지어 낚시 : 대물 낚은 아줌마,2019-08-09,1000,1000,1,1,1,1,일본,(주)씨맥스커뮤니케이션즈,청소년관람불가,드라마,,
비밀 회의실 : 갇혀버린 여사원,2019-04-19,1000,1000,1,1,1,1,일본,(주)씨맥스커뮤니케이션즈,청소년관람불가,드라마,,
비하인드 더 피스,2020-10-16,1000,1000,1,1,1,1,우즈베키스탄,(주)스토리제이,12세이상관람가,전쟁,,
사내 불륜 : 나를 여자로 만들어 준 남자,2019-09-20,1000,1000,1,1,1,1,일본,(주)씨맥스커뮤니케이션즈,청소년관람불가,드라마,,
사스카치 빅풋,2019-05-02,1000,1000,1,1,1,1,미국,(유)조이앤시네마,15세이상관람가,공포(호러),,
사운드웨이브,,1000,1000,1,1,1,1,미국,주식회사 디에스이이디,,스릴러,,
사탄의 자장가,2019-03-22,1000,1000,1,1,1,1,미국,(주)알이디아이스엔터,청소년관람불가,공포(호러),,
성노예가 된 여대생,2019-06-28,1000,1000,1,1,1,1,일본,(주)레드언더미디어,청소년관람불가,드라마,,
세자매의 불륜정사,2020-04-09,1000,1000,1,1,1,1,일본,비스킷미디어,청소년관람불가,성인물(에로),,
섹슈얼 클리닉-오르가즘강좌,2020-01-03,1000,1000,1,1,1,1,일본,주식회사 미콘,청소년관람불가,드라마,,카노 아야코
섹스 치료 전문 병원,2019-11-08,1000,1000,1,1,1,1,한국,(주)씨맥스커뮤니케이션즈,청소년관람불가,드라마,,
셔터,2019-02-20,1000,1000,1,1,1,1,미국,주식회사 레드아이스,청소년관람불가,공포(호러),,
순천부: 국자감살인사건,,1000,1000,1,1,1,1,중국,,,액션,,
시아버지의 일침,2020-02-18,1000,1000,1,1,1,1,일본,(주)인포투스,청소년관람불가,멜로/로맨스,,쿠로세 메이
악마의 오후,2020-03-05,1000,1000,1,1,1,1,이탈리아,(주)컴퍼니엘,15세이상관람가,공포(호러),,
알라딘-램프의 신,2020-01-07,1000,1000,1,1,1,1,미국,(유)조이앤시네마,12세이상관람가,드라마,,
암시,,1000,1000,1,1,1,1,미국,,15세이상관람가,스릴러,,
애나벨: 잊혀지지 않은 선율,2019-12-24,1000,1000,1,1,1,1,미국,(주)알이디아이스엔터,15세이상관람가,공포(호러),,
애비게일의 저주,2020-08-10,1000,1000,1,1,1,1,미국,(주)영화사 안다미로,15세이상관람가,드라마,,
야한 새이모,2019-12-04,1000,1000,1,1,1,1,일본,주식회사 미콘,청소년관람불가,멜로/로맨스,,유우키 미사
에어리언 대침공,2020-01-23,1000,1000,1,1,1,1,미국,(유)조이앤시네마,15세이상관람가,액션,,
에일리언 2020,2020-01-07,1000,1000,1,1,1,1,캐나다,(유)조이앤시네마,15세이상관람가,액션,,
여동생의 여친을 빼앗은 언니,2019-06-27,1000,1000,1,1,1,1,일본,(주)레드언더미디어,청소년관람불가,드라마,,
여배우의 섹스라이프,2020-04-09,1000,1000,1,1,1,1,태국,(유)조이앤시네마,청소년관람불가,성인물(에로),,
여상사: 오피스 레슨,2019-12-04,1000,1000,1,1,1,1,일본,주식회사 미콘,청소년관람불가,드라마,,
여자적인걸 유비춘,,1000,1000,1,1,1,1,중국,,,액션,,
연애의 참견: 사랑 공포증,2020-08-26,1000,1000,1,1,1,1,미국,(주)영화사 안다미로,15세이상관람가,멜로/로맨스,,
옆집 누나 무삭제판,,1000,1000,1,1,1,1,한국,(주)케이알씨지,,멜로/로맨스,,
옆집 젊은 부인 : 일부러 보여준 팬티 속,2019-06-14,1000,1000,1,1,1,1,일본,(주)씨맥스커뮤니케이션즈,청소년관람불가,드라마,,
예쁜 며느리,2020-02-28,1000,1000,1,1,1,1,일본,(주)케이알씨지,청소년관람불가,성인물(에로),,
오멘 666,2019-12-27,1000,1000,1,1,1,1,미국,(주)알이디아이스엔터,15세이상관람가,공포(호러),,
오션스 게임,2020-07-27,1000,1000,1,1,1,1,미국,(주)영화사 안다미로,15세이상관람가,드라마,,
온천에서 생긴 은밀한 속사정,2019-10-06,1000,1000,1,1,1,1,일본,(주)빅콘미디어,청소년관람불가,성인물(에로),,
올드 가드 인 런던,2020-09-07,1000,1000,1,1,1,1,영국,(주)영화사 안다미로,15세이상관람가,액션,,
올머스트다이,2020-03-12,1000,1000,1,1,1,1,기타,(주)컴퍼니엘,청소년관람불가,공포(호러),,"빅토리아 윙게,줄리아 샤흐트"
옵세션,,1000,1000,1,1,1,1,미국,(주)퍼스트런,,스릴러,,메키 파이퍼
왕좌의 전설: 드래곤 파이터,2019-07-17,1000,1000,1,1,1,1,미국,(유)조이앤시네마,15세이상관람가,액션,,
욕정 터진 유부녀들,2019-10-23,1000,1000,1,1,1,1,일본,주식회사 미콘,청소년관람불가,드라마,,
월드 워 Z : 아포칼립스,2020-01-14,1000,1000,1,1,1,1,영국,(주)알이디아이스엔터,15세이상관람가,공포(호러),,
위기의 주부들,,1000,1000,1,1,1,1,한국,,청소년관람불가,성인물(에로),,
저주받은 이야기들,2020-11-18,1000,1000,1,1,1,1,미국,(주)알이디아이스엔터,청소년관람불가,코미디,,
적인걸: 심해용궁,,1000,1000,1,1,1,1,중국,(주)위즈덤필름,,액션,,"연개,윤자유"
조련의 목적,,1000,1000,1,1,1,1,일본,,,성인물(에로),,사쿠라 미유키
중년 알바: 젖어드는 불륜의 맛,2020-01-23,1000,1000,1,1,1,1,일본,(주)씨맥스커뮤니케이션즈,청소년관람불가,드라마,,요시자와 아키호
착한아내의 불륜정사,2020-04-28,1000,1000,1,1,1,1,일본,비스킷미디어,청소년관람불가,성인물(에로),,
친구엄마와 비밀친구,2020-03-27,1000,1000,1,1,1,1,일본,비스킷미디어,청소년관람불가,성인물(에로),,
침묵의 이방인,2020-09-03,1000,1000,1,1,1,1,러시아,컴퍼니 엘론(주),청소년관람불가,스릴러,,콘스탄틴 라브로넨코
카마수트라 가든,2019-12-12,1000,1000,1,1,1,1,미국,주식회사 루믹스미디어,청소년관람불가,범죄,,
캐빈 오브 더 컨저링,2019-10-24,1000,1000,1,1,1,1,미국,(주)퍼스트런,15세이상관람가,공포(호러),,
코벤,2020-12-10,1000,1000,1,1,1,1,미국,(주)영화사 안다미로,15세이상관람가,공포(호러),,리즈 고든
퀸 오브 하츠,2019-10-10,1000,1000,1,1,1,1,덴마크,주식회사 루믹스미디어,청소년관람불가,드라마,,
킬러비 인베이전,,1000,1000,1,1,1,1,중국,,,액션,,
터치 오브 헤븐,2019-12-12,1000,1000,1,1,1,1,기타,주식회사 루믹스미디어,청소년관람불가,드라마,,
특공황비,,1000,1000,1,1,1,1,중국,,,액션,,장양
파이트 클럽: 미녀들의 토너먼트,2019-10-24,1000,1000,1,1,1,1,미국,(주)퍼스트런,청소년관람불가,액션,,
파일럿 스카이 미션,,1000,1000,1,1,1,1,미국,,12세이상관람가,액션,,
파티 크래셔,2019-10-31,1000,1000,1,1,1,1,미국,주식회사 루믹스미디어,청소년관람불가,공포(호러),,
팻 에이전트,,1000,1000,1,1,1,1,중국,,,코미디,,
페이스 오프: 더 익스트림,,1000,1000,1,1,1,1,기타,,,액션,,
폰섹스의 덫- 무삭제판,,1000,1000,1,1,1,1,한국,,청소년관람불가,멜로/로맨스,,
피쉬 스쿨,2020-04-23,1000,1000,1,1,1,1,미국,(주)영화사 안다미로,전체관람가,애니메이션,,
피쉬 스쿨 2,2020-05-11,1000,1000,1,1,1,1,미국,(주)영화사 안다미로,전체관람가,애니메이션,,
할힌골 전투: 일본군최후의날,,1000,1000,1,1,1,1,몽고,,,전쟁,,
합의된 관계,2019-10-06,1000,1000,1,1,1,1,일본,(주)빅콘미디어,청소년관람불가,성인물(에로),,
햄릿: 죽느냐 사느냐,2020-08-17,1000,1000,1,1,1,1,미국,(주)영화사 안다미로,전체관람가,가족,,버트 레이놀즈
헤리티지,2020-08-10,1000,1000,1,1,1,1,미국,(주)영화사 안다미로,15세이상관람가,드라마,,
헤븐퀘스트,2020-07-13,1000,1000,1,1,1,1,미국,(주)스토리제이,12세이상관람가,액션,,"패트릭 톰슨,페타 서긴트,앨런 파웰,차인표"
혈전,,1000,1000,1,1,1,1,중국,,,액션,,
호기심 유니폼: 취미는 역시 섹스,2019-12-20,1000,1000,1,1,1,1,일본,(주)씨맥스커뮤니케이션즈,청소년관람불가,드라마,,하타노 유이
휘날리는 댕기,,1000,1000,1,1,1,1,북한,,,드라마,,
흥건한 내연녀,2020-02-07,1000,1000,1,1,1,1,일본,주식회사 미콘,청소년관람불가,드라마,,
기억의 손길,,1500,1500,1,1,1,1,한국,,,다큐멘터리,,
검은 숲,2017-08-22,2000,2000,1,1,1,1,미국,(주)피터팬픽쳐스,15세이상관람가,공포(호러),,
다크 아이리스,2018-11-08,2000,2000,1,1,1,1,미국,(주)시네마리퍼블릭,청소년관람불가,SF,,
더 홀,,2000,2000,1,1,1,1,호주,,,스릴러,,
데드 웨스트,2017-09-07,2000,2000,1,1,1,1,미국,(주)시네마리퍼블릭,15세이상관람가,액션,,
라이즈 위 텔,2018-07-20,2000,2000,1,1,1,1,미국,(주)영화사 안다미로,15세이상관람가,스릴러,,"가브리엘 번,하비 케이틀"
매드맥스 독,2017-11-23,2000,2000,1,1,1,1,미국,(유)조이앤시네마,15세이상관람가,공포(호러),,
악녀: 더 킬러,2017-10-06,2000,2000,1,1,1,1,미국,(유)조이앤시네마,15세이상관람가,액션,,
제5의 존재,2018-10-18,2000,2000,1,1,1,1,미국,주식회사 레드아이스,12세이상관람가,공포(호러),,
크레이지 레이크,2017-07-20,2000,2000,1,1,1,1,미국,(주)컴퍼니엘,청소년관람불가,공포(호러),,
파이널 매치,2018-10-07,2000,2000,1,1,1,1,미국,(주)시네마리퍼블릭,15세이상관람가,액션,,
끝까지 간다,,2000,2000,1,1,1,1,프랑스,(주)액티버스엔터테인먼트,,스릴러,,
남편은 출장 중,2020-04-14,2000,2000,1,1,1,1,일본,(주)플라이어,청소년관람불가,드라마,,
내 여자가 된 선생님,2020-06-17,2000,2000,1,1,1,1,일본,(주)플라이어,청소년관람불가,드라마,,
뉴클리어: 원전 2020,2020-10-09,2000,2000,1,1,1,1,영국,(주)더그레이트컴퍼니,15세이상관람가,드라마,,조지 맥케이
매일 밤 엿보기: 대놓고 보여주는 불륜 유부녀,2020-10-02,2000,2000,1,1,1,1,일본,(주)씨맥스커뮤니케이션즈,청소년관람불가,드라마,,카와카미 나나미
미망인: 남편 앞 쾌감 절정,2020-08-14,2000,2000,1,1,1,1,일본,(주)씨맥스커뮤니케이션즈,청소년관람불가,드라마,,
바흐: 숨겨진 작곡가,2020-10-27,2000,2000,1,1,1,1,영국,(주)더그레이트컴퍼니,전체관람가,다큐멘터리,,
발랑까진 사모님,2020-03-10,2000,2000,1,1,1,1,일본,(주)플라이어,청소년관람불가,드라마,,아이카
밝히는 형수님,2020-04-14,2000,2000,1,1,1,1,일본,(주)플라이어,청소년관람불가,드라마,,
배관공과 유부녀의 유혹,2020-06-17,2000,2000,1,1,1,1,일본,(주)플라이어,청소년관람불가,드라마,,유키 마오
봉긋한 회장님댁 간호도우미,2019-10-28,2000,2000,1,1,1,1,일본,주식회사 미콘,청소년관람불가,드라마,,
세 여자,2020-10-27,2000,2000,1,1,1,1,독일,(주)더그레이트컴퍼니,청소년관람불가,멜로/로맨스,,
셔터: 죽음의 숲,2020-10-27,2000,2000,1,1,1,1,홍콩,(주)더그레이트컴퍼니,청소년관람불가,공포(호러),,
알.이.엠,2020-01-04,2000,2000,1,1,1,1,미국,(주)스토리제이,15세이상관람가,스릴러,,
에이전트 제이드 블랙,2020-09-29,2000,2000,1,1,1,1,미국,(주)더그레이트컴퍼니,15세이상관람가,액션,,
유부녀 집구멍으로 질속배달 택배기사,2020-06-10,2000,2000,1,1,1,1,일본,(주)플라이어,청소년관람불가,드라마,,
이블데드 2020,2020-08-27,2000,2000,1,1,1,1,이탈리아,(주)소나무픽쳐스,청소년관람불가,공포(호러),,
이웃의 스캔들 : 남의 아내 탐하기,2019-04-19,2000,2000,1,1,1,1,일본,(주)씨맥스커뮤니케이션즈,청소년관람불가,드라마,,
정사 거부할 수 없는 유혹,2020-08-14,2000,2000,1,1,1,1,한국,P&미디어,청소년관람불가,멜로/로맨스,,한석봉
쥬라기 썬더,2020-09-10,2000,2000,1,1,1,1,미국,(주)더그레이트컴퍼니,15세이상관람가,액션,,
집주인 물건 빨아주는 세탁가정부,2020-06-10,2000,2000,1,1,1,1,일본,(주)플라이어,청소년관람불가,드라마,,
카르텔 2045,2019-10-17,2000,2000,1,1,1,1,미국,(주)에이원엔터테인먼트,15세이상관람가,액션,,
컨덕트,2019-08-13,2000,2000,1,1,1,1,러시아,주식회사 루믹스미디어,15세이상관람가,공포(호러),,"알렉산드라 보르티취,예브게니 츠가노프"
흑인 복싱 트레이너: 검은 참교육,2020-02-21,2000,2000,1,1,1,1,일본,(주)씨맥스커뮤니케이션즈,청소년관람불가,드라마,,
흔들린 담배: 이웃의 정부가 된 아내,2020-09-04,2000,2000,1,1,1,1,일본,(주)씨맥스커뮤니케이션즈,청소년관람불가,드라마,,
인디애니페스트2013-개막작,,3000,3000,1,1,1,1,한국,,,장르없음,,
666 사탄의 아들,2017-12-17,3000,3000,1,1,1,1,미국,주식회사 레드아이스,청소년관람불가,장르없음,,에릭 로버츠
뉴저지 사이코킬러,2018-02-10,3000,3000,1,1,1,1,미국,주식회사 레드아이스,15세이상관람가,장르없음,,
다크니스: 타락천사,2017-08-29,3000,3000,1,1,1,1,영국,(주)시네마리퍼블릭,청소년관람불가,스릴러,,
더 바인딩,2017-11-15,3000,3000,1,1,1,1,미국,주식회사 레드아이스,15세이상관람가,공포(호러),,
레이크피어2: 더 스웜프,2018-01-24,3000,3000,1,1,1,1,미국,주식회사 레드아이스,청소년관람불가,공포(호러),,
몬스터 아일랜드,2017-10-27,3000,3000,1,1,1,1,미국,주식회사 레드아이스,15세이상관람가,어드벤처,,
바이킹: 라스트 윗치 워,2017-12-06,3000,3000,1,1,1,1,영국,(유)조이앤시네마,15세이상관람가,액션,,
북 오브 파이어,2017-04-27,3000,3000,1,1,1,1,미국,(주)컴퍼니엘,청소년관람불가,액션,,
사무라이vs좀비,2017-07-25,3000,3000,1,1,1,1,일본,(주)아이브픽쳐스,청소년관람불가,공포(호러),,
살인병동,2017-12-26,3000,3000,1,1,1,1,캐나다,(주)피터팬픽쳐스,청소년관람불가,공포(호러),,아론 풀
샌드 샤크,2017-12-27,3000,3000,1,1,1,1,미국,(유)조이앤시네마,15세이상관람가,스릴러,,
샬롯: 죽음의 인형,,3000,3000,1,1,1,1,미국,제인앤유,15세이상관람가,공포(호러),,존 에드워드 리
신의 기적,2017-04-18,3000,3000,1,1,1,1,미국,(유)조이앤시네마,15세이상관람가,드라마,,
앨리스: 어둠의 거울,2017-10-27,3000,3000,1,1,1,1,미국,주식회사 레드아이스,15세이상관람가,판타지,,
어린 아내,2017-06-20,3000,3000,1,1,1,1,일본,(유)조이앤시네마,청소년관람불가,멜로/로맨스,,
엘리트,2018-05-29,3000,3000,1,1,1,1,미국,주식회사 레드아이스,15세이상관람가,액션,,
엘에이 문라이트,2018-01-24,3000,3000,1,1,1,1,미국,주식회사 레드아이스,15세이상관람가,코미디,,"켈렌 콜먼,제이 헤르난데즈"
워리어스 영웅들의 전쟁,,3000,3000,1,1,1,1,영국,,,어드벤처,,
인디펜던츠 데이: 외계의 대침공,2017-12-06,3000,3000,1,1,1,1,미국,(유)조이앤시네마,15세이상관람가,액션,,
인어공주 이야기,2017-11-03,3000,3000,1,1,1,1,미국,(주)영화사 안다미로,전체관람가,판타지,,
제네시스 : 새로운 시대의 서막,2017-07-05,3000,3000,1,1,1,1,미국,주식회사 레드아이스,15세이상관람가,SF,,
체크 포인트,2017-08-29,3000,3000,1,1,1,1,미국,(주)시네마리퍼블릭,청소년관람불가,액션,,"케인 호더,민디 로빈슨"
컴 투게더,2017-05-18,3000,3000,1,1,1,1,미국,(주)시네마리퍼블릭,청소년관람불가,코미디,,
터미네이터 사이보그,2018-02-02,3000,3000,1,1,1,1,미국,(유)조이앤시네마,15세이상관람가,액션,,
테이크다운어스,,3000,3000,1,1,1,1,기타,,,SF,,
톨 맨: 악마는 살아있다,2017-11-03,3000,3000,1,1,1,1,미국,제인앤유,15세이상관람가,장르없음,,
인디애니유랑단2011-속삭임,,4000,4000,1,1,1,2,한국,,12세이상관람가,장르없음,,
인디애니유랑단2011-식.욕,,4000,4000,1,1,1,1,한국,,15세이상관람가,장르없음,,
인디애니유랑단in국도-섹션5 러브 칸타빌레,,4000,4000,1,1,1,2,한국,,12세이상관람가,장르없음,,
로그온 배틀그라운드,,4000,4000,1,1,1,1,영국,,,액션,,
배틀걸: 피투성이 전기톱 소녀,2017-08-10,4000,4000,1,1,1,1,일본,(주)아이브픽쳐스,청소년관람불가,공포(호러),,
위자: 원혼의 부활,,4000,4000,1,1,1,1,미국,케이티하이텔(주),,공포(호러),,토마스 가너
팩트 살인,2017-12-23,4000,4000,1,1,1,1,미국,(주)시네마리퍼블릭,청소년관람불가,액션,,"칼럼 블루,커 스미스"
NeMaf 2011-새로운 상상+쓰임전 단편섹션3 홍콩미디어아트,,5000,5000,1,1,1,1,,,,장르없음,,
광주독립영화특선(2011 GIFF),,5000,5000,1,1,1,1,,,15세이상관람가,장르없음,,
광주시민영상특선(2011 GIFF),,5000,5000,1,1,1,1,,,15세이상관람가,장르없음,,
발칙한 시선 2부 - 일반1,,5000,5000,1,1,1,1,기타,,12세이상관람가,장르없음,,
보이지 않는 사람들+리틀 보이스,,5000,5000,1,1,1,1,기타,,12세이상관람가,장르없음,,
애니메이션 특선(2011 GIFF),,5000,5000,1,1,1,1,,,전체관람가,장르없음,,
인디애니 씨앗터 3회,,5000,5000,1,1,1,1,한국,,12세이상관람가,애니메이션,,
