영화명,개봉일,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,배급사,등급,장르,감독,배우
메기의 추억,2019-05-08,798000,798000,369,369,1,17,한국,스마일픽쳐스,12세이상관람가,드라마,김문옥,"정인철,전채련,이동욱,홍해린,황태현,김국현,김지니,최미교,박효근,박준철,우명덕,이혜령,서예빈,오성혜,박칠성,한미래,김리향,안궁,태산,박경흠,박병열,현동현,남상현,박대성,문현수,김정철,정시아,박태현,박홍열,서예진,신승환"
꽃찌: 독이 있는 사랑,2018-08-23,2144000,2144000,1067,1067,2,23,한국,스마일픽쳐스,청소년관람불가,드라마,김문옥,"박가현,이성훈,김국현,정인철,김정민,박보근,우명덕,정인철"
비정한 도시 (미개봉),,6330000,6330000,902,902,6,12,한국,(주)인벤트스톤,청소년관람불가,미스터리,김문흠,"조성하,김석훈,서영희,이기영,안길강,추종범,지대한,정재훈"
비정한 도시 감독판,2012-10-25,0,161959057,0,22900,1,1,한국,(주)인벤트스톤,청소년관람불가,미스터리,김문흠,"조성하,김석훈,서영희,이기영,안길강,추종범,김문흠,김중탁,박희본,정재훈"
얼음나무,,4278,4278,6,6,1,1,한국,,,애니메이션,김미래,
노동자다 아니다,,10000,10000,2,2,1,2,한국,,,다큐멘터리,김미례,
늑대부대를 찾아서,,67500,67500,20,20,1,2,한국,,,다큐멘터리,김미례,
노가다,,674000,711000,99,108,1,3,한국,,,다큐멘터리,김미례,
외박,,0,523500,0,114,1,1,한국,,,다큐멘터리,김미례,
산다,,131000,1487000,17,371,1,2,한국,,,다큐멘터리,김미례,"이해관,장교순,육춘임,박영덕"
동아시아반일무장전선,2020-08-20,8401000,8401000,1072,1072,23,257,한국,아이 엠,15세이상관람가,다큐멘터리,김미례,
나는 야한 여자가 좋다 3 무삭제감독판,2015-07-09,5000,5000,1,1,1,1,한국,(주)케이알씨지,청소년관람불가,멜로/로맨스,김미연,"강필선,손가람"
애마부인 2016,2016-06-14,1638000,1638000,301,301,21,21,한국,드림로드,청소년관람불가,멜로/로맨스,김미연,"류현아,정넘쳐,백세리,서정우,이상진,이상희"
나는 야한 여자가 좋다 3,2015-03-26,6289000,6289000,1031,1031,20,28,한국,(주)케이알씨지,청소년관람불가,멜로/로맨스,김미연,"강필선,손가람,이자영,이정환,전예은,조명희,조미연"
너는 결코 서둘지 말라,,1219700,1219700,180,180,1,3,한국,,,드라마,김미영,"윤금선아,오희준,유이든,허준석,박예영,장준휘,최시온,양조아,최정인,전수지,전광진,이유미,최유송,조용준,임형국,오창경,김예은,김도완,류성록"
일어서는 인간,2016-03-27,1643600,1643600,264,264,5,108,한국,보리와 오디 영화사,12세이상관람가,드라마,김미영,"허지원,전수지,임형국,윤금선아,전광진"
갈매기,2021-07-28,2029000,2029000,299,299,1,15,한국,(주)영화사 진진,15세이상관람가,드라마,김미조,"정애화,이장유,고서희,김가빈,김병춘"
"여기, 우리가 만나는 곳",,64000,64000,32,32,1,2,한국,,,다큐멘터리,김민,이희준
리메인,2020-08-27,15138100,15138100,1925,1925,45,385,한국,(주)영화사오원,청소년관람불가,드라마,김민경,"이지연,김영재,하준,김선옥,김민우,홍승이,이아인,곽동규,박주현,최현욱,이연실,김미경,나종기,오세준,김경원,진현미,김규리,강민지,이정민,손민영,김기정,서민아,박여욱,문지훈,박은홍,최문익,김재철,배예인,방성현,변예진,박현진,전주협,김도한,강정인,변정자,손기현,손태훈,김흥욱,장준권,김민수,강동욱,황윤하,이대희,이윤미,이철우,하진경,김혜진,백혜문,김일호,김혜인,김예빈,이도경,이예람,남홍은,이가영,김혜린,이민주,정다혜,이경희,김아영,권혜림,손영민,김태은,백수진,조현정,임보라,정채원,천지연,김재은,신연우,유성연,이원철,이은진,배수철,조영대,심성범,최원욱,김재식,노동영,김홍,김재빈,김다현,이민희,진효은,강주원,최수지,원혜진,인은균,심기보,김다혜,장세민,조은진,송민승,이은균,배소현,이승의,박준우,최용석,이재우,김민우,박지영,박수동,서우진,김은정"
무지개 같은 꿈,,1216000,1216000,124,124,1,2,한국,,,드라마,김민규,
SIDOF2018_친구들/불편한영화제/도망치는 것은 비겁하지만 도움이 된다,,1000000,1000000,200,200,1,2,한국,,,다큐멘터리,"김민서,김남주,이성재,허건,박향진",
초능력자,2010-11-10,309000,-1805071184,39,2130645,1,9,한국,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,SF,김민석,"김한나,강동원,고수,정은채,윤다경,최덕문,김수남,허명행,강민서,홍대성,홍대성,최장훈,김윤하,김한수,황상길,문용찬,이미경,채성원,유동헌,전상하,윤정빈,박아람,오정택,최윤석,김대현,김지원,이형훈,조덕제,류아벨,변희봉,김광규,김인권,김소진,이세랑,김영아,김기범,김서원,조영규,이수광"
기린과 아프리카,,287500,287500,230,230,1,2,한국,,,드라마,김민숙,"한예리,황건,오대환"
내 동생의 여자친구,2017-02-23,5000,5000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김민식,"미즈미 사키,하즈키 노조미"
내 삼촌의 여자,2017-02-09,5000,5000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김민식,
내 친구의 애인,2017-02-09,5000,5000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김민식,
내 형의 아내,2017-02-02,5000,5000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김민식,
스와핑 : 친구부부의 쾌락,2017-01-17,5000,5000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김민식,
스와핑 : 친구부부의 쾌락 무삭제판,2017-03-28,5000,5000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김민식,
시아버지와 두 며느리,2017-02-02,5000,5000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김민식,
아내의 불륜2,2017-01-25,5000,5000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김민식,하즈키 노조미
아내의 불륜2 무삭제판,2017-03-28,5000,5000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김민식,하즈키 노조미
엄마의 불륜,2017-02-09,5000,5000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김민식,
엄마친구 딸,2017-02-02,5000,5000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김민식,
형부와 처제,2017-02-02,5000,5000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김민식,
내 동생의 여자친구 무삭제판,2017-07-20,6000,6000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김민식,"미즈미 사키,하즈키 노조미"
내 삼촌의 여자 무삭제판,2017-09-21,6000,6000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김민식,
내 친구의 애인 무삭제판,2017-07-25,6000,6000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김민식,아야나 리나
내 형의 아내 무삭제판,2017-07-20,6000,6000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김민식,아야나 리나
새엄마 새누나,2017-09-07,6000,6000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김민식,
새엄마 새누나 무삭제판,2018-01-11,6000,6000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김민식,
시아버지와 두 며느리 무삭제판,2017-09-21,6000,6000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김민식,
엄마의 불륜 무삭제판,2017-07-25,6000,6000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김민식,
엄마친구 딸 무삭제판,2017-09-21,6000,6000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김민식,아야나 리나
형부와 처제 무삭제판,2017-07-27,6000,6000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김민식,
세자매의 스와핑 무삭제,2020-04-07,6000,6000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김민우,
엄마의 유혹 2 무삭제,2020-05-15,6000,6000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김민우,
엄마친구 6 무삭제,2020-04-09,6000,6000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김민우,
세자매의 스와핑,2019-11-06,100000,100000,20,20,20,20,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김민우,
엄마친구 6,2019-11-08,100000,100000,20,20,20,20,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김민우,
금지된 섹스 몽정사,2016-11-09,747000,747000,146,146,20,22,한국,(주)케이알씨지,청소년관람불가,멜로/로맨스,김민욱,
한양기방 명기전,2015-12-30,2163000,2163000,395,395,20,28,한국,(주)케이알씨지,청소년관람불가,멜로/로맨스,김민욱,나영
한양 기방 춘향뎐,2015-11-26,2085000,2085000,400,400,20,31,한국,(주)케이알씨지,청소년관람불가,멜로/로맨스,김민욱,"나영,주영"
이학주 배우 특별전 (인디스데이),,102000,102000,14,14,1,5,한국,,,드라마,"김민주,이재일,송주성,이은정",이학주
멧돼지 사냥,,0,40000,0,8,1,1,한국,,,다큐멘터리,김민지,
학교 가는 길,,520000,840000,92,156,1,12,한국,,전체관람가,다큐멘터리,김민지,
성난황소,2018-11-22,351588849,351588849,1593386,1593386,1010,48932,한국,(주)쇼박스,15세이상관람가,범죄,김민호,"마동석,송지효,김성오,박지환,이동진,박혜림,김재철,이연주,신수경,이창훈,김흥태,노성후,장혁진,박지훈,박진성,김산,김민재,김수진,김용빈,김수진,이성우,배진웅,정인기,최홍일,서문호,황재열,이세영"
작별들,,0,537000,0,137,1,2,한국,(주)마노엔터테인먼트,15세이상관람가,드라마,김백준,"주다영,정택현,이주승"
괴물들,2018-03-08,28104500,28104500,3277,3277,56,668,한국,(주)리틀빅픽쳐스,청소년관람불가,드라마,김백준,"이원근,이이경,박규영,오승훈,김성균,곽민석,김도현,김성균,김우진,김정민,김지원,김효인,박상욱,박시현,박지연,이건희,이민석,이민영,이보람,이상엽,이상호,이진주,이정은,정성희,정재영,정조성,최경은,최원석,허수진,한창현,박지연,이보람,이재현"
카오산 탱고,2020-07-30,30358860,30571860,3742,3794,45,601,한국,(주)영화사 그램,12세이상관람가,드라마,김범삼,"홍완표,현리,오창경,이재원,유우키 타카시,히로사와 소우,최일순,조성희,조하영"
신비아파트: 금빛 도깨비와 비밀의 동굴,2018-07-25,706279954,706279954,678091,678091,762,16175,한국,(주)씨제이이엔엠,전체관람가,애니메이션,김병갑,"조현정,김영은,김채하,신용우,여민정,심규혁,이상호,이소은,정유정,김율,최재호,최재호"
너는 펫,2011-11-10,-484864296,-484864296,543313,543313,341,24395,한국,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,멜로/로맨스,김병곤,"장근석,김하늘,홍세희,최종훈,김유인,신정원,박재성,고나은,김해인,심서린,조진혁,박진성,박진아,조현수,고우리,유지민,정정숙,윤영식,윤용일,정유미,최원석,이진희,이채원,김주용,안길강,강하늘"
감출 수 없는 본능-몰카,2016-06-09,1322000,1322000,250,250,20,21,한국,모비딕엔터테인먼트(주),청소년관람불가,드라마,김병관,"이선주,박정환,여현수"
삽질,2019-11-14,123519530,123519530,15587,15587,171,2052,한국,(주)엣나인필름,12세이상관람가,다큐멘터리,김병기,"이명박,김병기,김종술,정수근,이향진,이철재,김상희,김정욱,박수택,박창근,송찬흡,염형철,이미경,이상돈,이석현,임내현,임희자,전상기,정두언,정재홍,최병성,최열,김길영,김윤찬,김진구,문대성,이건창,이철은,임용순"
리튼,2008-12-26,7000,2277500,2,367,1,1,한국,㈜인디스토리,15세이상관람가,드라마,김병우,"이진석,김보영,이상혁,김영환,김도영"
PMC: 더 벙커,2018-12-26,25623761,1139936536,492517,1671548,893,23116,한국,(주)씨제이이엔엠,15세이상관람가,액션,김병우,"하정우,이선균,제니퍼 엘,이상원,민무제,강신철,손성찬,안성봉,양지수,신현빈"
더 테러 라이브,2013-07-31,1248000,1216248717,156,5584295,1,1,한국,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,범죄,김병우,"하정우,이경영,전혜진,이다윗,이재관,이춘연,장성환,전려경,박수화,김홍파,김대명,최진호,김소진,강진아,최대훈,강신철,한성천,손성찬,최정현"
소시민,2017-01-12,5585800,5659800,760,779,10,75,한국,홀리가든,15세이상관람가,코미디,김병준,"한성천,황보라,김상균,홍이주,이설구,호효훈,이진한,이동욱,이재우,이재환,강신철,한성천,김미경,김경룡"
개똥이,2013-09-05,5218000,5218000,831,831,8,262,한국,주식회사 마운틴픽쳐스,청소년관람불가,드라마,김병준,"송재하,이은경,이설구,이준상,전아름,정성훈,정지운,고기훈,최성림,최성식,김병준,최윤석,손일성,박기륭,지대한,손일성,이정비,박기륭"
"서른 넷, 길 위에서",,30000,30000,7,7,1,2,한국,,,다큐멘터리,"김병철,이선희",
열애,,294050,749050,203,567,1,17,한국,,,멜로/로맨스,김병훈,"김효선,조운"
수영장의 고양이들,,23400,68188,33,114,1,5,한국,,전체관람가,애니메이션,김보경,
투 비 컨티뉴드,,1140,28578,4,52,1,1,한국,,,애니메이션,"김보경,김그림,장민경,전소은,정세련",
오픈 프레임 한국 작가 애니메이션 특별전,,984000,984000,164,164,1,1,한국,,,애니메이션,"김보경,김도연,김승희,권별,김고은",
리코더시험,,170337,170337,163,163,1,3,한국,,전체관람가,드라마,김보라,"정인기,박명신"
맹수는 나의 것,,280500,280500,187,187,1,2,한국,한국예술종합학교 미디어콘텐츠센터,,드라마,김보라,
벌새,2019-08-29,1195045974,1198538474,146976,147461,145,7864,한국,"(주)엣나인필름,(주)콘텐츠판다",15세이상관람가,드라마,김보라,"박지후,김새벽,정인기,이승연,박수연,손용범,박서윤,길해연,손상연,설혜인,송경아,백금옥,엄경희,정원자,한승목,류혁진,원다영,곽다은,오명은,권세빈,조시연,권귀빈,박윤희,박윤희,김미향,안민영,엄윤채,김상호,김소현,김수연,이종윤,최수빈,이선주,정혜영,최원경,김종구,정경섭,조혜빈,윤태희,이현주,이연우,김예지,이예림,김채윤,김지원,김정헌,이춘희,이유진,정윤서,최민서,안진현,임세연,손채연,임혜원,안예은,형영선,박수현"
결혼전.투,,111000,111000,74,74,1,2,한국,,,다큐멘터리,김보람,
개의 역사,,416000,1612000,48,254,1,6,한국,,,다큐멘터리,김보람,
피의 연대기,2018-01-18,1403000,85083200,228,10975,1,6,한국,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),12세이상관람가,다큐멘터리,김보람,"여경주,김보람,심이안,박현지,이슬기,오희정,이민지,이재명,김현아,정민주,김하원,김민주,김선형,김은지,김수진,김소희"
스틸 코인즈,,54809,54809,107,107,1,4,한국,,,애니메이션,"김보석,홍은정",
훈장과 악동들,2011-10-27,213784000,213784000,39916,39916,18,515,한국,어뮤즈,전체관람가,다큐멘터리,김봉곤,"송규호,송영준,김환,조민근,신세연,박주환,황성민,서유정,서지연,서지영,김봉곤,김도연,김도현,김태윤,김태진,최동욱,박광민,이화준,최성규,정원재,이진수,이윤경,이정현"
나는 야한 여자가 좋다 2 무삭제감독판,2015-02-12,14000,14000,2,2,1,1,한국,(주)케이알씨지,청소년관람불가,멜로/로맨스,김봉은,배건식
가자! 장미여관으로 3 - 방황 무삭제 감독판,2015-01-15,28000,28000,4,4,2,2,한국,(주)케이알씨지,청소년관람불가,멜로/로맨스,김봉은,서연주
나는 야한 여자가 좋다 2,2014-10-01,5507000,5507000,1248,1248,20,36,한국,(주)케이알씨지,청소년관람불가,멜로/로맨스,김봉은,"배건식,박수연,손준영,이유성,임희경,황현"
가자! 장미여관으로 3 - 방황,2014-10-08,7183000,7183000,1529,1529,20,50,한국,(주)케이알씨지,청소년관람불가,멜로/로맨스,김봉은,"서연주,근영"
가자! 장미여관으로 2 - 갈증,2014-04-10,14471000,14471000,3534,3534,20,91,한국,(주)에이블엔터테인먼트,청소년관람불가,멜로/로맨스,김봉은,"황정아,강경돈,이현국,최창수,김상수"
더 폰,2015-10-22,-575737320,-575737320,1593694,1593694,794,53599,한국,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,스릴러,김봉주,"손현주,엄지원,배성우,김성종,권지훈,조용관,정한빈,정진근,장한별,임태훈,이확광,이병권,김경애,김광섭,이광기,김영민,김용환,김소영,김주희,김태환,김한준,서병철,백동현,이철민,노정의,장인섭,조달환,황석정,이정민,이수인,김기천,권혁범"
히어로,2013-10-08,158900000,158900000,23841,23841,179,2130,한국,(주)마인스 엔터테인먼트,전체관람가,가족,김봉한,"오정세,박철민,정은표,신지수,배호근,백소미,서인한,송영훈,안성원,이용동,이현모,류현,황순영,문희경,손병호"
보통사람,2017-03-23,-1338569673,-1338569673,383336,383336,621,19928,한국,오퍼스픽쳐스(유),15세이상관람가,드라마,김봉한,"손현주,장혁,김상호,라미란,정만식,조달환,지승현,오연아,강현구,이학렬,이형기,박형수,서주연,정원태,양재영,윤준호,이영호,이유진,이승용,김영,주석태,장광,임용순,박지일,주광현,신정섭"
국제수사,2020-09-29,201636464,201636464,537470,537470,1074,41108,한국,(주)쇼박스,15세이상관람가,코미디,김봉한,"곽도원,김대명,김희원,김상호,유진우,손현주,조재윤,신승환,신동미,이한서,김창옥,강채민,이찬유,이규영,김채준,성혁,이소진,이봉련,이유리,박창희,황무영,이홍내,박대원,희웅,정영철,여상훈,강덕환,정인덕,김단아,하은수,이강녕,황두하"
들리나요?,2020-06-10,40817140,40817140,3905,3905,103,857,한국,(주)트리플픽쳐스,전체관람가,다큐멘터리,"김봉한,신승환","김창옥,곽도원,곽봉훈,구소영,김미경,김미자,김정열,김지열,김창희,김현정,김형욱,김홍주,김효숙,문영철,박종호,최병윤,한정자,혜민스님,이종인,홍은희,조달원,임남훈,정지혁"
우리 누나 친구,2019-10-21,2000,2000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,안소희
내 아내의 언니 2 무삭제,2018-04-17,6000,6000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,
밀애 : 아내의 여동생 무삭제판,2018-11-22,6000,6000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,
밀애 : 친구엄마 무삭제판,2018-10-02,6000,6000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,
여자들 : 섹스의 만족도 무삭제,2018-03-20,6000,6000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,
정사 : 자매의 유혹 무삭제,2018-11-20,6000,6000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,
정사 : 착한 며느리들 무삭제판,2018-04-26,6000,6000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,
정사 : 착한 숙모 무삭제,2018-11-20,6000,6000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,
정사 : 친구의 엄마 2 무삭제,2018-07-30,6000,6000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,
착한 엄마친구 2 무삭제,2018-08-23,6000,6000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,
착한 자매들 무삭제판,2018-11-12,6000,6000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,
나쁜 처제 무삭제,2019-11-28,6000,6000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,
내 아내의 엄마 무삭제,2019-09-11,6000,6000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,
내 여자친구의 엄마 무삭제,2019-05-09,6000,6000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,박주빈
누나 친구 3 무삭제,2019-09-11,6000,6000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,박주빈
동호회의 목적 2 무삭제,2019-08-27,6000,6000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,"안소희,이은미"
밀애 : 착한 형수 무삭제,2019-03-11,6000,6000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,이채담
새엄마 3 무삭제판,2019-06-14,6000,6000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,
스와핑 : 완벽한 이웃 무삭제,2020-03-12,6000,6000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,이은미
아내의 맛 무삭제판,2019-04-22,6000,6000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,
아들의 여자 무삭제,2020-03-04,6000,6000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,박주빈
연애 : 아빠친구,2020-10-20,6000,6000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,
예비 사위 무삭제,2020-04-07,6000,6000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,
옷 잘 벗는 예쁜 누나 무삭제,2020-02-11,6000,6000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,안소희
전망 좋은 하숙집 무삭제,2020-02-04,6000,6000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,"안소희,이은미"
정사 : 착한 며느리들 2 무삭제,2019-03-13,6000,6000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,
착한 친구아내 무삭제,2019-05-24,6000,6000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,
친구 이모,2020-03-04,6000,6000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,안소희
친구 이모 무삭제,2020-06-25,6000,6000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,안소희
형수의 유혹 무삭제,2020-04-02,6000,6000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,이은미
나쁜 처제,2019-07-01,100000,100000,20,20,20,20,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,
스와핑 : 완벽한 이웃,2019-11-04,100000,100000,20,20,20,20,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,
아들의 여자,2019-09-16,100000,100000,20,20,20,20,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,박주빈
연애 : 엄마친구 2,2019-05-07,100000,100000,20,20,20,20,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,안소희
예비 사위,2019-11-13,100000,100000,20,20,20,20,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,
옷 잘 벗는 예쁜 누나,2019-10-07,100000,100000,20,20,11,20,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,안소희
전망 좋은 하숙집,2019-07-29,100000,100000,20,20,20,20,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,"안소희,이은미"
형수의 유혹,2019-11-11,100000,100000,20,20,20,20,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,이은미
밀애 : 착한 형수,2018-12-27,105000,105000,20,20,20,20,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,이채담
내 아내의 엄마,2019-02-25,105000,105000,20,20,20,20,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,
내 친구의 숙모,2019-03-05,105000,105000,20,20,20,20,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,박주빈
누나 친구 3,2019-04-08,105000,105000,20,20,20,20,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,박주빈
동호회의 목적 2,2019-04-23,105000,105000,20,20,20,20,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,"안소희,이은미"
새엄마 3,2019-01-03,105000,105000,20,20,20,20,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,
아내의 맛,2019-01-31,105000,105000,20,20,20,20,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,
착한 친구아내,2019-01-29,105000,105000,20,20,20,20,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,
우리 누나 친구 무삭제,2019-10-24,130000,130000,26,26,20,26,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,"안소희,서보라,신준현,김나은"
내 여자친구의 엄마,2018-12-04,518000,518000,71,71,20,20,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,박주빈
밀애 : 아내의 여동생,2018-11-15,518000,518000,71,71,20,20,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,
정사 : 자매의 유혹,2018-08-16,473000,473000,73,73,20,20,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,
착한 자매들,2018-10-12,509000,509000,91,91,20,20,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,
정사 : 착한 숙모,2018-09-21,557000,557000,115,115,20,20,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,
착한 엄마친구 2,2018-05-03,760000,760000,129,129,20,20,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,
정사 : 친구의 엄마 2,2018-04-19,765000,765000,129,129,20,20,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,
밀애 : 친구엄마,2018-02-27,770000,770000,129,129,20,20,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,이재석
정사 : 착한 며느리들 2,2018-11-29,1086000,1086000,130,130,20,22,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,
여자들 : 섹스의 만족도,2017-10-12,779000,779000,131,131,20,20,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,박창훈
내 아내의 언니 2,2018-01-11,714000,714000,120,120,20,20,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,"김부곤,김부곤",
정사 : 착한 며느리들,2018-01-25,768000,768000,129,129,20,20,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,"김부곤,김부곤",
잊혀지지 않는 기억,,34140,34140,142,142,1,2,한국,,,애니메이션,"김비,정용현",
아내의 엄마 2,2019-01-25,6000,6000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김빛나,이채담
착한 엄마 3 무삭제,2020-03-03,6000,6000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김빛나,"이채담,이수민"
착한 엄마친구 3 무삭제,2020-04-07,6000,6000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김빛나,이채담
착한 엄마 3,2019-08-26,100000,100000,20,20,20,20,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김빛나,"이채담,이수민"
착한 엄마친구 3,2019-10-28,100000,100000,20,20,20,20,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김빛나,이채담
아내의 엄마 2 무삭제,2019-04-04,105000,105000,20,20,20,20,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김빛나,이채담
우리 만난 지 1년 되는 날,,21000,21000,3,3,2,5,한국,,12세이상관람가,드라마,김삼력,"서보익,근휘,차순배"
러브 콜,,550000,550000,87,87,3,40,한국,,15세이상관람가,멜로/로맨스,김삼력,"차수연,양진우,최유화,김재화"
하얀 나비,,364000,864000,68,168,2,13,한국,,12세이상관람가,드라마,김삼력,"김신록,태인호,최묘견,근휘,조승연,차순배,오창경"
